song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Na Na Hey Hey Kiss Him Goodbye,Steam,1,1,16,9
Leaving On A Jet Plane,"Peter, Paul & Mary",1,1,17,11
Come Together/Something,The Beatles,1,3,16,9
Take A Letter Maria,R.B. Greaves,2,4,15,8
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,3,3,15,9
And When I Die,"Blood, Sweat & Tears",2,6,13,6
Wedding Bell Blues,The 5th Dimension,1,7,15,5
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,7,7,14,7
Someday We'll Be Together,Diana Ross & The Supremes,1,1,16,12
Eli's Coming,Three Dog Night,10,10,14,8
Backfield In Motion,Mel And Tim,10,10,14,7
Smile A Little Smile For Me,The Flying Machine,5,12,14,5
Raindrops Keep Fallin' On My Head,B.J. Thomas,1,1,22,17
"Baby, I'm For Real",The Originals,14,14,16,6
Cherry Hill Park,Billy Joe Royal,15,15,15,6
Holly Holy,Neil Diamond,6,6,14,9
Suspicious Minds,Elvis Presley,1,17,15,3
Baby It's You,Smith,5,18,15,2
Eleanor Rigby,Aretha Franklin,17,17,8,4
Going In Circles,The Friends Of Distinction,15,20,20,4
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",21,21,12,3
These Eyes,Jr. Walker & The All Stars,16,16,13,7
Friendship Train,Gladys Knight And The Pips,17,17,14,8
Midnight Cowboy,Ferrante & Teicher,10,10,15,10
Heaven Knows,The Grass Roots,24,24,10,6
"Mind, Body and Soul",The Flaming Ember,26,26,14,4
I Want You Back,Jackson 5,1,1,19,16
Whole Lotta Love,Led Zeppelin,4,4,15,13
Up On Cripple Creek,The Band,25,25,14,9
Undun,The Guess Who,22,30,10,3
I Can't Get Next To You,The Temptations,1,31,17,1
"Sugar, Sugar",The Archies,1,32,22,3
Groovy Grubworm,Harlow Wilcox and the Oakies,30,30,12,4
I Guess The Lord Must Be In New York City,Nilsson,34,34,7,2
A Brand New Me,Dusty Springfield,24,24,12,8
Evil Woman Don't Play Your Games With Me,CROW,19,19,15,9
Jam Up Jelly Tight,Tommy Roe,8,8,14,11
Try A Little Kindness,Glen Campbell,23,38,11,3
La La La (If I Had You),Bobby Sherman,9,9,11,9
Love Will Find A Way,Jackie DeShannon,40,40,8,3
Don't Cry Daddy/Rubberneckin',Elvis Presley,6,6,13,12
On The Dock Of The Bay,The Dells,42,42,8,3
Ain't It Funky Now (Part 1),James Brown,24,24,11,9
Cold Turkey,Plastic Ono Band,30,30,12,9
Reuben James,Kenny Rogers & The First Edition,26,45,12,2
Kozmic Blues,Janis Joplin,41,41,9,5
Sunday Mornin',Oliver,35,35,9,7
Early In The Morning,Vanity Fare,12,12,13,11
Make Your Own Kind Of Music,Mama Cass Elliot,36,49,9,2
Blistered/See Ruby Fall,Johnny Cash,50,50,6,4
I'll Hold Out My Hand,The Clique,45,45,7,5
You Got To Pay The Price,Gloria Taylor,49,49,9,5
Jingle Jangle,The Archies,10,10,13,12
Don't Let Love Hang You Up,Jerry Butler,44,44,8,5
"We Love You, Call Collect",Art Linkletter,42,55,6,1
Jingo,Santana,56,56,8,2
Okie From Muskogee,Merle Haggard And The Strangers,41,41,14,9
Cupid,Johnny Nash,39,39,14,10
Get It From The Bottom,The Steelers,56,56,6,3
Get Rhythm,Johnny Cash,60,60,6,3
Midnight,Dennis Yost And The Classics IV,58,58,8,5
Any Way That You Want Me,Evie Sands,53,62,17,1
Crumbs Off The Table,The Glass House,59,63,9,2
Can't Take My Eyes Off You,Nancy Wilson,52,52,10,8
Ballad Of Easy Rider,The Byrds,65,65,6,1
Time Machine,Grand Funk Railroad,48,66,11,1
Say You Love Me,The Impressions,58,67,9,2
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,44,68,7,1
Tonight I'll Be Staying Here With You,Bob Dylan,50,69,7,2
Fancy,Bobbie Gentry,31,31,14,12
Don't Let Him Take Your Love From Me,Four Tops,45,45,7,7
Girls It Ain't Easy,The Honey Cone,68,72,6,2
What You Gave Me,Marvin Gaye & Tammi Terrell,49,49,8,7
(I'm So) Afraid Of Losing You Again,Charley Pride,74,74,6,2
She Belongs To Me,Rick Nelson,33,33,18,11
One Tin Soldier,The Original Caste,34,34,17,14
Volunteers,Jefferson Airplane,65,65,10,6
I Can't Make It Alone,Lou Rawls,63,78,7,2
Walkin' In The Rain,Jay & The Americans,19,19,15,13
I'm Tired,Savoy Brown,74,74,5,4
"Wonderful World, Beautiful People",Jimmy Cliff,25,25,11,11
Goin' Out Of My Head/Forget To Remember,Frank Sinatra,79,79,4,3
Turn! Turn! Turn!/To Everything There Is A Season,Judy Collins,69,69,7,6
Winter World Of Love,Engelbert Humperdinck,16,16,12,12
Swingin' Tight,Bill Deal & The Rhondels,85,85,5,2
Happy,Paul Anka,86,86,3,1
Je T'Aime...Moi Non Plus,Jane Birkin Serge Gainsbourg,58,58,10,9
I Love You,Otis Leavill,63,63,9,8
Tonight I'll Say A Prayer,Eydie Gorme,45,45,12,11
Lady-O,The Turtles,78,78,4,4
Look-Ka Py Py,The Meters,56,56,10,10
(One Of These Days) Sunday's Gonna' Come On Tuesday,The New Establishment,92,92,2,1
You Keep Me Hanging On,Wilson Pickett,92,92,3,2
She Came In Through The Bathroom Window,Joe Cocker,30,30,12,12
Wichita Lineman,Sergio Mendes & Brasil '66,95,95,2,1
Feeling Alright,Mongo Santamaria,96,96,2,1
Arizona,Mark Lindsay,10,10,16,16
Let's Work Together (Part 1),Wilbert Harrison,32,32,13,13
I Started Loving You Again,Al Martino,86,86,5,5
Camel Back,A.B. Skhy,100,100,1,1
She,Tommy James And The Shondells,23,23,8,8
Point It Out,Smokey Robinson & The Miracles,37,37,8,8
Venus,The Shocking Blue,1,1,14,14
She Lets Her Hair Down (Early In The Morning),The Tokens,61,61,7,7
When Julie Comes Around,The Cuff Links,41,41,9,9
"To Be Young, Gifted And Black",Nina Simone,76,76,7,7
Is It Because I'm Black,Syl Johnson,68,68,6,6
Land Of 1000 Dances,The Electric Indian,95,95,1,1
Six White Horses,Tommy Cash,79,79,6,6
She Lets Her Hair Down (Early In The Morning),Gene Pitney,89,89,5,5
Alice's Rock & Roll Restaurant,Arlo Guthrie,97,97,2,2
How I Miss You Baby,Bobby Womack,93,93,2,2
Big In Vegas,Buck Owens and The Buckaroos,100,100,1,1
Let A Man Come In And Do The Popcorn (Part Two),James Brown,40,40,8,8
Baby Take Me In Your Arms,Jefferson,23,23,12,12
I'm So Glad I Fell For You,David Ruffin,53,53,7,7
No Time,The Guess Who,5,5,14,14
Are You Getting Any Sunshine?,Lou Christie,73,73,4,4
Come Saturday Morning,The Sandpipers,17,17,20,20
Together,The Illusion,80,80,4,4
Groovin' (Out On Life),The Newbeats,82,82,5,5
I'm Gonna Love You,The Intrigues,86,86,3,3
Voodoo Woman,Simon Stokes/Nighthawks,90,90,2,2
Bold Soul Sister,Ike & Tina Turner,59,59,8,8
Love Bones,Johnnie Taylor,43,43,10,10
It's Been A Long Time,Betty Everett,96,96,2,2
Mr. Limousine Driver,Grand Funk Railroad,97,97,2,2
Too Many Cooks (Spoil The Soup),100 Proof Aged in Soul,94,94,2,2
"He Ain't Heavy, He's My Brother",The Hollies,7,7,18,18
Without Love (There Is Nothing),Tom Jones,5,5,11,11
I'll Never Fall In Love Again,Dionne Warwick,6,6,11,11
Monster,Steppenwolf,39,39,8,8
Hey There Lonely Girl,Eddie Holman,2,2,14,14
Traces/Memories Medley,The Lettermen,47,47,8,8
Oh Me Oh My (I'm A Fool For You Baby),Lulu,22,22,14,14
A World Without Music,Archie Bell & The Drells,90,90,2,2
Theme From Electric Surfboard,Brother Jack McDuff,95,95,2,2
The Gangs Back Again,Kool & The Gang,85,85,5,5
Guess Who,Ruby Winters,99,99,2,2
The Thrill Is Gone,B.B. King,15,15,14,14
Walk A Mile In My Shoes,Joe South and The Believers,12,12,11,11
Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,1,1,13,13
Blowing Away,The 5th Dimension,21,21,9,9
Hold On,The Rascals,51,51,7,7
Jennifer Tomkins,Street People,36,36,15,15
Won't Find Better (Than Me),The New Hope,57,57,9,9
"Theme Music For The Film ""2001"" A Space Odyssey from Also Sprach Zarathustr",Berlin Philharmonic,90,90,4,4
Want You To Know,Rotary Connection,96,96,2,2
I'm Just A Prisoner (Of Your Good Lovin'),Candi Staton,56,56,8,8
Moon Walk Part 1,Joe Simon,54,54,8,8
How Can I Forget/Gonna Give Her All The Love I've Got,Marvin Gaye,41,41,7,7
My Honey And Me,Luther Ingram,55,55,7,7
Breaking Up Is Hard To Do,Lenny Welch,34,34,10,10
How Can I Tell My Mom & Dad,The Lovelites,60,60,10,10
"Barbara, I Love You",New Colony Six,78,78,5,5
Compared To What,Les McCann & Eddie Harris,85,85,4,4
Johnny B. Goode,Johnny Winter,92,92,3,3
If I Never Knew Your Name,Vic Dana,47,47,12,12
Mornin Mornin,Bobby Goldsboro,78,78,5,5
Didn't I (Blow Your Mind This Time),The Delfonics,10,10,14,14
Rainy Night In Georgia/Rubberneckin',Brook Benton,4,4,15,15
Honey Come Back,Glen Campbell,19,19,9,9
Hello It's Me,Nazz,66,66,13,6
The Touch Of You,Brenda & The Tabulations,50,50,8,8
Give Me Just A Little More Time,Chairman Of The Board,3,3,15,15
Psychedelic Shack,The Temptations,7,7,11,11
If Walls Could Talk,Little Milton,71,71,5,5
Country Preacher,Cannonball Adderley,86,86,3,3
The Ghetto-Part 1,Donny Hathaway,87,87,8,8
Shades Of Green,The Flaming Ember,88,88,5,5
Evil Ways,Santana,9,9,13,13
If I Were A Carpenter,Johnny Cash & June Carter,36,36,8,8
Oh What A Day,The Dells,43,43,8,8
Ma Belle Amie,The Tee Set,5,5,12,12
