song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1,1,22,11
Again,Janet Jackson,1,1,23,17
All That She Wants,Ace of Base,2,2,36,25
Shoop,Salt-N-Pepa,4,4,25,17
Gangsta Lean,DRS,4,5,20,13
Hero,Mariah Carey,1,1,30,24
Just Kickin' It,Xscape,2,7,21,10
Please Forgive Me,Bryan Adams,7,7,28,22
Breathe Again,Toni Braxton,3,3,35,28
Can We Talk,Tevin Campbell,9,9,26,19
Whoomp! (There It Is),Tag Team,2,7,45,18
Said I Loved You...But I Lied,Michael Bolton,6,6,24,20
Hey Mr. D.J.,Zhane,6,13,24,10
Keep Ya Head Up,2Pac,12,12,20,15
What Is Love,Haddaway,11,15,26,12
Dreamlover,Mariah Carey,1,16,29,12
All For Love,Bryan Adams/Rod Stewart/Sting,1,1,22,21
Anniversary,Tony! Toni! Tone!,10,18,20,10
Come Baby Come,K7,18,18,21,8
Sex Me (Parts I & II),R. Kelly,20,20,19,14
The River Of Dreams,Billy Joel,3,21,27,9
Linger,The Cranberries,8,8,24,18
Another Sad Love Song,Toni Braxton,7,23,26,4
Time And Chance,Color Me Badd,23,23,19,14
Both Sides Of The Story,Phil Collins,25,25,17,12
Never Keeping Secrets,Babyface,15,15,23,17
Wild World,Mr. Big,27,27,20,12
Sweat (A La La La La Long),Inner Circle,16,28,25,8
No Rain,Blind Melon,20,29,23,8
Because The Night,"10,000 Maniacs",11,11,29,25
If,Janet Jackson,4,31,27,8
Mr. Vain,Culture Beat,17,17,20,16
"Never Should've Let You Go (From ""Sister Act 2"")",Hi-Five,30,30,20,13
All About Soul,Billy Joel,29,29,20,16
(I Know I Got) Skillz,Shaquille O'Neal,35,35,20,14
"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,12,36,20,8
Cryin',Aerosmith,12,33,26,8
"I Can See Clearly Now (From ""Cool Runnings"")",Jimmy Cliff,18,18,25,21
Right Here (Human Nature)/Downtown,SWV,2,39,22,2
What's My Name?,Snoop Dogg,8,8,17,17
Reason To Believe,Rod Stewart,19,41,20,4
Everybody Hurts,R.E.M.,29,42,20,8
I Get Around,2Pac,11,43,25,3
Dreams,Gabrielle,26,26,28,20
Real Muthaphuckkin G's,Eazy-E,42,42,16,13
Slow And Easy,Zapp & Roger,43,43,20,15
Come Inside,Intro,33,47,20,7
Hey Jealousy,Gin Blossoms,25,48,22,3
Runaway Train,Soul Asylum,5,49,26,1
Jessie,Joshua Kadison,26,26,22,14
Getto Jam,Domino,7,7,20,19
Freakit,Das EFX,43,52,12,9
U.N.I.T.Y.,Queen Latifah,23,23,20,19
"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,22,54,20,6
Award Tour,A Tribe Called Quest,47,47,18,14
As Long As I Can Dream,Expose,55,55,14,7
Higher Ground,UB40,45,45,20,12
Hopelessly,Rick Astley,28,58,20,7
Better Than You,Lisa Keith,36,59,20,5
Send Me A Lover,Taylor Dayne,50,60,14,5
Human Wheels,John Mellencamp,48,61,14,3
Something In Your Eyes,Bell Biv DeVoe,38,62,19,4
Let Me Ride,Dr. Dre,34,63,18,8
Found Out About You,Gin Blossoms,25,25,34,32
True Love,Elton John & Kiki Dee,56,56,12,11
"Indo Smoke (From ""Poetic Justice"")",Mista Grimm,56,63,20,10
Into Your Arms,The Lemonheads,67,67,14,11
I'll Be Loving You,Collage,56,56,20,19
Method Man,Wu-Tang Clan,69,69,14,6
Fields Of Gray,Bruce Hornsby,69,70,11,3
Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,13,71,20,3
93 'Til Infinity,Souls Of Mischief,72,72,9,6
The Power Of Love,Celine Dion,1,1,33,32
Paying The Price Of Love,Bee Gees,74,74,9,3
Rain,Madonna,14,75,20,1
Runaway Love,En Vogue Featuring FMOB,51,76,10,3
Cry For You,Jodeci,15,15,20,19
Looking For Mr. Do Right,Jade,69,69,14,10
Give It Up,The Goodmen,71,71,14,13
Nothing 'Bout Me,Sting,57,80,11,2
Cantaloop (Flip Fantasia),US3,9,9,27,26
God Blessed Texas,Little Texas,55,55,12,9
Foreplay,RAab,74,78,11,4
I'm Real,Kris Kross,84,84,6,4
Yolanda,Reality,72,85,10,5
Love For Love,Robin S.,53,82,19,4
Check Yo Self,Ice Cube Featuring Das EFX,20,87,20,2
What's It To You,Clay Walker,73,88,15,7
"Easy Come, Easy Go",George Strait,71,89,10,2
Same Ol' Shit,MC Ren,90,90,4,4
Push The Feeling On,Nightcrawlers,80,91,15,6
The Song Remembers When,Trisha Yearwood,82,82,9,8
Cannonball,The Breeders,44,44,20,20
Amazing,Aerosmith,24,24,21,21
I'm Looking For The One (To Be With Me),Jazzy Jeff & The Fresh Prince,79,79,7,7
Commitment Of The Heart,Clive Griffin,96,96,3,1
Oh Carolina,Shaggy,59,97,17,1
Stay Real,Erick Sermon,92,98,10,1
Alright,Kris Kross Featuring Supercat,19,99,19,1
Jimmy Olsen's Blues,Spin Doctors,78,100,9,1
Really Doe,Ice Cube,54,54,9,9
Let It Snow,Boyz II Men,32,32,7,7
