song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Ringo,Lorne Greene,1,1,12,7
Mr. Lonely,Bobby Vinton,1,1,15,10
Leader Of The Pack,The Shangri-Las,1,3,12,4
She's Not There,The Zombies,2,2,15,8
Baby Love,The Supremes,1,5,13,4
Time Is On My Side,The Rolling Stones,6,6,13,6
You Really Got Me,The Kinks,7,7,15,5
Come See About Me,The Supremes,1,1,14,11
Mountain Of Love,Johnny Rivers,9,9,11,6
I'm Gonna Be Strong,Gene Pitney,9,9,12,6
Come A Little Bit Closer,Jay & The Americans,3,11,15,3
Ask Me,Elvis Presley With The Jordanaires,12,12,12,4
"Dance, Dance, Dance",The Beach Boys,8,8,11,7
Right Or Wrong,Ronnie Dove,14,14,10,4
I'm Into Something Good,Herman's Hermits,13,13,13,6
Last Kiss,J. Frank Wilson and The Cavaliers,2,16,15,2
Goin' Out Of My Head,Little Anthony And The Imperials,6,6,14,10
Everything's Alright,The Newbeats,16,16,9,3
Sha La La,Manfred Mann,12,12,12,9
Big Man In Town,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",20,20,7,3
The Jerk,The Larks,7,7,13,10
I Feel Fine,The Beatles,1,1,11,11
Walking In The Rain,The Ronettes,23,23,11,5
Saturday Night At The Movies,The Drifters,18,18,9,6
Sidewalk Surfin',Jan & Dean,25,25,8,3
Reach Out For Me,Dionne Warwick,20,26,8,2
Ain't That Loving You Baby,Elvis Presley,16,27,10,2
Have I The Right?,The Honeycombs,5,28,13,2
Is It True,Brenda Lee,17,29,9,2
"My Love, Forgive Me (Amore, Scusami)",Robert Goulet,16,16,15,9
Any Way You Want It,The Dave Clark Five,14,14,12,9
"Gone, Gone, Gone",The Everly Brothers,31,31,10,3
Oh No Not My Baby,Maxine Brown,24,24,13,7
"Oh, Pretty Woman",Roy Orbison And The Candy Men,1,34,15,1
The Door Is Still Open To My Heart,Dean Martin,6,35,11,1
She Understands Me,Johnny Tillotson,31,31,11,6
The Wedding,Julie Rogers,10,10,11,9
Too Many Fish In The Sea,The Marvelettes,25,25,12,8
Slaughter On Tenth Avenue,The Ventures,35,39,7,1
Who Can I Turn To (When Nobody Needs Me),Tony Bennett,33,40,10,1
We Could,Al Martino,41,41,6,2
Shaggy Dog,Mickey Lee Lane,38,42,9,1
Amen,The Impressions,7,7,11,9
Willow Weep For Me,Chad & Jeremy,15,15,13,10
Ain't It The Truth,Mary Wells,45,45,8,3
She's A Woman,The Beatles,4,4,9,9
Don't Ever Leave Me,Connie Francis,42,47,7,1
"Run, Run, Run",The Gestures,44,44,8,5
How Sweet It Is To Be Loved By You,Marvin Gaye,6,6,14,12
As Tears Go By,Marianne Faithfull,22,22,9,8
Without The One You Love (Life's Not Worth While),Four Tops,43,43,5,4
Thou Shalt Not Steal,Dick and DeeDee,13,13,13,11
Dear Heart,Andy Williams,24,24,11,10
One More Time,The Ray Charles Singers,32,32,10,7
Keep Searchin' (We'll Follow The Sun),Del Shannon,9,9,14,12
S-W-I-M,Bobby Freeman,56,56,6,1
Dear Heart,Jack Jones,30,30,11,10
"It Ain't Me, Babe",Johnny Cash,58,58,8,3
