song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Rocket,Def Leppard,12,12,13,13
Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),8,8,25,25
I'll Be There For You,Bon Jovi,1,1,22,22
"Iko Iko (From ""Rain Man"")",The Belle Stars,14,14,18,18
Good Life,Inner City,73,73,11,11
"Let The River Run (Theme From ""Working Girl"")",Carly Simon,49,49,10,10
"Wind Beneath My Wings (From ""Beaches"")",Bette Midler,1,1,29,29
"After All (Love Theme From ""Chances Are"")",Cher & Peter Cetera,6,6,20,20
Forever Your Girl,Paula Abdul,1,1,22,22
Cult Of Personality,Living Colour,13,13,15,15
Run To Paradise,Choirboys,80,80,7,7
Dear God,Midge Ure,95,95,5,5
Like A Prayer,Madonna,1,1,16,16
Real Love,Jody Watley,2,2,18,18
Everlasting Love,Howard Jones,12,12,19,19
Somebody Like You,Robbie Nevil,63,63,11,11
I Only Wanna Be With You,Samantha Fox,31,31,13,13
Hearts On Fire,Steve Winwood,53,53,9,9
"Rock On (From ""Dream A Little Dream"")",Michael Damian,1,1,21,21
Do You Believe In Shame?,Duran Duran,72,72,5,5
Livin' Right,Glenn Frey,90,90,4,4
Soldier Of Love,Donny Osmond,2,2,18,18
Every Little Step,Bobby Brown,3,3,21,21
Downtown,One 2 Many,37,37,13,13
Working On It,Chris Rea,73,73,7,7
The Different Story (World Of Lust And Crime),Peter Schilling,61,61,10,10
Walking Through Walls,The Escape Club,81,81,6,6
Voices Of Babylon,The Outfield,25,25,14,14
Electric Youth,Debbie Gibson,11,11,13,13
I'll Be Loving You (Forever),New Kids on the Block,1,1,21,21
Buffalo Stance,Neneh Cherry,3,3,24,24
When Love Comes To Town,U2 With B.B. King,68,68,7,7
Come Out Fighting,Easterhouse,82,82,4,4
Baby Baby,Eighth Wonder,84,84,5,5
Repetition,Information Society,76,76,6,6
Patience,Guns N' Roses,4,4,18,18
Cry,Waterfront,10,10,17,17
Circle,Edie Brickell & New Bohemians,48,48,10,10
You Ain't Seen Nothing Yet,Figures On A Beach,67,67,7,7
Coming Home,Cinderella,20,20,17,17
I'll Be You,The Replacements,51,51,10,10
Similar Features,Melissa Etheridge,94,94,4,4
Through The Storm,Aretha Franklin & Elton John,16,16,11,11
Miss You Like Crazy,Natalie Cole,7,7,19,19
Little Jackie Wants To Be A Star,Lisa Lisa And Cult Jam,29,29,11,11
Giving Up On Love,Rick Astley,38,38,10,10
Stop,Sam Brown,65,65,10,10
Closer Than Friends,Surface,57,57,13,13
Cuddly Toy (Feel For Me),Roachford,25,25,14,14
Veronica,Elvis Costello,19,19,14,14
Let Me In,Eddie Money,60,60,7,7
This Time I Know It's For Real,Donna Summer,7,7,17,17
Seeing Is Believing,Mike + The Mechanics,62,62,6,6
Shake It Up,Bad Company,82,82,8,8
Round & Round,New Order,64,64,9,9
Pop Singer,John Mellencamp,15,15,12,12
Baby Don't Forget My Number,Milli Vanilli,1,1,21,21
I Won't Back Down,Tom Petty,12,12,15,15
For The Love Of Money,BulletBoys,78,78,6,6
Who Do You Give Your Love To?,Michael Morales,15,15,19,19
Down Boys,Warrant,27,27,16,16
The Mayor Of Simpleton,XTC,72,72,6,6
Satisfied,Richard Marx,1,1,15,15
I Drove All Night,Cyndi Lauper,6,6,15,15
Into The Night,Benny Mardones,11,20,37,17
Good Thing,Fine Young Cannibals,1,1,17,17
Be With You,The Bangles,30,30,12,12
If You Don't Know Me By Now,Simply Red,1,1,22,22
I Like,Guy,70,70,7,7
Rooms On Fire,Stevie Nicks,16,16,14,14
Anything Can Happen,Was (Not Was),75,75,6,6
Send Me An Angel '89,Real Life,26,26,16,16
Crazy About Her,Rod Stewart,11,11,17,17
Fascination Street,The Cure,46,46,11,11
We Can Last Forever,Chicago,55,55,12,12
I Like It,Dino,7,7,25,25
I Want It All,Queen,50,50,10,10
Now You're In Heaven,Julian Lennon,93,93,4,4
Once Bitten Twice Shy,Great White,5,5,26,26
(Between A) Rock And A Hard Place,Cutting Crew,77,77,5,5
What You Don't Know,Expose,8,8,15,15
The Doctor,The Doobie Brothers,9,9,14,14
Toy Soldiers,Martika,1,1,20,20
Hey Baby,Henry Lee Summer,18,18,18,18
Moonlight On Water,Kevin Raleigh,60,60,9,9
"In Your Eyes (Theme From ""Say Anything"")",Peter Gabriel,26,41,28,14
Yo No Se,Pajama Party,75,75,10,10
So Alive,Love And Rockets,3,3,20,20
My Brave Face,Paul McCartney,25,25,10,10
Dressed For Success,Roxette,14,14,18,18
Secret Rendezvous,Karyn White,6,6,21,21
Fire Woman,The Cult,46,46,11,11
In My Eyes,Stevie B,37,37,17,17
Joy And Pain,Rob Base & D.J. E-Z Rock,58,58,13,13
Praying To A New God,Wang Chung,63,63,7,7
Express Yourself,Madonna,2,2,16,16
Lay Your Hands On Me,Bon Jovi,7,7,16,16
Me Myself And I,De La Soul,34,34,17,17
Right Next To Me,Whistle,60,60,13,13
Hooked On You,Sweet Sensation,23,23,28,16
Nothin (That Compares 2 U),The Jacksons,77,77,7,7
Headed For A Heartbreak,Winger,19,19,18,18
Waiting Game,Swing Out Sister,86,86,4,4
Darlin' I,Vanessa Williams,88,88,4,4
You Are The One,TKA,91,91,7,7
"On Our Own (From ""Ghostbusters II"")",Bobby Brown,2,2,20,20
Calling It Love,Animotion,53,53,9,9
Pop Song 89,R.E.M.,86,86,4,4
I'm That Type Of Guy,LL Cool J,15,15,16,16
Youth Gone Wild,Skid Row,99,99,2,2
"Batdance (From ""Batman"")",Prince,1,1,18,18
No More Rhyme,Debbie Gibson,17,17,14,14
Sacred Emotion,Donny Osmond,13,13,16,16
Friends,Jody Watley With Eric B. & Rakim,9,9,18,18
Love Train,Holly Johnson,65,65,6,6
Cover Of Love,Michael Damian,31,31,12,12
Angel Eyes,The Jeff Healey Band,5,5,22,22
Dancing In Heaven (Orbital Be-Bop),Q-feel,75,75,7,7
Trouble Me,"10,000 Maniacs",44,44,12,12
The End Of The Innocence,Don Henley,8,8,18,18
Cold Hearted,Paula Abdul,1,1,21,21
Keep On Movin',Soul II Soul Featuring Caron Wheeler,11,11,20,20
Comin' Down Tonight,Thirty Eight Special,67,67,7,7
Talk It Over,Grayson Hugh,19,19,18,18
Gonna Make It,SaFire,71,71,7,7
Don't Say You Love Me,Billy Squier,58,58,15,15
Little Fighter,White Lion,52,52,14,14
My One Temptation,Mica Paris,97,97,4,4
"It Isn't, It Wasn't, It Ain't Never Gonna Be",Aretha Franklin/Whitney Houston,41,41,8,8
Soul Provider,Michael Bolton,17,17,17,17
Shower Me With Your Love,Surface,5,5,19,19
The Prisoner,Howard Jones,30,30,13,13
Come Home With Me Baby,Dead or Alive,69,69,8,8
Tell Me I'm Not Dreaming,Robert Palmer,60,60,8,8
All I Want Is You,U2,83,83,4,4
Right Here Waiting,Richard Marx,1,1,21,21
Don't Wanna Lose You,Gloria Estefan,1,1,18,18
If I Could Turn Back Time,Cher,3,3,21,21
18 And Life,Skid Row,4,4,20,20
Open Letter (To A Landlord),Living Colour,82,82,5,5
Love Has Taken Its Toll,Saraya,64,64,9,9
Turned Away,Chuckii Booker,42,42,14,14
(You're My One And Only) True Love,Seduction,23,23,21,21
Hangin' Tough,New Kids on the Block,1,1,17,17
Jackie Brown,John Mellencamp,48,48,8,8
Heaven,Warrant,2,2,19,19
Kisses On The Wind,Neneh Cherry,8,8,14,14
Closer To Fine,Indigo Girls,52,52,9,9
That's The Way,Katrina And The Waves,16,16,12,12
My Paradise,The Outfield,72,72,6,6
Let The Day Begin,The Call,51,51,9,9
Forget Me Not,Bad English,45,45,11,11
Smooth Up,BulletBoys,71,71,10,10
Stop!,Erasure,97,97,2,2
One,Bee Gees,7,7,14,14
Bust A Move,Young M.C.,7,7,18,18
Pride & Passion,John Cafferty & The Beaver Brown Band,66,66,7,7
Put Your Mouth On Me,Eddie Murphy,27,27,13,13
You Better Dance,The Jets,59,59,7,7
Runnin' Down A Dream,Tom Petty,23,23,14,14
Nature Of Love,Waterfront,70,70,5,5
Love Cries,Stage Dolls,46,46,13,13
Nightrain,Guns N' Roses,93,93,5,5
Girl I'm Gonna Miss You,Milli Vanilli,1,1,17,17
Hey Ladies,Beastie Boys,36,36,10,10
It's Not Enough,Starship,12,12,16,16
And The Night Stood Still,Dion,75,75,5,5
Gypsy Road,Cinderella,51,51,7,7
Oh Daddy,Adrian Belew,58,58,8,8
My First Night Without You,Cyndi Lauper,62,62,6,6
Love Song,The Cure,2,2,16,16
Don't Look Back,Fine Young Cannibals,11,11,12,12
It's No Crime,Babyface,7,7,16,16
What I Like About You,Michael Morales,28,28,13,13
Need A Little Taste Of Love,The Doobie Brothers,45,45,9,9
What About Me,Moving Pictures,46,46,16,16
Lay All Your Love On Me,Information Society,83,83,8,8
Lay Down Your Arms,The Graces,56,56,9,9
When The Radio Is On,Paul Shaffer,81,81,8,8
On The Line,Tangier,67,67,7,7
Walkin' Shoes,Tora Tora,86,86,6,6
Cherish,Madonna,2,2,15,15
When I Looked At Him,Expose,10,10,15,15
Ain't Too Proud To Beg,Rick Astley,89,89,3,3
Let Go,Sharon Bryant,34,34,13,13
Don't Shut Me Out,Kevin Paige,18,18,15,15
Partyman,Prince,18,18,10,10
Listen To Your Heart,Roxette,1,1,14,14
Healing Hands,Elton John,13,13,14,14
Rock Wit'cha,Bobby Brown,7,7,14,14
Still Cruisin',The Beach Boys,93,93,3,3
Call It Love,Poco,18,18,14,14
Stand Up,Underworld,67,67,8,8
Glamour Boys,Living Colour,31,31,13,13
That's When I Think Of You,1927,100,100,1,1
Miss You Much,Janet Jackson,1,1,13,13
Mixed Emotions,The Rolling Stones,5,5,12,12
Sowing The Seeds Of Love,Tears for Fears,2,2,13,13
Love In An Elevator,Aerosmith,5,5,13,13
Dr. Feelgood,Motley Crue,6,6,13,13
The Best,Tina Turner,15,15,13,13
Love Shack,The B-52s,3,3,13,13
Puss N' Boots/These Boots (Are Made For Walkin'),Kon Kan,58,58,8,8
I Feel The Earth Move,Martika,25,25,11,11
Congratulations,Vesta,55,55,8,8
My Heart Skips A Beat,The Cover Girls,38,38,12,12
Talk To Myself,Christopher Williams,49,49,12,12
Sunshine,Dino,23,23,12,12
Me So Horny,The 2 Live Crew,26,26,12,12
Don't Close Your Eyes,Kix,12,12,12,12
This One,Paul McCartney,94,94,3,3
I Don't Want A Lover,Texas,77,77,6,6
Cover Girl,New Kids on the Block,2,2,11,11
Didn't I (Blow Your Mind),New Kids on the Block,8,8,11,11
When I See You Smile,Bad English,1,1,11,11
Love's About to Change My Heart,Donna Summer,85,85,3,3
I Love The Bass,Bardeux,68,68,10,10
Poison,Alice Cooper,7,7,10,10
Back To Life,Soul II Soul,8,8,10,10
The Way To Your Heart,Soulsister,41,41,10,10
"My Fantasy (From ""Do The Right Thing"")",Teddy Riley Featuring Guy,62,62,6,6
Don't Make Me Over,Sybil,23,23,10,10
We Could Be Together,Debbie Gibson,71,71,6,6
Sugar Daddy,Thompson Twins,28,28,10,10
Right Back Where We Started From,Sinitta,84,84,4,4
No Big Deal,Love And Rockets,82,82,4,4
Radar Love,White Lion,59,59,10,10
Hungry,Winger,85,85,6,6
Get On Your Feet,Gloria Estefan,11,11,9,9
Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),9,9,9,9
Leave A Light On,Belinda Carlisle,15,15,9,9
Don't Ask Me Why,Eurythmics,40,40,9,9
The Angel Song,Great White,33,33,9,9
Hold On,Donny Osmond,73,73,7,7
Love Song,Tesla,25,25,9,9
Edie (Ciao Baby),The Cult,93,93,4,4
I'm A Believer,Giant,56,56,9,9
Angelia,Richard Marx,6,6,8,8
Blame It On The Rain,Milli Vanilli,1,1,8,8
Living In Sin,Bon Jovi,16,16,8,8
Licence To Chill,Billy Ocean,32,32,8,8
"If You Asked Me To (From ""Licence To Kill"")",Patti LaBelle,79,79,5,5
Girl I Am Searching For You,Stevie B,57,57,8,8
The Last Worthless Evening,Don Henley,24,24,8,8
Touch The Fire,Icehouse,84,84,4,4
Sold Me Down The River,The Alarm,50,50,8,8
I Want You,Shana,52,52,8,8
We Didn't Start The Fire,Billy Joel,5,5,7,7
Baby Come To Me,Regina Belle,60,60,7,7
Pump Up The Jam,Technotronic Featuring Felly,19,19,7,7
Everything,Jody Watley,29,29,7,7
If You Leave Me Now,Jaya,61,61,7,7
With Every Beat Of My Heart,Taylor Dayne,13,13,6,6
Heat Of The Moment,After 7,74,74,6,6
Just Like Jesse James,Cher,26,26,6,6
The Arms Of Orion,Prince With Sheena Easton,41,41,6,6
The Same Love,The Jets,87,87,6,6
New Thing,Enuff Z'Nuff,67,67,6,6
French Kiss,Lil Louis,59,59,6,6
I Live By The Groove,Paul Carrack,38,38,5,5
Just Between You And Me,Lou Gramm,32,32,5,5
When The Night Comes,Joe Cocker,42,42,5,5
Was It Nothing At All,Michael Damian,58,58,5,5
How Am I Supposed To Live Without You,Michael Bolton,36,36,5,5
Swing The Mood,Jive Bunny & The Mastermixers,34,34,5,5
Crossroads,Tracy Chapman,90,90,4,4
Realistic,Shirley Lewis,84,84,5,5
Bring It All Back,Grayson Hugh,87,87,4,4
Another Day In Paradise,Phil Collins,10,10,4,4
Free Fallin',Tom Petty,43,43,4,4
Rock And A Hard Place,The Rolling Stones,39,39,4,4
Fool For Your Loving,Whitesnake,47,47,12,4
Touch Me Tonight,Shooting Star,76,76,4,4
I Think I Can Beat Mike Tyson,D.J. Jazzy Jeff & The Fresh Prince,65,65,4,4
No Souvenirs,Melissa Etheridge,95,95,3,3
Big Talk,Warrant,93,93,4,4
You Are My Everything,Surface,84,84,4,4
Name And Number,Big Noise,97,97,3,3
Rhythm Nation,Janet Jackson,22,22,3,3
Oh Father,Madonna,40,40,3,3
Two To Make It Right,Seduction,49,49,3,3
This One's For The Children,New Kids on the Block,37,37,3,3
I'm Not The Man I Used To Be,Fine Young Cannibals,68,68,3,3
Over And Over,Pajama Party,72,72,3,3
Back To The Bullet,Saraya,70,70,3,3
I Remember You,Skid Row,53,53,2,2
Pretending,Eric Clapton,77,77,2,2
Tender Lover,Babyface,63,63,2,2
I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,57,57,2,2
No More Lies,Michel'le,82,82,2,2
Downtown Train,Rod Stewart,54,54,1,1
Steamy Windows,Tina Turner,83,83,1,1
Janie's Got A Gun,Aerosmith,85,85,1,1
Principal's Office,Young M.C.,88,88,1,1
Kickstart My Heart,Motley Crue,90,90,1,1
Wait For You,Bonham,91,91,1,1
Hide Your Heart,Kiss,92,92,1,1
I Didn't Mean To Stay All Night,Starship,94,94,1,1
Everything You Do (You're Sexing Me),Fiona (Duet With Kip Winger),95,95,1,1
