song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
I Will Always Love You,Whitney Houston,1,1,26,23
If I Ever Fall In Love,Shai,2,2,27,20
Rump Shaker,Wreckx-N-Effect,2,2,28,19
How Do You Talk To An Angel,The Heights,1,4,20,11
"I'd Die Without You (From ""Boomerang"")",P.M. Dawn,3,5,28,16
Rhythm Is A Dancer,Snap!,5,5,39,23
Real Love,Mary J. Blige,7,7,31,17
Good Enough,Bobby Brown,7,7,23,16
What About Your Friends,TLC,7,9,27,14
"End Of The Road (From ""Boomerang"")",Boyz II Men,1,10,32,12
"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,3,3,20,19
To Love Somebody,Michael Bolton,11,11,20,13
Layla,Eric Clapton,12,13,20,11
Love Is On The Way,Saigon Kick,12,12,22,9
Sometimes Love Just Ain't Enough,Patty Smyth,2,15,24,8
Do You Believe In Us,Jon Secada,13,13,30,20
Jump Around,House Of Pain,3,17,30,7
Walking On Broken Glass,Annie Lennox,14,17,25,12
"Saving Forever For You (From ""Beverly Hills, 90210"")",Shanice,4,4,24,18
Would I Lie To You?,Charles & Eddie,13,20,26,11
Little Miss Can't Be Wrong,Spin Doctors,17,17,20,13
Someone To Hold,Trey Lorenz,19,22,20,11
Free Your Mind,En Vogue,8,23,20,8
Where You Goin' Now,Damn Yankees,20,20,20,12
Erotica,Madonna,3,25,18,11
Back To The Hotel,N2Deep,14,14,30,9
People Everyday,Arrested Development,8,27,23,7
I Wish The Phone Would Ring,Expose,28,28,15,10
Flex,Mad Cobra,13,13,19,12
Gangsta,Bell Biv DeVoe,21,21,17,14
Keep The Faith,Bon Jovi,29,30,16,10
The Last Song,Elton John,23,23,20,15
Faithful,Go West,14,14,20,16
Have You Ever Needed Someone So Bad,Def Leppard,12,34,20,5
Drive,R.E.M.,28,28,15,10
Just Another Day,Jon Secada,5,36,37,4
When She Cries,Restless Heart,11,11,20,17
Deeper And Deeper,Madonna,7,7,17,17
Who's Gonna Ride Your Wild Horses,U2,35,35,16,12
Baby-Baby-Baby,TLC,2,40,33,7
Humpin' Around,Bobby Brown,3,41,20,3
Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),33,33,19,13
I Will Be Here For You,Michael W. Smith,27,43,20,9
All I Want,Toad The Wet Sprocket,15,44,25,2
She's Playing Hard To Get,Hi-Five,5,45,20,2
Never A Time,Genesis,21,21,20,16
Chains Around My Heart,Richard Marx,44,47,13,7
"Forever Love (From ""Mo' Money"")",Color Me Badd,15,48,18,8
Do I Have To Say The Words?,Bryan Adams,11,49,20,2
Please Don't Go,K.W.S.,6,50,26,2
I Got A Thang 4 Ya!,Lo-Key?,27,27,20,17
Walk On The Ocean,Toad The Wet Sprocket,18,18,20,17
"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,33,33,20,17
When I Look Into Your Eyes,Firehouse,8,54,20,4
Here We Go Again!,Portrait,11,11,23,20
Right Now,Al B. Sure!,47,56,20,6
7,Prince And The New Power Generation,7,7,23,22
It's Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,34,34,16,15
Johnny Have You Seen Her?,The Rembrandts,54,59,8,3
Love Can Move Mountains,Celine Dion,36,36,17,15
Baby I'm For Real/Natural High,After 7,55,55,18,14
No Ordinary Love,Sade,28,28,27,23
"Give It Up, Turn It Loose",En Vogue,15,15,20,20
The Hitman,AB Logic,60,64,20,2
Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,43,65,19,4
