song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Someone You Loved,Lewis Capaldi,1,1,54,28
Circles,Post Malone,1,1,61,51
Senorita,Shawn Mendes & Camila Cabello,1,3,37,17
Good As Hell,Lizzo,3,3,30,19
Memories,Maroon 5,2,2,41,34
Truth Hurts,Lizzo,1,6,42,15
No Guidance,Chris Brown Featuring Drake,5,7,46,24
Lose You To Love Me,Selena Gomez,1,5,23,20
Panini,Lil Nas X,5,9,32,12
"10,000 Hours",Dan + Shay & Justin Bieber,4,5,30,25
Even Though I'm Leaving,Luke Combs,11,11,24,14
HIGHEST IN THE ROOM,Travis Scott,1,8,22,17
Bad Guy,Billie Eilish,1,13,49,17
Trampoline,SHAED,13,13,39,16
Beautiful People,Ed Sheeran Featuring Khalid,13,15,26,7
Hot,Young Thug Featuring Gunna,11,16,26,14
Ran$om,Lil Tecca,4,17,31,8
Only Human,Jonas Brothers,18,18,36,15
Woah,Lil Baby,15,15,21,21
One Man Band,Old Dominion,20,20,28,17
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,15,45,9
Bandit,Juice WRLD & YoungBoy Never Broke Again,10,12,20,15
Dance Monkey,Tones And I,4,4,36,31
I Don't Care,Ed Sheeran & Justin Bieber,2,24,39,13
Ballin',Mustard & Roddy Ricch,11,11,44,28
Lover,Taylor Swift,10,15,22,10
Roxanne,Arizona Zervas,4,4,26,25
On Chill,Wale Featuring Jeremih,22,28,23,10
Talk,Khalid,3,29,46,7
Goodbyes,Post Malone Featuring Young Thug,3,30,21,3
How Do You Sleep?,Sam Smith,24,31,20,4
Sucker,Jonas Brothers,1,29,47,11
Playing Games,Summer Walker,16,33,20,10
Baby,Lil Baby & DaBaby,21,34,21,5
Money In The Grave,Drake Featuring Rick Ross,7,35,23,2
Heat,Chris Brown Featuring Gunna,36,36,20,10
Suge,DaBaby,7,37,37,5
Follow God,Kanye West,7,38,6,4
All I Want For Christmas Is You,Mariah Carey,1,1,37,7
One Thing Right,Marshmello & Kane Brown,36,40,23,3
Dancing With A Stranger,Sam Smith & Normani,7,41,45,2
Graveyard,Halsey,34,34,20,12
Time,NF,41,43,20,4
223's,YNW Melly & 9lokknine,34,44,19,10
Hot Girl Bummer,Blackbear,11,11,42,34
Don't Start Now,Dua Lipa,2,2,52,51
Juicy,Doja Cat & Tyga,41,41,20,18
The Bones,Maren Morris,12,12,52,45
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,8,49,20,11
My Type,Saweetie,21,50,20,1
Camelot,NLE Choppa,37,51,20,12
VIBEZ,DaBaby,21,52,20,14
Remember You Young,Thomas Rhett,53,53,18,10
What If I Never Get Over You,Lady Antebellum,40,40,21,10
Liar,Camila Cabello,52,55,11,2
Heart On Ice,Rod Wave,25,25,27,27
Prayed For You,Matt Stell,36,57,20,6
Every Little Thing,Russell Dickerson,50,58,12,2
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,59,16,3
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",60,60,15,10
Good Vibes,Chris Janson,48,61,13,3
Stuck In A Dream,Lil Mosey x Gunna,62,62,4,2
Nice To Meet Ya,Niall Horan,63,63,14,10
Baby Sitter,DaBaby Featuring Offset,59,64,20,7
Kinfolks,Sam Hunt,34,34,21,17
Enemies,Post Malone Featuring DaBaby,16,66,18,9
BOP,DaBaby,11,11,30,24
Hate Me,Ellie Goulding & Juice WRLD,56,60,20,7
Make No Sense,YoungBoy Never Broke Again,57,69,20,16
We Were,Keith Urban,65,65,15,5
Heartache Medication,Jon Pardi,42,42,20,14
Better Together,Luke Combs,30,30,5,5
Lonely Child,YoungBoy Never Broke Again,44,73,7,3
Everything I Wanted,Billie Eilish,8,8,33,33
Tip Of My Tongue,Kenny Chesney,73,74,20,3
Ridin' Roads,Dustin Lynch,47,47,20,19
I Don't Know About You,Chris Lane,39,77,20,2
Tusa,Karol G & Nicki Minaj,42,42,21,21
Slow Dancing In The Dark,Joji,69,79,13,8
All The Good Girls Go To Hell,Billie Eilish,46,76,7,4
Yellow Hearts,Ant Saunders,81,81,8,8
It All Comes Out In The Wash,Miranda Lambert,70,82,2,1
Jerry Sprunger,Tory Lanez & T-Pain,44,44,10,10
La Cancion,J Balvin & Bad Bunny,84,84,8,4
