song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
I Hope You Dance,Lee Ann Womack,14,14,48,28
Jaded,Aerosmith,7,7,20,20
Nobody Wants To Be Lonely,Ricky Martin Duet With Christina Aguilera,13,13,20,20
I Did It,Dave Matthews Band,71,71,11,11
Who I Am,Jessica Andrews,28,28,20,20
Breathless,The Corrs,34,34,20,20
Outside,Aaron Lewis Of Staind With Fred Durst,56,56,19,19
Soul Sista,Bilal,71,71,14,14
Georgia,Carolyn Dawn Johnson,98,98,5,5
Free,Mya,42,42,16,16
Snoop Dogg,Snoop Dogg,77,77,5,5
If My Heart Had Wings,Faith Hill,39,39,18,18
Pour Me,Trick Pony,71,71,14,14
You All Dat,Baha Men With Imani Coppola,94,94,4,4
Change The Game,"Jay-Z, Beanie Sigel And Memphis Bleek",86,86,14,14
Around The World (La La La La La),ATC,28,28,18,18
Hanging By A Moment,Lifehouse,2,2,42,42
A Long Walk,Jill Scott,43,43,19,19
One Step Closer,Linkin Park,75,75,17,17
One More Time,Daft Punk,61,61,16,16
Missing You,Case,4,4,22,22
The Call,Backstreet Boys,52,52,6,6
Thank You For Loving Me,Bon Jovi,57,57,10,10
Who's That Girl?,Eve,47,47,18,18
Drive,Incubus,9,9,39,39
Love,Musiq Soulchild,24,24,21,21
Don't Talk,Jon B,58,58,14,14
Get Crunked Up,Iconz Featuring Tony Manshino,93,93,5,5
Ride Wit Me,Nelly Featuring City Spud,3,3,29,29
Just Another Girl,Monica,64,64,13,13
Look At Us,Sarina Paris,59,59,20,20
Never Had A Dream Come True,S Club 7,10,10,20,20
Best I Ever Had (Grey Sky Morning),Vertical Horizon,58,58,16,16
I'm Like A Bird,Nelly Furtado,9,9,24,24
"So Fresh, So Clean",OutKast,30,30,20,20
Oochie Wally,QB Finest Featuring Nas & Bravehearts,26,26,20,20
It's A Great Day To Be Alive,Travis Tritt,33,33,20,20
Chickenhead,Project Pat,87,87,12,12
Cross The Border,Philly's Most Wanted,98,98,5,5
Heard It All Before,Sunshine Anderson,18,18,20,20
Follow Me,Uncle Kracker,5,5,33,33
Yellow,Coldplay,48,48,20,20
Ain't Nothing 'Bout You,Brooks & Dunn,25,25,20,20
Don't Happen Twice,Kenny Chesney,26,26,20,20
Take It To Da House,Trick Daddy Featuring The SNS Express,50,50,20,20
All For You,Janet,1,1,22,22
Survivor,Destiny's Child,2,2,20,20
Maybe I Deserve,Tank,38,38,20,20
She Misses Him,Tim Rushlow,59,59,11,11
If I Fall You're Going Down With Me,Dixie Chicks,38,38,18,18
Drops Of Jupiter (Tell Me),Train,5,5,37,37
Lucky 4 You (Tonight I'm Just Me),SHeDAISY,79,79,3,3
Bizounce,Olivia,15,15,14,14
Get Ur Freak On,"Missy ""Misdemeanor"" Elliott",7,7,24,24
Lay Low,"Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",50,50,19,19
Mrs. Steven Rudy,Mark McGuinn,44,44,15,15
What Would You Do?,City High,8,8,28,28
Get Over Yourself,Eden's Crush,8,8,14,14
Grown Men Don't Cry,Tim McGraw,25,25,20,20
Fiesta,R. Kelly Featuring Jay-Z,6,6,21,21
Request Line,The Black Eyed Peas Featuring Macy Gray,63,63,8,8
Video,India.Arie,47,47,17,17
Superwoman Pt. II,Lil' Mo Featuring Fabolous,11,11,22,22
Play,Jennifer Lopez,18,18,20,20
There It Is,Ginuwine,66,66,10,10
Right Where I Need To Be,Gary Allan,42,42,20,20
Too Little Too Late,Barenaked Ladies,86,86,4,4
I Like Them Girls,Tyrese,48,48,19,19
She Couldn't Change Me,Montgomery Gentry,37,37,21,21
La Bomba,Azul Azul,70,70,20,20
Guilty Until Proven Innocent,Jay-Z Featuring R. Kelly,82,82,8,8
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1,1,20,20
Peaches & Cream,112,4,4,29,29
If You Can Do Anything Else,George Strait,51,51,18,18
It's Been Awhile,Staind,5,5,33,33
Puppy Love,Lil Bow Wow Featuring Jagged Edge,75,75,7,7
Until The End Of Time,2Pac,52,52,14,14
I Could Not Ask For More,Sara Evans,35,35,20,20
Two People Fell In Love,Brad Paisley,51,51,18,18
Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,2,2,31,31
My Way,Limp Bizkit,75,75,14,14
Rose Bouquet,Phil Vassar,78,78,4,4
When Somebody Loves You,Alan Jackson,52,52,17,17
That's How I Beat Shaq,Aaron Carter,96,96,2,2
"Like, Wow!",Leslie Carter,99,99,1,1
Mad Season,Matchbox Twenty,48,48,20,20
I'm Already There,Lonestar,24,24,20,20
Angel,Lionel Richie,70,70,18,18
What It Feels Like For A Girl,Madonna,23,23,10,10
Hit 'Em Up Style (Oops!),Blu Cantrell,2,2,30,30
Can't Believe,Faith Evans Featuring Carl Thomas,56,56,20,20
I Cry,Ja Rule Featuring Lil' Mo,40,40,14,14
This Is Me,Dream,39,39,20,20
"Baby, Come Over (This Is Our Night)",Samantha Mumba,49,49,17,17
Dream On,Depeche Mode,85,85,10,10
Everybody Doesn't,Amanda,81,81,6,6
There She Goes,Babyface,31,31,15,15
My Baby,Lil' Romeo,3,3,14,14
Irresistible,Jessica Simpson,15,15,20,20
The Space Between,Dave Matthews Band,22,22,23,23
Let's Get Dirty (I Can't Get In Da Club),Redman Featuring DJ Kool,97,97,2,2
There You'll Be,Faith Hill,10,10,20,20
More Than That,Backstreet Boys,27,27,20,20
Wait A Minute,Ray J Featuring Lil' Kim,30,30,17,17
Let's Get It,"Three The... G. Dep, P. Diddy & Black Rob",80,80,9,9
Imitation Of Life,R.E.M.,83,83,5,5
Austin,Blake Shelton,18,18,20,20
Pop,*NSYNC,19,19,15,15
Music,Erick Sermon Featuring Marvin Gaye,22,22,20,20
Where The Party At,Jagged Edge With Nelly,3,3,26,26
When It's Over,Sugar Ray,13,13,22,22
We Need A Resolution,Aaliyah Featuring Timbaland,59,59,16,16
I Do!!,Toya,18,18,26,26
Playas Gon' Play,3LW,81,81,7,7
What I Really Meant To Say,Cyndi Thomson,26,26,20,20
All Or Nothing,O-Town,3,3,20,20
Bootylicious,Destiny's Child,1,1,19,19
Fill Me In,Craig David,15,15,25,25
Here's To The Night,Eve 6,30,30,20,20
When I Think About Angels,Jamie O'Neal,35,35,20,20
I Wanna Be Bad,Willa Ford,22,22,20,20
U Remind Me,Usher,1,1,24,24
Downtime,Jo Dee Messina,46,46,15,15
Where The Blacktop Ends,Keith Urban,35,35,20,20
I'm Just Talkin' About Tonight,Toby Keith,27,27,20,20
She's All I Got,Jimmy Cozier,26,26,15,15
Loaded,Ricky Martin,97,97,2,2
Fallin',Alicia Keys,1,1,24,24
Flavor Of The Weak,American Hi-Fi,41,41,20,20
Someone To Call My Lover,Janet,3,3,20,20
Loverboy,Mariah Carey Featuring Cameo,2,2,14,14
Schism,Tool,67,67,20,20
Purple Hills,D12,19,19,15,15
While You Loved Me,Rascal Flatts,60,60,12,12
Just In Case,Jaheim,52,52,20,20
What It Is,Violator Featuring Busta Rhymes,63,63,14,14
Midwest Swing,St. Lunatics,88,88,5,5
I'm Real,Jennifer Lopez Featuring Ja Rule,1,1,21,21
Laredo,Chris Cagle,60,60,12,12
The Way,Jill Scott,60,60,20,20
Contagious,The Isley Brothers Featuring Ronald Isley,19,19,19,19
One Minute Man,"Missy ""Misdemeanor"" Elliott",15,15,20,20
Only Time,Enya,10,10,20,20
Area Codes,Ludacris Featuring Nate Dogg,24,24,17,17
Miss California,Dante Thomas Featuring Pras,85,85,6,6
Just A Baby Boy,Snoop Dogg Featuring Tyrese & Mr. Tan,90,90,4,4
Take You Out,Luther Vandross,26,26,16,16
Only In America,Brooks & Dunn,33,33,19,19
I'm A Believer,Smash Mouth,25,25,19,19
Why They Call It Falling,Lee Ann Womack,78,78,7,7
Sandstorm,Darude,83,83,10,10
Can't Deny It,Fabolous Featuring Nate Dogg,25,25,19,19
I'm A Thug,Trick Daddy,17,17,19,19
Izzo (H.O.V.A.),Jay-Z,8,8,18,18
Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry",33,33,12,12
Be Like That,3 Doors Down,24,24,18,18
Bad Day,Fuel,64,64,18,18
The Rock Show,blink-182,71,71,9,9
Family Affair,Mary J. Blige,1,1,18,18
Differences,Ginuwine,4,4,18,18
On A Night Like This,Trick Pony,47,47,18,18
Start The Commotion,The Wiseguys,31,31,12,12
I Would've Loved You Anyway,Trisha Yearwood,44,44,17,17
I'll Fly With You (L'amour Toujours),Gigi D'Agostino,78,78,13,13
My Projects,Coo Coo Cal,81,81,9,9
Castles In The Sky,Ian Van Dahl Featuring Marsha,91,91,10,10
Set It Off,Juvenile,65,65,15,15
Six-Pack Summer,Phil Vassar,56,56,10,10
Crawling,Linkin Park,79,79,16,16
Raise Up,Petey Pablo,25,25,16,16
Because I Got High,Afroman,13,13,10,10
Turn Off The Light,Nelly Furtado,5,5,15,15
Angry All The Time,Tim McGraw,38,38,15,15
Don't Mess With The Radio,Nivea,90,90,3,3
Ghetto Girls,Lil Bow Wow,91,91,4,4
Every Other Time,LFO,44,44,14,14
Clint Eastwood,Gorillaz,57,57,11,11
Feelin' On Yo Booty,R. Kelly,36,36,14,14
Where I Come From,Alan Jackson,34,34,14,14
Smooth Criminal,Alien Ant Farm,23,23,14,14
Girl Next Door,Musiq Soulchild Featuring Ayana,85,85,8,8
Bia' Bia',"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",94,94,3,3
AM To PM,Christina Milian,27,27,14,14
Everywhere,Michelle Branch,12,12,13,13
Superman (It's Not Easy),Five for Fighting,16,16,13,13
Fat Lip,Sum 41,66,66,10,10
Livin' It Up,Ja Rule Featuring Case,8,8,13,13
Ugly,Bubba Sparxxx,15,15,13,13
You Rock My World,Michael Jackson,10,10,12,12
Rock The Boat,Aaliyah,14,14,12,12
Lifetime,Maxwell,22,22,12,12
How You Remind Me,Nickelback,5,5,12,12
So Complicated,Carolyn Dawn Johnson,59,59,12,12
When God-Fearin' Women Get The Blues,Martina McBride,64,64,10,10
Dance With Me,112,39,39,11,11
Love Of My Life,Brian McKnight,51,51,11,11
Love Of A Woman,Travis Tritt,39,39,11,11
I'm A Survivor,Reba,53,53,11,11
Gone,*NSYNC,11,11,10,10
Wish You Were Here,Incubus,63,63,10,10
U Got It Bad,Usher,2,2,10,10
What If,Babyface,80,80,10,10
Shine,"Lil' Wayne Featuring Baby, Mack 10 & Mickey",96,96,3,3
God Bless The USA,Lee Greenwood,16,16,9,9
Hero,Enrique Iglesias,3,3,9,9
The Star Spangled Banner,Whitney Houston Featuring The Florida Orchestra / Maestro Jahja Ling,6,6,20,9
Stuck In A Moment You Can't Get Out Of,U2,52,52,9,9
Emotion,Destiny's Child,12,12,9,9
What Am I Gonna Do,Tyrese,71,71,9,9
John Doe,Public Announcement Featuring LeLe,95,95,3,3
What's Going On,All Star Tribute,27,27,8,8
You Gets No Love,Faith Evans,41,41,8,8
Angels In Waiting,Tammy Cochran,73,73,8,8
Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim",88,88,8,8
"Girls, Girls, Girls",Jay-Z,19,19,7,7
Caramel,City High Featuring Eve,20,20,7,7
I Wanna Talk About Me,Toby Keith,35,35,7,7
Dig In,Lenny Kravitz,39,39,7,7
Control,Puddle of Mudd,68,68,7,7
Who We Be,DMX,60,60,7,7
"Lights, Camera, Action!",Mr. Cheeks,64,64,7,7
Drowning,Backstreet Boys,28,28,6,6
Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,27,27,6,6
I'm A Slave 4 U,Britney Spears,40,40,6,6
#1,Nelly,30,30,6,6
Fade,Staind,69,69,6,6
I'm Tryin',Trace Adkins,67,67,6,6
Ballin' Out Of Control,Jermaine Dupri Featuring Nate Dogg,95,95,5,5
My Sacrifice,Creed,31,31,5,5
Get The Party Started,P!nk,15,15,5,5
Run,George Strait,52,52,5,5
Riding With Private Malone,David Ball,53,53,5,5
"Whenever, Wherever",Shakira,37,37,5,5
With Me,Lonestar,70,70,5,5
Wrapped Up In You,Garth Brooks,61,61,5,5
We Thuggin',Fat Joe Featuring R. Kelly,48,48,5,5
Diddy,P. Diddy Featuring The Neptunes,66,66,5,5
A Woman's Worth,Alicia Keys,45,45,5,5
Alive,P.O.D.,68,68,4,4
In The End,Linkin Park,69,69,4,4
Fatty Girl,"Ludacris, LL Cool J & Keith Murray",94,94,4,4
Wherever You Will Go,The Calling,46,46,3,3
Brotha,Angie Stone,86,86,3,3
Break Ya Neck,Busta Rhymes,83,83,3,3
Roll Out (My Business),Ludacris,78,78,3,3
From Her Mama (Mama Got A**),Juvenile,89,89,3,3
Butterflies,Michael Jackson,49,49,2,2
Standing Still,Jewel,70,70,2,2
Goodbye,Jagged Edge,76,76,2,2
Wrapped Around,Brad Paisley,79,79,2,2
Always On Time,Ja Rule Featuring Ashanti,56,56,2,2
Where Were You (When The World Stopped Turning),Alan Jackson,62,62,1,1
Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",72,72,1,1
