song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Diamonds,Rihanna,1,1,26,19
One More Night,Maroon 5,1,2,42,21
Die Young,Ke$ha,2,2,22,15
Locked Out Of Heaven,Bruno Mars,1,1,36,30
Some Nights,fun.,3,5,56,18
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,6,6,28,13
Gangnam Style,PSY,2,5,31,21
Ho Hey,The Lumineers,3,3,62,39
We Are Never Ever Getting Back Together,Taylor Swift,1,9,24,10
I Cry,Flo Rida,6,6,21,14
Too Close,Alex Clare,7,11,44,11
Home,Phillip Phillips,6,6,40,20
Don't Wake Me Up,Chris Brown,10,13,28,8
As Long As You Love Me,Justin Bieber Featuring Big Sean,6,14,29,8
Clique,"Kanye West, Jay-Z, Big Sean",12,15,22,12
Cruise,Florida Georgia Line Featuring Nelly,4,4,54,41
Adorn,Miguel,17,17,33,18
Blow Me (One Last Kiss),P!nk,5,18,27,8
Swimming Pools (Drank),Kendrick Lamar,17,17,29,16
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,5,5,24,19
Skyfall,Adele,8,21,20,14
It's Time,Imagine Dragons,15,15,47,24
Good Time,Owl City & Carly Rae Jepsen,8,23,24,4
Everybody Talks,Neon Trees,6,24,39,4
The A Team,Ed Sheeran,16,16,33,15
Va Va Voom,Nicki Minaj,22,22,20,16
Lights,Ellie Goulding,2,27,57,10
50 Ways To Say Goodbye,Train,20,28,20,2
Girl On Fire,Alicia Keys Featuring Nicki Minaj,11,11,30,20
I Will Wait,Mumford & Sons,12,12,39,25
Call Me Maybe,Carly Rae Jepsen,1,27,50,12
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,29,29,20,11
Don't You Worry Child,Swedish House Mafia Featuring John Martin,6,6,33,25
Kiss Tomorrow Goodbye,Luke Bryan,29,34,20,8
Thinkin Bout You,Frank Ocean,32,32,28,10
Somebody That I Used To Know,Gotye Featuring Kimbra,1,36,59,14
Wanted,Hunter Hayes,16,25,46,17
Whistle,Flo Rida,1,38,29,3
Blown Away,Carrie Underwood,20,39,22,3
Feel Again,OneRepublic,36,36,20,9
Little Things,One Direction,33,33,18,18
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,49,43
Finally Found You,Enrique Iglesias Featuring Sammy Adams,24,43,14,5
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",36,44,22,4
Hard To Love,Lee Brice,27,45,23,1
Payphone,Maroon 5 Featuring Wiz Khalifa,2,46,31,1
Titanium,David Guetta Featuring Sia,7,47,33,2
Wide Awake,Katy Perry,2,48,26,1
Hall Of Fame,The Script Featuring will.i.am,25,25,25,18
Try,P!nk,9,9,24,21
The One That Got Away,Jake Owen,51,51,20,6
No Worries,Lil Wayne Featuring Detail,29,29,22,12
Come Wake Me Up,Rascal Flatts,52,52,20,4
Fastest Girl In Town,Miranda Lambert,47,54,19,3
Birthday Song,2 Chainz Featuring Kanye West,47,55,20,6
Til My Last Day,Justin Moore,51,51,20,11
Anything Could Happen,Ellie Goulding,47,47,20,15
Beer Money,Kip Moore,51,51,20,12
Every Storm (Runs Out Of Rain),Gary Allan,26,26,20,14
Better Dig Two,The Band Perry,28,28,20,18
Don't Stop The Party,Pitbull Featuring TJR,17,17,20,16
2 Reasons,Trey Songz Featuring T.I.,43,62,20,1
Goodbye In Her Eyes,Zac Brown Band,48,48,20,15
Madness,Muse,45,45,29,17
Turn On The Lights,Future,50,65,20,6
Creepin',Eric Church,56,56,20,8
A Thousand Years (Part 2),Christina Perri Featuring Steve Kazee,53,53,3,3
Live While We're Young,One Direction,3,43,16,10
How Country Feels,Randy Houser,42,42,20,14
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",8,8,27,25
Radioactive,Imagine Dragons,3,3,64,53
Southern Comfort Zone,Brad Paisley,54,54,20,14
Begin Again,Taylor Swift,7,63,20,14
Catch My Breath,Kelly Clarkson,19,19,24,21
Did It For The Girl,Greg Bates,66,66,16,8
Take A Little Ride,Jason Aldean,12,76,20,3
I Knew You Were Trouble.,Taylor Swift,2,2,36,32
The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,40,40,20,19
Diced Pineapples,Rick Ross Featuring Wale & Drake,71,71,16,10
Ball,T.I. Featuring Lil Wayne,50,54,20,16
Wicked Games,The Weeknd,53,53,20,18
El Cerrito Place,Kenny Chesney,72,72,13,8
Pound The Alarm,Nicki Minaj,15,83,18,2
Your Body,Christina Aguilera,34,84,9,1
Put It Down,Brandy Featuring Chris Brown,65,85,14,1
Lovin' You Is Fun,Easton Corbin,57,86,20,1
Dance For You,Beyonce,78,87,15,5
Tornado,Little Big Town,51,51,20,19
Don't Judge Me,Chris Brown,67,67,20,18
Ready Or Not,Bridgit Mendler,49,49,13,9
Ice,Kelly Rowland Featuring Lil Wayne,88,88,12,8
Just A Fool,Christina Aguilera With Blake Shelton,71,71,2,2
Take A Walk,Passion Pit,84,84,22,11
Poetic Justice,Kendrick Lamar Featuring Drake,26,26,24,21
Kiss You,One Direction,46,46,16,16
Young & Gettin' It,Meek Mill Featuring Kirko Bangz,86,86,10,8
Sweet Nothing,Calvin Harris Featuring Florence Welch,10,10,27,26
I'm Different,2 Chainz,27,27,20,20
Dive In,Trey Songz,77,99,12,1
Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",81,81,12,11
Over You,Cassadee Pope,25,25,2,2
Little Talks,Of Monsters and Men,20,20,48,22
Seven Nation Army,Melanie Martinez,86,86,1,1
I Found You,The Wanted,89,89,2,1
Give It All We Got Tonight,George Strait,43,43,20,20
Stars,Grace Potter & The Nocturnals,95,95,1,1
Stars,Amanda Brown,97,97,1,1
Remember You,Wiz Khalifa Featuring The Weeknd,63,63,16,16
Somebody's Heartbreak,Hunter Hayes,54,54,20,20
Scream & Shout,will.i.am & Britney Spears,3,3,24,24
My Life,50 Cent Featuring Eminem & Adam Levine,27,27,3,3
Rest Of My Life,Ludacris Featuring Usher & David Guetta,72,75,10,9
Tip It On Back,Dierks Bentley,66,66,16,15
