song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
"Fly, Robin, Fly",Silver Convention,1,1,17,9
That's The Way (I Like It),KC And The Sunshine Band,1,1,16,10
Sky High,Jigsaw,3,3,21,7
Let's Do It Again,The Staple Singers,1,1,15,9
The Way I Want To Touch You,Captain & Tennille,4,5,17,7
Island Girl,Elton John,1,6,15,7
Low Rider,War,7,7,15,4
Nights On Broadway,Bee Gees,7,7,16,7
Saturday Night,Bay City Rollers,1,1,17,9
My Little Town,Simon & Garfunkel,9,9,14,7
Fox On The Run,Sweet,5,5,16,13
Love Rollercoaster,Ohio Players,1,1,16,13
I Write The Songs,Barry Manilow,1,1,20,17
Venus And Mars Rock Show,Wings,12,12,9,4
Eighteen With A Bullet,Pete Wingfield,15,15,19,4
Our Day Will Come,Frankie Valli,11,11,12,5
I Want'a Do Something Freaky To You,Leon Haywood,15,15,17,4
I Love Music (Part 1),The O'Jays,5,5,17,12
Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,1,1,17,12
Secret Love,Freddy Fender,20,20,11,4
Who Loves You,The 4 Seasons,3,21,20,5
This Will Be,Natalie Cole,6,22,17,3
Feelings,Morris Albert,6,23,32,8
Heat Wave/love Is A Rose,Linda Ronstadt,5,24,13,2
Times Of Your Life,Paul Anka,7,7,20,17
The Last Game Of The Season (A Blind Man In The Bleachers),David Geddes,18,18,8,5
I'm On Fire,5000 Volts,26,26,10,3
I Only Have Eyes For You,Art Garfunkel,18,28,18,3
For The Love Of You (Part 1&2),The Isley Brothers,22,22,12,9
Country Boy (You Got Your Feet In L.A.),Glen Campbell,11,11,14,10
Part Time Love,Gladys Knight And The Pips,22,22,11,7
Miracles,Jefferson Starship,3,32,17,2
Walk Away From Love,David Ruffin,9,9,15,11
Rock And Roll All Nite (live),Kiss,12,12,14,11
Full Of Fire,Al Green,28,28,11,7
Blue Eyes Crying In The Rain,Willie Nelson,21,36,18,4
You Sexy Thing,Hot Chocolate,3,3,21,16
Bad Blood,Neil Sedaka,1,38,14,2
Lyin' Eyes,Eagles,2,39,14,2
Volare,Al Martino,33,33,10,5
Operator,The Manhattan Transfer,22,41,12,1
Love Machine (Part 1),The Miracles,1,1,28,22
Winners And Losers,"Hamilton, Joe Frank & Reynolds",21,21,15,11
Fire On The Mountain,The Marshall Tucker Band,38,38,13,6
Over My Head,Fleetwood Mac,20,20,14,10
Sing A Song,"Earth, Wind & Fire",5,5,17,15
S.O.S.,ABBA,15,47,17,2
Love Power,Willie Hutch,41,48,6,1
Evil Woman,Electric Light Orchestra,10,10,17,14
I'm Sorry,John Denver,1,50,18,2
School Boy Crush,AWB,33,33,7,6
Carry Me,David Crosby/Graham Nash,52,52,6,3
Baby Face,The Wing And A Prayer Fife & Drum Corps.,14,14,20,17
Do It Any Way You Wanna,People's Choice,11,54,16,1
Love To Love You Baby,Donna Summer,2,2,18,18
They Just Can't Stop It the (Games People Play),The Spinners,5,56,18,1
Since I Met You Baby,Freddy Fender,45,57,8,1
Fly Away,John Denver,13,13,12,12
Caribbean Festival,Kool & The Gang,55,55,7,3
Just Too Many People,Melissa Manchester,30,60,12,1
Wake Up Everybody (Part 1),Harold Melvin And The Blue Notes,12,12,17,15
Lonely School Year,The Hudson Brothers,57,57,5,3
"Nice, Nice, Very Nice",Ambrosia,63,63,5,1
Let's Live Together,The Road Apples,35,35,14,8
Lady Blue,Leon Russell,14,65,19,1
Going Down Slowly,The Pointer Sisters,61,61,7,5
Hey There Little Firefly Part I,Firefly,67,67,9,3
Never Been Any Reason,Head East,68,68,9,3
Hurricane (Part 1),Bob Dylan,33,33,11,10
Drive My Car,Gary Toms Empire,69,69,5,3
This Old Man,Purple Reign,48,48,8,6
Happy,Eddie Kendricks,66,66,13,5
Love Hurts,Nazareth,8,8,23,21
Woman Tonight,America,44,44,9,8
Let It Shine/He Ain't Heavy...He's My Brother,Olivia Newton-John,30,30,9,9
Give It What You Got/Peace Pipe,B.T. Express,31,76,18,1
Squeeze Box,The Who,16,16,16,15
Is It Love That We're Missin',Quincy Jones (feat. The Brothers Johnson),70,74,10,2
Paloma Blanca,George Baker Selection,26,26,15,14
I'm On Fire,Jim Gilstrap,78,78,8,2
(I'm Going By) The Stars In Your Eyes,Ron Banks And The Dramatics,81,81,3,1
Convoy,C.W. McCall,1,1,16,16
Down To The Line,Bachman-Turner Overdrive,43,43,7,7
Theme From S.W.A.T.,Rhythm Heritage,1,1,24,21
Somewhere In The Night,Helen Reddy,19,19,14,14
The Blind Man In The Bleachers,Kenny Starr,58,58,5,5
Free Ride,Tavares,52,52,6,6
How High The Moon,Gloria Gaynor,75,75,5,4
"Soul Train ""75""",Soul Train Gang,75,75,5,5
I Want To Dance With You (Dance With Me),The Ritchie Family,84,84,4,4
Bye Bye Baby,U.S. 1,91,91,2,1
It's Alright,Graham Central Station,92,92,2,1
The Zip,MFSB,91,91,6,5
Art For Art's Sake,10cc,83,83,6,5
Breakfast For Two,Country Joe McDonald,92,92,7,6
Funky Weekend,The Stylistics,76,76,9,9
We All Gotta Stick Together,Four Tops,97,97,1,1
Sunday Sunrise,Anne Murray,98,98,2,1
For A Dancer,Prelude,63,63,8,7
Every Beat Of My Heart,Crown Heights Affair,83,83,8,8
Play On Love,Jefferson Starship,49,49,6,6
Slow Ride,Foghat,20,20,17,17
Breaking Up Is Hard To Do,Neil Sedaka,8,8,14,14
Somewhere In The Night,Batdorf & Rodney,69,69,3,3
Golden Years,David Bowie,10,10,21,21
Christmas For Cowboys,John Denver,58,58,4,4
Inseparable,Natalie Cole,32,32,17,17
Almost Saturday Night,John Fogerty,78,78,3,3
Easy As Pie,"Billy ""Crash"" Craddock",54,54,8,8
Deep Purple,Donny & Marie Osmond,14,14,23,23
Hollywood Hot,The Eleventh Hour,55,90,15,4
Love Hurts,Jim Capaldi,97,97,1,1
Blue Guitar,Justin Hayward & John Lodge,94,94,5,5
Yesterday's Hero,John Paul Young,42,42,9,9
50 Ways To Leave Your Lover,Paul Simon,1,1,17,17
Take It To The Limit,Eagles,4,4,23,23
Tracks Of My Tears,Linda Ronstadt,25,25,13,13
All By Myself,Eric Carmen,2,2,19,19
The Homecoming,Hagood Hardy,41,41,13,13
Make Love To Your Mind,Bill Withers,76,76,8,8
Amazing Grace (used To Be Her Favorite Song),Amazing Rhythm Aces,72,72,8,8
I Believe In Father Christmas,Greg Lake,95,95,3,3
Don't Cry Joni,Conway Twitty with Joni Lee,63,63,7,7
Let The Music Play,Barry White,32,32,9,9
Fanny (Be Tender With My Love),Bee Gees,12,12,16,16
Love Or Leave,The Spinners,36,36,8,8
Break Away,Art Garfunkel,39,39,11,11
Sweet Love,Commodores,5,5,23,23
"December, 1963 (Oh, What a Night)",The 4 Seasons,1,1,27,27
I Cheat The Hangman,The Doobie Brothers,60,60,4,4
The White Knight,Cledus Maggard And The Citizen's Band,19,19,15,15
