song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,1,1,14,8
I Hear A Symphony,The Supremes,1,2,10,5
1-2-3,Len Barry,2,3,15,5
Let's Hang On!,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",3,3,16,8
I Got You (I Feel Good),James Brown And The Famous Flames,3,3,12,9
Rescue Me,Fontella Bass,4,6,13,4
Taste Of Honey,Herb Alpert & The Tijuana Brass,7,7,16,6
Ain't That Peculiar,Marvin Gaye,8,8,12,4
I Can Never Go Home Anymore,The Shangri-Las,6,6,11,7
Over And Over,The Dave Clark Five,1,1,12,9
Get Off Of My Cloud,The Rolling Stones,1,11,12,4
"Run, Baby Run (Back Into My Arms)",The Newbeats,12,12,13,4
I Will,Dean Martin,10,10,10,5
You've Got To Hide Your Love Away,The Silkie,10,14,10,3
May The Bird Of Paradise Fly Up Your Nose,"""Little"" Jimmy Dickens",15,15,10,3
Make It Easy On Yourself,The Walker Bros.,16,16,10,3
Make The World Go Away,Eddy Arnold,6,6,14,7
England Swings,Roger Miller,8,8,11,7
Something About You,Four Tops,19,19,7,4
Fever,The McCoys,7,7,11,8
Hang On Sloopy,Ramsey Lewis Trio,11,11,8,6
I'm A Man,The Yardbirds,17,17,10,5
A Lover's Concerto,The Toys,2,23,15,3
Don't Think Twice,The Wonder Who?,12,12,11,7
My Baby,The Temptations,13,25,8,2
Kiss Away,Ronnie Dove,25,25,8,4
Puppet On A String,Elvis Presley With The Jordanaires,14,14,10,7
My Girl Has Gone,The Miracles,14,28,10,2
Let Me Be,The Turtles,29,29,7,2
Here It Comes Again,The Fortunes,27,27,8,4
Sunday And Me,Jay & The Americans,18,18,8,6
Keep On Dancing,The Gentrys,4,32,13,1
You're The One,The Vogues,4,33,12,1
The Sound Of Silence,Simon & Garfunkel,1,1,14,12
Mystic Eyes,Them,33,33,8,3
It's My Life,The Animals,23,23,12,8
One Has My Name (The Other Has My Heart),Barry Young,13,13,11,7
(All Of A Sudden) My Heart Sings,Mel Carter,38,38,7,2
Just A Little Bit,Roy Head,39,39,7,2
Everyone's Gone To The Moon,Jonathan King,17,40,11,1
Ebb Tide,The Righteous Brothers,5,5,9,9
The Little Girl I Once Knew,The Beach Boys,20,20,8,7
Everybody Loves A Clown,Gary Lewis And The Playboys,4,43,11,1
Flowers On The Wall,The Statler Brothers,4,4,13,10
Yesterday,The Beatles,1,45,11,1
Road Runner,The Gants,46,46,12,2
Apple Of My Eye,Roy Head And The Traits,32,32,8,6
Crawling Back,Roy Orbison,46,46,7,3
Ring Dang Doo,Sam The Sham and the Pharaohs,33,49,9,1
Hole In The Wall,The Packers,43,43,11,8
Let's Get Together,We Five,31,31,8,5
Princess In Rags,Gene Pitney,37,37,8,6
Harlem Nocturne,The Viscounts,39,39,29,8
The Duck,Jackie Lee,14,14,14,12
Rusty Bells,Brenda Lee,33,55,9,1
You Didn't Have To Be So Nice,The Lovin' Spoonful,10,10,12,11
"Mother Nature, Father Time",Brook Benton,53,53,7,4
He Touched Me,Barbra Streisand,53,58,10,1
Sinner Man,Trini Lopez,54,58,9,2
A Time To Love-A Time To Cry (Petite Fleur),Lou Johnson,59,59,9,6
Dance With Me,The Mojo Men,61,61,6,1
Seesaw,Don Covay & The Goodtimers,44,44,9,6
Don't Fight It,Wilson Pickett,53,53,10,6
Buckaroo,Buck Owens and The Buckaroos,60,60,9,6
Misty,The Vibrations,63,65,7,1
Try Me,James Brown At The Organ,63,63,8,6
Five O'Clock World,The Vogues,4,4,14,13
Spanish Eyes,Al Martino,15,15,12,12
You've Been Cheatin',The Impressions,33,33,9,7
The Revolution Kind,Sonny,70,70,4,3
Everybody Do The Sloopy,Johnny Thunder,67,67,5,4
Jealous Heart,Connie Francis,47,47,8,7
Our World,Johnny Tillotson,70,70,6,4
Crystal Chandelier,Vic Dana,51,51,7,7
A Sweet Woman Like You,Joe Tex,29,29,9,9
I Want To Meet Him,The Royalettes,72,72,6,2
Satin Pillows,Bobby Vinton,23,23,10,10
Look Through Any Window,The Hollies,32,32,12,10
Stand By Me,Earl Grant,75,75,7,2
Sandy,Ronny And The Daytonas,27,27,11,11
I Really Love You,Dee Dee Sharp,78,78,7,3
Rainbow '65 (Part I),Gene Chandler,69,69,8,7
I've Got To Be Somebody,Billy Joe Royal,38,38,8,8
A Well Respected Man,The Kinks,13,13,14,14
Just Like Me,Paul Revere & The Raiders Featuring Mark Lindsay,11,11,15,15
All Or Nothing,Patti LaBelle And The Blue Belles,68,68,6,6
I Won't Love You Anymore (Sorry),Lesley Gore,80,80,3,3
Let's Move & Groove (Together),Johnny Nash,88,88,7,1
C.C. Rider,Bobby Powell,76,76,7,7
Michael,The C.O.D.'s,41,41,12,11
I'm Satisfied,The San Remo Golden Strings,89,89,4,3
She's With Her Other Love,Leon Hayward,92,92,3,1
A Young Girl,Noel Harrison,51,51,8,8
Only Love (Can Save Me Now),Solomon Burke,94,94,2,1
Quiet Nights Of Quiet Stars,Andy Williams,92,92,3,3
Lies,The Knickerbockers,20,20,13,13
Run To My Lovin' Arms,Lenny Welch,96,96,2,2
