song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1,1,16,13
Last Date,Floyd Cramer,2,2,20,12
Poetry In Motion,Johnny Tillotson,2,3,15,7
Stay,Maurice Williams & The Zodiacs,1,4,18,9
A Thousand Stars,Kathy Young With The Innocents,3,3,17,11
North To Alaska,Johnny Horton,4,4,23,12
He Will Break Your Heart,Jerry Butler,7,7,15,10
New Orleans,U.S. Bonds,6,8,14,7
Sailor (Your Home Is The Sea),Lolita,5,5,18,12
"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,6,10,16,5
Many Tears Ago,Connie Francis,7,7,13,9
Alone At Last,Jackie Wilson,8,12,15,7
Wonderland By Night,Bert Kaempfert And His Orchestra,1,1,17,14
My Girl Josephine,Fats Domino,14,14,15,9
Georgia On My Mind,Ray Charles,1,15,13,3
Sway,Bobby Rydell,14,14,11,7
You're Sixteen,Johnny Burnette,8,8,15,10
Save The Last Dance For Me,The Drifters,1,18,18,5
Perfidia,The Ventures,15,15,13,8
The Hucklebuck,Chubby Checker,14,20,13,5
Lonely Teenager,Dion,12,12,16,9
I'll Save The Last Dance For You,Damita Jo,22,22,12,6
Like Strangers,The Everly Brothers,22,23,10,5
Fools Rush In (Where Angels Fear To Tread),Brook Benton,24,24,10,7
I Want To Be Wanted,Brenda Lee,1,25,15,3
To Each His Own,The Platters,21,26,11,3
I Gotta Know,Elvis Presley With The Jordanaires,20,20,11,8
You Talk Too Much,Joe Jones,3,28,13,2
Sleep,Little Willie John,13,29,16,3
Exodus,Ferrante & Teicher,2,2,21,18
Ol' Mac Donald,Frank Sinatra,25,31,9,5
Am I The Man,Jackie Wilson,32,32,10,4
Artificial Flowers,Bobby Darin,20,33,12,2
My Dearest Darling,Etta James,34,34,13,2
Ruby Duby Du,Tobin Mathews & Co.,30,35,8,3
Blue Angel,Roy Orbison,9,36,14,3
Am I Losing You,Jim Reeves,31,31,11,5
Natural Born Lover,Fats Domino,38,38,9,4
Last Date,Lawrence Welk And His Orchestra,21,21,11,8
Ballad Of The Alamo,Marty Robbins,34,34,13,6
Blue Tango,Bill Black's Combo,16,16,10,9
Togetherness,Frankie Avalon,26,42,13,2
Gonzo,James Booker,43,43,11,7
Wait For Me,The Playmates,37,44,8,2
Ruby,Ray Charles,28,28,9,7
Dear John,Pat Boone,44,46,8,2
Alabam,Pat Boone,47,47,8,2
Devil Or Angel,Bobby Vee,6,48,19,1
I Missed Me,Jim Reeves,44,44,6,3
Ruby Duby Du From Key Witness,Charles Wolcott,41,50,7,2
Wonderland By Night,Louis Prima,15,15,14,11
Don't Be Cruel,Bill Black's Combo,11,52,13,1
Rubber Ball,Bobby Vee,6,6,14,13
Main Theme from Exodus (Ari's Theme),Mantovani & His Orch.,31,31,13,11
Hardhearted Hannah,Ray Charles,55,55,4,2
Gee Whiz,The Innocents,28,28,11,9
Peter Gunn,Duane Eddy His Twangy Guitar And The Rebels,27,57,9,1
Will You Love Me Tomorrow,The Shirelles,1,1,19,17
Once In Awhile,The Chimes,11,11,18,13
My Heart Has A Mind Of Its Own,Connie Francis,1,60,17,1
Summer's Gone,Paul Anka,11,61,11,1
Wings Of A Dove,Ferlin Husky,12,12,18,17
Let's Think About Living,Bob Luman,7,63,14,1
Love Walked In,Dinah Washington,30,64,10,1
