song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Twenty-Five Miles,Edwin Starr,6,6,14,14
The Weight,Aretha Franklin,19,19,7,7
Somebody Loves You,The Delfonics,72,72,3,3
Soul Experience,Iron Butterfly,75,75,5,5
Apricot Brandy,Rhinoceros,46,46,10,10
The Letter,The Arbors,20,20,10,10
Am I The Same Girl,Barbara Acklin,79,79,3,3
Tear Drop City,The Monkees,56,56,7,7
Back Door Man,Derek,59,59,6,6
Long Green,The Fireballs,73,73,7,7
I Do Love You,Billy Stewart,26,94,13,3
These Are Not My People,Johnny Rivers,55,55,6,6
Brother Love's Travelling Salvation Show,Neil Diamond,22,22,13,13
Rock Me,Steppenwolf,10,10,10,10
Who's Making Love,Young-Holt Unlimited,57,57,4,4
When He Touches Me (Nothing Else Matters),Peaches & Herb,49,49,7,7
Only The Strong Survive,Jerry Butler,4,4,13,13
A Lover's Question,Otis Redding,48,48,6,6
Galveston,Glen Campbell,4,4,12,12
Don't Forget About Me,Dusty Springfield,64,64,6,6
Snatching It Back,Clarence Carter,31,31,10,10
Gimme Gimme Good Lovin',Crazy Elephant,12,12,13,13
You've Made Me So Very Happy,"Blood, Sweat & Tears",2,2,13,13
Sweeter Than Sugar,Ohio Express,96,96,1,1
Day After Day (It's Slippin' Away),Shango,57,57,7,7
Give It Away,The Chi-lites,88,88,6,6
The Way It Used To Be,Engelbert Humperdinck,42,42,11,11
Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro,45,45,6,6
Shotgun,Vanilla Fudge,68,68,5,5
"No, Not Much",The Vogues,34,34,5,5
I Can Hear Music,The Beach Boys,24,24,10,10
Didn't You Know (You'd Have To Cry Sometime),Gladys Knight And The Pips,63,63,7,7
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,1,1,17,17
Sing A Simple Song,Sly & The Family Stone,89,89,4,4
Don't Touch Me,Bettye Swann,38,38,10,10
Nothing But A Heartache,The Flirtations,34,34,14,14
Playgirl,Thee Prophets,49,49,8,8
Hallways Of My Mind,The Dells,92,92,4,4
The Wedding Cake,Connie Francis,91,91,4,4
Only You (And You Alone),Bobby Hatfield,95,95,4,4
Hawaii Five-O,The Ventures,4,4,14,14
I'll Try Something New,Supremes & Temptations,25,25,7,7
Don't Give In To Him,Gary Puckett And The Union Gap,15,15,9,9
Goodbye Columbus,The Association,80,80,11,11
Hair,The Cowsills,2,2,15,15
Time Is Tight,Booker T. & The MG's,6,6,13,13
Kick Out The Jams,MC5,82,82,4,4
Tracks Of My Tears,Aretha Franklin,71,71,6,6
"Move In A Little Closer, Baby",Mama Cass,58,58,6,6
It's Your Thing,The Isley Brothers,2,2,14,14
Time Was,Canned Heat,67,67,5,5
The Pledge Of Allegiance,Red Skelton,44,44,6,6
God Knows I Love You,Nancy Sinatra,97,97,3,3
Memories,Elvis Presley,35,35,7,7
The Chokin' Kind,Joe Simon,13,13,12,12
Is It Something You've Got,Tyrone Davis,34,34,7,7
First Of May,Bee Gees,37,37,7,7
It's Only Love,B.J. Thomas,45,45,8,8
In The Still Of The Night,Paul Anka,64,64,6,6
Sweet Cherry Wine,Tommy James And The Shondells,7,7,10,10
Ice Cream Song,The Dynamics,59,59,7,7
Foolish Fool,Dee Dee Warwick,57,57,8,8
Born Again,Sam & Dave,92,92,3,3
My Way,Frank Sinatra,27,27,8,8
Mini-Skirt Minnie,Wilson Pickett,50,50,6,6
Mercy,Ohio Express,30,30,8,8
Wishful Sinful,The Doors,44,44,6,6
There Never Was A Time,Jeannie C. Riley,77,77,4,4
Good Times Bad Times,Led Zeppelin,80,80,4,4
One Eye Open,The Maskman & The Agents,95,95,1,1
Zazueira (Za-zoo-wher-a),Herb Alpert & The Tijuana Brass,78,78,5,5
Something's On Her Mind,The 4 Seasons,98,98,1,1
I Love My Baby,Archie Bell & The Drells,94,94,3,3
"I Don't Want Nobody To Give Me Nothing (Open Up The Door, I'll Get It Mysel",James Brown,20,20,8,8
To Know You Is To Love You,Bobby Vinton,34,34,7,7
Pinball Wizard,The Who,19,19,11,11
Atlantis,Donovan,7,7,13,13
"In The Bad, Bad Old Days (Before You Loved Me)",The Foundations,51,51,7,7
Grazing In The Grass,The Friends Of Distinction,3,3,16,16
Where Do You Go To (My Lovely),Peter Sarstedt,70,70,6,6
Love Is All I Have To Give,"The Checkmates, Ltd.",65,65,7,7
Badge,Cream,60,60,5,5
More Today Than Yesterday,Spiral Starecase,12,12,15,15
Back In The U.S.S.R.,Chubby Checker,82,82,5,5
These Eyes,The Guess Who,6,6,14,14
Morning Girl,The Neon Philharmonic,17,17,12,12
Gitarzan,Ray Stevens,8,8,13,13
When You Dance,Jay & The Americans,70,70,5,5
A Million To One,Brian Hyland,90,90,5,5
California Girl (And The Tennessee Square),Tompall & The Glaser Brothers,92,92,4,4
Rhythm Of The Rain,Gary Lewis And The Playboys,63,63,12,12
Idaho,The 4 Seasons,95,95,2,2
The Boxer,Simon & Garfunkel,7,7,10,10
Love (Can Make You Happy),Mercy,2,2,13,13
Happy Heart,Andy Williams,22,22,11,11
Buying A Book,Joe Tex,47,47,8,8
Stand!,Sly & The Family Stone,22,22,8,8
Seattle,Perry Como,38,38,10,10
Happy Heart,Petula Clark,62,62,5,5
The River Is Wide,The Grass Roots,31,31,11,11
Breakfast In Bed,Dusty Springfield,91,91,2,2
Any Day Now,Percy Sledge,86,86,4,4
Cissy Strut,The Meters,23,23,11,11
It's A Groovy World!,The Unifics,97,97,2,2
I Can't Do Enough,The Dells,98,98,2,2
Singing My Song,Tammy Wynette,75,75,5,5
The Composer,Diana Ross & The Supremes,27,27,6,6
I Can't See Myself Leaving You,Aretha Franklin,28,28,8,8
Earth Angel (Will You Be Mine),The Vogues,42,42,6,6
Goodbye,Mary Hopkin,13,13,9,9
(We've Got) Honey Love,Martha Reeves & The Vandellas,56,56,6,6
I've Been Hurt,Bill Deal & The Rhondels,35,35,10,10
Sorry Suzanne,The Hollies,56,56,8,8
I'm A Drifter,Bobby Goldsboro,46,46,10,10
July You're A Woman,Pat Boone,100,100,2,2
Too Busy Thinking About My Baby,Marvin Gaye,4,4,15,15
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,4,4,10,10
Day Is Done,"Peter, Paul & Mary",21,21,10,10
Heather Honey,Tommy Roe,29,29,8,8
Love Is Just A Four-Letter Word,Joan Baez,86,86,4,4
"Mr. Walker, It's All Over",Billie Jo Spears,80,80,4,4
I Shall Be Released,The Box Tops,67,67,5,5
From Both Sides Now,Dion,91,91,2,2
Greensleeves,Mason Williams,90,90,2,2
Seven Years,The Impressions,84,84,4,4
I Can't Say No To You,Betty Everett,78,78,4,4
I've Been Loving You Too Long,Ike & Tina Turner,68,68,7,7
Home To You,Earth Opera,97,97,1,1
Never Gonna Let Him Know,Debbie Taylor,86,86,6,6
Where's The Playground Susie,Glen Campbell,26,26,8,8
Everyday With You Girl,Classics IV Featuring Dennis Yost,19,19,11,11
Proud Mary,Solomon Burke,45,45,7,7
Lodi,Creedence Clearwater Revival,52,52,4,4
In The Ghetto,Elvis Presley,3,3,13,13
Bad Moon Rising,Creedence Clearwater Revival,2,2,14,14
Medicine Man (Part I),Buchanan Brothers,22,22,11,11
One,Three Dog Night,5,5,16,16
Pretty World,Sergio Mendes & Brasil '66,62,62,6,6
With Pen In Hand,Vikki Carr,35,35,13,13
Marley Purt Drive,Jose Feliciano,70,70,4,4
I Could Never Lie To You,The New Colony Six,50,50,8,8
The Windmills Of Your Mind,Dusty Springfield,31,31,8,8
I Want To Love You Baby,Peggy Scott & Jo Jo Benson,81,81,4,4
Get Back,The Beatles With Billy Preston,1,1,12,12
Don't Let Me Down,The Beatles With Billy Preston,35,35,4,4
Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,1,1,14,14
Testify (I Wonna),Johnnie Taylor,36,36,9,9
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",13,13,13,13
It's Never Too Late,Steppenwolf,51,51,5,5
Gentle On My Mind,Aretha Franklin,76,76,3,3
Someday Man,The Monkees,81,81,2,2
"Friend, Lover, Woman, Wife",O.C. Smith,47,47,9,9
Special Delivery,1910 Fruitgum Co.,38,38,9,9
Truck Stop,Jerry Smith and his Pianos,71,71,7,7
Sunday,The Moments,90,90,3,3
Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,48,48,9,9
What Is A Man,Four Tops,53,53,7,7
Turn Around And Love You,Rita Coolidge,96,96,1,1
Ivory,Bob Seger System,97,97,1,1
Just A Little Bit,Little Milton,97,97,2,2
I'm Gonna Do All I Can (To Do Right By My Man),Ike & Tina Turner,98,98,2,2
Born To Be Wild,Wilson Pickett,64,64,4,4
In-A-Gadda-Da-Vida,Iron Butterfly,30,68,17,5
The April Fools,Dionne Warwick,37,37,7,7
Let Me,Paul Revere & The Raiders Featuring Mark Lindsay,20,20,12,12
We Got More Soul,Dyke And The Blazers,35,35,10,10
You Don't Need Me For Anything Anymore,Brenda Lee,84,84,3,3
"My Wife, My Dog, My Cat",The Maskman & The Agents,91,91,2,2
What Does It Take (To Win Your Love),Jr. Walker & The All Stars,4,4,16,16
Why I Sing The Blues,B.B. King,61,61,10,10
Let Me Love You,Ray Charles,94,94,2,2
Israelites,Desmond Dekker And The Aces,9,9,10,10
I Threw It All Away,Bob Dylan,85,85,5,5
Sausalito,Al Martino,99,99,3,3
Don't Let The Joneses Get You Down,The Temptations,20,20,8,8
See,The Rascals,27,27,8,8
So I Can Love You,The Emotions,39,39,10,10
Love Man,Otis Redding,72,72,5,5
Love Me Tonight,Tom Jones,13,13,11,11
Color Him Father,The Winstons,7,7,13,13
I Can Sing A Rainbow/Love Is Blue,The Dells,22,22,10,10
Good Morning Starshine,Oliver,3,3,13,13
Good Morning Starshine,Strawberry Alarm Clock,87,87,2,2
I Want To Take You Higher,Sly & The Family Stone,60,60,7,7
Let's Dance,Ola & The Janglers,92,92,3,3
"Baby, I Love You",Andy Kim,9,9,16,16
But It's Alright,J.J. Jackson,22,45,23,10
Too Experienced,Eddie Lovette,95,95,3,3
Here We Go Again,Nancy Sinatra,98,98,2,2
Memphis Underground,Herbie Mann,44,44,10,10
Tomorrow Tomorrow,Bee Gees,54,54,6,6
No Matter What Sign You Are,Diana Ross & The Supremes,31,31,6,6
I Turned You On,The Isley Brothers,23,23,10,10
My Cherie Amour,Stevie Wonder,4,4,14,14
Without Her,Herb Alpert,63,63,6,6
Moody Woman,Jerry Butler,24,24,10,10
Spinning Wheel,"Blood, Sweat & Tears",2,2,13,13
The Minotaur,Dick Hyman & His Electric Eclectics,38,38,8,8
I Can't Quit Her,The Arbors,67,67,5,5
The Popcorn,James Brown,30,30,9,9
Sincerely,Paul Anka,80,80,4,4
Hushabye,Jay & The Americans,62,62,7,7
Brown Arms In Houston,Orpheus,91,91,3,3
I Need You Now,Ronnie Dove,93,93,2,2
Running Bear,Sonny James,94,94,2,2
Hurt So Bad,The Lettermen,12,12,21,21
Son Of A Travelin' Man,Ed Ames,92,92,4,4
Didn't We,Richard Harris,63,63,6,6
My Pledge Of Love,The Joe Jeffrey Group,14,14,12,12
You Don't Have To Walk In The Rain,The Turtles,51,51,7,7
It's Getting Better,Mama Cass,30,30,19,19
Crystal Blue Persuasion,Tommy James And The Shondells,2,2,15,15
Mrs. Robinson,Booker T. & The MG's,37,37,8,8
Listen To The Band,The Monkees,63,63,8,8
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,6,6,13,13
Galveston,Roger Williams,99,99,2,2
The Ballad Of John And Yoko,The Beatles,8,8,9,9
Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,11,11,12,12
"Yesterday, When I Was Young",Roy Clark,19,19,10,10
The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,52,52,7,7
Quentin's Theme,The Charles Randolph Grean Sounde,13,13,11,11
Dammit Isn't God's Last Name,Frankie Laine,86,86,3,3
"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,54,54,9,9
The Days Of Sand And Shovels,Bobby Vinton,34,34,8,8
It's My Thing (You Can't Tell Me Who To Sock It To),Marva Whitney,82,82,4,4
Funny Feeling,The Delfonics,94,94,2,2
Moonflight,Vik Venus Alias: Your Main Moon Man,38,38,10,10
Gotta Get To Know You,Bobby Bland,91,91,3,3
Tell All The People,The Doors,57,57,9,9
In The Year 2525,Zager & Evans,1,1,13,13
Doggone Right,Smokey Robinson & The Miracles,32,32,8,8
Moments To Remember,The Vogues,47,47,5,5
The Prophecy Of Daniel and John The Divine (Six-Six-Six),The Cowsills,75,75,4,4
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),Candi Staton,46,46,8,8
The Feeling Is Right,Clarence Carter,65,65,6,6
Girl You're Too Young,Archie Bell & The Drells,59,59,7,7
"Baby, Don't Be Looking In My Mind",Joe Simon,72,72,5,5
And She's Mine,Spanky And Our Gang,97,97,1,1
"Pinch Me (Baby, Convince Me)",Ohio Express,99,99,2,2
Feeling Alright,Joe Cocker,69,69,6,6
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,4,4,14,14
Good Old Rock 'N Roll,Cat Mother & the All Night News Boys,21,21,8,8
Reconsider Me,Johnny Adams,28,28,8,8
Choice Of Colors,The Impressions,21,21,11,11
I'm Still A Struggling Man,Edwin Starr,80,80,4,4
Put A Little Love In Your Heart,Jackie DeShannon,4,4,14,14
Forever,Mercy,79,79,5,5
On Campus,Dickie Goodman,45,45,8,8
"Abraham, Martin And John",Moms Mabley,35,35,6,6
While You're Out Looking For Sugar?,The Honey Cone,62,62,8,8
Never Comes The Day,The Moody Blues,91,91,4,4
Get Together,The Youngbloods,5,5,25,17
Along Came Jones,Ray Stevens,27,27,8,8
Don't Tell Your Mama (Where You've Been),Eddie Floyd,73,73,7,7
Everything I Do Gonh Be Funky (From Now On),Lee Dorsey,95,95,3,3
Muddy River,Johnny Rivers,41,41,11,11
(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,66,66,5,5
"Theme From ""A Summer Place""",The Ventures,83,83,5,5
"Abraham, Martin And John",Smokey Robinson & The Miracles,33,33,6,6
I'd Wait A Million Years,The Grass Roots,15,15,15,15
Polk Salad Annie,Tony Joe White,8,8,12,12
Clean Up Your Own Back Yard,Elvis Presley,35,35,8,8
Did You See Her Eyes,The Illusion,32,32,13,13
Break Away,The Beach Boys,63,63,6,6
Soul Deep,The Box Tops,18,18,14,14
I'll Never Fall In Love Again,Burt Bacharach,93,93,2,2
Nothing Can Take The Place Of You,Brook Benton,74,74,6,6
My Little Chickadee,The Foundations,99,99,2,2
Hey Joe,Wilson Pickett,59,59,6,6
Laughing,The Guess Who,10,10,11,11
Where Do I Go/Be-In/Hare Krishna,The Happenings,66,66,6,6
Stay And Love Me All Summer,Brian Hyland,82,82,3,3
Willie & Laura Mae Jones,Dusty Springfield,78,78,3,3
Wake Up,The Chambers Brothers,92,92,2,2
Lay Lady Lay,Bob Dylan,7,7,14,14
Birds Of A Feather,Joe South,96,96,1,1
In The Time Of Our Lives,Iron Butterfly,96,96,2,2
Pass The Apple Eve,B.J. Thomas,97,97,3,3
Abergavenny,Shannon,47,47,8,8
Workin' On A Groovy Thing,The 5th Dimension,20,20,10,10
