song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Lost Without U,Robin Thicke,14,14,23,23
Stupid Boy,Keith Urban,43,43,20,20
One Wing In The Fire,Trent Tomlinson,90,90,5,5
Red High Heels,Kellie Pickler,64,64,11,10
Throw Some D's,Rich Boy Featuring Polow Da Don,6,6,21,21
Happy Xmas (War Is Over),The Fray,50,50,2,2
The Carpal Tunnel Of Love,Fall Out Boy,81,81,1,1
Love Like Winter,AFI,68,68,5,5
The Sweet Escape,Gwen Stefani Featuring Akon,2,2,40,40
I'll Be Home For Christmas (Live),Josh Groban,95,95,1,1
Fidelity,Regina Spektor,51,51,13,13
The Way I Live,Baby Boy da Prince Featuring Lil Boosie,21,21,26,26
Listen,Beyonce,61,61,12,12
On The Hotline,Pretty Ricky,12,12,19,19
Who Said,Hannah Montana,83,84,4,1
Alyssa Lies,Jason Michael Carroll,64,64,12,12
Honestly,Cartel,89,89,5,5
U + Ur Hand,P!nk,9,9,33,33
King Kong,Jibbs Featuring Chamillionaire,54,54,13,13
And I Am Telling You I'm Not Going,Jennifer Hudson,60,60,13,13
Best Of Both Worlds,Hannah Montana,92,99,2,1
Doe Boy Fresh,Three 6 Mafia Featuring Chamillionaire,54,54,10,10
Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,4,4,24,24
Candyman,Christina Aguilera,25,25,17,17
Jump To The Rhythm,Jordan Pruitt,54,54,4,4
He Said She Said,Ashley Tisdale,77,77,2,2
Mr. Jones,Mike Jones,92,92,1,1
"My, Oh My",The Wreckers,87,87,3,3
Glamorous,Fergie Featuring Ludacris,1,1,29,29
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,2,2,20,20
Push It To The Limit,Corbin Bleu,14,14,5,5
If Everyone Cared,Nickelback,17,17,22,22
Don't Matter,Akon,1,1,23,23
Show Me The Money,Petey Pablo,58,85,5,2
Go Getta,Young Jeezy Featuring R. Kelly,18,18,20,20
This Is Why I'm Hot,Mims,1,1,23,23
She's Like The Wind,Lumidee Featuring Tony Sunshine,43,43,16,16
Last Night,Diddy Featuring Keyshia Cole,10,10,22,22
From Yesterday,30 Seconds To Mars,76,76,8,8
Smile,Lily Allen,49,49,16,16
Phantom Limb,The Shins,86,86,1,1
Hillbilly Deluxe,Brooks & Dunn,86,86,9,9
Famous Last Words,My Chemical Romance,88,88,7,7
The River,Good Charlotte Featuring M. Shadows And Synyster Gates,39,39,6,6
Beer In Mexico,Kenny Chesney,61,61,17,17
Buddy,Musiq Soulchild,36,36,18,18
Year 3000,Jonas Brothers,31,31,9,9
Over It,Katharine McPhee,29,29,16,16
Dashboard,Modest Mouse,61,61,6,6
Say OK,Vanessa Hudgens,61,61,6,6
Lips Of An Angel,Jack Ingram,77,77,2,2
Grace Kelly,Mika,57,57,14,14
Thinking About You,Norah Jones,82,82,2,2
Crazy Car,The Naked Brothers Band,83,83,1,1
Wouldn't Get Far,The Game Featuring Kanye West,64,64,9,9
Wasted,Carrie Underwood,37,37,20,20
Be Good To Me,Ashley Tisdale,80,80,2,2
Settlin',Sugarland,54,54,18,18
I'll Wait For You,Joe Nichols,71,71,12,12
Anyway,Martina McBride,32,32,16,16
Outside Looking In,Jordan Pruitt,77,77,2,2
Not Fade Away,Sheryl Crow,78,78,1,1
Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,1,1,26,26
1st Time,Yung Joc Featuring Marques Houston & Trey Songz,82,82,6,6
2 Step,Unk,24,24,21,21
Rock Yo Hips,Crime Mob Featuring Lil Scrappy,30,30,20,20
Not Ready To Make Nice,Dixie Chicks,4,4,24,4
Like A Star,Corinne Bailey Rae,56,56,2,2
Gravity,John Mayer,71,71,4,4
High Maintenance Woman,Toby Keith,67,67,17,17
Flathead,The Fratellis,73,73,4,4
I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),12,12,20,20
Read My Mind,The Killers,62,62,14,14
Stand,Rascal Flatts,46,46,20,20
Break 'Em Off,Paul Wall Featuring Lil' KeKe,72,72,1,1
Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,1,1,35,35
Circle,Marques Houston,78,78,6,6
Keep Your Mind Wide Open,AnnaSophia Robb,90,90,1,1
"Pop, Lock & Drop It",Huey,6,6,23,23
Long Trip Alone,Dierks Bentley,66,66,12,12
Girlfriend,Avril Lavigne,1,1,24,24
Movin' On,Elliott Yamin,61,61,1,1
The Neighbor,Dixie Chicks,74,74,1,1
Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,22,22,20,20
Like A Boy,Ciara,19,19,20,20
Home,Daughtry,5,5,37,37
Because Of You,Ne-Yo,2,2,20,20
Freak On A Leash (Unplugged),Korn Featuring Amy Lee,89,89,1,1
Look After You,The Fray,59,59,10,10
Better Than Me,Hinder,31,31,20,20
Last Dollar (Fly Away),Tim McGraw,13,13,15,15
Good Directions,Billy Currington,42,42,20,20
Teardrops On My Guitar,Taylor Swift,33,33,25,25
Please Don't Go,Tank,42,42,20,20
With Love,Hilary Duff,24,24,9,9
Survivalism,Nine Inch Nails,68,68,1,1
Get It Shawty,Lloyd,16,16,22,22
You Know I'm No Good,Amy Winehouse,78,78,12,12
Rehab,Amy Winehouse,9,9,20,20
Beautiful Liar,Beyonce & Shakira,3,3,18,18
Like This,Kelly Rowland Featuring Eve,30,30,20,20
Everything,Michael Buble,46,46,20,20
Wait For You,Elliott Yamin,13,13,30,30
Lost In This Moment,Big & Rich,36,36,20,20
Tell Me 'Bout It,Joss Stone,83,83,1,1
Who Knew,P!nk,9,9,23,23
Moments,Emerson Drive,56,56,20,20
Ticks,Brad Paisley,40,40,20,20
We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",28,28,17,17
Little Wonders,Rob Thomas,58,58,16,16
Hey There Delilah,Plain White T's,1,1,33,33
I Tried,Bone Thugs-N-Harmony Featuring Akon,6,6,18,18
Get Buck,Young Buck,87,87,3,3
A Woman's Love,Alan Jackson,73,73,12,12
Love Today,Mika,92,92,1,1
Forever,Papa Roach,55,55,18,18
Breath,Breaking Benjamin,84,84,7,7
What I've Done,Linkin Park,7,7,23,23
Stolen,Dashboard Confessional,44,44,12,12
Kiss The Girl,Ashley Tisdale,81,81,2,2
Diamonds,Fabolous Featuring Young Jeezy,83,83,1,1
Makes Me Wonder,Maroon 5,1,1,26,26
Release,Timbaland Featuring Justin Timberlake,91,91,1,1
Find Out Who Your Friends Are,Tracy Lawrence,61,61,20,20
Apologize,Timbaland Featuring OneRepublic,2,2,15,15
When I See U,Fantasia,32,32,23,23
Thnks Fr Th Mmrs,Fall Out Boy,11,11,28,28
Summer Love,Justin Timberlake,6,6,20,20
The Story (I Was Made For You),Brandi Carlile,75,75,1,1
Earth Intruders,Bjork,84,84,1,1
Que Hiciste,Jennifer Lopez,86,86,1,1
Umbrella,Rihanna Featuring Jay-Z,1,1,31,31
I'm Throwed,Paul Wall Featuring Jermaine Dupri,87,87,4,4
It's Me Snitches,Swizz Beatz,83,83,3,3
Big Girls Don't Cry,Fergie,1,1,30,30
A Different World,Bucky Covington,58,58,20,20
Party Like A Rockstar,Shop Boyz,2,2,22,22
Lucky Man,Montgomery Gentry,65,65,17,17
When You're Gone,Avril Lavigne,24,24,20,20
Don't Make Me,Blake Shelton,79,79,6,6
A Feelin' Like That,Gary Allan,94,94,1,1
Wrapped,George Strait,71,71,16,16
Johnny Cash,Jason Aldean,68,68,16,16
Me And God,Josh Turner,98,98,2,2
Dig,Incubus,94,94,3,3
I'll Stand By You,Carrie Underwood,6,6,5,5
Never Again,Kelly Clarkson,8,8,16,16
Icky Thump,The White Stripes,26,26,17,17
Up To The Mountain,Kelly Clarkson Featuring Jeff Beck,56,56,2,2
Signal Fire,Snow Patrol,65,65,2,2
You Raise Me Up,Josh Groban & The African Children's Choir,76,76,2,2
If I Was Your Man,Joe,84,84,2,2
I Don't Need A Man,The Pussycat Dolls,93,93,1,1
Sexy Lady,Yung Berg Featuring Junior,18,18,20,20
Wipe Me Down,Lil Boosie Featuring Foxx & Webbie,38,38,18,18
(You Want To) Make A Memory,Bon Jovi,27,27,20,20
Working Class Hero,Green Day,53,53,6,6
Do It Just Like A Rockstar,Freak Nasty Featuring Crazy Mike,45,45,3,3
Lean Like A Cholo,Down A.K.A. Kilo,34,34,20,20
Straight To The Bank,50 Cent,32,32,3,3
First Time,Lifehouse,26,26,26,26
Anonymous,Bobby Valentino Featuring Timbaland,49,49,12,12
Tambourine,Eve,37,37,17,17
Same Girl,R. Kelly Duet With Usher,20,20,20,20
Vulnerable,Secondhand Serenade,83,83,1,1
I Don't Wanna Stop,Ozzy Osbourne,61,61,7,7
Like This,Mims,32,32,20,20
teachme,Musiq Soulchild,42,42,20,20
I Told You So,Keith Urban,48,48,16,16
Impacto,Daddy Yankee Featuring Fergie,56,56,7,7
Get Me Bodied,Beyonce,68,68,18,18
All Good Things (Come To An End),Nelly Furtado,86,86,4,4
Do You Know? (The Ping Pong Song)/Dimelo,Enrique Iglesias,21,21,20,20
Bubbly,Colbie Caillat,5,5,20,20
I Need You,Tim McGraw With Faith Hill,50,50,16,16
The Great Escape,Boys Like Girls,23,23,25,25
Bleed It Out,Linkin Park,52,52,15,15
Given Up,Linkin Park,99,99,1,1
This Is My Now,Jordin Sparks,15,15,4,4
You Give Love A Bad Name,Blake Lewis,18,18,4,4
Big Things Poppin' (Do It),T.I.,9,9,19,19
Tarantula,The Smashing Pumpkins,54,54,2,2
A Broken Wing,Jordin Sparks,66,66,2,2
4 In The Morning,Gwen Stefani,54,54,16,16
I Who Have Nothing,Jordin Sparks,80,80,1,1
Beautiful Girls,Sean Kingston,1,1,22,22
Lip Gloss,Lil Mama,10,10,11,11
Make Me Better,Fabolous Featuring Ne-Yo,8,8,21,21
Time Of The Season,Blake Lewis,99,99,1,1
Beautiful Flower,India.Arie,56,56,1,1
The Way I Are,Timbaland Featuring Keri Hilson,3,3,24,24
Can't Tell Me Nothing,Kanye West,41,41,19,19
Whine Up,Kat DeLuna Featuring Elephant Man,29,29,20,20
Wall To Wall,Chris Brown,79,79,9,9
Bartender,T-Pain Featuring Akon,5,5,22,22
Startin' With Me,Jake Owen,83,83,9,9
Do You,Ne-Yo,26,26,20,20
Nobody's Perfect,Hannah Montana,27,27,7,7
Shut Up And Drive,Rihanna,15,15,20,20
These Are My People,Rodney Atkins,42,42,20,20
A Bay Bay,Hurricane Chris,7,7,20,20
Paralyzer,Finger Eleven,10,10,23,23
I Wonder,Kellie Pickler,75,75,10,10
Teenagers,My Chemical Romance,67,67,20,20
Imagine,Jack Johnson,90,90,2,2
Shawty,Plies Featuring T-Pain,9,9,22,22
Lost,Faith Hill,61,61,2,2
Never Wanted Nothing More,Kenny Chesney,22,22,20,20
Dance Tonight,Paul McCartney,69,69,2,2
Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,7,7,21,21
How Do I Breathe,Mario,46,46,10,10
Doomsday Clock,The Smashing Pumpkins,97,97,1,1
Life's What You Make It,Hannah Montana,25,25,4,4
Because Of You,Reba McEntire Duet With Kelly Clarkson,50,50,15,15
Potential Breakup Song,Aly & AJ,17,17,17,17
G.N.O. (Girl's Night Out),Miley Cyrus,91,91,2,2
Make Some Noise,Hannah Montana,92,92,1,1
Easy,Paula DeAnda Featuring Bow Wow,64,64,11,11
Until The End Of Time,Justin Timberlake Duet With Beyonce,23,23,19,19
True Friend,Hannah Montana,99,99,1,1
You Know What It Is,T.I. Featuring Wyclef Jean,34,34,18,18
LoveStoned,Justin Timberlake,17,17,19,19
Before It's Too Late (Sam And Mikaela's Theme),Goo Goo Dolls,86,86,3,3
Cupid Shuffle,Cupid,66,66,13,13
Tough,Craig Morgan,76,76,8,8
Everyday America,Sugarland,68,68,10,10
Misery Business,Paramore,34,34,17,17
Guys Like Me,Eric Church,99,99,2,2
Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,18,18
Never Too Late,Three Days Grace,71,71,15,15
What Time Is It,High School Musical 2 Cast,6,6,8,8
"Sorry, Blame It On Me",Akon,7,7,17,17
"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,72,72,8,8
You Can't Stop The Beat,Cast Of Hairspray,88,88,2,2
Bed,J. Holiday,5,5,17,17
Can't Leave 'Em Alone,Ciara Featuring 50 Cent,40,40,13,13
Stranger,Hilary Duff,97,97,1,1
Online,Brad Paisley,39,39,17,17
Stronger,Kanye West,1,1,16,16
Cyclone,Baby Bash Featuring T-Pain,7,7,16,16
Love Me If You Can,Toby Keith,48,48,16,16
Take Me There,Rascal Flatts,19,19,16,16
Proud Of The House We Built,Brooks & Dunn,57,57,15,15
Hold On,Jonas Brothers,53,53,7,7
Hood Figga,Gorilla Zoe,38,38,16,16
Me Love,Sean Kingston,14,14,15,15
Free And Easy (Down The Road I Go),Dierks Bentley,46,46,15,15
All My Friends Say,Luke Bryan,59,59,13,13
Can U Believe,Robin Thicke,99,99,2,2
Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,5,5,14,14
If You're Reading This,Tim McGraw,41,41,14,14
The Pretender,Foo Fighters,37,37,14,14
S.O.S.,Jonas Brothers,17,17,14,14
Int'l Players Anthem (I Choose You),UGK Featuring OutKast,70,70,9,9
I Got It From My Mama,will.i.am,31,31,9,9
Over You,Daughtry,20,20,14,14
Wake Up Call,Maroon 5,19,19,14,14
You Are The Music In Me,Zac Efron & Vanessa Anne Hudgens,31,31,4,4
Clothes Off!!,Gym Class Heroes,46,46,6,6
Gotta Go My Own Way,Zac Efron & Vanessa Anne Hudgens,34,34,3,3
Bet On It,Zac Efron,46,46,3,3
I Don't Dance,Corbin Bleu & Lucas Grabeel,70,70,2,2
Everyday,Zac Efron & Vanessa Anne Hudgens,65,65,2,2
All For One,High School Musical 2 Cast,92,92,2,2
So Small,Carrie Underwood,17,17,13,13
Fabulous,Ashley Tisdale & Lucas Grabeel,76,76,1,1
I Get Money,50 Cent,20,20,12,12
Wadsyaname,Nelly,43,43,6,6
More Than A Memory,Garth Brooks,54,54,11,11
Coffee Shop,Yung Joc Featuring Gorilla Zoe,78,78,1,1
Baby Don't Go,Fabolous Featuring Jermaine Dupri,23,23,11,11
Money In The Bank,Swizz Beatz,84,84,4,4
How Far We've Come,Matchbox Twenty,11,11,11,11
Livin' Our Love Song,Jason Michael Carroll,57,57,11,11
Hate That I Love You,Rihanna Featuring Ne-Yo,9,9,11,11
No One,Alicia Keys,2,2,10,10
Don't Blink,Kenny Chesney,29,29,10,10
Gimme More,Britney Spears,3,3,10,10
I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,38,38,10,10
Shawty Is A 10,The-Dream,17,17,10,10
Fall,Clay Walker,56,56,10,10
How 'Bout Them Cowgirls,George Strait,52,52,10,10
Good Life,Kanye West Featuring T-Pain,7,7,9,9
1234,Feist,8,8,9,9
Inconsolable,Backstreet Boys,86,86,2,2
Do It,Nelly Furtado,88,88,1,1
I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",19,19,9,9
Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",47,47,9,9
My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,33,33,9,9
Firecracker,Josh Turner,50,50,9,9
Me Enamora,Juanes,69,69,8,8
Kiss Kiss,Chris Brown Featuring T-Pain,1,1,9,9
Do It Well,Jennifer Lopez,31,31,8,8
1973,James Blunt,73,73,3,3
Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,21,21,8,8
Freaky Gurl,Gucci Mane,63,63,8,8
Famous In A Small Town,Miranda Lambert,87,87,8,8
Can't Help But Wait,Trey Songz,37,37,8,8
Tattoo,Jordin Sparks,18,18,7,7
The Way I Am,Ingrid Michaelson,37,37,4,4
Our Song,Taylor Swift,24,24,7,7
Shoulda Let You Go,Keyshia Cole Introducing Amina,51,51,7,7
Hypnotized,Plies Featuring Akon,34,34,7,7
Nothin' Better To Do,LeAnn Rimes,73,73,7,7
Fake It,Seether,68,68,6,6
Blue Magic,Jay-Z,55,55,5,5
Soulja Girl,Soulja Boy Tell'em Featuring I-15,36,36,6,6
Into The Night,Santana Featuring Chad Kroeger,40,40,6,6
Everybody,Keith Urban,74,74,6,6
What Do Ya Think About That,Montgomery Gentry,75,75,6,6
As If,Sara Evans,62,62,5,5
Stay,Sugarland,32,32,5,5
Clumsy,Fergie,12,12,5,5
Pictures Of You,The Last Goodnight,78,78,5,5
Shadowplay,The Killers,68,68,1,1
Love Like This,Natasha Bedingfield Featuring Sean Kingston,36,36,4,4
The Hand Clap,Hurricane Chris Featuring Big Poppa,72,72,4,4
Just Fine,Mary J. Blige,53,53,4,4
Watching Airplanes,Gary Allan,87,87,3,3
Low,Flo Rida Featuring T-Pain,6,6,3,3
Winner At A Losing Game,Rascal Flatts,82,82,3,3
I'm Like A Lawyer...(Me & You),Fall Out Boy,70,70,3,3
Empty Walls,Serj Tankian,97,97,1,1
Dreaming With A Broken Heart,John Mayer,99,99,1,1
Another Side Of You,Joe Nichols,99,99,2,2
Piece Of Me,Britney Spears,65,65,2,2
Take You There,Sean Kingston,63,63,2,2
Girlfriend,Bow Wow & Omarion,69,69,2,2
Roc Boys (And The Winner Is)...,Jay-Z,77,77,2,2
Pop Bottles,Birdman Featuring Lil Wayne,95,95,2,2
Love Song,Sara Bareilles,98,98,2,2
Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",44,44,1,1
From Where You Are,Lifehouse,61,61,1,1
Music Is My Hot Hot Sex,CSS,84,84,1,1
Shadow Of The Day,Linkin Park,89,89,1,1
Headlines (Friendship Never Ends),Spice Girls,90,90,1,1
Like You'll Never See Me Again,Alicia Keys,93,93,1,1
Suffocate,J. Holiday,96,96,1,1
Sexy Movimiento,Wisin & Yandel,100,100,1,1
