song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Love And Pride,King,55,55,11,11
I Want My Girl,Jesse Johnson's Revue,76,76,8,8
Love Resurrection,Alison Moyet,82,82,4,4
Cry,Godley & Creme,16,16,17,17
Freedom,Wham!,3,3,18,18
Pop Life,Prince And The Revolution,7,7,14,14
No Lookin' Back,Michael McDonald,34,34,12,12
You Look Marvelous,Billy Crystal,58,58,12,12
Do You Want Crying,Katrina And The Waves,37,37,10,10
Spanish Eddie,Laura Branigan,40,40,11,11
Black Kisses Never Make You Blue,Curtie & The Boom Box,81,81,4,4
I Got You Babe,UB40,28,28,14,14
Sweet Sweet Baby(I'm Falling),Lone Justice,73,73,5,5
Tonight It's You,Cheap Trick,44,44,17,17
There Must Be An Angel,Eurythmics,22,22,11,11
Abadabadango,Kim Carnes,67,67,4,4
Jesse,Julian Lennon,54,54,6,6
Oh Sheila,Ready For The World,1,1,18,18
In And Out Of Love,Bon Jovi,69,69,6,6
Some People,Belouis Some,67,67,6,6
It's Getting Late,The Beach Boys,82,82,5,5
Every Step Of The Way,John Waite,25,25,12,12
C-I-T-Y,John Cafferty & The Beaver Brown Band,18,18,15,15
And We Danced,Hooters,21,21,17,17
Power Of Love (You Are My Lady),Air Supply,68,68,6,6
Running Back,Urgent,79,79,5,5
Fright Night,The J. Geils Band,91,91,2,2
Dress You Up,Madonna,5,5,16,16
Saving All My Love For You,Whitney Houston,1,1,16,16
Down On Love,Foreigner,54,54,8,8
First Night,Survivor,53,53,9,9
Dancin' In The Key Of Life,Steve Arrington,68,68,6,6
I'll Be Around,What Is This,62,62,6,6
Wise Up,Amy Grant,66,66,9,9
Rebels,Tom Petty And The Heartbreakers,74,74,5,5
Lonely Ol' Night,John Mellencamp,6,6,15,15
Fortress Around Your Heart,Sting,8,8,15,15
Lovin' Every Minute Of It,Loverboy,9,9,15,15
Four In The Morning (I Can't Take Anymore),Night Ranger,19,19,13,13
Be Near Me,ABC,9,9,15,15
Looking Over My Shoulder,'Til Tuesday,61,61,5,5
All Of Me For All Of You,9.9,51,51,13,13
Information,Eric Martin,87,87,2,2
Love Theme From St. Elmo's Fire (Instrumental),David Foster,15,15,15,15
Dancing In The Street,David Bowie & Mick Jagger,7,7,14,14
The Way You Do The Things You Do/My Girl,Daryl Hall  John Oates,20,20,11,11
Sunset Grill,Don Henley,22,22,14,14
You Wear It Well,El DeBarge With DeBarge,46,46,10,10
So In Love,Orchestral Manoeuvres In The Dark,26,26,14,14
Stand By Me,Maurice White,50,50,13,13
Test Of Time,The Romantics,71,71,6,6
Weird Science,Oingo Boingo,45,45,12,12
Part-Time Lover,Stevie Wonder,1,1,13,13
I'm Goin' Down,Bruce Springsteen,9,9,13,13
I'm Gonna Tear Your Playhouse Down,Paul Young,13,13,13,13
Miami Vice Theme,Jan Hammer,1,1,13,13
Communication,The Power Station,34,34,10,10
We Built This City,Starship,1,1,13,13
You Are My Lady,Freddie Jackson,12,12,13,13
Perfect Way,Scritti Politti,19,19,13,13
A Little Bit of Heaven,Natalie Cole,81,81,6,6
Master & Servant/(Set Me Free) Remotivate Me,Depeche Mode,87,87,3,3
And She Was,Talking Heads,54,54,13,13
Running Up That Hill (A Deal With God),Kate Bush,30,30,13,13
Head Over Heels,Tears for Fears,3,3,12,12
One Night Love Affair,Bryan Adams,13,13,12,12
You Belong To The City,Glenn Frey,2,2,12,12
Boy In The Box,Corey Hart,26,26,12,12
Never,Heart,5,5,12,12
All Fall Down,Five Star,65,65,11,11
I Miss You,Klymaxx,16,16,12,12
After The Fire,Roger Daltrey,48,48,12,12
Lay Your Hands On Me,Thompson Twins,6,6,11,11
Born In East L.A.,Cheech & Chong,48,48,11,11
Hard Times For Lovers,Jennifer Holliday,69,69,7,7
Broken Wings,Mr. Mister,3,3,11,11
Eaten Alive,Diana Ross,77,77,7,7
Janet,Commodores,87,87,4,4
One In A Million,Eddie & The Tide,85,85,2,2
Lover Come Back To Me,Dead or Alive,75,75,7,7
Hurts To Be In Love,Gino Vannelli,57,57,11,11
Who's Zoomin' Who,Aretha Franklin,7,7,10,10
Screams Of Passion,The Family,63,63,6,6
Object Of My Desire,Starpoint,29,29,10,10
Like To Get To Know You Well,Howard Jones,49,49,9,9
I'll Be Good,Rene & Angela,47,47,10,10
The Oak Tree,Morris Day,65,65,10,10
Blue Kiss,Jane Wiedlin,77,77,9,9
Eye To Eye,Go West,73,73,7,7
Separate Lives,Phil Collins and Marilyn Martin,1,1,9,9
One Of The Living,Tina Turner,15,15,9,9
Soul Kiss,Olivia Newton-John,20,20,9,9
The Night Is Still Young,Billy Joel,34,34,9,9
Girls Are More Fun,Ray Parker Jr.,34,34,9,9
Party All The Time,Eddie Murphy,9,9,9,9
Kayleigh,Marillion,74,74,8,8
Remo's Theme (What If),Tommy Shaw,81,81,5,5
To Live And Die In L.A.,Wang Chung,43,43,8,8
Que Te Quiero,Katrina And The Waves,71,71,6,6
Everybody Dance,Ta Mara & The Seen,40,40,8,8
I'll Be There,Kenny Loggins,88,88,2,2
You're In Love,Ratt,89,89,2,2
Sleeping Bag,ZZ Top,10,10,7,7
Alive & Kicking,Simple Minds,11,11,7,7
Sisters Are Doin' It For Themselves,Eurythmics & Aretha Franklin,24,24,7,7
America,Prince And The Revolution,46,46,7,7
"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,62,62,7,7
Hold Me,Laura Branigan,82,82,4,4
Tears Are Falling,Kiss,51,51,7,7
Welcome To Paradise,John Waite,85,85,4,4
Talk To Me,Quarterflash,83,83,6,6
Conga,Miami Sound Machine,36,36,7,7
Election Day,Arcadia,8,8,6,6
Wrap Her Up,Elton John,26,26,6,6
Do It For Love,Sheena Easton,39,39,6,6
Emergency,Kool & The Gang,31,31,6,6
Charm The Snake,Christopher Cross,68,68,5,5
You're A Friend Of Mine,Clarence Clemons & Jackson Browne,37,37,6,6
Too Young,Jack Wagner,53,53,6,6
Shock,The Motels,84,84,3,3
Home Sweet Home,Motley Crue,89,89,6,6
Small Town,John Mellencamp,21,21,5,5
Tonight She Comes,The Cars,25,25,5,5
Walk Of Life,Dire Straits,28,28,5,5
Burning Heart,Survivor,34,34,5,5
Sun City,Artists United Against Apartheid,42,42,5,5
Freedom,The Pointer Sisters,59,59,5,5
Count Me Out,New Edition,60,60,5,5
"Say You, Say Me",Lionel Richie,12,12,4,4
Love Is The Seventh Wave,Sting,35,35,4,4
That's What Friends Are For,"Dionne & Friends Featuring Elton John, Gladys Knight And Stevie Wonder",27,27,4,4
Everyday,James Taylor,64,64,4,4
Goodbye,Night Ranger,49,49,4,4
Small Town Girl,John Cafferty & The Beaver Brown Band,66,66,4,4
Face The Face,Pete Townshend,50,50,4,4
The Big Money,Rush,70,70,4,4
Talk To Me,Stevie Nicks,33,33,3,3
Sidewalk Talk,Jellybean Featuring Catherine Buchanan,54,54,3,3
A Love Bizarre,Sheila E.,67,67,3,3
Dangerous,Loverboy,75,75,3,3
This Time,INXS,83,83,3,3
Love Grammar,John Parr,89,89,2,2
Discipline Of Love,Robert Palmer,82,82,3,3
Can You Feel The Beat,Lisa Lisa And Cult Jam With Full Force,78,78,3,3
It's Only Love,Bryan Adams/Tina Turner,44,44,2,2
Spies Like Us,Paul McCartney,47,47,2,2
Go Home,Stevie Wonder,52,52,2,2
Sex As A Weapon,Pat Benatar,56,56,2,2
Everything Must Change,Paul Young,80,80,2,2
Morning Desire,Kenny Rogers,84,84,2,2
The Sweetest Taboo,Sade,81,81,2,2
Silent Running (On Dangerous Ground),Mike + The Mechanics,90,90,2,2
I'm Your Man,Wham!,55,55,1,1
"When The Going Gets Tough, The Tough Get Going",Billy Ocean,63,63,1,1
Everything In My Heart,Corey Hart,74,74,1,1
The Sun Always Shines on T.V.,a-ha,79,79,1,1
Leader Of The Pack,Twisted Sister,88,88,1,1
Life In A Northern Town,The Dream Academy,89,89,1,1
Sounds Of Your Voice,Jon Butcher Axis,94,94,1,1
Chain Reaction,Diana Ross,95,95,1,1
I Knew The Bride (When She Use To Rock And Roll),Nick Lowe And His Cowboy Outfit,96,96,1,1
