song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Help Me,Joni Mitchell,7,7,19,19
Oh Very Young,Cat Stevens,10,10,17,17
Dance With The Devil,Cozy Powell,49,49,9,9
The Show Must Go On,Three Dog Night,4,4,19,19
Heavenly,The Temptations,43,43,9,9
Rock Around The Clock,Bill Haley And His Comets,39,39,14,14
The Payback - Part I,James Brown,26,26,13,13
You Make Me Feel Brand New,The Stylistics,2,2,25,25
Happiness Is Me And You,Gilbert O'Sullivan,62,62,7,7
The Entertainer,"Marvin Hamlisch/""The Sting""",3,3,16,16
Summer Breeze (Part 1),The Isley Brothers,60,60,7,7
Chameleon,Herbie Hancock,42,42,11,11
Keep It In The Family,Leon Haywood,50,50,9,9
Loving Arms,Kris Kristofferson & Rita Coolidge,86,86,5,5
Might Just Take Your Life,Deep Purple,91,91,4,4
Put A Little Love Away,The Emotions,73,73,6,6
All In Love Is Fair,Barbra Streisand,63,63,5,5
Let's Get Married,Al Green,32,32,11,11
I Am What I Am,Lois Fletcher,64,64,7,7
Power Of Love,Martha Reeves,76,76,5,5
Under The Influence Of Love,Love Unlimited,76,76,8,8
It Only Hurts When I Try To Smile,Dawn Featuring Tony Orlando,81,81,5,5
One Hell Of A Woman,Mac Davis,11,11,28,28
La Grange,ZZ Top,41,41,19,19
"If It Feels Good, Do It",Ian Lloyd & Stories,88,88,5,5
Werewolf,Five Man Electrical Band,64,64,8,8
Don't You Worry 'Bout A Thing,Stevie Wonder,16,16,15,15
I'm In Love,Aretha Franklin,19,19,13,13
A Dream Goes On Forever,Todd Rundgren,69,69,6,6
So Good,The Eleventh Hour,94,94,2,2
Who Is He And What Is He To You,Creative Source,69,69,7,7
Silver Threads And Golden Needles,Linda Ronstadt,67,67,7,7
Satisfaction Guaranteed (Or Take Your Love Back),Harold Melvin And The Blue Notes,58,58,10,10
"Bad, Bad Leroy Brown",Frank Sinatra,83,83,7,7
I Won't Last A Day Without You,Carpenters,11,11,12,12
Standing At The End Of The Line,Lobo,37,37,7,7
Daybreak,Nilsson,39,39,9,9
Sundown,Gordon Lightfoot,1,1,18,18
The Streak,Ray Stevens,1,1,17,17
If You Love Me (let Me Know),Olivia Newton-John,5,5,20,20
For The Love Of Money,The O'Jays,9,9,16,16
Loving You,Johnny Nash,91,91,3,3
No Charge,Melba Montgomery,39,39,10,10
The Same Love That Made Me Laugh,Bill Withers,50,50,13,13
Band On The Run,Paul McCartney And Wings,1,1,18,18
My Girl Bill,Jim Stafford,12,12,15,15
You Won't See Me,Anne Murray,8,8,20,20
Hollywood Swinging,Kool & The Gang,6,6,19,19
"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,1,1,19,19
"Another Park, Another Sunday",The Doobie Brothers,32,32,10,10
If I Were A Carpenter...,Leon Russell,73,73,5,5
The Air That I Breathe,The Hollies,6,6,21,21
If You Wanna Get To Heaven,Ozark Mountain Daredevils,25,25,16,16
(I'm A) YoYo Man,Rick Cunha,61,61,7,7
Time Will Tell,Tower of Power,69,69,6,6
Teenage Love Affair,Rick Derringer,80,80,5,5
Help Yourself,The Undisputed Truth,63,63,7,7
Scratch,The Crusaders,81,81,6,6
Billy - Don't Be A Hero,Paper Lace,96,96,3,3
Rhapsody In White,Love Unlimited Orchestra,63,63,8,8
I Don't See Me In Your Eyes Anymore,Charlie Rich,47,47,6,6
One Chain Don't Make No Prison,Four Tops,41,41,8,8
Save The Last Dance For Me,The DeFranco Family featuring Tony DeFranco,18,18,13,13
Be Thankful For What You Got,William DeVaughn,4,4,18,18
Can You Handle It?,Graham Central Station,49,49,8,8
Something,Johnny Rodriguez,85,85,4,4
Wonderful,Isaac Hayes,71,71,8,8
Daybreaker,Electric Light Orchestra,87,87,5,5
Already Gone,Eagles,32,32,15,15
This Heart,Gene Redding,24,24,16,16
Finally Got Myself Together (I'm A Changed Man),The Impressions,17,17,18,18
Son Of Sagittarius,Eddie Kendricks,28,28,8,8
Haven't Got Time For The Pain,Carly Simon,14,14,12,12
Rikki Don't Lose That Number,Steely Dan,4,4,19,19
Teen Angel,Wednesday,79,79,4,4
Sleepin',Diana Ross,70,70,5,5
Wildflower,The New Birth,45,45,9,9
(everybody Wanna Get Rich) Rite Away,Dr. John,92,92,4,4
After Midnight,Maggie Bell,97,97,3,3
Radar Love,Golden Earring,13,13,20,20
I'm Coming Home,The Spinners,18,18,13,13
Living In The U.s.a.,The Steve Miller Band,49,49,9,7
Sideshow,Blue Magic,8,8,21,21
The Lone Ranger,Oscar Brown Jr.,69,69,6,6
Come Monday,Jimmy Buffett,30,30,14,14
Takin' Care Of Business,Bachman-Turner Overdrive,12,12,20,20
Fox Hunt,Herb Alpert & The Tijuana Brass,84,84,6,6
On And On,Gladys Knight And The Pips,5,5,17,17
Train Of Thought,Cher,27,27,11,11
Rock And Roll Heaven,The Righteous Brothers,3,3,17,17
Rock The Boat,The Hues Corporation,1,1,18,18
King Of Nothing,Seals & Crofts,60,60,6,6
I Hate Hate,Razzy,67,67,6,6
I'm The Leader Of The Gang,Brownsville Station,48,48,8,8
Keep On Smilin',Wet Willie,10,10,19,19
Kissin' Time,Kiss,83,83,5,5
Dancin' (On A Saturday Night),Flash Cadillac And The Continental Kids,93,93,3,3
Love That Really Counts,Natural Four,98,98,2,2
It's Her Turn To Live,Smokey Robinson,82,82,5,5
Waterloo,ABBA,6,6,17,17
When The Morning Comes,Hoyt Axton,54,54,6,6
Rebel Rebel,David Bowie,64,64,8,8
Annie's Song,John Denver,1,1,17,17
Lamplight,David Essex,71,71,5,5
Too Late,Tavares,59,59,7,7
Rock Your Baby,George McCrae,1,1,17,17
Please Come To Boston,Dave Loggins,5,5,18,18
Georgia Porcupine,George Fischoff,93,93,5,5
If You Talk In Your Sleep,Elvis Presley,17,17,13,13
Workin' At The Car Wash Blues,Jim Croce,32,32,11,11
Ballero,War,33,33,10,10
Who Are You,B.B. King,78,78,3,3
Room Full Of Roses,Mickey Gilley,50,50,11,11
If You Go Away,Terry Jacks,68,68,5,5
Sho Nuff Boogie (Part I),Sylvia And The Moments,80,80,4,4
The Golden Age Of Rock 'n' Roll,Mott the Hoople,96,96,2,2
Tell Laura I Love Her,Johnny T. Angel,94,94,4,4
How Do You Feel The Morning After,Millie Jackson,77,77,7,7
I've Had It,Fanny,79,79,7,7
Jive Turkey (Part 1),Ohio Players,47,47,11,11
Tell Me Something Good,Rufus Featuring Chaka Khan,3,3,17,17
That Song Is Driving Me Crazy,Tom T. Hall,63,63,4,4
Silly Milly,Blue Swede,71,71,4,4
Machine Gun,Commodores,22,22,13,13
You And Me Against The World,Helen Reddy,9,9,20,20
Mr. President,Dickie Goodman,73,73,4,4
Fish Ain't Bitin',Lamont Dozier,26,26,12,12
I'm Falling In Love With You,Little Anthony And The Imperials,86,86,4,4
There Will Never Be Any Peace (Until God Is Seated At The Conference Table),The Chi-lites,63,63,7,7
Wake Up And Love Me,April,93,93,4,4
The Night Chicago Died,Paper Lace,1,1,17,17
Wild Thing,Fancy,14,14,17,17
Don't Let The Sun Go Down On Me,Elton John,2,2,15,15
Feel Like Makin' Love,Roberta Flack,1,1,16,16
My Thang,James Brown,29,29,13,13
Rock Me Gently,Andy Kim,1,1,18,18
Put Out The Light,Joe Cocker,46,46,12,12
Call On Me,Chicago,6,6,15,15
You've Got My Soul On Fire,The Temptations,74,74,6,6
Kung Fu,Curtis Mayfield,40,40,13,13
What's Your Name,Andy & David Williams,92,92,4,4
Hang On In There Baby,Johnny Bristol,8,8,17,17
Rub It In,"Billy ""Crash"" Craddock",16,16,15,15
Sure As I'm Sittin' Here,Three Dog Night,16,16,13,13
I've Been Born Again,Johnnie Taylor,78,78,4,4
Old Home Filler-up An' Keep On-a-truckin' Cafe,C.W. McCall,54,54,7,7
You Can't Be A Beacon (if Your Light Don't Shine),Donna Fargo,57,57,13,13
Worse Comes To Worst,Billy Joel,80,80,4,4
Tell Me That I'm Wrong,"Blood, Sweat & Tears",83,83,4,4
Air Disaster,Albert Hammond,81,81,4,4
Happiness Is Just Around The Bend,The Main Ingredient,35,35,12,12
Between Her Goodbye And My Hello,Gladys Knight And The Pips,57,57,9,9
(You're) Having My Baby,Paul Anka with Odia Coates,1,1,15,15
Wildwood Weed,Jim Stafford,7,7,14,14
Love Is The Message,MFSB Featuring The Three Degrees,85,85,4,4
What Goes Up (Must Come Down),Tyrone Davis,89,89,2,2
I'm Leaving It (All) Up To You,Donny & Marie Osmond,4,4,15,15
Captain Howdy,Simon Stokes,90,90,4,4
Good Things Don't Last Forever,"Ecstasy, Passion & Pain",93,93,4,4
I Wish It Was Me You Loved,The Dells,94,94,2,2
"You're Welcome, Stop On By",Bobby Womack,59,59,7,7
Time For Livin',Sly & The Family Stone,32,32,12,12
Dance Master Pt. 1,Willie Henderson,73,73,5,5
Shinin' On,Grand Funk,11,11,11,11
Nothing From Nothing,Billy Preston,1,1,18,18
It's Better To Have (and Don't Need),Don Covay,63,63,6,6
I Shot The Sheriff,Eric Clapton,1,1,14,14
Kalimba Story,"Earth, Wind & Fire",55,55,9,9
Secretary,Betty Wright,62,62,8,8
Don't Knock My Love,Diana Ross & Marvin Gaye,46,46,9,9
Walk On,Neil Young,69,69,7,7
American Girls,Rick Springfield,98,98,2,2
It Could Have Been Me,Sami Jo,46,46,13,13
Ma! (He's Making Eyes At Me),Lena Zavaroni,91,91,4,4
Clap For The Wolfman,The Guess Who,6,6,16,16
River's Risin',Edgar Winter,33,33,9,9
Beach Baby,First Class,4,4,17,17
Rings,Lobo,43,43,9,9
Sugar Baby Love,The Rubettes,37,37,10,10
Don't Change Horses (In The Middle Of A Stream),Tower of Power,26,26,10,10
Rings,Reuben Howell,86,86,3,3
Then Came You,Dionne Warwicke & Spinners,1,1,19,19
Let's Put It All Together,The Stylistics,18,18,12,12
Free Man In Paris,Joni Mitchell,22,22,14,14
That's Not How It Goes,Bloodstone,82,82,6,6
Who Do You Think You Are,Bo Donaldson And The Heywoods,15,15,12,12
Moonlight Special,Ray Stevens,73,73,7,7
Sweet Home Alabama,Lynyrd Skynyrd,8,8,17,17
Get Out Of Denver,Bob Seger,80,80,4,4
Eyes Of Silver,The Doobie Brothers,52,52,8,8
Live It Up Part 1,The Isley Brothers,52,52,16,16
Makin' The Best Of A Bad Situation,Dick Feller,85,85,5,5
"Can't Get Enough Of Your Love, Babe",Barry White,1,1,12,12
You Haven't Done Nothin,Stevie Wonder,1,1,18,18
It's Only Rock 'N Roll (But I Like It),The Rolling Stones,16,16,10,10
Wombling Summer Party,The Wombles,55,55,7,7
I Love My Friend,Charlie Rich,24,24,13,13
You Turned My World Around,Frank Sinatra,83,83,5,5
The Man That Turned My Mama On,Tanya Tucker,86,86,4,4
Another Saturday Night,Cat Stevens,6,6,14,14
Tell Her Love Has Felt The Need,Eddie Kendricks,50,50,10,10
Most Likely You Go Your Way (And I'll Go Mine),Bob Dylan/The Band,66,66,5,5
My Love,Margie Joseph,69,69,4,4
I Saw A Man And He Danced With His Wife,Cher,42,42,9,9
Earache My Eye,Cheech & Chong Featuring Alice Bowie,9,9,13,13
Funky Party,Clarence Reid,99,99,1,1
Ain't No Love In The Heart Of The City,Bobby Bland,91,91,7,7
I Honestly Love You,Olivia Newton-John,1,1,15,15
Can't Get Enough,Bad Company,5,5,15,15
Midnight Flower,Four Tops,55,55,7,7
You Little Trustmaker,The Tymes,12,12,13,13
Surfin' U.S.A.,The Beach Boys,3,36,25,8
Travelin' Prayer,Billy Joel,77,77,4,4
City In The Sky,The Staple Singers,79,79,7,7
Do It Baby,The Miracles,13,13,15,15
Never My Love,Blue Swede,7,7,11,11
Door To Your Heart,The Dramatics,62,62,6,6
Steppin' Out (Gonna Boogie Tonight),Tony Orlando & Dawn,7,7,13,13
Stop And Smell The Roses,Mac Davis,9,9,14,14
One Day At A Time,Marilyn Sellars,37,37,10,10
Papa Don't Take No Mess (Part I),James Brown,31,31,11,11
Fallin' In Love,"The Souther, Hillman, Furay Band",27,27,10,10
Tin Man,America,4,4,15,15
Love Me For A Reason,The Osmonds,10,10,13,13
Kings Of The Party,Brownsville Station,31,31,9,9
Jazzman,Carole King,2,2,14,14
You Got To Be The One,The Chi-lites,83,83,3,3
Carefree Highway,Gordon Lightfoot,10,10,14,14
Ain't Nothing Like The Real Thing,Aretha Franklin,47,47,7,7
Up For The Down Stroke,Parliament,63,63,9,9
Honey Honey,Sweet Dreams,68,68,7,7
Skin Tight,Ohio Players,13,13,11,11
The Bitch Is Back,Elton John,4,4,13,13
Give It To The People,The Righteous Brothers,20,20,9,9
Straight Shootin' Woman,Steppenwolf,29,29,9,9
Higher Plane,Kool & The Gang,37,37,8,8
Blood Is Thicker Than Water,William DeVaughn,43,43,9,9
Life Is A Rock (But The Radio Rolled Me),Reunion,8,8,13,13
I'm A Ramblin' Man,Waylon Jennings,75,75,7,7
"Do It, Fluid",The Blackbyrds,69,69,6,6
The Need To Be,Jim Weatherly,11,11,12,12
All Shook Up,Suzi Quatro,85,85,3,3
Boogie Bands And One Night Stands,Kathy Dalton,72,72,5,5
Overnight Sensation (Hit Record),Raspberries,18,18,12,12
"Honey, Honey",ABBA,27,27,10,10
I've Got The Music In Me,The Kiki Dee Band,12,12,12,12
The Player - Part 1,First Choice,70,70,8,8
Delta Dirt,Larry Gatlin,84,84,4,4
Please Don't Tell Me How The Story Ends,Ronnie Milsap,95,95,2,2
You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,1,1,11,11
Back Home Again,John Denver,5,5,11,11
Second Avenue,Garfunkel,34,34,8,8
Second Avenue,Tim Moore,58,58,5,5
Love Don't Love Nobody - Pt. I,The Spinners,15,15,11,11
So You Are A Star,The Hudson Brothers,21,21,11,11
Everlasting Love,Carl Carlton,6,6,11,11
My Melody Of Love,Bobby Vinton,3,3,11,11
People Gotta Move,Gino Vannelli,22,22,11,11
You Can Have Her,Sam Neely,34,34,11,11
James Dean,Eagles,77,77,5,5
Whatever Gets You Thru The Night,John Lennon With The Plastic Ono Nuclear Band,1,1,10,10
Devotion,"Earth, Wind & Fire",33,33,7,7
Do It ('til You're Satisfied),B.T. Express,2,2,10,10
My Country,Jud Strunk,59,59,4,4
Virgin Man,Smokey Robinson,56,56,7,7
Don't Send Nobody Else,Ace Spectrum,57,57,6,6
Distant Lover,Marvin Gaye,28,28,9,9
She Called Me Baby,Charlie Rich,47,47,7,7
Sha-La-La (Make Me Happy),Al Green,13,13,10,10
Play Something Sweet (Brickyard Blues),Three Dog Night,33,33,10,10
I Can Help,Billy Swan,1,1,10,10
La La Peace Song,O.C. Smith,62,62,7,7
When Will I See You Again,The Three Degrees,3,3,10,10
Longfellow Serenade,Neil Diamond,5,5,9,9
After The Goldrush,Prelude,22,22,9,9
Cat's In The Cradle,Harry Chapin,9,9,9,9
She's Gone,Tavares,64,64,9,9
Travelin' Shoes,Elvin Bishop,61,61,6,6
Doraville,Atlanta Rhythm Section,35,35,8,8
Fairytale,The Pointer Sisters,20,20,9,9
Sugar Pie Guy Pt. 1,The Joneses,50,50,9,9
La La Peace Song,Al Wilson,30,30,9,9
Rockin' Soul,The Hues Corporation,18,18,8,8
Battle Of New Orleans,The Nitty Gritty Dirt Band,72,72,4,4
I Can't Leave You Alone,George McCrae,50,50,6,6
Touch Me,Fancy,19,19,8,8
The Black-Eyed Boys,Paper Lace,41,41,8,8
Pretzel Logic,Steely Dan,57,57,5,5
