song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
It's All In Your Mind,Clarence Carter,51,51,9,5
And The Grass Won't Pay No Mind,Mark Lindsay,44,52,12,1
Sweetheart,Engelbert Humperdinck,47,53,11,1
We Gotta Get You A Woman,Runt,20,20,17,14
"Don't Try To Lay No Boogie Woogie On The ""King Of Rock & Roll""",CROW,52,52,9,3
Games,Redeye,27,27,14,10
So Close,Jake Holmes,49,57,11,2
I Am Somebody Part II,Johnnie Taylor,39,58,9,2
If I Were Your Woman,Gladys Knight And The Pips,9,9,15,14
Who Needs Ya,Steppenwolf,54,54,6,3
Stand By Me,David & Jimmy Ruffin,61,61,7,1
Ace Of Spade,O.V. Wright,54,54,8,5
(Don't Worry) If There's A Hell Below We're All Going To Go,Curtis Mayfield,29,29,12,10
Big Leg Woman (With A Short Short Mini Skirt),"Israel ""Popper Stopper"" Tolbert",61,61,9,4
I Don't Wanna Cry,Ronnie Dyson,50,65,8,1
Most Of All,B.J. Thomas,38,38,10,9
Rose Garden,Lynn Anderson,3,3,17,16
Morning,Jim Ed Brown,47,47,11,8
Mr. Bojangles,Nitty Gritty Dirt Band,9,9,19,17
Amos Moses,Jerry Reed,8,8,24,19
Your Song,Elton John,8,8,14,13
All I Have,The Moments,56,56,9,7
Where Did All The Good Times Go,Dennis Yost And The Classics IV,69,69,8,2
Carolina In My Mind,Crystal Mansion Featuring Johnny Caswell,73,73,6,2
Silver Moon,Michael Nesmith & The First National Band,42,42,9,8
Paranoid,Black Sabbath,61,61,8,7
Carolina In My Mind,James Taylor,67,67,7,4
Stealer,Free,49,49,8,7
The Green Grass Starts To Grow,Dionne Warwick,43,43,9,9
When The Party Is Over,Robert John,71,71,5,4
Lonely Days,Bee Gees,3,3,14,14
Stoned Cowboy,Fantasy,77,80,11,2
Simply Call It Love,Gene Chandler,75,83,5,1
"Precious, Precious",Jackie Moore,30,30,15,15
Ruby Tuesday,Melanie,52,52,7,7
Gypsy Queen - Part 1,Gypsy,62,62,8,8
Beaucoups Of Blues,Ringo Starr,87,87,5,1
Sweet Sweetheart,Bobby Vee,88,88,3,1
I Can't Get Next To You,Al Green,60,60,10,8
Black Night,Deep Purple,66,66,6,6
Coal Miner's Daughter,Loretta Lynn,83,83,4,4
Sing High - Sing Low,Anne Murray,83,83,5,5
Where Have All Our Heroes Gone,Bill Anderson,93,93,3,1
Keep On Loving Me (You'll See The Change),Bobby Bland,89,89,3,3
Lady Love,The Klowns,95,95,2,2
Free To Carry On,The Sandpipers,94,94,4,4
Think About Your Children,Mary Hopkin,87,87,4,2
Can't Get Over Losing You,Donnie Elbert,98,98,2,1
This Is My Love Song,The Intruders,85,99,4,1
Maggie,Redbone,45,45,17,17
Love The One You're With,Stephen Stills,14,14,11,11
Amazing Grace,Judy Collins,15,15,15,15
Flesh And Blood,Johnny Cash,54,54,7,7
Whiter Shade Of Pale,R.B. Greaves,82,82,2,2
Born To Wander,Rare Earth,17,17,11,11
Mean Mistreater,Grand Funk Railroad,47,47,8,8
Somebody's Watching You,Little Sister,32,32,13,13
Heartbreak Hotel,Frijid Pink,72,72,5,5
We Got To Live Together - Part I,Buddy Miles,86,86,6,6
Wrap It Up,Archie Bell & The Drells,93,93,2,2
A Womans' Way,Rozetta Johnson,94,94,1,1
Satin Red And Black Velvet Woman,Dave Mason,97,97,2,2
I'm So Proud,The Main Ingredient,49,49,13,13
After The Feeling Is Gone,Five Flights Up,89,89,3,3
Everything Is Going To Be Alright,Teegarden & Van Winkle,84,84,3,3
Stop The War Now,Edwin Starr,26,26,8,8
Church Street Soul Revival,Tommy James,62,62,7,7
Your Time To Cry,Joe Simon,40,40,13,13
Bridget The Midget (The Queen Of The Blues),Ray Stevens,50,50,10,10
They Can't Take Away Our Music,Eric Burdon And War,50,50,8,8
Are You My Woman? (Tell Me So),The Chi-lites,72,72,7,7
(Do The) Push And Pull Part I,Rufus Thomas,25,25,13,13
God Bless Whoever Sent You,The Originals,53,53,12,12
Burning Bridges,The Mike Curb Congregation,34,34,17,15
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson,56,56,11,11
I Really Don't Want To Know/There Goes My Everything,Elvis Presley,21,21,9,9
Temptation Eyes,The Grass Roots,15,15,18,18
Remember Me,Diana Ross,16,16,10,10
If You Could Read My Mind,Gordon Lightfoot,5,5,15,15
1900 Yesterday,Liz Damon's Orient Express,33,33,12,12
Watching Scotty Grow,Bobby Goldsboro,11,11,13,13
Holly Holy,Jr. Walker & The All Stars,75,75,5,5
I Hear You Knocking,Dave Edmunds,4,4,12,12
Help Me Find A Way (To Say I Love You),Little Anthony And The Imperials,92,92,4,2
Shoes,Brook Benton With The Dixie Flyers,67,67,6,6
Sweet Mary,Wadsworth Mansion,7,7,14,14
Way Back Home,The Jazz Crusaders,90,90,3,3
I Got To Tell Somebody,Betty Everett,96,96,4,4
"Get Up, Get Into It, Get Involved (Pt. 1)",James Brown,34,34,8,8
He Called Me Baby,Candi Staton,52,52,10,10
One Bad Apple,The Osmonds,1,1,15,15
Let Your Love Go,Bread,28,28,10,10
Superstar,Murray Head With The Trinidad Singers,14,14,31,24
Apeman,The Kinks,45,45,9,9
Timothy,The Buoys,17,17,17,17
D.O.A.,Bloodrock,36,36,13,13
Cheryl Moana Marie,John Rowles,64,64,8,8
There It Goes Again,Barbara And The Uniques,91,91,3,3
You Just Can't Win (By Making The Same Mistake),Gene & Jerry,94,94,3,3
Now I'm A Woman,Nancy Wilson,93,93,3,3
When I'm Dead And Gone,McGuinness Flint,47,47,9,9
Beautiful People,The New Seekers featuring Eve Graham,67,67,7,7
Mother,John Lennon/Plastic Ono Band Yoko Ono/Plastic Ono Band,43,43,6,6
Fresh As A Daisy,Emitt Rhodes,54,54,9,9
Problem Child,Mark Lindsay,80,80,4,4
Revival (Love Is Everywhere),The Allman Brothers Band,92,92,3,3
It's Up To You Petula,Edison Lighthouse,72,72,6,6
You're A Big Girl Now,The Stylistics,73,73,7,7
One Night Stand,The Magic Lanterns,74,74,6,6
Fly Little White Dove Fly,The Bells,95,95,5,5
Where Are We Going,Bobby Bloom,84,84,4,4
(Theme From) Love Story,Henry Mancini And His Orchestra,13,13,11,11
Jody's Got Your Girl And Gone,Johnnie Taylor,28,28,10,10
Don't Let The Green Grass Fool You,Wilson Pickett,17,17,11,11
Mixed Up Guy,Joey Scarbury,73,73,4,4
Bed Of Rose's,The Statler Brothers,58,58,9,9
Help Me Make It Through The Night,Sammi Smith,8,8,16,16
Make Me Happy,Bobby Bloom,80,80,6,6
Just Seven Numbers (Can Straighten Out My Life),Four Tops,40,40,8,8
I Dig Everything About You,The Mob,83,83,3,3
Whole Lotta Love,King Curtis & The Kingpins,64,64,6,6
I Love You For All Seasons,The Fuzz,21,21,20,20
Ride A White Swan,Tyrannosaurus Rex,76,76,6,6
(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt,70,70,5,5
You're The One,The Three Degrees,77,77,6,6
Freedom,The Isley Brothers,72,72,5,5
Solution For Pollution,Charles Wright And The Watts 103rd Street Rhythm Band,96,96,1,1
I Need You,The Friends Of Distinction,79,79,5,5
We'll Have It Made,The Spinners,89,89,3,3
I'll Be Home,Vikki Carr,96,96,4,4
Mama's Pearl,Jackson 5,2,2,10,10
Have You Ever Seen The Rain/Hey Tonight,Creedence Clearwater Revival,8,8,10,10
Theme From Love Story,Francis Lai And His Orchestra,31,31,9,9
Hang On To Your Life,The Guess Who,43,43,7,7
Triangle Of Love (Hey Diddle Diddle),The Presidents,68,68,7,7
Me And Bobby McGee,Janis Joplin,1,1,15,15
Everything Is Good About You,The Lettermen,74,74,7,7
Proud Mary,Ike & Tina Turner,4,4,13,13
San Bernadino,Christie,100,100,1,1
She's A Lady,Tom Jones,2,2,14,14
Whole Lotta Love,C.C.S.,58,58,4,4
Just My Imagination (Running Away With Me),The Temptations,1,1,15,15
Blue Money,Van Morrison,23,23,12,12
Country Road,James Taylor,37,37,8,8
Keep The Customer Satisfied,Gary Puckett,71,71,5,5
For All We Know,Carpenters,3,3,13,13
(Where Do I Begin) Love Story,Andy Williams,9,9,13,13
The Glory Of Love,The Dells,92,92,2,2
Angel Baby,Dusk,57,57,9,9
Carolina Day,Livingston Taylor,93,93,2,2
"Medley From ""Superstar"" (A Rock Opera)",The Assembled Multitude,95,95,1,1
Didn't It Look So Easy,The Stairsteps,81,81,6,6
Heavy Makes You Happy (Sha-Na-Boom Boom),The Staple Singers,27,27,12,12
Doesn't Somebody Want To Be Wanted,The Partridge Family Starring Shirley Jones Featuring David Cassidy,6,6,12,12
Cried Like A Baby,Bobby Sherman,16,16,9,9
Chairman Of The Board,Chairman Of The Board,42,42,8,8
Wild World,Cat Stevens,11,11,13,13
One Toke Over The Line,Brewer And Shipley,10,10,14,14
Cherish What Is Dear To You (While It's Near to You),Freda Payne,44,44,8,8
Ain't It A Sad Thing,R. Dean Taylor,66,66,5,5
Lonely Teardrops,Brian Hyland,54,54,8,8
The Morning Of Our Lives,Arkade,60,60,6,6
My Sweet Lord,Billy Preston,90,90,3,3
The Look Of Love,Isaac Hayes,79,79,5,5
Super Highway,Ballin' Jack,93,93,4,4
Maria (You Were The Only One),Jimmy Ruffin,97,97,2,2
Ask Me No Questions,B.B. King,40,40,10,10
What's Going On,Marvin Gaye,2,2,15,15
Oye Como Va,Santana,13,13,10,10
Free,Chicago,20,20,9,9
Eighteen,Alice Cooper,21,21,13,13
You're All I Need To Get By,Aretha Franklin,19,19,9,9
Do Me Right,Detroit Emeralds,43,43,14,14
Tulsa,Billy Joe Royal,86,86,3,3
I Don't Know How To Love Him,Helen Reddy,13,13,20,20
What Is Life,George Harrison,10,10,9,9
No Love At All,B.J. Thomas,16,16,11,11
"Love's Lines, Angles And Rhymes",The 5th Dimension,19,19,10,10
Soul Power (Pt. 1),James Brown,29,29,9,9
Ain't Got Time,The Impressions,53,53,6,6
After The Fire Is Gone,Conway Twitty & Loretta Lynn,56,56,6,6
Bell Bottom Blues,Derek & The Dominos,91,91,2,2
Beginning To Feel The Pain,Mac Davis,92,92,2,2
Don't Make Me Pay For His Mistakes,Z.Z. Hill,62,62,5,5
One Man's Leftovers (Is Another Man's Feast),100 Proof Aged in Soul,96,96,2,2
Wild World,The Gentrys,97,97,2,2
Celia Of The Seals,Donovan,84,84,3,3
Another Day/Oh Woman Oh Why,Paul McCartney,5,5,12,12
When There's No You,Engelbert Humperdinck,45,45,7,7
If It's Real What I Feel,Jerry Butler Featuring Brenda Lee Eager,69,69,8,8
Tongue In Cheek,Sugarloaf,55,55,8,8
Woodstock,Matthews' Southern Comfort,23,23,16,16
Pushbike Song,The Mixtures,44,44,11,11
Snow Blind Friend,Steppenwolf,60,60,7,7
Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,9,9,16,16
Spinning Wheel (Pt. 1),James Brown,90,90,2,2
I Pity The Fool,Ann Peebles,85,85,4,4
Stay Awhile,The Bells,7,7,14,14
What About Me,Quicksilver Messenger Service,100,100,2,2
Dream Baby (How Long Must I Dream),Glen Campbell,31,31,7,7
Sit Yourself Down,Stephen Stills,37,37,6,6
Joy To The World,Three Dog Night,1,1,17,17
"Where Did They Go, Lord/Rags To Riches",Elvis Presley,33,33,7,7
We Can Work It Out,Stevie Wonder,13,13,11,11
Don't Change On Me,Ray Charles,36,36,11,11
Give It To Me,The Mob,71,71,4,4
I'd Rather Love You,Charley Pride,79,79,3,3
Put Your Hand In The Hand,Ocean,2,2,14,14
Baby Let Me Kiss You,King Floyd,29,29,11,11
Hot Pants,Salvage,54,54,7,7
Lucky Man,"Emerson, Lake & Palmer",48,48,12,12
L.A. Goodbye,The Ides Of March,73,73,9,9
Bad Water,The Raeletts,58,58,13,13
Love Makes The World Go Round,Odds & Ends,83,83,6,6
I Can't Stop,The Osmond Brothers,96,96,1,1
Cool Aid,Paul Humphrey & His Cool Aid Chemists,29,29,16,16
My Heart Is Yours,Wilbert Harrison,98,98,2,2
1927 Kansas City,Mike Reilly,88,88,6,6
I Won't Mention It Again,Ray Price,42,42,14,14
Friends,Elton John,34,34,9,9
Who Gets The Guy,Dionne Warwick,57,57,5,5
I Don't Blame You At All,Smokey Robinson & The Miracles,18,18,12,12
Man In Black,Johnny Cash,58,58,6,6
Time And Love,Barbra Streisand,51,51,7,7
I Think Of You,Perry Como,53,53,8,8
Could I Forget You,Tyrone Davis,60,60,7,7
Nickel Song,The New Seekers featuring Eve Graham,81,81,5,5
Soldier's Last Letter,Merle Haggard And The Strangers,90,90,3,3
Booty Butt,The Ray Charles Orchestra,36,36,12,12
I'm Girl Scoutin',The Intruders,88,88,4,4
Melting Pot,Booker T. & The MG's,45,45,16,16
Adrienne,Tommy James,93,93,3,3
Here Comes The Sun,Richie Havens,16,16,14,14
I Don't Know How To Love Him/Everything's Alright,The Kimberlys,99,99,1,1
Me And My Arrow,Nilsson,34,34,15,15
I Am...I Said/Done Too Soon,Neil Diamond,4,4,14,14
I Play And Sing,Dawn,25,25,8,8
If,Bread,4,4,12,12
Someone Who Cares,Kenny Rogers & The First Edition,51,51,7,7
Sweet And Innocent,Donny Osmond of The Osmonds,7,7,16,16
Love Makes The World Go Round,Kiki Dee,87,87,3,3
C'mon,Poco,69,69,7,7
Layla,Derek & The Dominos,51,51,10,10
I Wish I Were,Andy Kim,62,62,6,6
The Animal Trainer And The Toad,Mountain,76,76,7,7
Never Can Say Goodbye,Jackson 5,2,2,12,12
Power To The People,John Lennon/Plastic Ono Band Yoko Ono/Plastic Ono Band,11,11,9,9
13 Questions,Seatrain,49,49,12,12
Toast And Marmalade For Tea,Tin Tin,20,20,11,11
Right On The Tip Of My Tongue,Brenda & The Tabulations,23,23,13,13
Me And You And A Dog Named Boo,Lobo,5,5,13,13
"Oh, Singer",Jeannie C. Riley,74,74,6,6
Stop! In The Name Of Love,Margie Joseph,96,96,3,3
Freedom,Jimi Hendrix,59,59,8,8
I Was Wondering,The Poppy Family,100,100,2,2
Love Her Madly,The Doors,11,11,11,11
(For God's Sake) Give More Power To The People,The Chi-lites,26,26,11,11
Want Ads,The Honey Cone,1,1,16,16
Treat Her Like A Lady,Cornelius Brothers & Sister Rose,3,3,18,18
"You And Your Folks, Me And My Folks",Funkadelic,91,91,2,2
"Chirpy Chirpy, Cheep Cheep",Lally Stott,92,92,2,2
When You Dance I Can Really Love,Neil Young,93,93,1,1
Indian Reservation (The Lament Of The Cherokee Reservation Indian),The Raiders,1,1,22,22
Empty Arms,Sonny James,93,93,3,3
Can't Find The Time,Rose Colored Glass,54,54,14,14
"Take Me Home, Country Roads",John Denver With Fat City,2,2,23,23
Bridge Over Troubled Water/Brand New Me,Aretha Franklin,6,6,12,12
Albert Flasher/Broken,The Guess Who,29,29,13,13
Gotta See Jane,R. Dean Taylor,67,67,4,4
We Were Always Sweethearts,Boz Scaggs,61,61,6,6
Nevada Fighter,Michael Nesmith & The First National Band,70,70,4,4
That's The Way I've Always Heard It Should Be,Carly Simon,10,10,17,17
L.A. International Airport,Susan Raye,54,54,9,9
I'll Erase Away Your Pain,Whatnauts,71,71,7,7
Battle Hymn Of Lt. Calley,C Company Featuring Terry Nelson,37,37,4,4
I Don't Know How To Love Him,Yvonne Elliman,28,28,10,10
Be Nice To Me,Runt-Todd Rundgren,71,71,5,5
Funky Music Sho Nuff Turns Me On,Edwin Starr,64,64,6,6
Brownsville,Joy Of Cooking,66,66,8,8
House At Pooh Corner,Nitty Gritty Dirt Band,53,53,13,13
Ajax Liquor Store,Hudson and Landry,43,43,14,14
Be My Baby,Cissy Houston,92,92,2,2
I Wanna Be Free,Loretta Lynn,94,94,2,2
Don't Knock My Love - Pt. 1,Wilson Pickett,13,13,12,12
That Evil Child,B.B. King,97,97,2,2
Red Eye Blues,Red Eye,78,78,6,6
Happy,Hog Heaven,98,98,2,2
Brown Sugar,The Rolling Stones,1,1,12,12
It Don't Come Easy,Ringo Starr,4,4,12,12
Reach Out I'll Be There,Diana Ross,29,29,7,7
Feelin' Alright,Grand Funk Railroad,54,54,6,6
Reach Out Your Hand,The Brotherhood Of Man,77,77,3,3
I'm Comin' Home,Dave Edmunds,75,75,4,4
A Mama And A Papa,Ray Stevens,82,82,3,3
Jumpin' Jack Flash,Johnny Winter,89,89,2,2
The Drum,Bobby Sherman,29,29,8,8
Music Is Love,David Crosby,95,95,1,1
"The Electronic Magnetism (That's Heavy, Baby)",Solomon Burke,96,96,2,2
Be Good To Me Baby,Luther Ingram,97,97,2,2
"When You're Hot, You're Hot",Jerry Reed,9,9,12,12
I'll Meet You Halfway,The Partridge Family Starring Shirley Jones Featuring David Cassidy,9,9,9,9
I Cried,James Brown,50,50,6,6
Lowdown,Chicago,35,35,8,8
It's Too Late/I Feel The Earth Move,Carole King,1,1,17,17
"Try Some, Buy Some",Ronnie Spector,77,77,4,4
Nathan Jones,The Supremes,16,16,10,10
The Court Room,Clarence Carter,61,61,6,6
Hot Love,T. Rex,72,72,6,6
Spinning Around (I Must Be Falling In Love),The Main Ingredient,52,52,9,9
Funky Nassau-Part I,The Beginning Of The End,15,15,14,14
Sea Cruise,Johnny Rivers,84,84,4,4
And I Love You So,Bobby Goldsboro,83,83,6,6
There's So Much Love All Around Me,The Three Degrees,98,98,2,2
Rainy Days And Mondays,Carpenters,2,2,12,12
Cry Baby,Janis Joplin,42,42,6,6
She's Not Just Another Woman,The 8th Day,11,11,13,13
Your Love (Means Everything to Me),Charles Wright And The Watts 103rd Street Rhythm Band,73,73,4,4
You're My Man,Lynn Anderson,63,63,6,6
Life/Only Believe,Elvis Presley,53,53,7,7
Here Comes That Rainy Day Feeling Again,The Fortunes,15,15,14,14
Double Lovin',The Osmonds,14,14,9,9
Never Can Say Goodbye,Isaac Hayes,22,22,9,9
Flim Flam Man,Barbra Streisand,82,82,5,5
Help Me Make It Through The Night,Joe Simon,69,69,4,4
Tarkio Road,Brewer And Shipley,55,55,8,8
Ooh Poo Pah Doo,Ike & Tina Turner,60,60,7,7
California Earthquake,Norman Greenbaum,93,93,6,6
Wholesale Love,Buddy Miles,71,71,6,6
High Time We Went/Black-Eyed Blues,Joe Cocker,22,22,11,11
Light Sings,The 5th Dimension,44,44,8,8
Puppet Man/Resurrection Shuffle,Tom Jones,26,26,11,11
Don't Pull Your Love,"Hamilton, Joe Frank & Reynolds",4,4,14,14
I Don't Wanna Lose You,Johnnie Taylor,86,86,3,3
Never Ending Song Of Love,Delaney & Bonnie & Friends,13,13,15,15
Follow Me,Mary Travers,56,56,11,11
Get It On,Chase,24,24,13,13
What You See Is What You Get,Stoney & Meatloaf,71,71,6,6
I've Found Someone Of My Own,The Free Movement,5,5,26,26
Walk Away,The James Gang,51,51,10,10
It's So Hard For Me To Say Good-Bye,Eddie Kendricks,88,88,3,3
Mr. Big Stuff,Jean Knight,2,2,16,16
I Know I'm In Love,Chee-Chee & Peppy,49,49,14,14
Your Love Is So Doggone Good,The Whispers,93,93,2,2
Signs,Five Man Electrical Band,3,3,18,18
If Not For You,Olivia Newton-John,25,25,17,17
Love's Made A Fool Of You,Cochise,96,96,4,4
Love Means (You Never Have To Say You're Sorry),Sounds Of Sunshine,39,39,12,12
Bring The Boys Home,Freda Payne,12,12,13,13
Sooner Or Later,The Grass Roots,9,9,11,11
Chicago,Graham Nash,35,35,11,11
You've Got A Friend,James Taylor,1,1,14,14
I Don't Want To Do Wrong,Gladys Knight And The Pips,17,17,11,11
Mandrill,Mandrill,94,94,3,3
Call Me Up In Dreamland,Van Morrison,95,95,2,2
"Stop, Look, Listen (To Your Heart)",The Stylistics,39,39,16,16
You Gotta Have Love In Your Heart,The Supremes & Four Tops,55,55,5,5
Escape-ism (Part 1),James Brown,35,35,6,6
Double Barrel,Dave & Ansil Collins,22,22,11,11
Rings,Cymarron,17,17,12,12
Do You Know What Time It Is?,P-Nut Gallery,62,62,7,7
Draggin' The Line,Tommy James,4,4,13,13
You're The Reason Why,The Ebonys,51,51,7,7
You've Got A Friend,Roberta Flack & Donny Hathaway,29,29,12,12
Help The Poor,B.B. King,90,90,4,2
Caught In A Dream,Alice Cooper,94,94,3,3
Been Too Long On The Road,Mark Lindsay,98,98,1,1
I Hear Those Church Bells Ringing,Dusk,53,53,13,13
Change Partners,Stephen Stills,43,43,9,9
Love The One You're With,The Isley Brothers,18,18,11,11
Summer Sand,Dawn,33,33,10,10
Hey! Love/Over And Over,The Delfonics,52,52,8,8
Rainy Jane,Davy Jones,52,52,9,9
Resurrection Shuffle,"Ashton, Gardner & Dyke",40,40,10,10
Wild Horses,The Rolling Stones,28,28,8,8
Never Dreamed You'd Leave In Summer,Stevie Wonder,78,78,4,4
Talking In Your Sleep,Gordon Lightfoot,64,64,7,7
Give Up Your Guns,The Buoys,84,84,3,3
I Need Someone (To Love Me),Z.Z. Hill,86,86,3,3
I'm Sorry,Bobby Bland,97,97,1,1
Day By Day (Every Minute of The Hour),The Continental 4,84,84,5,5
"Mozart Symphony No. 40 In G Minor K.550, 1st Movement",Waldo De Los Rios,67,67,8,8
The Language Of Love,The Intrigues,100,100,1,1
Moon Shadow,Cat Stevens,30,30,11,11
How Can You Mend A Broken Heart,Bee Gees,1,1,15,15
He's So Fine,Jody Miller,53,53,9,9
I Love You Lady Dawn,The Bells,64,64,5,5
Watching The River Flow,Bob Dylan,41,41,8,8
Smiling Faces Sometimes,The Undisputed Truth,3,3,18,18
She Didn't Do Magic/I'm The Only One,Lobo,46,46,9,9
Beginnings/Colour My World,Chicago,7,7,13,13
When My Little Girl Is Smiling,Steve Alaimo,72,72,6,6
Deep Enough For Me,Ocean,73,73,4,4
The Last Time I Saw Her,Glen Campbell,61,61,7,7
Suspicious Minds,Dee Dee Warwick,80,80,5,5
Mother Nature's Wine,Sugarloaf,88,88,3,3
Take My Hand,Kenny Rogers & The First Edition,91,91,2,2
We're All Goin' Home,Bobby Bloom,93,93,4,4
Puff Of Smoke,Roy Head,96,96,1,1
I'm A Believer,Neil Diamond,51,51,8,8
Love Me,The Rascals,95,95,4,4
The Sound Of Silence,Peaches & Herb,100,100,2,2
"Mercy, Mercy Me (The Ecology)",Marvin Gaye,4,4,12,12
Mighty Clouds Of Joy,B.J. Thomas,34,34,10,10
Riders On The Storm,The Doors,14,14,12,12
Crazy About The La La La,Smokey Robinson & The Miracles,56,56,7,7
In These Changing Times,Four Tops,70,70,4,4
Whatcha See Is Whatcha Get,The Dramatics,9,9,15,15
Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1),James Brown,15,15,11,11
K-Jee,The Nite-Liters,39,39,16,16
Hill Where The Lord Hides,Chuck Mangione,76,76,6,6
Love Is Life,"Earth, Wind & Fire",93,93,5,5
Near You,Boz Scaggs,96,96,2,2
One-Way Ticket,Tyrone Davis,75,75,7,7
Liar,Three Dog Night,7,7,12,12
Maybe Tomorrow,Jackson 5,20,20,9,9
I'm Leavin',Elvis Presley,36,36,9,9
"What The World Needs Now Is Love/Abraham, Martin and John",Tom Clay,8,8,9,9
How Did We Lose It Baby,Jerry Butler,85,85,3,3
Gonna Be Alright Now,Gayle McCormick,84,84,5,5
He's Gonna Step On You Again,John Kongos,70,70,7,7
Saturday Morning Confusion,Bobby Russell,28,28,14,14
I Been Moved,Andy Kim,97,97,3,3
Sweet Hitch-Hiker,Creedence Clearwater Revival,6,6,9,9
Mother Freedom,Bread,37,37,9,9
Won't Get Fooled Again,The Who,15,15,13,13
I Just Want To Celebrate,Rare Earth,7,7,13,13
Them Changes,Buddy Miles & The Freedom Express,62,62,17,11
Indian Summer,Audience,74,74,5,5
Ain't No Sunshine,Bill Withers,3,3,16,16
Ride With Me,Steppenwolf,52,52,8,8
I Ain't Got Time Anymore,The Glass Bottle,36,36,13,13
Maggie May/Reason To Believe,Rod Stewart,1,1,20,20
"Bright Lights, Big City",Sonny James,91,91,3,3
It's Summer,The Temptations,51,51,6,6
Tired Of Being Alone,Al Green,11,11,19,19
I Likes To Do It,The People's Choice,38,38,10,10
Come Back Home,Bobby Goldsboro,69,69,6,6
Where You Lead,Barbra Streisand,40,40,8,8
We Are Neighbors,The Chi-lites,70,70,5,5
You're The One For Me,Joe Simon,71,71,5,5
"Mare, Take Me Home",Matthews' Southern Comfort,96,96,2,2
When You Get Right Down To It,Ronnie Dyson,94,94,2,2
Chirpy Chirpy Cheep Cheep,Mac And Katie Kissoon,20,20,15,15
Spanish Harlem,Aretha Franklin,2,2,12,12
Where Evil Grows,The Poppy Family,45,45,12,12
Like An Open Door,The Fuzz,77,77,3,3
Wedding Song (There Is Love),Paul Stookey,24,24,14,14
Go Down Gamblin',"Blood, Sweat & Tears",32,32,8,8
It's The Real Thing - Pt. I,The Electric Express,81,81,4,4
It's About Time,The Dillards,92,92,2,2
Love Me,The Impressions,94,94,3,3
Do You Know What I Mean,Lee Michaels,6,6,17,17
You've Got To Earn It,The Staple Singers,97,97,2,2
Good Enough To Be Your Wife,Jeannie C. Riley,97,97,4,4
Stick-Up,The Honey Cone,11,11,12,12
All Day Music,War,35,35,11,11
"Take Me Girl, I'm Ready",Jr. Walker & The All Stars,50,50,9,9
