song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Hello,Adele,1,1,26,23
Sorry,Justin Bieber,1,1,41,38
Hotline Bling,Drake,2,3,36,21
Love Yourself,Justin Bieber,1,1,40,40
What Do You Mean?,Justin Bieber,1,4,31,20
The Hills,The Weeknd,1,5,48,23
Stitches,Shawn Mendes,4,6,52,27
679,Fetty Wap Featuring Remy Boyz,4,8,40,20
Wildest Dreams,Taylor Swift,5,9,27,15
Here,Alessia Cara,5,5,34,19
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,8,8,39,20
Ex's & Oh's,Elle King,10,12,38,19
Same Old Love,Selena Gomez,5,5,28,19
Focus,Ariana Grande,7,14,13,11
On My Mind,Ellie Goulding,13,13,22,14
Jumpman,Drake & Future,12,12,32,24
Can't Feel My Face,The Weeknd,1,15,41,18
Watch Me,Silento,3,14,51,13
I'll Show You,Justin Bieber,19,19,12,10
Locked Away,R. City Featuring Adam Levine,6,20,27,10
Lean On,Major Lazer X DJ Snake Featuring Mo,4,17,48,16
WTF (Where They From),Missy Elliott Featuring Pharrell Williams,22,22,14,13
Antidote,Travis Scott,16,16,26,16
Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,21,56,3
Die A Happy Man,Thomas Rhett,21,21,30,22
Renegades,X Ambassadors,17,26,35,4
Hit The Quan,iLoveMemphis,15,23,20,7
White Iverson,Post Malone,14,14,30,20
Trap Queen,Fetty Wap,2,26,52,9
Great Is Thy Faithfulness,Jordan Smith,30,30,1,1
The Feeling,Justin Bieber Featuring Halsey,31,31,7,7
Good For You,Selena Gomez Featuring A$AP Rocky,5,32,26,5
I'm Comin' Over,Chris Young,33,33,23,3
Where Are U Now,Skrillex & Diplo With Justin Bieber,8,31,45,8
Where Ya At,Future Featuring Drake,28,29,25,8
Confident,Demi Lovato,21,21,20,14
Perfect,One Direction,10,26,20,16
Don't,Bryson Tiller,13,13,34,27
My Way,Fetty Wap Featuring Monty,7,35,22,3
Drag Me Down,One Direction,3,30,20,5
See You Again,Wiz Khalifa Featuring Charlie Puth,1,30,52,16
Mark My Words,Justin Bieber,42,42,4,4
Purpose,Justin Bieber,43,43,7,7
Break Up In A Small Town,Sam Hunt,29,29,20,14
Again,Fetty Wap,33,38,26,12
Photograph,Ed Sheeran,10,46,30,3
Cheerleader,OMI,1,43,35,5
How Deep Is Your Love,Calvin Harris & Disciples,27,48,20,3
No Pressure,Justin Bieber Featuring Big Sean,49,49,4,4
Lay It All On Me,Rudimental Featuring Ed Sheeran,48,49,16,10
Say It,Tory Lanez,23,23,24,20
No Role Modelz,J. Cole,36,36,25,12
Company,Justin Bieber,53,53,12,12
No Sense,Justin Bieber Featuring Travi$ Scott,54,54,3,3
Back Up,DeJ Loaf Featuring Big Sean,47,47,18,12
Smoke Break,Carrie Underwood,43,56,19,7
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",12,56,20,8
Burning House,Cam,29,29,25,7
Do It Like Me,DLOW,45,45,15,14
Nothin' Like You,Dan + Shay,51,51,19,5
Gonna,Blake Shelton,54,54,18,9
Roses,The Chainsmokers Featuring ROZES,6,6,31,27
Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,63,63,18,9
Break Up With Him,Old Dominion,44,64,20,1
Come Get Her,Rae Sremmurd,56,64,19,10
Tennessee Whiskey,Chris Stapleton,20,66,6,4
Life Is Worth Living,Justin Bieber,67,67,2,2
Back To Back,Drake,21,66,20,5
Stressed Out,Twenty One Pilots,2,2,51,43
Strip It Down,Luke Bryan,30,65,20,5
The Fix,Nelly Featuring Jeremih,62,62,20,13
Adventure Of A Lifetime,Coldplay,13,13,20,19
Gonna Know We Were Here,Jason Aldean,54,54,16,11
Children,Justin Bieber,74,74,1,1
Hide Away,Daya,23,23,27,19
Big Rings,Drake & Future,52,57,20,12
Stay A Little Longer,Brothers Osborne,46,46,20,14
Exchange,Bryson Tiller,26,26,34,31
Liquor,Chris Brown,60,77,17,6
Let Me See Ya Girl,Cole Swindell,59,80,18,3
Been You,Justin Bieber,81,81,1,1
I Got The Boy,Jana Kramer,56,56,16,11
If I Could Fly,One Direction,83,83,1,1
Love Myself,Hailee Steinfeld,30,84,16,2
Top Of The World,Tim McGraw,73,73,13,8
In The Night,The Weeknd,12,12,20,19
Olivia,One Direction,87,87,1,1
We Are,Justin Bieber Featuring Nas,88,88,1,1
"Me, Myself & I",G-Eazy x Bebe Rexha,7,7,36,34
Get Used To It,Justin Bieber,90,90,1,1
Right Hand,Drake,58,66,19,10
I Love This Life,LoCash,56,56,18,15
Cake By The Ocean,DNCE,9,9,45,41
A.M.,One Direction,94,94,1,1
RGF Island,Fetty Wap,57,74,14,6
Temporary Fix,One Direction,96,96,1,1
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,20,20,20,20
Trust,Justin Bieber,98,98,1,1
My House,Flo Rida,4,4,38,37
Never Enough,One Direction,100,100,1,1
When We Were Young,Adele,14,14,20,20
Water Under The Bridge,Adele,70,70,1,1
Used To Love You,Gwen Stefani,52,52,9,8
Send My Love (To Your New Lover),Adele,8,8,25,25
Remedy,Adele,87,87,1,1
Stand By You,Rachel Platten,37,37,20,19
Dibs,Kelsea Ballerini,58,58,17,14
Ginza,J Balvin,84,89,15,5
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,38,38,19,19
Best Friend,Young Thug,45,45,20,20
Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,84,89,14,11
Rich $ex,Future,100,100,1,1
All I Want For Christmas Is You,Mariah Carey,11,11,14,4
Hallelujah,Jordan Smith,61,61,1,1
Down In The DM,Yo Gotti Featuring Nicki Minaj,13,13,21,21
One Call Away,Charlie Puth,12,12,26,26
I'd Just Love To Lay You Down,Barrett Baber,92,92,1,1
Irresistible,Fall Out Boy,48,48,14,12
New Americana,Halsey,60,60,17,8
Daddy,PSY Featuring CL,97,97,1,1
Girls Just Want To Have Fun,Madi Davis,98,98,1,1
Already Callin' You Mine,Parmalee,91,91,3,2
Somebody To Love,Jordan Smith,21,21,2,2
Rockin' Around The Christmas Tree,Brenda Lee,14,30,15,3
Hands To Myself,Selena Gomez,7,7,20,20
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,71,73,19,13
Dessert,Dawin,68,68,11,11
Backroad Song,Granger Smith,49,49,16,16
Random,G-Eazy,94,94,1,1
Sorry,Rick Ross Featuring Chris Brown,97,97,1,1
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,98,98,1,1
Beautiful Drug,Zac Brown Band,52,52,20,18
Mary Did You Know,Jordan Smith,24,24,1,1
Burning House,Emily Ann Roberts,56,56,1,1
Back To Sleep,Chris Brown,20,20,20,20
You Should Be Here,Cole Swindell,31,31,20,20
Climb Every Mountain,Jordan Smith,72,72,1,1
Good To Be Alive (Hallelujah),Andy Grammer,62,62,10,10
God Only Knows,Jordan Smith & Adam Levine,90,90,1,1
Sorry Not Sorry,Bryson Tiller,67,67,15,15
Hollow,Tori Kelly,68,68,11,11
The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",38,38,7,1
Jingle Bell Rock,Bobby Helms,35,47,16,1
Zero,Chris Brown,80,80,2,2
Hallelujah,Lindsey Stirling,81,81,1,1
Little More (Royalty),Chris Brown,91,91,1,1
Really Really,Kevin Gates,46,46,26,26
Let It Go,James Bay,18,18,33,33
Stick Talk,Future,91,91,2,2
Get Ugly,Jason Derulo,52,52,12,12
Watch Out,2 Chainz,64,64,11,11
Mr. Misunderstood,Eric Church,84,84,5,5
Break On Me.,Keith Urban,54,54,12,12
Jugg,Fetty Wap Featuring Monty,86,96,6,1
We Went,Randy Houser,60,60,13,12
Confession,Florida Georgia Line,53,53,20,20
Out Of The Woods,Taylor Swift,18,44,10,8
