song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Back Where You Belong,Thirty Eight Special,20,20,13,13
Come Back And Stay,Paul Young,22,22,15,15
Fields Of Fire,Big Country,52,52,6,6
She Was Hot,The Rolling Stones,44,44,9,9
Don't Let Go,Wang Chung,38,38,11,11
Looks That Kill,Motley Crue,54,54,10,10
Strip,Adam Ant,42,42,13,13
Breaking Up Is Hard On You,The American Comedy Network,70,70,5,5
That Was Then But This Is Now,ABC,89,89,3,3
Thriller,Michael Jackson,4,4,14,14
Livin' In Desperate Times,Olivia Newton-John,31,31,10,10
Hold Me Now,Thompson Twins,3,3,21,21
This Could Be The Right One,April Wine,58,58,6,6
Encore,Cheryl Lynn,69,69,8,8
It's Gonna Be Special,Patti Austin,82,82,4,4
Beast Of Burden,Bette Midler,71,71,6,6
Shooting Shark,Blue Oyster Cult,83,83,3,3
Each Word's A Beat Of My Heart,Mink De Ville,89,89,4,4
Joystick,Dazz Band,61,61,11,11
Adult Education,Daryl Hall  John Oates,8,8,17,17
Girls,Dwight Twilley,16,16,16,16
Radio Ga Ga,Queen,16,16,13,13
Remember The Nights,The Motels,67,67,1,1
The Kid's American,Matthew Wilder,33,33,13,13
Make My Day,T.G. Sheppard With Clint Eastwood,62,62,6,6
Walking In My Sleep,Roger Daltrey,62,62,9,9
They Don't Know,Tracey Ullman,8,8,17,17
Against All Odds (Take A Look At Me Now),Phil Collins,1,1,24,24
Tonight,Kool & The Gang,13,13,18,18
Hello,Lionel Richie,1,1,24,24
Holding Out For A Hero,Bonnie Tyler,34,34,13,13
White Horse,Laid Back,26,26,18,18
One In A Million,The Romantics,37,37,12,12
We're Going All The Way,Jeffrey Osborne,48,48,12,12
Hyperactive,Thomas Dolby,62,62,7,7
Flashes,Tiggi Clay,86,86,3,3
Runaway,Bon Jovi,39,39,13,13
Club Michelle,Eddie Money,66,66,7,7
Miss Me Blind,Culture Club,5,5,16,16
Leave It,Yes,24,24,15,15
Don't Answer Me,The Alan Parsons Project,15,15,15,15
A Fine Fine Day,Tony Carey,22,22,15,15
To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,5,5,21,21
Do You Love Me,Andy Fraser,82,82,5,5
The Sun And The Rain,Madness,72,72,5,5
No Parking (On The Dance Floor),Midnight Star,81,81,8,8
Taxi,J. Blackfoot,90,90,5,5
Love Somebody,Rick Springfield,5,5,16,16
You Might Think,The Cars,7,7,17,17
Eat It,"""Weird Al"" Yankovic",12,12,12,12
Borderline,Madonna,10,10,30,30
Without You,David Bowie,73,73,4,4
No More Words,Berlin,23,23,17,17
Illegal Alien,Genesis,44,44,10,10
Baby Come Back,Billy Rankin,52,52,11,11
Sister Christian,Night Ranger,5,5,24,24
Perfect Combination,Stacy Lattisaw & Johnny Gill,75,75,9,9
Head Over Heels,Go-Go's,11,11,16,16
The Authority Song,John Cougar Mellencamp,15,15,15,15
Show Me,Pretenders,28,28,13,13
Dancing In The Sheets,Shalamar,17,17,18,18
Hunters Of The Night,Mr. Mister,57,57,8,8
Give,Missing Persons,67,67,6,6
Love Me In A Special Way,Debarge,45,45,11,11
The Longest Time,Billy Joel,14,14,18,18
Breakdance,Irene Cara,8,8,19,19
Catch Me I'm Falling,Real Life,40,40,11,11
It's My Life,Talk Talk,31,31,14,14
Rock You Like A Hurricane,Scorpions,25,25,16,16
When The Lady Smiles,Golden Earring,76,76,4,4
Love Has Finally Come At Last,Bobby Womack & Patti LaBelle,88,88,5,5
Give Me Tonight,Shannon,46,46,13,13
I'm Steppin' Out,John Lennon,55,55,6,6
Communication,Spandau Ballet,59,59,7,7
Unfaithfully Yours (Our Love),Stephen Bishop,87,87,3,3
Wouldn't It Be Good,Nik Kershaw,46,46,13,13
"Oh, Sherrie",Steve Perry,3,3,20,20
Let's Hear It For The Boy,Deniece Williams,1,1,19,19
"Run, Runaway",Slade,20,20,17,17
Olympia,Sergio Mendes,58,58,7,7
She's Strange,Cameo,47,47,11,11
Relax,Frankie Goes To Hollywood,67,67,7,7
Sail Away,The Temptations,54,54,8,8
There's No Easy Way,James Ingram,58,58,10,10
Blue Light,David Gilmour,62,62,7,7
My Ever Changing Moods,The Style Council,29,29,14,14
Hands Across The Sea,Modern English,91,91,3,3
Jimmy Loves Maryann,Josie Cotton,82,82,4,4
I'll Wait,Van Halen,13,13,14,14
Time After Time,Cyndi Lauper,1,1,20,20
Self Control,Laura Branigan,4,4,25,25
Devil In A Fast Car,Sheena Easton,79,79,3,3
Downtown,Dolly Parton,80,80,4,4
Terms Of Endearment,Michael Gore,84,84,6,6
Don't Waste Your Time,Yarbrough & Peoples,48,48,12,12
The Reflex,Duran Duran,1,1,21,21
The Heart Of Rock & Roll,Huey Lewis & The News,6,6,20,20
You Can't Get What You Want,Joe Jackson,15,15,16,16
Modern Day Delilah,Van Stephenson,22,22,17,17
I Cry Just A Little Bit,Shakin' Stevens,67,67,6,6
What Is Love,Howard Jones,33,33,13,13
Whisper To A Scream (Birds Fly),Icicle Works,37,37,12,12
Dance Hall Days,Wang Chung,16,16,22,22
Love Will Show Us How,Christine McVie,30,30,10,10
Jump (for My Love),The Pointer Sisters,3,3,24,24
Believe In Me,Dan Fogelberg,48,48,9,9
I Want To Break Free,Queen,45,45,8,8
Don't Look Any Further,Dennis Edwards,72,72,6,6
Eyes That See In The Dark,Kenny Rogers,79,79,5,5
Original Sin,INXS,58,58,7,7
Days Gone By,Poco,80,80,5,5
Superstar/Until You Come Back To Me,Luther Vandross,87,87,4,4
Stay The Night,Chicago,16,16,17,17
Who's That Girl,Eurythmics,21,21,13,13
Eyes Without A Face,Billy Idol,4,4,22,22
Music Time,Styx,40,40,9,9
King Of Suede,"""Weird Al"" Yankovic",62,62,6,6
Obscene Phone Caller,Rockwell,35,35,14,14
Heart Don't Lie,LaToya Jackson,56,56,8,8
I Can Dream About You,Dan Hartman,6,6,25,25
Hurt,Re-flex,82,82,4,4
Darlin',Frank Stallone,81,81,4,4
It's A Miracle,Culture Club,13,13,13,13
Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,7,7,20,20
No Way Out,Jefferson Starship,23,23,16,16
The Ghost In You,Psychedelic Furs,59,59,9,9
Little Lady,Duke Jupiter,68,68,7,7
If Ever You're In My Arms Again,Peabo Bryson,10,10,25,25
Magic,The Cars,12,12,17,17
Legs,ZZ Top,8,8,19,19
Prime Time,The Alan Parsons Project,34,34,11,11
Little Bit Of Love,Dwight Twilley,77,77,4,4
I Pretend,Kim Carnes,74,74,5,5
Love Of The Common People,Paul Young,45,45,11,11
When We Make Love,Alabama,72,72,10,10
What's Love Got To Do With It,Tina Turner,1,1,28,28
Romancing The Stone,Eddy Grant,26,26,17,17
Whiter Shade Of Pale,"Hagar, Schon, Aaronson, Shrieve",94,94,2,2
Robert de Niro's Waiting,Bananarama,95,95,2,2
Dancing In The Dark,Bruce Springsteen,2,2,21,21
Infatuation,Rod Stewart,6,6,18,18
Doctor! Doctor!,Thompson Twins,11,11,16,16
Don't Walk Away,Rick Springfield,26,26,12,12
Sunglasses At Night,Corey Hart,7,7,23,23
Farewell My Summer Love,Michael Jackson,38,38,12,12
Alibis,Sergio Mendes,29,29,19,19
Freakshow On The Dance Floor,Bar-Kays,73,73,8,8
She Don't Know Me,Bon Jovi,48,48,11,11
When Doves Cry,Prince,1,1,21,21
Breakin'...there's No Stopping Us,Ollie And Jerry,9,9,18,18
Boys Do Fall In Love,Robin Gibb,37,37,12,12
10-9-8,Face To Face,38,38,15,15
A Little Love,Juice Newton,44,44,10,10
Gotta Give A Little Love (Ten Years Later),Timmy Thomas,80,80,3,3
Wonderland,Big Country,86,86,2,2
So You Ran,Orion The Hunter,58,58,8,8
Tonight Is What It Means To Be Young,Fire Inc.,80,80,5,5
Jam On It,Newcleus,56,56,15,15
Sad Songs (say So Much),Elton John,5,5,19,19
Strangers In A Strange World,Jenny Burton & Patrick Jude,54,54,7,7
The First Day Of Summer,Tony Carey,33,33,11,11
Bringin' On The Heartbreak,Def Leppard,61,61,8,8
The Lebanon,The Human League,64,64,5,5
Hold Me,Teddy Pendergrass And Whitney Houston,46,46,18,18
I'm Free (Heaven Helps The Man),Kenny Loggins,22,22,14,14
Ghostbusters,Ray Parker Jr.,1,1,21,21
Turn To You,Go-Go's,32,32,14,14
The Moment Of Truth,Survivor,63,63,7,7
Taking It All Too Hard,Genesis,50,50,12,12
Break-A-Way,Tracey Ullman,70,70,4,4
The Glamorous Life,Sheila E.,7,7,24,24
Round And Round,Ratt,12,12,18,18
Somebody Else's Guy,Jocelyn Brown,75,75,10,10
Too Young To Fall In Love,Motley Crue,90,90,2,2
A Chance For Heaven,Christopher Cross,76,76,5,5
"Young Thing, Wild Dreams (Rock Me)",Red Rider,71,71,6,6
Panama,Van Halen,13,13,15,15
Stuck On You,Lionel Richie,3,3,19,19
It Can Happen,Yes,51,51,7,7
Simple,Johnny Mathis,81,81,8,8
Missing You,John Waite,1,1,23,23
South Central Rain (I'm Sorry),R.E.M.,85,85,6,6
State of Shock,The Jacksons,3,3,15,15
She's Mine,Steve Perry,21,21,13,13
Sexy Girl,Glenn Frey,20,20,15,15
The Warrior,Scandal Featuring Patty Smyth,7,7,21,21
Black Stations/White Stations,M + M,63,63,7,7
I Lost On Jeopardy,"""Weird Al"" Yankovic",81,81,3,3
Now It's My Turn,Berlin,74,74,4,4
High On Emotion,Chris de Burgh,44,44,13,13
Thin Line Between Love And Hate,Pretenders,83,83,5,5
Feels So Real (Won't Let Go),Patrice Rushen,78,78,6,6
Such A Shame,Talk Talk,89,89,3,3
Rock Me Tonite,Billy Squier,15,15,16,16
Leave A Tender Moment Alone,Billy Joel,27,27,15,15
"My, Oh My",Slade,37,37,11,11
All Of You,Julio Iglesias & Diana Ross,19,19,16,16
Still Loving You,Scorpions,64,64,6,6
"Mama, Weer All Crazee Now",Quiet Riot,51,51,12,12
I Didn't Mean To Turn You On,Cherelle,79,79,9,9
99 1/2,Carol Lynn Townes,77,77,9,9
Don't Do Me,Randy Bell,90,90,3,3
Lights Out,Peter Wolf,12,12,14,14
When You Close Your Eyes,Night Ranger,14,14,17,17
17,Rick James,36,36,14,14
Two Sides Of Love,Sammy Hagar,38,38,12,12
You're The Best Thing,The Style Council,76,76,5,5
Happy Ending,Joe Jackson,57,57,8,8
If This Is It,Huey Lewis & The News,6,6,17,17
She Bop,Cyndi Lauper,3,3,18,18
Dynamite,Jermaine Jackson,15,15,17,17
Right By Your Side,Eurythmics,29,29,12,12
Cruel Summer,Bananarama,9,9,18,18
Reach Out,Giorgio Moroder (Featuring Paul Engeman),81,81,4,4
I Send A Message,INXS,77,77,7,7
Only When You Leave,Spandau Ballet,34,34,12,12
Go Insane,Lindsey Buckingham,23,23,16,16
It's A Hard Life,Queen,72,72,4,4
We're Not Gonna Take It,Twisted Sister,21,21,15,15
The Only Flame In Town,Elvis Costello & The Atrractions,56,56,9,9
You Were Made For Me,Irene Cara,78,78,5,5
Loverboy,Karen Kamon,88,88,2,2
Straight From The Heart (Into Your Life),Coyote Sisters,66,66,10,10
Let's Go Crazy,Prince And The Revolution,1,1,17,17
Drive,The Cars,3,3,17,17
Hard Habit To Break,Chicago,3,3,17,17
The Lucky One,Laura Branigan,20,20,15,15
What The Big Girls Do,Van Stephenson,45,45,9,9
Cleanin' Up The Town,Bus Boys,68,68,5,5
I'm So Excited,The Pointer Sisters,9,9,33,17
Beatstreet,Grand Master Melle Mel And The Furious Five With Mr Ness & Cowboy,86,86,2,2
She Loves My Car,Ronnie Milsap,84,84,4,4
Cover Me,Bruce Springsteen,7,7,16,16
There Goes My Baby,Donna Summer,21,21,14,14
(what) In The Name Of Love,Naked Eyes,39,39,12,12
Next Love,Deniece Williams,81,81,4,4
Can't Wait All Night,Juice Newton,66,66,6,6
Caribbean Queen (No More Love On The Run),Billy Ocean,1,1,16,16
Just The Way You Like It,The S.O.S. Band,64,64,10,10
Here She Comes,Bonnie Tyler,76,76,5,5
Stranger,Stephen Stills,61,61,8,8
"The More You Live, The More You Love",A Flock Of Seagulls,56,56,9,9
Torture,The Jacksons,17,17,12,12
I Just Called To Say I Love You,Stevie Wonder,1,1,15,15
Are We Ourselves?,The Fixx,15,15,15,15
Bop 'til You Drop,Rick Springfield,20,20,15,15
The Last Time I Made Love,Joyce Kennedy & Jeffrey Osborne,40,40,12,12
Satisfy Me,Billy Satellite,64,64,6,6
Video,Jeff Lynne,85,85,3,3
Rain,Dragon,88,88,4,4
Turn Around,Neil Diamond,62,62,8,8
Lucky Star,Madonna,4,4,14,14
Some Guys Have All The Luck,Rod Stewart,10,10,14,14
Flesh For Fantasy,Billy Idol,29,29,12,12
Strut,Sheena Easton,7,7,14,14
You Take Me Up,Thompson Twins,44,44,9,9
Anywhere With You,Rubber Rodeo,86,86,5,5
Swept Away,Diana Ross,19,19,13,13
Shine Shine,Barry Gibb,37,37,10,10
A Girl In Trouble (Is A Temporary Thing),Romeo Void,35,35,13,13
On The Wings Of A Nightingale,The Everly Brothers,50,50,12,12
In The Name Of Love,Ralph MacDonald With Bill Withers,58,58,10,10
Who Wears These Shoes?,Elton John,16,16,12,12
Desert Moon,Dennis DeYoung,10,10,12,12
I Feel For You,Chaka Khan,3,3,12,12
Strung Out,Steve Perry,40,40,12,12
Wake Me Up Before You Go-Go,Wham!,1,1,12,12
Layin' It On The Line,Jefferson Starship,66,66,6,6
New Girl Now,Honeymoon Suite,57,57,7,7
Pretty Mess,Vanity,75,75,7,7
Body Rock,Maria Vidal,48,48,12,12
Blue Jean,David Bowie,8,8,11,11
What About Me?,Kenny Rogers With Kim Carnes & James Ingram,15,15,11,11
Better Be Good To Me,Tina Turner,5,5,11,11
Sugar Don't Bite,Sam Harris,36,36,11,11
I Can't Hold Back,Survivor,17,17,11,11
"You, Me And He",Mtume,83,83,5,5
Bullish,Herb Alpert's Tijuana Brass,90,90,2,2
Midnite Maniac,Krokus,71,71,6,6
Left In The Dark,Barbra Streisand,50,50,10,10
Bouncing Off The Wall,Matthew Wilder,52,52,9,9
Cool It Now,New Edition,14,14,10,10
Yes Or No,Go-Go's,84,84,3,3
Don't Be My Enemy,Wang Chung,86,86,3,3
Out Of Touch,Daryl Hall  John Oates,4,4,9,9
It Ain't Enough,Corey Hart,21,21,9,9
Teacher Teacher,38 Special,25,25,9,9
Girls With Guns,Tommy Shaw,33,33,9,9
I Can't Drive 55,Sammy Hagar,26,26,9,9
The Allnighter,Glenn Frey,54,54,6,6
Love Kills,Freddie Mercury,69,69,6,6
The Real End,Rickie Lee Jones,83,83,4,4
Slow Dancin',Peabo Bryson,82,82,4,4
High Energy,Evelyn Thomas,85,85,5,5
Purple Rain,Prince And The Revolution,2,2,8,8
All Through The Night,Cyndi Lauper,8,8,8,8
Penny Lover,Lionel Richie,9,9,8,8
The War Song,Culture Club,17,17,8,8
Shangri-La,The Steve Miller Band,57,57,6,6
Say Hello To Ronnie,Janey Street,68,68,5,5
We Are The Young,Dan Hartman,30,30,8,8
Can't Let Go,Stephen Stills,67,67,6,6
Centipede,Rebbie Jackson,35,35,8,8
Wanted Man,Ratt,87,87,3,3
No More Lonely Nights,Paul McCartney,11,11,7,7
Sea Of Love,The Honeydrippers,13,13,7,7
I Need You Tonight,Peter Wolf,36,36,7,7
Heaven's On fire,Kiss,49,49,7,7
The Medicine Song,Stephanie Mills,65,65,6,6
Had A Dream (Sleeping With The Enemy),Roger Hodgson,54,54,7,7
After All,Al Jarreau,69,69,7,7
Don't Stop,Jeffrey Osborne,53,53,7,7
Medley: Love Songs Are Back Again,Band Of Gold,64,64,7,7
Walking On A Thin Line,Huey Lewis & The News,22,22,6,6
Tears,John Waite,37,37,6,6
Valotte,Julian Lennon,24,24,6,6
Hands Tied,Scandal Featuring Patty Smyth,43,43,6,6
Two Tribes,Frankie Goes To Hollywood,52,52,6,6
I Wanna Rock,Twisted Sister,68,68,6,6
Edge of a Dream,Joe Cocker,69,69,6,6
All I Need,Jack Wagner,39,39,6,6
Sex Shooter,Apollonia 6,85,85,6,6
Satisfied Man,Molly Hatchet,81,81,5,5
We Belong,Pat Benatar,19,19,5,5
Hello Again,The Cars,29,29,5,5
I Do'wanna Know,REO Speedwagon,33,33,5,5
Do What You Do,Jermaine Jackson,27,27,5,5
Body,The Jacksons,47,47,5,5
Stranger In Town,Toto,40,40,5,5
All Night Long,Billy Squier,75,75,3,3
Hot For Teacher,Van Halen,56,56,5,5
(Pride) In The Name Of Love,U2,45,45,5,5
Jungle Love,The Time,65,65,5,5
The Belle Of St. Mark,Sheila E.,49,49,5,5
The Wild Boys,Duran Duran,12,12,4,4
Run To You,Bryan Adams,34,34,4,4
Concealed Weapons,The J. Geils Band,64,64,4,4
Catch My Fall,Billy Idol,58,58,4,4
Ti Amo,Laura Branigan,66,66,4,4
Born In The U.S.A.,Bruce Springsteen,32,32,3,3
Understanding,Bob Seger,41,41,3,3
The Boys Of Summer,Don Henley,48,48,3,3
Heaven (Must Be There),Eurogliders,67,67,3,3
Call To The Heart,Giuffria,59,59,3,3
Supernatural Love,Donna Summer,75,75,3,3
Love Again,John Denver & Sylvie Vartan,85,85,3,3
The Gap,Thompson Twins,70,70,3,3
Solid,Ashford & Simpson,69,69,3,3
The Wild Life,Bananarama,76,76,3,3
Like A Virgin,Madonna,38,38,2,2
You're The Inspiration,Chicago,47,47,2,2
Jamie,Ray Parker Jr.,50,50,2,2
Bruce,Rick Springfield,62,62,2,2
Taxi Dancing,Rick Springfield With Randy Crawford,68,68,2,2
Sunshine In The Shade,The Fixx,74,74,2,2
Amnesia,Shalamar,80,80,2,2
Tenderness,General Public,78,78,2,2
Easy Lover,Philip Bailey With Phil Collins,63,63,1,1
Neutron Dance,The Pointer Sisters,73,73,1,1
Misled,Kool & The Gang,81,81,1,1
Foolish Heart,Steve Perry,83,83,1,1
Sex Crime (Nineteen Eighty-Four),Eurythmics,86,86,1,1
Thief Of Hearts,Melissa Manchester,88,88,1,1
Big In Japan,Alphaville,90,90,1,1
