song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Cruel Summer,Taylor Swift,1,1,54,31
Paint The Town Red,Doja Cat,1,2,37,27
Snooze,SZA,2,3,70,26
IDGAF,Drake Featuring Yeat,2,4,20,19
Monaco,Bad Bunny,5,5,20,20
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,1,4,52,45
Fast Car,Luke Combs,2,5,56,27
First Person Shooter,Drake Featuring J. Cole,1,8,20,19
Last Night,Morgan Wallen,1,6,60,23
Thinkin' Bout Me,Morgan Wallen,7,7,55,23
Fukumean,Gunna,4,10,32,15
Vampire,Olivia Rodrigo,1,11,35,20
Dance The Night,Dua Lipa,6,12,35,15
Fina,Bad Bunny & Young Miko,14,14,4,4
Virginia Beach,Drake,3,15,14,13
Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,11,14,22,21
Greedy,Tate McRae,3,3,42,38
Flowers,Miley Cyrus,1,10,55,16
Barbie World,Nicki Minaj & Ice Spice With Aqua,7,19,21,5
Perro Negro,Bad Bunny & Feid,20,20,20,20
Slime You Out,Drake Featuring SZA,1,21,14,10
Nadie Sabe,Bad Bunny,22,22,1,1
Need A Favor,Jelly Roll,13,13,47,19
Hibiki,Bad Bunny & Mora,24,24,2,2
Anti-Hero,Taylor Swift,1,20,53,2
Used To Be Young,Miley Cyrus,8,18,21,14
All My Life,Lil Durk Featuring J. Cole,2,27,24,2
Mr. October,Bad Bunny,28,28,2,2
Religiously,Bailey Zimmerman,13,23,25,2
Cybertruck,Bad Bunny,30,30,2,2
Watermelon Moonshine,Lainey Wilson,21,31,20,4
Telefono Nuevo,Bad Bunny & Luar La L,32,32,2,2
Dial Drunk,Noah Kahan With Post Malone,25,29,24,7
Baby Nueva,Bad Bunny,34,34,2,2
My Love Mine All Mine,Mitski,26,26,20,17
Kill Bill,SZA,1,28,52,8
Save Me,Jelly Roll With Lainey Wilson,19,19,37,20
Seda,Bad Bunny & Bryant Myers,38,38,2,2
Good Good,"Usher, Summer Walker & 21 Savage",25,25,28,19
What Was I Made For?,Billie Eilish,14,16,35,22
What It Is (Block Boy),Doechii Featuring Kodak Black,29,30,29,6
Bad Idea Right?,Olivia Rodrigo,7,34,19,10
White Horse,Chris Stapleton,12,12,29,17
Creepin',"Metro Boomin, The Weeknd & 21 Savage",3,38,47,2
Daylight,David Kushner,33,33,31,5
Water,Tyla,7,7,29,27
Un Preview,Bad Bunny,43,47,7,4
Say My Grace,Offset Featuring Travis Scott,48,48,2,2
Gently,Drake Featuring Bad Bunny,12,49,3,2
Try That In A Small Town,Jason Aldean,1,41,20,7
I Know ?,Travis Scott,11,37,22,11
Gracias Por Nada,Bad Bunny,52,52,1,1
Vou 787,Bad Bunny,53,53,1,1
Where She Goes,Bad Bunny,8,54,20,1
Agora Hills,Doja Cat,7,7,39,36
Calling For You,Drake Featuring 21 Savage,5,56,4,3
Mercedes Carota,Bad Bunny & YOVNGCHIMI,57,57,1,1
Lil Boo Thang,Paul Russell,14,14,21,17
Single Soon,Selena Gomez,19,48,12,5
Daylight,Drake,8,60,3,2
Los Pits,Bad Bunny,61,61,1,1
Qlona,Karol G & Peso Pluma,28,47,21,12
8am In Charlotte,Drake,17,63,3,2
Rich Men North Of Richmond,Oliver Anthony Music,1,54,20,11
No Me Quiero Casar,Bad Bunny,65,65,1,1
What Would Pluto Do,Drake,18,66,3,2
Meltdown,Travis Scott Featuring Drake,3,56,19,8
Fear Of Heights,Drake,10,68,3,2
Bongos,Cardi B & Megan Thee Stallion,14,53,11,6
Vuelve Candy B,Bad Bunny,70,70,1,1
Lady Gaga,"Peso Pluma, Gabito Ballesteros & Junior H",35,57,20,4
Peaches & Eggplants,Young Nudy Featuring 21 Savage,33,72,20,1
Great Gatsby,Rod Wave,30,55,17,13
