song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
We Found Love,Rihanna Featuring Calvin Harris,1,1,41,33
Sexy And I Know It,LMFAO,1,1,42,31
Someone Like You,Adele,1,3,39,20
Without You,David Guetta Featuring Usher,4,4,30,19
It Will Rain,Bruno Mars,3,3,29,22
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,4,49,28
Good Feeling,Flo Rida,3,3,37,30
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4,7,37,15
Take Care,Drake Featuring Rihanna,7,7,34,34
The One That Got Away,Katy Perry,3,3,24,19
Rumour Has It / Someone Like You,Glee Cast,11,11,3,3
Pumped Up Kicks,Foster the People,3,12,40,11
You Make Me Feel...,Cobra Starship Featuring Sabi,7,12,29,11
You Da One,Rihanna,14,14,20,19
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,10,10,20,13
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,6,68,34
Ni**as in Paris,Jay Z Kanye West,5,5,36,22
The Motto,Drake Featuring Lil Wayne,14,14,35,35
Work Out,J. Cole,13,13,28,17
Mr. Know It All,Kelly Clarkson,10,16,23,13
Dance (A$$),Big Sean Featuring Nicki Minaj,10,10,24,18
In The Dark,Dev,11,21,20,5
It Girl,Jason Derulo,17,23,22,8
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",1,20,45,12
Fly,Nicki Minaj Featuring Rihanna,19,19,20,8
Super Bass,Nicki Minaj,3,20,39,10
Just A Kiss,Lady Antebellum,7,26,42,14
She Will,Lil Wayne Featuring Drake,3,28,21,8
I Don't Want This Night To End,Luke Bryan,22,22,23,16
Headlines,Drake,13,13,25,11
God Gave Me You,Blake Shelton,22,31,25,7
Paradise,Coldplay,15,20,32,23
You And I,Lady Gaga,6,29,20,5
We Owned The Night,Lady Antebellum,31,31,20,7
Not Over You,Gavin DeGraw,18,18,35,21
Rolling In The Deep,Adele,1,5,65,20
Red Solo Cup,Toby Keith,15,15,20,17
The Good Life,OneRepublic,8,38,35,2
Mr. Saxobeat,Alexandra Stan,21,39,20,2
Tattoos On This Town,Jason Aldean,38,38,20,12
If I Die Young,The Band Perry,14,41,53,2
Crazy Girl,Eli Young Band,30,42,36,1
A Thousand Years,Christina Perri,31,31,26,22
When We Stand Together,Nickelback,44,44,16,9
Baggage Claim,Miranda Lambert,44,45,20,6
Love You Like A Love Song,Selena Gomez & The Scene,22,22,38,17
All Your Life,The Band Perry,37,37,23,13
Easy,Rascal Flatts Featuring Natasha Bedingfield,43,43,23,7
Keep Me In Mind,Zac Brown Band,35,35,20,13
Country Must Be Country Wide,Brantley Gilbert,50,50,21,1
Drink In My Hand,Eric Church,40,41,20,12
Party,Beyonce Featuring Andre 3000,50,50,18,12
If This Was A Movie,Taylor Swift,10,53,2,1
Sparks Fly,Taylor Swift,17,54,20,4
Domino,Jessie J,6,6,29,24
Ours,Taylor Swift,13,39,20,19
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,7,7,32,27
Let It Rain,David Nail Featuring Sarah Buxton,51,51,20,11
Lotus Flower Bomb,Wale Featuring Miguel,38,38,20,17
Rumour Has It,Adele,16,16,27,24
That Way,Wale Featuring Jeremih & Rick Ross,49,61,18,7
Nothing,The Script,32,62,20,6
