song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Are You Gonna Be My Girl,Jet,29,29,25,25
Hit That,The Offspring,64,64,15,15
Little Moments,Brad Paisley,35,35,20,20
Hotel,Cassidy Featuring R. Kelly,4,4,24,24
Badaboom,B2K Featuring Fabolous,59,59,8,8
Neva Eva,Trillville,77,77,18,18
With You,Jessica Simpson,14,14,23,23
American Soldier,Toby Keith,28,28,20,20
You,Ryan Duarte,81,81,14,14
Alone,Lasgo,83,83,14,14
Gangsta Girl,Big Tymers Featuring R. Kelly,85,85,9,9
Sorry 2004,Ruben Studdard,9,9,20,20
Splash Waterfalls,Ludacris,6,6,21,21
Megalomaniac,Incubus,55,55,20,20
I'm Still In Love With You,Sean Paul Featuring Sasha,14,14,25,25
In My Life,Juvenile Featuring Mannie Fresh,46,46,17,17
Freek-A-Leek,Petey Pablo,7,7,39,39
Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,45,45
My Immortal,Evanescence,7,7,32,32
I Am The Highway,Audioslave,66,66,17,17
The Set Up,Obie Trice Featuring Nate Dogg,73,73,4,4
Rubber Band Man,T.I.,30,30,20,20
In My Daughter's Eyes,Martina McBride,39,39,16,16
Tipsy,J-Kwon,2,2,30,30
Dirt Off Your Shoulder,Jay-Z,5,5,26,26
Perfect,Sara Evans,46,46,19,19
Hot Mama,Trace Adkins,51,51,14,14
I Love You This Much,Jimmy Wayne,53,53,15,15
I Wish,Jo Dee Messina,75,75,4,4
Toxic,Britney Spears,9,9,20,20
One Call Away,Chingy Featuring J. Weav,2,2,20,20
No Better Love,Young Gunz Featuring Rell,36,36,14,14
Some Girls (Dance With Women),JC Chasez Featuring Dirt McGirt,88,88,5,5
Falls On Me,Fuel,52,52,14,14
Sweet Southern Comfort,Buddy Jewell,40,40,20,20
When I Look To The Sky,Train,74,74,14,14
Figured You Out,Nickelback,65,65,19,19
One Day At A Time,Tupac With Eminem Featuring The Outlawz,80,80,5,5
Dude,Beenie Man Featuring Ms. Thing,26,26,26,26
Wanna Get To Know You,G-Unit Featuring Joe,15,15,18,18
Hold On,Good Charlotte,63,63,5,5
This Love,Maroon 5,5,5,42,42
You'll Think Of Me,Keith Urban,24,24,20,20
100 Years,Five for Fighting,28,28,22,22
I'm Really Hot,Missy Elliott,59,59,10,10
Just A Little While,Janet Jackson,45,45,6,6
I Can't Wait,Sleepy Brown Featuring OutKast,40,40,13,13
When The Sun Goes Down,Kenny Chesney & Uncle Kracker,26,26,20,20
I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,2,2,30,30
Mayberry,Rascal Flatts,21,21,20,20
Slow,Kylie Minogue,91,91,3,3
Gal Yuh Ah Lead,T.O.K.,85,85,9,9
Come Clean,Hilary Duff,35,35,13,13
Love's Divine,Seal,79,79,20,20
Wild West Show,Big & Rich,85,85,9,9
If I Ain't Got You,Alicia Keys,4,4,39,39
Bounce,Sarah Connor,54,54,10,10
Work It (Reinvention),Nelly,68,68,5,5
Behind Blue Eyes,Limp Bizkit,71,71,11,11
Songs About Rain,Gary Allan,71,71,10,10
Something Happened On The Way To Heaven,Deborah Cox,95,95,1,1
Burn,Usher,1,1,30,30
Game Over (Flip),Lil' Flip,15,15,20,20
Don't Take Your Love Away,Avant,37,37,20,20
All Falls Down,Kanye West Featuring Syleena Johnson,7,7,20,20
Roses,OutKast,9,9,21,21
Ride Wit U,Joe Featuring G-Unit,56,56,14,14
Maps,Yeah Yeah Yeahs,87,87,13,13
The Reason,Hoobastank,2,2,37,37
Letters From Home,John Michael Montgomery,24,24,20,20
F.U.R.B. (F U Right Back),Frankee,63,63,7,7
I Miss You,blink-182,42,42,20,20
My Band,D12,6,6,18,18
You Raise Me Up,Josh Groban,73,73,17,17
Love Me Right (Oh Sheila),Angel City Featuring Lara McAllen,95,95,4,4
Pull Up,Mr. Vegas,98,98,2,2
Overnight Celebrity,Twista,6,6,20,20
Naughty Girl,Beyonce,3,3,22,22
Desperately,George Strait,44,44,14,14
8th World Wonder,Kimberley Locke,49,49,20,20
Solitaire,Clay Aiken,4,4,8,8
Take My Breath Away,Jessica Simpson,20,20,16,16
Don't Tell Me,Avril Lavigne,22,22,20,20
Paint Me A Birmingham,Tracy Lawrence,42,42,16,16
Baby I Love U,Jennifer Lopez,72,72,4,4
I Want You,Janet Jackson,57,57,10,10
Meant To Live,Switchfoot,18,18,28,28
Cold Hard Bitch,Jet,55,55,20,20
Good Little Girls,Blue County,63,63,7,7
Hey Mama,The Black Eyed Peas,23,23,20,20
Let's Be Us Again,Lonestar,38,38,20,20
That's What She Gets For Loving Me,Brooks & Dunn,53,53,14,14
Redneck Woman,Gretchen Wilson,22,22,20,20
Lying From You,Linkin Park,58,58,18,18
Happy People,R. Kelly,19,19,20,20
Leave (Get Out),JoJo,12,12,29,29
If You Ever Stop Loving Me,Montgomery Gentry,30,30,20,20
Simple Life,Carolyn Dawn Johnson,73,73,5,5
Got It Twisted,Mobb Deep,64,64,20,20
whoknows,Musiq,65,65,13,13
Culo,Pitbull Featuring Lil Jon,32,32,20,20
Dip It Low,Christina Milian,5,5,30,30
Tear It Up,"Yung Wun Featuring DMX, Lil' Flip & David Banner",76,76,13,13
Jook Gal (Wine Wine),Elephant Man,57,57,18,18
Confessions Part II,Usher,1,1,25,25
Whiskey Girl,Toby Keith,31,31,20,20
Slow Motion,Juvenile Featuring Soulja Slim,1,1,28,28
Love Song,311,59,59,20,20
Move Ya Body,Nina Sky Featuring Jabba,4,4,26,26
Last Train Home,Lostprophets,75,75,6,6
What's It Like,Jagged Edge,85,85,2,2
Last One Standing,Emerson Drive,89,89,8,8
Just For You,Lionel Richie,92,92,17,17
Jesus Walks,Kanye West,11,11,25,25
Loco,David Lee Murphy,44,44,18,18
It Only Hurts When I'm Breathing,Shania Twain,71,71,7,7
Time's Up!,Jadakiss Featuring Nate Dogg,70,70,8,8
99 Problems,Jay-Z,30,30,12,12
Get No Better,Cassidy Featuring Mashonda,79,79,12,12
Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,30,30,20,20
Slither,Velvet Revolver,56,56,20,20
On Fire,Lloyd Banks,8,8,20,20
Heaven,Los Lonely Boys,16,16,29,29
Ch-Check It Out,Beastie Boys,68,68,12,12
Ocean Avenue,Yellowcard,37,37,20,20
Passenger Seat,SHeDAISY,66,66,8,8
The Outsider,A Perfect Circle,79,79,5,5
Talk About Our Love,Brandy Featuring Kanye West,36,36,14,14
Everytime,Britney Spears,15,15,18,18
Southside,Lloyd Featuring Ashanti,24,24,20,20
I Can't Sleep,Clay Walker,61,61,7,7
Scandalous,Mis-Teeq,35,35,16,16
Turn Me On,Kevin Lyttle Featuring Spragga Benz,4,4,25,25
Selfish,Slum Village Featuring Kanye West & John Legend,55,55,17,17
Where Are We Runnin'?,Lenny Kravitz,69,69,6,6
Still In Love,Teena Marie Featuring Baby,70,70,20,20
This Way,Dilated Peoples Featuring Kanye West,78,78,5,5
Float On,Modest Mouse,68,68,20,20
I'm Ready,Cherie,99,99,2,2
Welcome Back,Mase,32,32,12,12
U Should've Known Better,Monica,19,19,20,20
Everything,Alanis Morissette,76,76,9,9
I Go Back,Kenny Chesney,32,32,20,20
Live Like You Were Dying,Tim McGraw,30,30,20,20
Somebody,Reba McEntire,35,35,17,17
You're The Only One,Maria Mena,86,86,4,4
Locked Up,Akon Featuring Styles P.,8,8,25,25
Hole In The Head,Sugababes,96,96,2,2
Diary,Alicia Keys Featuring Tony! Toni! Tone!,8,8,24,24
Hey Good Lookin',"Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait",63,63,11,11
Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,41,41,18,18
I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",11,11,20,20
Sunshine,Lil' Flip Featuring Lea,2,2,23,23
Lean Back,Terror Squad,1,1,23,23
Accidentally In Love,Counting Crows,39,39,20,20
I Got A Feelin',Billy Currington,50,50,16,16
So Sexy,Twista Featuring R. Kelly,25,25,17,17
So Fly,NB Ridaz Featuring Gemini,87,87,10,10
Goodies,Ciara Featuring Petey Pablo,1,1,23,23
Coo-Coo Chee,Ric-A-Che Featuring Darija,97,97,1,1
Pieces Of Me,Ashlee Simpson,5,5,21,21
Away From The Sun,3 Doors Down,62,62,15,15
How Come,D12,27,27,12,12
Feelin' Way Too Damn Good,Nickelback,48,48,16,16
I Want To Live,Josh Gracin,45,45,14,14
New Day,Patti LaBelle,93,93,7,7
Take Me Out,Franz Ferdinand,66,66,19,19
I Believe,Fantasia,1,1,10,10
Freaks,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,69,69,10,10
How Far,Martina McBride,68,68,8,8
Girls Lie Too,Terri Clark,36,36,15,15
Let's Get Away,T.I.,35,35,18,18
Headsprung,LL Cool J,16,16,20,20
Dreams,Diana DeGarmo,14,14,5,5
Why?,Jadakiss Featuring Anthony Hamilton,11,11,20,20
No Problem,Lil Scrappy,29,29,20,20
Diamond In The Back,Ludacris,94,94,3,3
Break Down Here,Julie Roberts,81,81,12,12
She Will Be Loved,Maroon 5,5,5,19,19
One Thing,Finger Eleven,16,16,19,19
My Place,Nelly Featuring Jaheim,4,4,19,19
Days Go By,Keith Urban,31,31,19,19
Let Me In,Young Buck,34,34,12,12
Breaking The Habit,Linkin Park,20,20,19,19
My Happy Ending,Avril Lavigne,9,9,18,18
Save A Horse (Ride A Cowboy),Big & Rich,56,56,9,9
She Thinks She Needs Me,Andy Griggs,43,43,16,16
U Saved Me,R. Kelly,52,52,16,16
Just Like You,Three Days Grace,55,55,18,18
Shake That Sh**,Shawnna Featuring Ludacris,63,63,14,14
On The Way Down,Ryan Cabrera,15,15,18,18
Let's Get It Started,The Black Eyed Peas,21,21,17,17
Too Much Of A Good Thing,Alan Jackson,46,46,13,13
Here For The Party,Gretchen Wilson,39,39,17,17
Suds In The Bucket,Sara Evans,33,33,17,17
Cold,Crossfade,84,84,17,17
I Hate Everything,George Strait,35,35,16,16
Outrageous,Britney Spears,79,79,4,4
Hot 2Nite,New Edition,87,87,12,12
If Nobody Believed In You,Joe Nichols,68,68,14,14
Feels Like Today,Rascal Flatts,56,56,13,13
You're My Everything,Anita Baker,74,74,15,15
Call My Name,Prince,75,75,15,15
American Idiot,Green Day,61,61,15,15
Knuck If You Buck,Crime Mob Featuring Lil Scrappy,76,76,15,15
Breakaway,Kelly Clarkson,6,6,14,14
Stays In Mexico,Toby Keith,51,51,14,14
"Breathe, Stretch, Shake",Mase Featuring P. Diddy,28,28,14,14
Nolia Clap,"Juvenile, Wacko & Skip",31,31,14,14
That's What It's All About,Brooks & Dunn,38,38,14,14
Who Is She 2 U,Brandy,85,85,4,4
Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",12,12,14,14
Storm,Lenny Kravitz Featuring Jay-Z,98,98,1,1
Broken,Seether Featuring Amy Lee,23,23,13,13
Flap Your Wings,Nelly,52,52,11,11
In A Real Love,Phil Vassar,38,38,13,13
Charlene,Anthony Hamilton,19,19,13,13
Somebody Told Me,The Killers,51,51,13,13
King Of The Dancehall,Beenie Man,80,80,12,12
White Tee's,Dem Franchize Boyz,79,79,13,13
How Did You Know?,Mynt Featuring Kim Sozzi,97,97,2,2
My Boo,Usher And Alicia Keys,1,1,12,12
1985,Bowling For Soup,23,23,12,12
Car Wash,Christina Aguilera Featuring Missy Elliott,63,63,5,5
So Cold,Breaking Benjamin,76,76,12,12
Mr. Mom,Lonestar,33,33,11,11
Let's Go,Trick Daddy Featuring Lil Jon & Twista,7,7,11,11
You & Me,J-Kwon Featuring Sadiyyah,58,58,7,7
Nothing On But The Radio,Gary Allan,35,35,11,11
Dangerously In Love,Beyonce,57,57,11,11
Breathe,Fabolous,10,10,11,11
Nasty Girl,Nitty,87,87,9,9
Lose My Breath,Destiny's Child,3,3,10,10
Hush,LL Cool J Featuring 7 Aurelius,27,27,10,10
Tilt Ya Head Back,Nelly & Christina Aguilera,58,58,6,6
Fall To Pieces,Velvet Revolver,67,67,10,10
Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,2,2,9,9
Dare You To Move,Switchfoot,20,20,9,9
Shadow,Ashlee Simpson,57,57,7,7
Go D.J.,Lil Wayne,14,14,9,9
Used To Love U,John Legend,74,74,9,9
Just Lose It,Eminem,6,6,8,8
Vertigo,U2,31,31,8,8
Balla Baby,Chingy,20,20,8,8
Baby It's You,JoJo Featuring Bow Wow,26,26,8,8
Tempted To Touch,Rupee,39,39,8,8
Whatever U Want,Christina Milian Featuring Joe Budden,100,100,1,1
Over And Over,Nelly Featuring Tim McGraw,4,4,7,7
Shorty Wanna Ride,Young Buck,17,17,7,7
Wonderful,Ja Rule Featuring R. Kelly & Ashanti,5,5,7,7
The Woman With You,Kenny Chesney,37,37,7,7
What You Waiting For?,Gwen Stefani,47,47,7,7
Real Big,Mannie Fresh,79,79,7,7
Westside Story,The Game Featuring 50 Cent,93,93,4,4
White Houses,Vanessa Carlton,86,86,6,6
Big Chips,R. Kelly & Jay-Z,39,39,6,6
How Am I Doin',Dierks Bentley,57,57,6,6
I Don't Want To Be,Gavin DeGraw,16,16,6,6
Back When,Tim McGraw,38,38,6,6
Getting Away With Murder,Papa Roach,69,69,6,6
Take Me Home,Terror Squad,70,70,6,6
Let Me Love You,Mario,9,9,6,6
Some Beach,Blake Shelton,42,42,5,5
"1, 2 Step",Ciara Featuring Missy Elliott,13,13,5,5
Rough & Ready,Trace Adkins,75,75,4,4
"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodZ,81,81,5,5
Daughters,John Mayer,40,40,4,4
Party For Two,Shania Twain With Billy Currington Or Mark McGrath,61,61,4,4
What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,44,44,4,4
(Reach Up For The) Sunrise,Duran Duran,89,89,4,4
Welcome To My Life,Simple Plan,49,49,3,3
"Awful, Beautiful Life",Darryl Worley,60,60,3,3
Nothin 'Bout Love Makes Sense,LeAnn Rimes,67,67,3,3
So Sexy Chapter II (Like This),Twista Featuring R. Kelly,92,92,2,2
Gasolina,Daddy Yankee,91,91,3,3
Encore,"Eminem, Dr. Dre & 50 Cent",58,58,2,2
Only U,Ashanti,55,55,2,2
Get Back,Ludacris,48,48,2,2
Karma,Lloyd Banks Featuring Avant,56,56,2,2
New York,Ja Rule Featuring Fat Joe & Jadakiss,72,72,2,2
U Make Me Wanna,Jadakiss Featuring Mariah Carey,66,66,2,2
Vitamin R (Leading Us Along),Chevelle,73,73,2,2
Bridging The Gap,Nas Featuring Olu Dara,94,94,2,2
Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,36,36,1,1
Soldier,Destiny's Child Featuring T.I. & Lil Wayne,41,41,1,1
How We Do,The Game Featuring 50 Cent,65,65,1,1
Boulevard Of Broken Dreams,Green Day,71,71,1,1
I Changed My Mind,Keyshia Cole Featuring Shyne,72,72,1,1
Give A Little Bit,Goo Goo Dolls,74,74,1,1
Numb/Encore,Jay-Z/Linkin Park,86,86,1,1
Bring Em Out,T.I.,88,88,1,1
Karma,Alicia Keys,93,93,1,1
You're The One,Guerilla Black Featuring Mario Winans,99,99,1,1
