song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",44,44,15,15
Hit The Floor,Twista Featuring Pitbull,94,94,6,6
Ella Y Yo,Aventura Featuring Don Omar,97,97,1,1
Kerosene,Miranda Lambert,61,61,16,16
Welcome 2 Detroit,Trick-Trick Featuring Eminem,100,100,1,1
Shake That,Eminem Featuring Nate Dogg,6,6,21,21
Amor Eterno,Cristian Castro,78,78,1,1
Fresh Azimiz,Bow Wow Featuring J-Kwon & Jermaine Dupri,23,23,20,20
Touch It,Busta Rhymes,16,16,23,23
Pump It,The Black Eyed Peas,18,18,22,20
Perfect Situation,Weezer,51,51,17,17
Your Man,Josh Turner,38,38,20,20
Believe,Brooks & Dunn,60,60,20,20
Georgia,Ludacris & Field Mob Featuring Jamie Foxx,39,39,9,9
L.O.V.E.,Ashlee Simpson,22,22,18,17
Tonight I Wanna Cry,Keith Urban,36,36,20,20
I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,5,5,20,20
Yo (Excuse Me Miss),Chris Brown,7,7,21,21
Remedy,Seether,70,70,6,4
She Don't Tell Me To,Montgomery Gentry,62,62,16,16
Who I Am Hates Who I've Been,Relient K,58,58,11,11
Dare,Gorillaz Featuring Shaun Ryder,87,87,5,5
My Hood,Young Jeezy,77,77,10,10
The Ghost Of You,My Chemical Romance,84,84,1,1
Fix You,Coldplay,59,97,7,1
Temperature,Sean Paul,1,1,31,31
"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,7,7,25,25
Ever The Same,Rob Thomas,48,48,20,20
Get Drunk And Be Somebody,Toby Keith,47,47,20,20
Walk Away,Kelly Clarkson,12,12,29,29
We Belong Together,Gavin DeGraw,26,26,3,3
Upside Down,Jack Johnson,38,38,20,20
Cheatin',Sara Evans,69,69,12,12
Living In Fast Forward,Kenny Chesney,48,48,17,17
Who Says You Can't Go Home,Bon Jovi,23,23,26,26
Oh Yes (aka 'Postman'),Juelz Santana,56,56,11,11
Nobody But Me,Blake Shelton,60,60,14,14
Lights And Sounds,Yellowcard,50,50,10,10
Love,Keyshia Cole,19,19,19,19
Breaking Free,"Zac Efron, Andrew Seeley & Vanessa Anne Hudgens",4,4,11,11
Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,7,7,24,24
Beep,The Pussycat Dolls Featuring will.i.am,13,13,20,20
King Without A Crown,Matisyahu,28,28,14,14
Get'cha Head In The Game,Andrew Seeley,23,23,5,5
Start Of Something New,"Zac Efron, Andrew Seeley & Vanessa Anne Hudgens",28,28,4,4
We're All In This Together,High School Musical Cast,34,34,4,4
What I've Been Looking For,Lucas Grabeel & Ashley Tisdale,35,35,3,3
Stick To The Status Quo,High School Musical Cast,43,43,2,2
Goodbye For Now,P.O.D.,48,48,2,2
Bop To The Top,Lucas Grabeel & Ashley Tisdale,62,62,2,2
What I've Been Looking For (Reprise),Andrew Seeley & Vanessa Anne Hudgens,67,67,1,1
When There Was Me And You,Vanessa Anne Hudgens,72,72,1,1
Crash,Gwen Stefani,49,49,8,8
Move Along,The All-American Rejects,15,15,39,39
For You I Will (Confidence),Teddy Geiger,29,29,20,20
In My Mind,Heather Headley,75,75,15,15
What Hurts The Most,Rascal Flatts,6,6,41,41
Betcha Can't Do It Like Me,D4L,72,72,8,8
Goodbye My Lover,James Blunt,66,66,4,4
Stupid Girls,P!nk,13,13,16,16
Bad Day,Daniel Powter,1,1,32,32
In The Sun,Michael Stipe,69,69,1,1
SOS,Rihanna,1,1,28,28
Touch The Sky,Kanye West Featuring Lupe Fiasco,42,42,9,9
Girl Next Door,Saving Jane,31,31,20,20
Talk,Coldplay,86,86,6,6
Over My Head (Cable Car),The Fray,8,8,40,40
Animals,Nickelback,97,97,3,3
Bring Out The Freak In You,Lil Rob,85,85,7,7
Cowboys Are Frequently Secretly (Fond Of Each Other),Willie Nelson,52,52,1,1
Ridin',Chamillionaire Featuring Krayzie Bone,1,1,31,31
Poppin' My Collar,Three 6 Mafia,21,21,16,16
Rush,Aly & AJ,59,59,11,11
Tell Me When To Go,E-40 Featuring Keak Da Sneak,35,35,15,15
Black Sweat,Prince,60,60,1,1
Sorry,Madonna,58,58,6,6
Best Friend,50 Cent & Olivia,35,35,15,15
What's Left Of Me,Nick Lachey,6,6,25,25
Control Myself,LL Cool J Featuring Jennifer Lopez,4,4,11,11
Wings Of A Butterfly,HiM,87,87,2,2
Always On Your Side,Sheryl Crow & Sting,33,33,8,8
What You Know,T.I.,3,3,20,20
Can't Let Go,Anthony Hamilton,71,71,19,19
Savin' Me,Nickelback,19,19,28,28
Girl,Paul Wall,35,35,16,16
Why,Jason Aldean,43,43,20,20
I Write Sins Not Tragedies,Panic! At The Disco,7,7,37,37
When You're Mad,Ne-Yo,15,15,20,20
In The Deep,Bird York,64,64,1,1
Black Horse & The Cherry Tree,KT Tunstall,20,20,30,30
4 Minutes,Avant,52,52,14,14
Wherever You Are,Jack Ingram,63,63,13,13
The Real Thing,Bo Bice,56,56,16,16
Something's Gotta Give,LeAnn Rimes,51,51,18,18
World Wide Suicide,Pearl Jam,41,41,7,7
Hips Don't Lie,Shakira Featuring Wyclef Jean,1,1,31,31
The Only Difference Between Martyrdom And Suicide Is Press Coverage,Panic! At The Disco,77,77,8,8
Settle For A Slowdown,Dierks Bentley,42,42,18,18
Conceited (There's Something About Remy),Remy Ma,90,90,5,5
Wasteland,10 Years,94,94,2,2
Gettin' Some,Shawnna,31,31,19,19
Gold Lion,Yeah Yeah Yeahs,88,88,3,3
Beautiful Love,The Afters,55,55,7,7
"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy,65,65,13,13
The Lucky One,Faith Hill,69,69,9,9
Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,7,7,28,28
Llame Pa' Verte,Wisin & Yandel,100,100,1,1
When The Stars Go Blue,Tim McGraw,37,37,20,20
Back Like That,Ghostface Killah Featuring Ne-Yo,61,61,10,10
Lo Que Son Las Cosas,Anais,79,79,3,3
Speak,Godsmack,85,85,3,3
How To Save A Life,The Fray,3,3,31,31
Lo Que Me Gusta A Mi,Juanes,94,94,1,1
It's Goin' Down,Yung Joc,3,3,28,28
Say I,Christina Milian Featuring Young Jeezy,21,21,13,13
Size Matters (Someday),Joe Nichols,71,71,14,14
Dani California,Red Hot Chili Peppers,6,6,26,26
Every Day Is Exactly The Same,Nine Inch Nails,56,56,1,1
Gimme That,Chris Brown Featuring Lil Wayne,15,15,20,20
Where'd You Go,Fort Minor Featuring Holly Brook,4,4,20,20
So What,Field Mob Featuring Ciara,10,10,21,21
Stay With You,Goo Goo Dolls,51,51,20,20
Enough Cryin,Mary J. Blige Featuring Brook-Lyn,32,32,20,20
Every Time I Hear Your Name,Keith Anderson,64,64,19,19
Good Luck Charm,Jagged Edge,73,73,10,10
Let U Go,Ashley Parker Angel,12,12,15,15
Why You Wanna,T.I.,29,29,20,20
The Seashores Of Old Mexico,George Strait,85,85,7,7
Hate Me,Blue October,31,31,28,28
The Adventure,Angels & Airwaves,55,55,14,14
Say Somethin',Mariah Carey Featuring Snoop Dogg,79,79,5,5
Me & U,Cassie,3,3,27,27
Hustler Musik,Lil Wayne,87,87,6,6
Summertime,Kenny Chesney,34,34,20,20
Save The Last Dance For Me,Michael Buble,99,99,1,1
Not Ready To Make Nice,Dixie Chicks,23,23,20,20
We Run This,Missy Elliott,48,48,5,5
MakeDamnSure,Taking Back Sunday,48,48,18,18
DJ Play A Love Song,Jamie Foxx Featuring Twista,45,45,14,14
Torn,LeToya,31,31,20,20
Animal I Have Become,Three Days Grace,60,60,20,20
Don't Forget To Remember Me,Carrie Underwood,49,49,17,17
The World,Brad Paisley,45,45,20,20
Unfaithful,Rihanna,6,6,20,20
Last Day Of My Life,Phil Vassar,47,47,14,14
Miss Murder,AFI,24,24,20,20
Promiscuous,Nelly Furtado Featuring Timbaland,1,1,26,26
Again And Again,Jewel,80,80,2,2
Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,12,12,21,21
Doing Too Much,Paula DeAnda Featuring Baby Bash,41,41,16,16
I Dare You,Shinedown,88,88,2,2
Hustlin',Rick Ross,54,54,17,17
Crazy,Gnarls Barkley,2,2,28,28
Bossy,Kelis Featuring Too $hort,16,16,20,20
Life Ain't Always Beautiful,Gary Allan,61,61,16,16
Crazy Bitch,Buckcherry,59,59,20,20
Buttons,The Pussycat Dolls Featuring Snoop Dogg,3,3,27,27
"Steady, As She Goes",The Raconteurs,54,54,20,20
Me And My Gang,Rascal Flatts,50,50,16,16
U And Dat,E-40 Featuring T-Pain & Kandi Girl,13,13,25,25
Breathe (2 AM),Anna Nalick,45,45,34,14
Chasing Cars,Snow Patrol,5,5,26,26
Soundtrack To Your Life,Ashley Parker Angel,58,58,2,2
A Little Too Late,Toby Keith,53,53,15,15
If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,33,33,20,20
I Am Not My Hair,India.Arie,97,97,1,1
Snow ((Hey Oh)),Red Hot Chili Peppers,98,98,1,1
I Got You,Craig Morgan,92,92,4,4
Wanted Dead Or Alive,Chris Daughtry,43,43,3,3
Leave The Pieces,The Wreckers,34,34,20,20
Takin' It To The Streets,Taylor Hicks,69,69,4,4
Don't Wait,Dashboard Confessional,80,80,4,4
Ridin' Rims,Dem Franchize Boyz,80,80,6,6
Bring It On Home,Little Big Town,58,58,18,18
(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole,3,3,22,22
I Love My B****,Busta Rhymes Featuring will.i.am & Kelis,41,41,12,12
Life Is A Highway,Rascal Flatts,7,7,20,20
Kick Push,Lupe Fiasco,78,78,5,5
One,Mary J. Blige And U2,86,86,1,1
Shoulder Lean,Young Dro Featuring T.I.,10,10,20,20
I Can't Unlove You,Kenny Rogers,93,93,5,5
Ain't No Other Man,Christina Aguilera,6,6,20,20
Holla At Me,"DJ Khaled Featuring Lil Wayne, Paul Wall, Fat Joe, Rick Ross & Pitbull",59,59,4,4
Single,Natasha Bedingfield,57,57,6,6
"Mighty ""O""",OutKast,77,77,2,2
Down,RKM & Ken-Y,90,90,3,3
Why We Thugs,Ice Cube,92,92,2,2
Crowded,Jeannie Ortega Featuring Papoose,93,93,5,5
Sexy Love,Ne-Yo,7,7,22,22
Angelito,Don Omar,93,93,4,4
High,James Blunt,100,100,1,1
Do I Make You Proud,Taylor Hicks,1,1,8,8
Deja Vu,Beyonce Featuring Jay Z,4,4,17,17
Pullin' Me Back,Chingy Featuring Tyrese,9,9,20,20
Ghetto Story Chapter 2,Cham Featuring Alicia Keys,77,77,7,7
Brand New Girlfriend,Steve Holy,40,40,20,20
Stars Are Blind,Paris Hilton,18,18,12,12
Call On Me,Janet & Nelly,25,25,18,18
Coming Undone,Korn,79,79,6,6
Is It Any Wonder?,Keane,78,78,9,9
Hanging On,Cheyenne Kimball,53,53,6,6
Swing,Trace Adkins,76,76,10,10
Somewhere Over The Rainbow,Katharine McPhee,12,12,4,4
A Public Affair,Jessica Simpson,14,14,12,12
My Destiny,Katharine McPhee,60,60,2,2
Put Your Records On,Corinne Bailey Rae,64,64,19,19
I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,17,17,20,20
Would You Go With Me,Josh Turner,43,43,20,20
Yee Haw,Jake Owen,83,83,7,7
SexyBack,Justin Timberlake,1,1,19,19
Bojangles,Pitbull,91,91,1,1
8th Of November,Big & Rich,94,94,2,2
How 'Bout You,Eric Church,85,85,4,4
Saving Grace,Tom Petty,100,100,1,1
Waiting On The World To Change,John Mayer,20,20,18,18
Scotty Doesn't Know,Lustra,75,75,2,2
Suddenly I See,KT Tunstall,52,52,18,18
Sunshine And Summertime,Faith Hill,70,70,10,10
The Riddle,Five for Fighting,40,40,17,17
Lips Of An Angel,Hinder,3,3,18,18
Gallery,Mario Vazquez,35,35,17,17
Invisible,Ashlee Simpson,21,21,4,4
Far Away,Nickelback,8,8,17,17
Original Fire,Audioslave,79,79,2,2
Labios Compartidos,Mana,82,82,3,3
London Bridge,Fergie,1,1,17,17
The Kill (Bury Me),30 Seconds To Mars,65,65,17,17
Building Bridges,Brooks & Dunn With Sheryl Crow & Vince Gill,66,66,12,12
Who Said,Hannah Montana,83,83,3,3
Face Down,The Red Jumpsuit Apparatus,76,76,14,14
I Call It Love,Lionel Richie,62,62,17,17
Number One,Pharrell Featuring Kanye West,57,57,3,3
S.E.X.,Lyfe Jennings,37,37,17,17
"Why, Why, Why",Billy Currington,99,99,3,3
The Diary Of Jane,Breaking Benjamin,50,50,16,16
Need A Boss,Shareefa Featuring Ludacris,62,62,16,16
Best Of Both Worlds,Hannah Montana,92,92,1,1
Get Up,Ciara Featuring Chamillionaire,7,7,16,16
About Us,Brooke Hogan Featuring Paul Wall,33,33,14,14
Chain Hang Low,Jibbs,7,7,15,15
Through Glass,Stone Sour,56,56,15,15
Everytime Tha Beat Drop,Monica Featuring Dem Franchize Boyz,48,48,15,15
Give It Away,George Strait,35,35,15,15
When You Were Young,The Killers,14,14,14,14
I Loved Her First,Heartland,34,34,14,14
Say Goodbye,Chris Brown,10,10,14,14
Entourage,Omarion,78,78,5,5
Every Mile A Memory,Dierks Bentley,48,48,14,14
Money Maker,Ludacris Featuring Pharrell,1,1,14,14
That Girl,Frankie J Featuring Mannie Fresh & Chamillionaire,43,43,14,14
Show Stopper,Danity Kane,8,8,13,13
Call Me When You're Sober,Evanescence,10,10,13,13
Show Me The Money,Petey Pablo,58,58,3,3
Tell Me Baby,Red Hot Chili Peppers,50,50,13,13
It's Okay (One Blood),The Game Featuring Junior Reid,76,76,13,13
Too Little Too Late,JoJo,3,3,13,13
Strut,The Cheetah Girls,53,53,2,2
Sleep On It,Danity Kane,64,64,2,2
Ride For You,Danity Kane,78,78,1,1
Feels Just Like It Should,Pat Green,80,80,3,3
Mountains,Lonestar,85,85,7,7
The Party's Just Begun,The Cheetah Girls,85,85,2,2
Morris Brown,OutKast Featuring Scar & Sleepy Brown,95,95,1,1
Vans,The Pack,58,58,3,3
Once In A Lifetime,Keith Urban,31,31,11,11
You Save Me,Kenny Chesney,42,42,11,11
Hands Up,Lloyd Banks Featuring 50 Cent,84,84,4,4
Here It Goes Again,OK Go,38,38,11,11
Before He Cheats,Carrie Underwood,16,16,11,11
Come To Me,Diddy Featuring Nicole Scherzinger,9,9,11,11
Stuntin' Like My Daddy,Birdman & Lil Wayne,21,21,11,11
Push It,Rick Ross,57,57,11,11
Idlewild Blue (Don'tchu Worry 'Bout Me),OutKast,100,100,1,1
Ring The Alarm,Beyonce,11,11,10,10
Right Where You Want Me,Jesse McCartney,33,33,9,9
Tim McGraw,Taylor Swift,47,47,10,10
I Can't Hate You Anymore,Nick Lachey,87,87,6,6
My Love,Justin Timberlake Featuring T.I.,1,1,10,10
Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,45,45,10,10
Walk It Out,Unk,19,19,10,10
My Wish,Rascal Flatts,28,28,10,10
Maneater,Nelly Furtado,16,16,9,9
Remember The Name,Fort Minor Featuring Styles Of Beyond,66,66,6,6
Chemicals React,Aly & AJ,50,50,4,4
Welcome To The Black Parade,My Chemical Romance,13,13,9,9
Come Back To Me,Vanessa Hudgens,64,64,9,9
Ni Una Sola Palabra,Paulina Rubio,98,98,2,2
My Little Girl,Tim McGraw,35,35,9,9
Money In The Bank,Lil Scrappy Featuring Young Buck,32,32,9,9
Want To,Sugarland,32,32,8,8
Streetcorner Symphony,Rob Thomas,72,72,7,7
Fergalicious,Fergie,3,3,8,8
Nothing Left To Lose,Mat Kearney,92,92,5,5
Smack That,Akon Featuring Eminem,2,2,8,8
Like Red On A Rose,Alan Jackson,80,80,5,5
Take Me As I Am,Mary J. Blige,58,58,8,8
Superman,Brown Boy,99,99,1,1
White & Nerdy,"""Weird Al"" Yankovic",9,9,7,7
So Excited,Janet Featuring Khia,90,90,3,3
Rockstar,Nickelback,76,76,7,7
I Wanna Love You,Akon Featuring Snoop Dogg,17,17,7,7
It Ends Tonight,The All-American Rejects,11,11,7,7
Unappreciated,Cherish,57,57,7,7
Hurt,Christina Aguilera,22,22,7,7
Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,14,14,6,6
Canadian Idiot,"""Weird Al"" Yankovic",82,82,3,3
We Fly High,Jim Jones,19,19,6,6
Boston,Augustana,54,54,6,6
Show Me What You Got,Jay-Z,8,8,6,6
Walk Away (Remember Me),Paula DeAnda Featuring The DEY,43,43,6,6
She's Everything,Brad Paisley,35,35,6,6
Love Me Or Hate Me (F**k You!!!!),Lady Sovereign,45,45,5,5
Some People Change,Montgomery Gentry,69,69,5,5
Love You,Jack Ingram,87,87,5,5
Amarillo Sky,Jason Aldean,80,80,5,5
Tell Me,Diddy Featuring Christina Aguilera,60,60,4,4
The Pick Of Destiny,Tenacious D,78,78,1,1
Irreplaceable,Beyonce,4,4,4,4
Long Way 2 Go,Cassie,97,97,2,2
Tu Amor,RBD,65,65,4,4
If We Were A Movie,Hannah Montana,47,47,3,3
Save Room,John Legend,61,61,3,3
I Got Nerve,Hannah Montana,67,67,1,1
Pumpin' Up The Party,Hannah Montana,81,81,1,1
The Other Side Of Me,Hannah Montana,84,84,1,1
Our Country,John Mellencamp,88,88,1,1
This Is The Life,Hannah Montana,89,89,1,1
Just Like You,Hannah Montana,99,99,1,1
Wind It Up,Gwen Stefani,36,36,2,2
Make It Rain,Fat Joe Featuring Lil Wayne,55,55,2,2
Hate (I Really Don't Like You),Plain White T's,68,68,2,2
It Just Comes Natural,George Strait,78,78,2,2
Watching You,Rodney Atkins,75,75,2,2
Upgrade U,Beyonce Featuring Jay Z,86,86,2,2
Dem Jeans,Chingy Featuring Jermaine Dupri,90,90,2,2
Change Me,Ruben Studdard,94,94,1,1
Crash Here Tonight,Toby Keith,96,96,1,1
Here (In Your Arms),Hellogoodbye,84,84,2,2
Red High Heels,Kellie Pickler,99,99,1,1
Tengo Un Amor,Toby Love Featuring Rakim & Ken-Y,100,100,1,1
Promise,Ciara,45,45,1,1
Wait A Minute,The Pussycat Dolls Featuring Timbaland,77,77,1,1
Say It Right,Nelly Furtado,93,93,1,1
You,Lloyd Featuring Lil Wayne,94,94,1,1
High School Never Ends,Bowling For Soup,97,97,1,1
A La Primera Persona,Alejandro Sanz,100,100,1,1
