song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Smooth,Santana Featuring Rob Thomas,1,1,58,40
Back At One,Brian McKnight,2,2,37,23
I Need To Know,Marc Anthony,3,3,40,28
Mambo No. 5 (A Little Bit Of...),Lou Bega,3,4,22,8
I Wanna Love You Forever,Jessica Simpson,3,3,20,13
My Love Is Your Love,Whitney Houston,4,4,28,15
I Knew I Loved You,Savage Garden,1,1,33,27
Waiting For Tonight,Jennifer Lopez,8,8,20,13
U Know What's Up,Donell Jones,7,7,24,14
Unpretty,TLC,1,10,32,9
Steal My Sunshine,Len,9,11,25,9
Satisfy You,Puff Daddy Featuring R. Kelly,2,12,20,10
Where My Girls At?,702,4,13,42,11
Heartbreaker,Mariah Carey Featuring Jay-Z,1,14,20,7
Girl On TV,LFO,10,10,17,15
Get Gone,Ideal,13,16,22,7
Bring It All To Me,Blaque,5,5,29,23
(You Drive Me) Crazy,Britney Spears,10,18,20,9
Someday,Sugar Ray,7,19,32,10
Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,19,20,30,9
Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring Nas, Eve & Q-Tip",5,5,21,20
24/7,Kevon Edmonds,10,10,20,16
Then The Morning Comes,Smash Mouth,11,11,26,21
Scar Tissue,Red Hot Chili Peppers,9,24,29,3
Will 2K,Will Smith Featuring K-Ci,25,25,13,8
Meet Virginia,Train,20,20,27,19
I Do (Cherish You),98 Degrees,13,27,20,3
Genie In A Bottle,Christina Aguilera,1,28,25,3
15 Minutes,Marc Nelson,27,27,16,7
Larger Than Life,Backstreet Boys,25,30,19,8
I Love You,Martina McBride,24,31,20,6
Learn To Fly,Foo Fighters,19,19,21,14
When I Said I Do,Clint Black,31,31,20,13
Stay The Night,IMx,23,23,20,12
If You Love Me,Mint Condition,30,35,20,16
All Star,Smash Mouth,4,36,30,2
Big Deal,LeAnn Rimes,23,23,20,13
Gotta Man,Eve,26,38,16,5
Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",36,39,19,8
She's So High,Tal Bachman,14,40,28,4
"4, 5, 6",Sole Featuring JT Money & Kandi,21,21,16,11
Breathe,Faith Hill,2,2,53,49
He Didn't Have To Be,Brad Paisley,30,30,20,14
We Can't Be Friends,Deborah Cox With R.L.,8,44,20,8
Home To You,John Michael Montgomery,45,45,20,11
Hanginaround,Counting Crows,28,28,20,16
Black Balloon,Goo Goo Dolls,16,33,34,13
Got Your Money,Ol' Dirty Bastard Featuring Kelis,33,33,20,14
That's The Way It Is,Celine Dion,6,6,28,25
American Woman,Lenny Kravitz,49,50,21,1
What A Girl Wants,Christina Aguilera,1,1,24,23
Shake Your Bon-Bon,Ricky Martin,22,22,18,16
There She Goes,Sixpence None the Richer,32,53,20,8
Get It On Tonite,Montell Jordan,4,4,32,26
Something Like That,Tim McGraw,28,55,20,4
Bug A Boo,Destiny's Child,33,56,20,10
Higher,Creed,7,7,56,44
Come On Over,Shania Twain,58,58,10,4
She's All I Ever Had,Ricky Martin,2,59,20,3
All Things Considered,Yankee Grey,55,55,20,9
I Want It All,Warren G Featuring Mack 10,23,61,15,4
Don't Say You Love Me,M2M,21,21,12,10
What Do You Say,Reba,31,31,20,15
Pop A Top,Alan Jackson,43,43,17,14
What Do You Say To That,George Strait,45,65,16,3
If I Could Turn Back The Hands Of Time,R. Kelly,12,66,17,3
The Chemicals Between Us,Bush,67,67,20,11
The Greatest Romance Ever Sold,Prince,63,68,13,7
Angels,Robbie Williams,53,53,19,17
Music Of My Heart,*NSYNC & Gloria Estefan,2,70,20,7
Give You What You Want (Fa Sure),Chico DeBarge,71,71,13,7
Cowboy Take Me Away,Dixie Chicks,27,27,20,19
Got To Get It,Sisqo Featuring Make It Hot,40,40,20,18
Take A Picture,Filter,12,12,20,19
Deep Inside,Mary J. Blige,63,63,15,12
My Best Friend,Tim McGraw,29,29,21,20
The Rockafeller Skank,Fatboy Slim,76,76,27,8
Candy,Mandy Moore,41,78,20,8
I'll Go Crazy,Andy Griggs,65,79,10,1
The Dolphin's Cry,Live,78,80,10,3
She Thinks My Tractor's Sexy,Kenny Chesney,74,74,12,10
I'm Already Taken,Steve Wariner,42,82,14,2
Guerrilla Radio,Rage Against the Machine,69,78,20,15
Caught Out There,Kelis,54,54,12,12
Steam,Ty Herndon,83,85,12,5
You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,35,35,12,12
A Man Ain't Made Of Stone,Randy Travis,82,87,4,1
Sexual (Li Da Di),Amber,42,42,29,13
All The Small Things,blink-182,6,6,23,23
Rhythm Divine,Enrique Iglesias,32,32,17,17
Re-arranged,Limp Bizkit,88,88,18,18
NAStradamus,Nas,92,92,6,5
Still D.R.E.,Dr. Dre Featuring Snoop Dogg,93,93,5,4
N 2 Gether Now,Limp Bizkit Featuring Method Man,73,73,11,11
"Live, Laugh, Love",Clay Walker,74,74,11,11
Beauty,Dru Hill,79,96,12,2
B-Please,Snoop Dogg Featuring Xzibit & Nate Dogg,77,97,9,1
Lonely And Gone,Montgomery Gentry,46,98,19,1
Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,72,72,11,11
L.A. Song,Beth Hart,90,90,12,11
He Can't Love U,Jagged Edge,15,15,20,20
Blue (Da Ba Dee),Eiffel 65,6,6,20,20
Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,1,1,20,20
Notorious B.I.G.,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,82,82,7,7
Left & Right,D'Angelo Featuring Method Man And Redman,70,70,5,5
None Of Ur Friends Business,Ginuwine,48,48,15,15
Dancin',Guy,19,19,11,11
Smile,Lonestar,39,39,20,20
The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,18,18,4,4
Amazed,Lonestar,1,1,55,35
The Great Beyond,R.E.M.,57,57,14,14
Say My Name,Destiny's Child,1,1,32,32
No More Rain (In This Cloud),Angie Stone,56,56,17,17
Auld Lang Syne,Kenny G,7,7,5,5
One Night Stand,J-Shin Featuring LaTocha Scott,34,34,17,17
Deck The Halls,SHeDAISY,61,61,3,3
This Gift,98 Degrees,49,49,3,3
Show Me The Meaning Of Being Lonely,Backstreet Boys,6,6,24,24
A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,75,75,3,3
I Wanna Know,Joe,4,4,44,44
The Quittin' Kind,Joe Diffie,90,90,6,6
G'd Up,Snoop Dogg Presents Tha Eastsidaz,47,47,14,14
All I Want For Christmas Is You,Mariah Carey,83,83,1,1
Love Is Blind,Eve Featuring Faith Evans,34,34,16,16
The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",77,77,12,12
Falls Apart,Sugar Ray,29,29,20,20
Back At One,Mark Wills,36,36,20,20
Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,65,65,9,9
What's My Name,DMX,67,67,11,11
Never Let You Go,Third Eye Blind,14,14,22,22
It Feels So Good,Sonique,8,8,24,24
Everything You Want,Vertical Horizon,1,1,41,41
Breathe And Stop,Q-Tip,71,71,5,5
Forgot About Dre,Dr. Dre Featuring Eminem,25,25,20,20
Untitled (How Does It Feel),D'Angelo,25,25,17,17
Smoke Rings In The Dark,Gary Allan,76,76,5,5
Bye Bye Bye,*NSYNC,4,4,23,23
The Best Day,George Strait,31,31,20,20
Thong Song,Sisqo,3,3,28,28
"Tricky, Tricky",Lou Bega,74,74,3,3
From The Bottom Of My Broken Heart,Britney Spears,14,14,20,20
How Do You Like Me Now?!,Toby Keith,31,31,20,20
Lessons Learned,Tracy Lawrence,40,40,20,20
Put Your Hand In Mine,Tracy Byrd,76,76,8,8
Because You Love Me,Jo Dee Messina,53,53,13,13
I Don't Wanna,Aaliyah,35,35,20,20
I Like It,Sammie,24,24,20,20
Love's The Only House,Martina McBride,42,42,20,20
This Woman Needs,SHeDAISY,57,57,9,9
U Understand,Juvenile,83,83,6,6
Maria Maria,Santana Featuring The Product G&B,1,1,26,26
Dear Lie,TLC,51,51,7,7
Best Friend,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,59,59,5,5
Otherside,Red Hot Chili Peppers,14,14,22,22
No Leaf Clover,Metallica,74,74,10,10
Freakin' It,Will Smith,99,99,4,4
"Left, Right, Left",Drama,73,73,13,13
American Pie,Madonna,29,29,9,9
Only God Knows Why,Kid Rock,19,19,20,20
I Try,Macy Gray,5,5,27,27
Another Dumb Blonde,Hoku,27,27,14,14
I Need A Hot Girl,Hot Boys,65,65,13,13
Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,51,51,17,17
I Learned From The Best,Whitney Houston,27,27,11,11
Do What You Gotta Do,Garth Brooks,69,69,6,6
Been There,Clint Black With Steve Wariner,44,44,20,20
Anything,Jay-Z,55,55,8,8
You Sang To Me,Marc Anthony,2,2,32,32
Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,72,72,7,7
Party Up (Up In Here),DMX,27,27,21,21
That's What I'm Looking For,Da Brat,56,56,18,18
Stay Or Let It Go,Brian McKnight,76,76,8,8
There You Go,P!nk,7,7,32,32
Carlene,Phil Vassar,45,45,20,20
Whoa!,Black Rob,43,43,17,17
U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla,62,62,10,10
It Was,Chely Wright,64,64,10,10
Daddy Won't Sell The Farm,Montgomery Gentry,79,79,6,6
Still In My Heart,Tracie Spencer,88,88,3,3
Get Up,Amel Larrieux,97,97,3,3
Private Emotion,Ricky Martin Featuring Meja,67,67,5,5
Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,40,40,20,20
The Way You Love Me,Faith Hill,9,9,30,30
She's More,Andy Griggs,37,37,20,20
Goodbye Earl,Dixie Chicks,19,19,15,15
Try Again,Aaliyah,1,1,32,32
He Wasn't Man Enough,Toni Braxton,2,2,37,37
The Bad Touch,Bloodhound Gang,52,52,12,12
Mr. Too Damn Good,Gerald Levert,76,76,8,8
"Ryde Or Die, Chick",The LOX Featuring Timbaland And Eve,73,73,7,7
Couldn't Last A Moment,Collin Raye,43,43,20,20
Whistle While You Twurk,Ying Yang Twins,74,74,14,14
No Mercy,Ty Herndon,92,92,8,8
You Owe Me,Nas Featuring Ginuwine,59,59,16,16
I Wish,Carl Thomas,20,20,20,20
I Belong To You,Lenny Kravitz,71,71,9,9
Can't Stay,Dave Hollister,84,84,4,4
Shackles (Praise You),Mary Mary,28,28,20,20
Unconditional,Clay Davidson,49,49,20,20
If You Don't Wanna Love Me,Tamar Braxton,89,89,6,6
Be With You,Enrique Iglesias,1,1,20,20
Where You Are,Jessica Simpson Featuring Nick Lachey,62,62,6,6
What I Need To Do,Kenny Chesney,56,56,17,17
Real Live Woman,Trisha Yearwood,81,81,6,6
Mirror Mirror,M2M,62,62,18,18
I'm Outta Love,Anastacia,92,92,3,3
Swear It Again,Westlife,20,20,20,20
Crash And Burn,Savage Garden,24,24,20,20
Better Off Alone,Alice Deejay,27,27,20,20
Purest Of Pain (A Puro Dolor),Son by Four,26,26,26,26
Kryptonite,3 Doors Down,3,3,34,34
Yes!,Chad Brock,22,22,20,20
I Turn To You,Christina Aguilera,3,3,22,22
Wobble Wobble,504 Boyz,17,17,18,18
I Don't Wanna Kiss You Goodnight,LFO,61,61,5,5
The Chain Of Love,Clay Walker,40,40,20,20
Graduation (Friends Forever),Vitamin C,38,38,12,12
Best Of Me,Mya Featuring Jadakiss,50,50,17,17
Give Me You,Mary J. Blige,68,68,9,9
This Time Around,Hanson,20,20,7,7
Someday Out Of The Blue,Elton John,49,49,15,15
Oops!...I Did It Again,Britney Spears,9,9,20,20
Big Pimpin',Jay-Z Featuring UGK,18,18,20,20
Broadway,Goo Goo Dolls,24,24,20,20
Where I Wanna Be,Donell Jones,29,29,20,20
It's So Hard,Big Punisher Featuring Donell Jones,75,75,15,15
Bent,Matchbox Twenty,1,1,31,31
Separated,Avant,23,23,20,20
More,Trace Adkins,65,65,11,11
Another Nine Minutes,Yankee Grey,74,74,8,8
Flowers On The Wall,Eric Heatherly,50,50,20,20
Back Here,BBMak,13,13,31,31
(Hot S**t) Country Grammar,Nelly,7,7,31,31
The Real Slim Shady,Eminem,4,4,19,19
Let's Get Married,Jagged Edge,11,11,24,24
It's Gonna Be Me,*NSYNC,1,1,25,25
Absolutely (Story Of A Girl),Nine Days,6,6,27,27
Prayin' For Daylight,Rascal Flatts,38,38,20,20
Nothing As It Seems,Pearl Jam,49,49,6,6
"Jumpin', Jumpin'",Destiny's Child,3,3,29,29
Some Things Never Change,Tim McGraw,58,58,14,14
I Hope You Dance,Lee Ann Womack,32,32,20,20
With Arms Wide Open,Creed,1,1,29,29
I Disappear,Metallica,76,76,20,20
Me Neither,Brad Paisley,85,85,4,4
I'll Be,Reba McEntire,51,51,20,20
Love Sets You Free,Kelly Price & Friends,91,91,4,4
Desert Rose,Sting Featuring Cheb Mami,17,17,26,26
Dance Tonight,Lucy Pearl,36,36,19,19
Monica,Before Dark,77,77,9,9
Shut Up,"Trick Daddy Featuring Duece Poppito, Trina, Co",83,83,11,11
The One,Backstreet Boys,30,30,15,15
I Need You,LeAnn Rimes,11,11,25,25
The Next Episode,Dr. Dre Featuring Snoop Dogg,23,23,20,20
Wifey,Next,7,7,21,21
What'Chu Like,Da Brat Featuring Tyrese,26,26,20,20
3 Little Words,Nu Flavor,89,89,9,9
I Think God Can Explain,Splender,62,62,12,12
Whatever,Ideal Featuring Lil' Mo,47,47,18,18
No Me Dejes De Querer,Gloria Estefan,77,77,1,1
What About Now,Lonestar,30,30,20,20
I Will Love Again,Lara Fabian,32,32,17,17
You'll Always Be Loved By Me,Brooks & Dunn,55,55,19,19
When You Need My Love,Darryl Worley,75,75,15,15
Doesn't Really Matter,Janet,1,1,24,24
I Wanna Be With You,Mandy Moore,24,24,17,17
"Same Script, Different Cast",Whitney Houston & Deborah Cox,70,70,9,9
Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,52,52,19,19
One Voice,Billy Gilman,38,38,19,19
Riddle,En Vogue,92,92,4,4
Crybaby,Mariah Carey Featuring Snoop Dogg,28,28,7,7
It Must Be Love,Alan Jackson,37,37,20,20
Incomplete,Sisqo,1,1,23,23
That's The Way,Jo Dee Messina,25,25,20,20
Taking You Home,Don Henley,58,58,20,20
Cold Day In July,Dixie Chicks,65,65,10,10
Take That,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",86,86,7,7
Simple Kind Of Life,No Doubt,38,38,13,13
I Think I'm In Love With You,Jessica Simpson,21,21,16,16
No More,Ruff Endz,5,5,22,22
What You Want,DMX Featuring Sisqo,49,49,20,20
Got Beef,Snoop Dogg Presents Tha Eastsidaz Featuring Jayo Felony And Blaqthoven,99,99,2,2
Wonderful,Everclear,11,11,21,21
Sour Girl,Stone Temple Pilots,78,78,13,13
Faded,SoulDecision Featuring Thrust,22,22,21,21
Dancing Queen,A*Teens,95,95,5,5
Don't Call Me Baby,Madison Avenue,88,88,20,20
Change Your Mind,Sister Hazel,59,59,20,20
I Will...But,SHeDAISY,43,43,20,20
No Matter What They Say,Lil' Kim,60,60,10,10
Your Everything,Keith Urban,51,51,16,16
As We Lay,Kelly Price,64,64,8,8
Got It All,Eve & Jadakiss,88,88,5,5
Who Let The Dogs Out,Baha Men,40,40,19,19
Californication,Red Hot Chili Peppers,69,69,18,18
Last Resort,Papa Roach,60,60,18,18
Just Be A Man About It,Toni Braxton,32,32,18,18
Callin' Me,Lil' Zane Featuring 112,21,21,13,13
Dance With Me,Debelah Morgan,14,14,18,18
Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,17,17
Don't Think I'm Not,Kandi,24,24,17,17
The Light,Common,44,44,17,17
Treat Her Like A Lady,Joe,63,63,17,17
Country Comes To Town,Toby Keith,54,54,15,15
West Side Story,LFO,84,84,4,4
Cherchez LaGhost,Ghostface Killah,98,98,1,1
Music,Madonna,1,1,16,16
Lucky,Britney Spears,23,23,11,11
It's My Life,Bon Jovi,33,33,16,16
It's Always Somethin',Joe Diffie,57,57,14,14
Let's Make Love,Faith Hill With Tim McGraw,54,54,14,14
Most Girls,P!nk,4,4,16,16
Shake Ya Ass,Mystikal,13,13,16,16
Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,76,76,15,15
Imagine That,LL Cool J,98,98,2,2
Ta Da,Lil' Mo,95,95,7,7
Bounce With Me,Lil Bow Wow Featuring Xscape,20,20,15,15
Give Me Just One Night (Una Noche),98 Degrees,2,2,15,15
Bag Lady,Erykah Badu,6,6,15,15
Case Of The Ex (Whatcha Gonna Do),Mya,7,7,15,15
Baby U Are,Gerald Levert,89,89,5,5
Best Of Intentions,Travis Tritt,28,28,15,15
You're A God,Vertical Horizon,23,23,14,14
Go On,George Strait,40,40,14,14
Kiss This,Aaron Tippin,42,42,14,14
Open My Heart,Yolanda Adams,57,57,14,14
The Way I Am,Eminem,58,58,10,10
Aaron's Party (Come Get It),Aaron Carter,35,35,14,14
Deep Inside Of You,Third Eye Blind,69,69,12,12
Feels Like Love,Vince Gill,52,52,13,13
The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,87,87,3,3
Kernkraft 400,Zombie Nation,99,99,2,2
Pinch Me,Barenaked Ladies,15,15,12,12
There You Are,Martina McBride,60,60,12,12
