song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Break It To Me Gently,Brenda Lee,4,4,13,13
Shadrack,Brook Benton,19,19,9,9
So Deep,Brenda Lee,52,52,4,4
The Greatest Hurt,Jackie Wilson,34,34,9,9
What's The Reason,Bobby Edwards,71,71,6,6
My Boomerang Won't Come Back,Charlie Drake,21,21,12,12
The Lost Penny,Brook Benton,77,77,2,2
I'm Blue (The Gong-Gong Song),The Ikettes,19,19,12,12
What's So Good About Good-by,The Miracles,35,35,10,10
A Little Too Much,Clarence Henry,77,77,5,5
Crying In The Rain,The Everly Brothers,6,6,13,13
Happy Jose (Ching-Ching),Jack Ross,57,57,6,6
Island In The Sky,Troy Shondell,92,92,1,1
Duke Of Earl,Gene Chandler,1,1,15,15
Surfer's Stomp,The Marketts,31,31,9,9
The Basie Twist,Count Basie & His Orchestra,94,94,2,2
Percolator (Twist),Billy Joe & The Checkmates,10,10,13,13
To A Sleeping Beauty,Jimmy Dean,26,26,9,9
Chattanooga Choo Choo,Floyd Cramer,36,36,8,8
Afrikaan Beat,Bert Kaempfert And His Orchestra,42,42,10,10
There'll Be No Next Time,Jackie Wilson,75,75,3,3
A Little Bitty Tear,Wanda Jackson,84,84,3,3
Jamie,Eddie Holland,30,30,13,13
Blue Water Line,The Brothers Four,68,68,8,8
A Sunday Kind Of Love,Jan & Dean,95,95,1,1
Chip Chip,Gene McDaniels,10,10,11,11
Nite Owl,Dukays,73,73,6,6
Portrait Of A Fool,Conway Twitty,98,98,2,2
Oliver Twist,Rod McKuen,76,76,6,6
Where Have All The Flowers Gone,The Kingston Trio,21,21,14,14
The Cajun Queen,Jimmy Dean,22,22,8,8
Hey! Baby,Bruce Channel,1,1,15,15
I'll See You In My Dreams,Pat Boone,32,32,9,9
Cry To Me,Solomon Burke,44,44,10,10
Lizzie Borden,The Chad Mitchell Trio,44,44,8,8
Love Is The Sweetest Thing,Saverio Saridis,86,86,5,5
(Do The New) Continental,The Dovells,37,37,10,10
The Door Is Open,Tommy Hunt,92,92,1,1
"Shimmy, Shimmy Walk, Part 1",The Megatons,88,88,4,4
"Aw Shucks, Hush Your Mouth",Jimmy Reed,93,93,5,5
She's Got You,Patsy Cline,14,14,13,13
Twistin' Postman,The Marvelettes,34,34,9,9
He Knows I Love Him Too Much,The Paris Sisters,34,34,10,10
Bandit Of My Dreams,Eddie Hodges,65,65,6,6
Her Royal Majesty,James Darren,6,6,11,11
Twistin' The Night Away,Sam Cooke,9,9,15,15
Midnight In Moscow,Kenny Ball and his Jazzmen,2,2,14,14
Midnight,Johnny Gibson,76,76,4,4
My Melancholy Baby,The Marcels,58,58,5,5
Teen Queen Of The Week,Freddy Cannon,92,92,2,2
Ecstasy,Ben E. King,56,56,6,6
Let Me Call You Sweetheart,Timi Yuro,66,66,5,5
"I Surrender, Dear",Aretha Franklin,87,87,5,5
Let's Go,Floyd Cramer,90,90,2,2
Tequila Twist,The Champs,99,99,1,1
Sugar Babe,Buster Brown,99,99,2,2
Don't Break The Heart That Loves You,Connie Francis,1,1,13,13
What's Your Name,Don & Juan,7,7,13,13
Drums Are My Beat,Sandy Nelson,29,29,7,7
B'wa Nina (Pretty Girl),The Tokens,55,55,5,5
Tears And Laughter,Dinah Washington,71,71,5,5
Do You Know How To Twist,Hank Ballard,87,87,4,4
Bermuda,Linda Scott,70,70,6,6
Rough Lover,Aretha Franklin,94,94,1,1
Yessiree,Linda Scott,60,60,7,7
Pictures In The Fire,Pat Boone,77,77,4,4
Strange,Patsy Cline,97,97,2,2
"Hey, Let's Twist",Joey Dee & the Starliters,20,20,6,6
Come Back Silly Girl,The Lettermen,17,17,11,11
Our Anniversary,Shep And The Limelites,59,59,8,8
Dream Baby (How Long Must I Dream),Roy Orbison,4,4,12,12
Walk On The Wild Side,Brook Benton,43,43,7,7
(I've Got) Bonnie,Bobby Rydell,18,18,11,11
Cry Baby Cry,The Angels,38,38,11,11
Pop-Eye,Huey Smith,51,51,8,8
Lose Her,Bobby Rydell,69,69,4,4
Surfin,The Beach Boys,75,75,6,6
It's Magic,The Platters,91,91,2,2
Joey Baby,Anita & Th' So-And-So's,91,91,3,3
Grow Closer Together,The Impressions,99,99,1,1
Soul Twist,King Curtis And The Noble Knights,17,17,13,13
You Win Again,Fats Domino,22,22,10,10
The Birth Of The Beat,Sandy Nelson,75,75,1,1
Yes Indeed,Pete Fountain,69,69,6,6
Please Don't Ask About Barbara,Bobby Vee,15,15,11,11
Love Letters,Ketty Lester,5,5,14,14
Love Me Warm And Tender,Paul Anka,12,12,12,12
Something's Got A Hold On Me,Etta James,37,37,12,12
You Better Move On,Arthur Alexander,24,24,12,12
I Can't Say Goodbye,Bobby Vee,92,92,1,1
When My Little Girl Is Smiling,The Drifters,28,28,10,10
The White Rose Of Athens,David Carroll And His Orchestra,61,61,7,7
The Ballad Of Thunder Road,Robert Mitchum,62,65,21,10
Popeye Joe,Ernie K-Doe,99,99,1,1
Dear One,Larry Finnegan,11,11,14,14
Slow Twistin',Chubby Checker (with Dee Dee Sharp),3,3,14,14
Nut Rocker,B. Bumble & The Stingers,23,23,11,11
Mashed Potato Time,Dee Dee Sharp,2,2,18,18
The Alvin Twist,The Chipmunks With David Seville,40,40,8,8
Johnny Angel,Shelley Fabares,1,1,15,15
Young World,Rick Nelson,5,5,13,13
Lover Please,Clyde McPhatter,7,7,14,14
She Can't Find Her Keys,Paul Petersen,19,19,12,12
Ida Jane,Fats Domino,90,90,2,2
Baby It's Cold Outside,Ray Charles & Betty Carter,91,91,2,2
Patti Ann,Johnny Crawford,43,43,9,9
"Midnight Special, Part 1",Jimmy Smith,69,69,8,8
Lollipops And Roses,Jack Jones,66,66,8,8
(Quarter To Four) Stomp,The Stompers,100,100,1,1
If A Woman Answers (Hang Up The Phone),Leroy Van Dyke,35,35,7,7
Annie Get Your Yo-Yo,Little Junior Parker,51,51,8,8
Roly Poly,Joey Dee & the Starliters,74,74,3,3
Summertime,Rick Nelson,89,89,2,2
Ginny Come Lately,Brian Hyland,21,21,11,11
Duchess Of Earl,Pearlettes,96,96,2,2
A Girl Has To Know,The G-Clefs,81,81,5,5
Amor,Roger Williams,88,88,4,4
The Rains Came,Big Sambo and The House Wreckers,74,74,7,7
Good Luck Charm,Elvis Presley With The Jordanaires,1,1,13,13
Anything That's Part Of You,Elvis Presley With The Jordanaires,31,31,8,8
Tell Me,Dick and DeeDee,22,22,14,14
She Cried,Jay & The Americans,5,5,14,14
La Paloma Twist,Chubby Checker,72,72,2,2
Stranger On The Shore,Mr. Acker Bilk,1,1,21,21
Mashed Potatoes (Part 1),Steve Alaimo,81,81,1,1
Cinderella,Jack Ross,16,16,9,9
The Jam - Part 1,Bobby Gregg and His Friends,29,29,10,10
Memories Of Maria,Jerry Byrd,74,74,9,9
Two Of A Kind,Sue Thompson,42,42,9,9
Chapel By The Sea,Billy Vaughn And His Orchestra,69,69,6,6
Johnny Jingo,Hayley Mills,21,21,11,11
Smile,Ferrante & Teicher,94,94,3,3
The Moon Was Yellow,Frank Sinatra,99,99,1,1
Sweet Thursday,Johnny Mathis,99,99,2,2
Soldier Boy,The Shirelles,1,1,14,14
Shout - Part I,Joey Dee & the Starliters,6,6,12,12
Moments,Jennell Hawkins,50,50,8,8
Tra La La La La,Ike & Tina Turner,50,50,7,7
What Am I Supposed To Do,Ann-Margret,82,82,5,5
The One Who Really Loves You,Mary Wells,8,8,17,17
Shout - Part 1,The Isley Brothers,47,94,12,3
Guitar Boogie Shuffle Twist,The Virtues,96,96,1,1
(What A Sad Way) To Love Someone,Ral Donner,74,74,7,7
Stardust,Frank Sinatra,98,98,1,1
The Wonderful World Of The Young,Andy Williams,99,99,1,1
You Are Mine,Frankie Avalon,26,26,11,11
At The Club,Ray Charles and his Orchestra,44,44,7,7
You Talk About Love,Barbara George,46,46,6,6
"Twist, Twist Senora",Gary U.S. Bonds,9,9,10,10
What'd I Say (Part 1),Bobby Darin,24,24,8,8
Who Will The Next Fool Be,Bobby Bland,76,76,4,4
Uptown,The Crystals,13,13,13,13
I Wish That We Were Married,Ronnie and The Hi-Lites,16,16,12,12
Shout! Shout! (Knock Yourself Out),Ernie Maresca,6,6,14,14
Ain't That Loving You,Bobby Bland,86,86,1,1
I Will,Vic Dana,47,47,9,9
P.T. 109,Jimmy Dean,8,8,11,11
Caterina,Perry Como,23,23,12,12
Pop-Eye Stroll,Mar-Keys,94,94,1,1
Play The Thing,Marlowe Morris Quintet,95,95,1,1
Honky-Tonk Man,Johnny Horton,96,96,2,2
Twistin' Matilda (and the channel),Jimmy Soul,22,22,14,14
I Found A Love,The Falcons & Band (Ohio Untouchables),75,75,9,9
The Big Draft,The Four Preps,61,61,6,6
King Of Clowns,Neil Sedaka,45,45,9,9
Funny Way Of Laughin',Burl Ives,10,10,11,11
Hide 'Nor Hair,Ray Charles and his Orchestra,20,20,7,7
Runaway,Lawrence Welk And His Orchestra,56,56,6,6
Thou Shalt Not Steal,John D. Loudermilk,73,73,5,5
Patricia - Twist,Perez Prado And His Orchestra,65,65,5,5
Ev'rybody's Twistin',Frank Sinatra,75,75,2,2
Itty Bitty Pieces,James Ray,41,41,10,10
Cookin',Al Casey Combo,92,92,2,2
Old Rivers,Walter Brennan,5,5,11,11
Lover Come Back,Doris Day,98,98,1,1
Count Every Star,Linda Scott,41,41,10,10
Everybody Loves Me But You,Brenda Lee,6,6,11,11
Conscience,James Darren,11,11,10,10
Blues (Stay Away From Me),Ace Cannon,36,36,7,7
March Of The Siamese Children,Kenny Ball and his Jazzmen,88,88,1,1
Night Train,James Brown And The Famous Flames,35,35,11,11
I'm On My Way,The Highwaymen,90,90,1,1
Lovesick Blues,Floyd Cramer,87,87,3,3
Sugar Blues,Ace Cannon,92,92,1,1
Doin' The Continental Walk,Danny & The Juniors,93,93,1,1
Operator,Gladys Knight And The Pips,97,97,2,2
Meet Me At The Twistin' Place,Johnnie Morisette,63,63,9,9
I'll Take You Home,"The Corsairs Featuring Jay ""Bird"" Uzzell",68,68,8,8
So This Is Love,The Castells,21,21,13,13
I Sold My Heart To The Junkman,The Blue-Belles,15,15,11,11
Most People Get Married,Patti Page,27,27,8,8
(I was) Born To Cry,Dion,42,42,7,7
Lovers Who Wander,Dion,3,3,12,12
If I Cried Every Time You Hurt Me,Wanda Jackson,58,58,8,8
Doctor Feel-Good,Dr. Feelgood And The Interns,66,66,9,9
I Found Love,Jackie Wilson & Linda Hopkins,93,93,1,1
Don't Play That Song (You Lied),Ben E. King,11,11,12,12
Teach Me Tonight,George Maharis,25,25,11,11
Funny,Gene McDaniels,99,99,1,1
Deep In The Heart Of Texas,Duane Eddy,78,78,5,5
Hearts,Jackie Wilson,58,58,6,6
Village Of Love,Nathaniel Mayer And The Fabulous Twilights,22,22,12,12
Any Day Now (My Wild Beautiful Bird),Chuck Jackson,23,23,12,12
Love Can't Wait,Marty Robbins,69,69,6,6
Number One Man,Bruce Channel,52,52,7,7
Scotch And Soda,The Kingston Trio,81,81,7,7
Walk On With The Duke,The Duke Of Earl,91,91,2,2
(The Man Who Shot) Liberty Valance,Gene Pitney,4,4,13,13
You Don't Miss Your Water,William Bell,95,95,1,1
Here Comes That Feelin',Brenda Lee,89,89,3,3
I Love You,The Volume's,22,22,12,12
Balboa Blue,The Marketts,48,48,10,10
Drummin' Up A Storm,Sandy Nelson,67,67,8,8
That's My Desire,Yvonne Baker and the Sensations,69,69,6,6
Lemon Tree,"Peter, Paul & Mary",35,35,8,8
I Can't Stop Loving You,Ray Charles,1,1,18,18
Playboy,The Marvelettes,7,7,15,15
Hit Record,Brook Benton,45,45,8,8
-twistin'-White Silver Sands,Bill Black's Combo,92,92,2,2
Oh My Angel,Bertha Tillman,61,61,9,9
Fortuneteller,Bobby Curtola,41,41,14,14
Adios Amigo,Jim Reeves,90,90,6,6
Lipstick Traces (On A Cigarette),Benny Spellman,80,80,6,6
Why'd You Wanna Make Me Cry,Connie Stevens,52,52,11,11
Follow That Dream,Elvis Presley,15,15,10,10
It Keeps Right On A-Hurtin',Johnny Tillotson,3,3,14,14
Palisades Park,Freddy Cannon,3,3,15,15
That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,9,9,11,11
Stranger On The Shore,The Drifters,73,73,1,1
Second Hand Love,Connie Francis,7,7,9,9
Walk On The Wild Side (Part 1),Jimmy Smith And The Big Band,21,21,13,13
How Is Julie?,The Lettermen,42,42,8,8
You're Nobody 'til Somebody Loves You,Dinah Washington,87,87,1,1
Born To Lose,Ray Charles,41,41,9,9
Cindy's Birthday,Johnny Crawford,8,8,13,13
The Stripper,David Rose and His Orchestra,1,1,17,17
Imagine That,Patsy Cline,90,90,2,2
My Real Name,Fats Domino,59,59,7,7
Let Me Be The One,The Paris Sisters,87,87,5,5
I'll Try Something New,The Miracles,39,39,10,10
Dream,Dinah Washington,92,92,2,2
Where Are You,Dinah Washington,36,36,12,12
Sharing You,Bobby Vee,15,15,10,10
Snap Your Fingers,Joe Henderson,8,8,12,12
Theme From Ben Casey,Valjean on Piano,28,28,9,9
When I Get Thru With You (You'll Love Me Too),Patsy Cline,53,53,6,6
Woman Is A Man's Best Friend,Teddy & The Twilights,59,59,8,8
"Jane, Jane, Jane",The Kingston Trio,93,93,1,1
"Quando, Quando, Quando (Tell Me When)",Pat Boone,95,95,1,1
Bristol Twistin' Annie,The Dovells,27,27,11,11
That Happy Feeling,Bert Kaempfert And His Orchestra,67,67,6,6
The John Birch Society,The Chad Mitchell Trio,99,99,1,1
Al Di La',Emilio Pericoli,6,6,14,14
Wolverton Mountain,Claude King,6,6,16,16
Drum Stomp,Sandy Nelson,86,86,3,3
A Steel Guitar And A Glass Of Wine,Paul Anka,13,13,10,10
Swingin' Gently,Earl Grant,44,44,11,11
Having A Party,Sam Cooke,17,17,15,15
Down In The Valley,Solomon Burke,71,71,8,8
Where Have You Been (All My Life),Arthur Alexander,58,58,8,8
Johnny Get Angry,Joanie Sommers,7,7,14,14
How Can I Meet Her?,The Everly Brothers,75,75,3,3
Tennessee,Jan & Dean,69,69,7,7
Limbo Rock,The Champs,40,40,13,13
West Of The Wall,Toni Fisher,37,37,11,11
Boom Boom,John Lee Hooker,60,60,10,10
Theme From Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,10,10,14,14
Twist And Shout,The Isley Brothers,17,17,16,16
The Crowd,Roy Orbison,26,26,10,10
I'll Never Dance Again,Bobby Rydell,14,14,12,12
Route 66 Theme,Nelson Riddle,30,30,12,12
The Green Leaves Of Summer,Kenny Ball and his Jazzmen,87,87,6,6
I Need Your Loving,Don Gardner And Dee Dee Ford,20,20,13,13
Roses Are Red (My Love),Bobby Vinton,1,1,15,15
Stranger On The Shore,Andy Williams,38,38,7,7
Johnny Loves Me,Shelley Fabares,21,21,10,10
Queen Of My Heart,Rene And Ray,79,79,3,3
Keep Your Love Locked (Deep In Your Heart),Paul Petersen,58,58,6,6
Baby Elephant Walk,Lawrence Welk And His Orchestra,48,48,16,16
The Wah Watusi,The Orlons,2,2,14,14
Baby Elephant Walk,The Miniature Men,87,87,4,4
Dancin' The Strand,Maureen Gray,91,91,3,3
Sealed With A Kiss,Brian Hyland,3,3,14,14
Gravy (For My Mashed Potatoes),Dee Dee Sharp,9,9,10,10
Speedy Gonzales,Pat Boone,6,6,13,13
Little Bitty Pretty One,Clyde McPhatter,25,25,8,8
Dr. Ben Basey,Mickey Shorr and The Cutups,60,60,5,5
Marianna,Johnny Mathis,86,86,1,1
I Don't Love You No More (I Don't Care About You),Jimmy Norman,47,47,8,8
Have A Good Time,Sue Thompson,31,31,11,11
You'll Lose A Good Thing,Barbara Lynn,8,8,13,13
Bongo Stomp,Little Joey And The Flips,33,33,10,10
Never In A Million Years,Linda Scott,56,56,9,9
Lisa,Ferrante & Teicher,98,98,2,2
Seven Day Weekend,Gary U.S. Bonds,27,27,7,7
"(Girls, Girls, Girls) Made To Love",Eddie Hodges,14,14,11,11
Dancin' Party,Chubby Checker,12,12,10,10
But Not For Me,Ketty Lester,41,41,7,7
Good Lover,Jimmy Reed,77,77,4,4
Welcome Home Baby,The Shirelles,22,22,8,8
That Greasy Kid Stuff,Janie Grant,74,74,4,4
Little Red Rented Rowboat,Joe Dowell,23,23,9,9
Bring It On Home To Me,Sam Cooke,13,13,11,11
"Summertime, Summertime",The Jamies,26,38,19,8
Steel Men,Jimmy Dean,41,41,8,8
Air Travel,Ray And Bob,99,99,1,1
Shake A Hand,Ruth Brown,97,97,2,2
It Started All Over Again,Brenda Lee,29,29,8,8
Breaking Up Is Hard To Do,Neil Sedaka,1,1,14,14
"Ahab, The Arab",Ray Stevens,5,5,11,11
If I Should Lose You,Dreamlovers,62,62,5,5
The Loco-Motion,Little Eva,1,1,16,16
Nothing New (Same Old Thing),Fats Domino,77,77,5,5
You Should'a Treated Me Right,Ike & Tina Turner,89,89,2,2
Mary's Little Lamb,James Darren,39,39,8,8
Worried Mind,Ray Anthony,74,74,8,8
"Goodnight, Irene",Jerry Reed And The Hully Girlies,79,79,5,5
What Did Daddy Do,Shep And The Limelites,94,94,2,2
Party Lights,Claudine Clark,5,5,15,15
La Bomba,The Tokens,85,85,5,5
My Time For Cryin',Maxine Brown,98,98,1,1
Cry Myself To Sleep,Del Shannon,99,99,1,1
Potato Peeler,Bobby Gregg and His Friends,89,89,4,4
Heart In Hand,Brenda Lee,15,15,10,10
Little Diane,Dion,8,8,11,11
Hot Pepper,Floyd Cramer,63,63,4,4
Why Did You Leave Me?,Vince Edwards,68,68,6,6
The Ballad Of Paladin,Duane Eddy,33,33,9,9
Shout And Shimmy,James Brown And The Famous Flames,61,61,4,4
Things,Bobby Darin,3,3,12,12
I Just Can't Help It,Jackie Wilson,70,70,4,4
My Daddy Is President,Little Jo Ann,67,67,5,5
Sweet And Lovely,April Stevens & Nino Tempo,77,77,4,4
I'm Hanging Up My Heart For You,Solomon Burke,85,85,2,2
Make It Easy On Yourself,Jerry Butler,20,20,11,11
Ben Crazy,Dickie Goodman,44,44,6,6
Above The Stars,Mr. Acker Bilk,59,59,6,6
What's A Matter Baby (Is It Hurting You),Timi Yuro,12,12,11,11
All Night Long,Sandy Nelson,75,75,3,3
The Bird Man,The Highwaymen,64,64,6,6
Keep Your Hands In Your Pockets,The Playmates,88,88,2,2
A Taste Of Honey,Martin Denny and His Orchestra,50,50,15,15
Rinky Dink,Baby Cortez,10,10,14,14
"Theme From ""Hatari!""",Henry Mancini And His Orchestra,95,95,4,4
A Miracle,Frankie Avalon,75,75,6,6
A Swingin' Safari,Billy Vaughn And His Orchestra,13,13,12,12
Shame On Me,Bobby Bare,23,23,12,12
Life's Too Short,The Lafayettes,87,87,3,3
Beach Party,King Curtis And The Noble Knights,60,60,9,9
"Don't Cry, Baby",Aretha Franklin,92,92,1,1
Call Me Mr. In-Between,Burl Ives,19,19,9,9
Come On Little Angel,The Belmonts,28,28,14,14
Till Death Do Us Part,Bob Braun,26,26,10,10
Dance With Mr. Domino,Fats Domino,98,98,1,1
Reap What You Sow,Billy Stewart,79,79,5,5
Goodbye Dad,The Castle Sisters,100,100,1,1
You Don't Know Me,Ray Charles,2,2,11,11
Sheila,Tommy Roe,1,1,14,14
Vacation,Connie Francis,9,9,9,9
Alley Cat,Bent Fabric and His Piano,7,7,18,18
Devil Woman,Marty Robbins,16,16,11,11
Careless Love,Ray Charles,60,60,4,4
Stop The Wedding,Etta James,34,34,9,9
Callin' Doctor Casey,John D. Loudermilk,83,83,3,3
