song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
In Dreams,Roy Orbison,7,7,13,13
Boss Guitar,Duane Eddy and the Rebelettes,28,28,9,9
Don't Let Me Cross Over,Carl Butler & Pearl,88,88,2,2
All I Have To Do Is Dream,Richard Chamberlain,14,14,12,12
Pin A Medal On Joey,James Darren,54,54,6,6
Remember Baby,Shep And The Limelites,91,91,1,1
The Dog,Rufus Thomas,87,87,8,8
Every Beat Of My Heart,James Brown And The Famous Flames,99,99,1,1
Zing! Went The Strings Of My Heart,The Furys,92,92,2,2
One Broken Heart For Sale,Elvis Presley With The Mello Men,11,11,9,9
Let's Limbo Some More,Chubby Checker,20,20,10,10
South Street,The Orlons,3,3,13,13
Ridin' The Wind,The Tornadoes,63,63,5,5
Why Do Lovers Break Each Other's Heart?,Bob B. Soxx And The Blue Jeans,38,38,9,9
Boss,The Rumblers,87,87,2,2
Let's Stomp,Bobby Comstock,57,57,6,6
"Hi-Lili, Hi-Lo",Richard Chamberlain,64,64,5,5
The Jive Samba,Cannonball Adderley,66,66,7,7
Mr. Bass Man,Johnny Cymbal,16,16,13,13
"Baby, You're Driving Me Crazy",Joey Dee,100,100,1,1
They Remind Me Too Much Of You,Elvis Presley With The Mello Men,53,53,4,4
Twenty Miles,Chubby Checker,15,15,12,12
Laughing Boy,Mary Wells,15,15,9,9
I'm In Love Again,Rick Nelson,67,67,6,6
Rainbow,Gene Chandler,47,47,12,12
Don't Set Me Free,Ray Charles and his Orchestra,20,20,8,8
He's So Fine,The Chiffons,1,1,15,15
Linda,Jan & Dean,28,28,13,13
Don't Fence Me In,George Maharis,93,93,2,2
Yakety Sax,Boots Randolph and his Combo,35,35,9,9
What Does A Girl Do?,Marcie Blane,82,82,3,3
Don't Be Cruel,Barbara Lynn,93,93,4,4
Faded Love,Jackie DeShannon,97,97,2,2
Do The Bird,Dee Dee Sharp,10,10,11,11
That's All,Rick Nelson,48,48,6,6
Out Of My Mind,Johnny Tillotson,24,24,10,10
Follow The Boys,Connie Francis,17,17,10,10
Can't Get Used To Losing You,Andy Williams,2,2,15,15
Sax Fifth Avenue,Johnny Beecher and his Buckingham Road Quintet,65,65,8,8
He's Got The Power,The Exciters,57,57,8,8
Sandy,Dion,21,21,11,11
Nothing Goes Up (Without Coming Down),Nat King Cole,87,87,3,3
All Over The World,Nat King Cole,42,42,9,9
Pipeline,Chantay's,4,4,16,16
Don't Say Nothin' Bad (About My Baby),The Cookies,7,7,13,13
My Foolish Heart,The Demensions,95,95,3,3
If Mary's There,Brian Hyland,88,88,2,2
I'm Just A Country Boy,George McCurn,55,55,8,8
You Don't Love Me Anymore (And I Can Tell),Rick Nelson,47,47,7,7
"Don't Be Afraid, Little Darlin'",Steve Lawrence,26,26,9,9
Baby Workout,Jackie Wilson,5,5,12,12
Pepino's Friend Pasqual (The Italian Pussy-Cat),Lou Monte,78,78,3,3
Over The Mountain (Across The Sea),Bobby Vinton,21,21,10,10
Dearer Than Life,Brook Benton,59,59,8,8
"Back At The Chicken Shack, Part 1",Jimmy Smith,63,63,6,6
Meditation (Meditacao),Pat Boone,91,91,1,1
Don't Mention My Name,The Shepherd Sisters,94,94,2,2
The Brightest Smile In Town,Ray Charles and his Orchestra,92,92,2,2
Pretty Boy Lonely,Patti Page,98,98,1,1
Young Lovers,Paul and Paula,6,6,10,10
Puff (The Magic Dragon),"Peter, Paul & Mary",2,2,14,14
I Got What I Wanted,Brook Benton,28,28,8,8
Watermelon Man,Mongo Santamaria Band,10,10,11,11
I Got A Woman,Rick Nelson,49,49,6,6
Sun Arise,Rolf Harris,61,61,7,7
Young And In Love,Dick and DeeDee,17,17,11,11
Days Of Wine And Roses,Andy Williams,26,26,12,12
How Can I Forget,Jimmy Holiday,57,57,9,9
How Can I Forget,Ben E. King,85,85,4,4
Cigarettes And Coffee Blues,Marty Robbins,93,93,2,2
Little Star,Bobby Callender,95,95,2,2
Don't Wanna Think About Paula,Dickey Lee,68,68,5,5
Surfin' U.S.A.,The Beach Boys,3,3,17,17
Eternally,The Chantels,77,77,2,2
Mecca,Gene Pitney,12,12,11,11
On Broadway,The Drifters,9,9,10,10
Locking Up My Heart,The Marvelettes,44,44,9,9
Killer Joe,The Rocky Fellers,16,16,13,13
Foolish Little Girl,The Shirelles,4,4,14,14
I Will Follow Him,Little Peggy March,1,1,14,14
Gone With The Wind,The Duprees featuring Joey Vann,89,89,2,2
That's How Heartaches Are Made,Baby Washington,40,40,12,12
Tom Cat,The Rooftop Singers,20,20,10,10
This Empty Place,Dionne Warwick,84,84,5,5
Little Band Of Gold,James Gilreath,21,21,12,12
Two Wrongs Don't Make A Right,Mary Wells,100,100,1,1
Charms,Bobby Vee,13,13,10,10
Here I Stand,The Rip Chords,51,51,8,8
A Love She Can Count On,The Miracles,31,31,9,9
Amy,Paul Petersen,65,65,4,4
Insult To Injury,Timi Yuro,81,81,1,1
If You Wanna Be Happy,Jimmy Soul,1,1,14,14
What Are Boys Made Of,The Percells,53,53,6,6
Whatever You Want,Jerry Butler,68,68,6,6
Funny Man,Ray Stevens,81,81,3,3
The Bird's The Word,The Rivingtons,52,52,7,7
Marching Thru Madrid,Herb Alpert's Tijuana Brass,96,96,1,1
I'll Make It Alright,The Valentinos (The Lovers),97,97,2,2
Bony Moronie,The Appalachians,62,62,8,8
Two Faces Have I,Lou Christie,6,6,15,15
Preacherman,Charlie Russo,92,92,5,5
Losing You,Brenda Lee,6,6,13,13
"Bill Bailey, Won't You Please Come Home",Ella Fitzgerald,75,75,3,3
I Love You Because,Al Martino,3,3,16,16
Reverend Mr. Black,The Kingston Trio,8,8,11,11
Heart,Kenny Chandler,64,64,7,7
Don't Let Her Be Your Baby,The Contours,64,64,6,6
Call Me Irresponsible,Frank Sinatra,78,78,8,8
Come And Get These Memories,Martha & The Vandellas,29,29,16,16
Ask Me,Maxine Brown,75,75,5,5
(Today I Met) The Boy I'm Gonna Marry,Darlene Love,39,39,8,8
Take These Chains From My Heart,Ray Charles,8,8,11,11
Two Kind Of Teardrops,Del Shannon,50,50,9,9
Hot Pastrami,The Dartells,11,11,11,11
Remember Diana,Paul Anka,39,39,8,8
Memory Lane,The Hippies (Formerly The Tams),63,63,5,5
Hot Cakes! 1st Serving,"Dave ""Baby"" Cortez",91,91,2,2
"Shame, Shame, Shame",Jimmy Reed,52,52,8,8
He's So Heavenly,Brenda Lee,73,73,3,3
Still,Bill Anderson,8,8,15,15
Not For All The Money In The World,The Shirelles,100,100,1,1
Another Saturday Night,Sam Cooke,10,10,11,11
This Little Girl,Dion,21,21,8,8
Pushover,Etta James,25,25,10,10
Ain't That A Shame!,The 4 Seasons,22,22,9,9
Prisoner Of Love,James Brown And The Famous Flames,18,18,11,11
Ann-Marie,The Belmonts,86,86,3,3
If You Need Me,Solomon Burke,37,37,11,11
The Love Of My Man,Theola Kilgore,21,21,12,12
Diane,Joe Harnell And His Orchestra,97,97,1,1
Sweet Dreams (Of You),Patsy Cline,44,44,10,10
If You Can't Rock Me,Ricky Nelson,100,100,1,1
You Can't Sit Down,The Dovells,3,3,14,14
Shut Down,The Beach Boys,23,23,13,13
You Never Miss Your Water (Till The Well Runs Dry),Little Esther Phillips & Big Al Downing,73,73,2,2
Da Doo Ron Ron (When He Walked Me Home),The Crystals,3,3,13,13
Sting Ray,The Routers,50,50,10,10
Do It - Rat Now,Bill Black's Combo,51,51,8,8
Heart! (I Hear You Beating),Wayne Newton And The Newton Brothers,82,82,4,4
"Ronnie, Call Me When You Get A Chance",Shelley Fabares,72,72,5,5
What A Guy,The Raindrops,41,41,8,8
Hot Pastrami With Mashed Potatoes - Part I,Joey Dee & the Starliters,36,36,7,7
Let's Go Steady Again,Neil Sedaka,26,26,9,9
El Watusi,Ray Barretto,17,17,9,9
The Bounce,The Olympics,40,40,10,10
"Mother, Please!",Jo Ann Campbell,88,88,3,3
Gravy Waltz,Steve Allen,64,64,7,7
He's A Bad Boy,Carole King,94,94,3,3
Rockin' Crickets,Rockin' Rebels,87,87,4,4
Shy Girl,The Cascades,91,91,4,4
Hello Stranger,Barbara Lewis,3,3,14,14
Patty Baby,Freddy Cannon,65,65,7,7
The Folk Singer,Tommy Roe,84,84,3,3
I'm Movin' On,Matt Lucas,56,56,9,9
If You Need Me,Wilson Pickett,64,64,6,6
Call Me Irresponsible,Jack Jones,75,75,4,4
Got You On My Mind,Cookie And His Cupcakes,94,94,4,4
Old Enough To Love,Ricky Nelson,94,94,3,3
Forever,The Marvelettes,78,78,6,6
It's My Party,Lesley Gore,1,1,13,13
Those Lazy-Hazy-Crazy Days Of Summer,Nat King Cole,6,6,12,12
Wildwood Days,Bobby Rydell,17,17,9,9
The Good Life,Tony Bennett,18,18,10,10
I'm Saving My Love,Skeeter Davis,41,41,7,7
Sukiyaki,Kyu Sakamoto,1,1,14,14
Don't Make My Baby Blue,Frankie Laine,51,51,7,7
Teenage Heaven,Johnny Cymbal,58,58,6,6
Little Latin Lupe Lu,The Righteous Brothers,49,49,7,7
Soon (I'll Be Home Again),The 4 Seasons Featuring Frankie Valli,77,77,7,7
18 Yellow Roses,Bobby Darin,10,10,10,10
One Boy Too Late,Mike Clifford,96,96,1,1
The Last Leaf,The Cascades,60,60,5,5
A Stranger In Your Town,The Shacklefords,70,70,6,6
Hobo Flats - Part I,Jimmy Smith,69,69,6,6
My Summer Love,Ruby And The Romantics,16,16,11,11
Birdland,Chubby Checker,12,12,9,9
Blue On Blue,Bobby Vinton,3,3,13,13
Gypsy Woman,Rick Nelson,62,62,9,9
There Goes (My Heart Again),Fats Domino,59,59,7,7
Shake A Tail Feather,The Five Du-Tones,51,51,12,12
If My Pillow Could Talk,Connie Francis,23,23,9,9
"Lonely Boy, Lonely Guitar",Duane Eddy,82,82,5,5
Needles And Pins,Jackie DeShannon,84,84,4,4
Pride And Joy,Marvin Gaye,10,10,14,14
String Along,Rick Nelson,25,25,9,9
Every Step Of The Way,Johnny Mathis,30,30,7,7
Poor Little Rich Girl,Steve Lawrence,27,27,8,8
Your Old Stand By,Mary Wells,40,40,8,8
"Sad, Sad Girl And Boy",The Impressions,84,84,4,4
Shake A Hand,Jackie Wilson & Linda Hopkins,42,42,7,7
Swinging On A Star,Big Dee Irwin (with Little Eva),38,38,10,10
These Arms Of Mine,Otis Redding,85,85,3,3
I Know I Know,"""Pookie"" Hudson",96,96,1,1
Danger,Vic Dana,96,96,2,2
The Last Minute (Pt. I),Jimmy McGriff,99,99,1,1
Soulville,Dinah Washington,92,92,3,3
One Fine Day,The Chiffons,5,5,10,10
On Top Of Spaghetti,Tom Glazer And The Do-Re-Mi Children's Chorus,14,14,9,9
Old Smokey Locomotion,Little Eva,48,48,6,6
Ring Of Fire,Johnny Cash,17,17,13,13
Give Us Your Blessing,Ray Peterson,70,70,6,6
I Wish I Were A Princess,Little Peggy March,32,32,7,7
"Don't Try To Fight It, Baby",Eydie Gorme,53,53,7,7
Goodnight My Love,The Fleetwoods,32,32,11,11
So Much In Love,The Tymes,1,1,15,15
First Quarrel,Paul and Paula,27,27,8,8
You Know It Ain't Right,Joe Hinton,88,88,3,3
(I Love You) Don't You Forget It,Perry Como,39,39,9,9
Say Wonderful Things,Patti Page,81,81,7,7
River's Invitation,Percy Mayfield,99,99,1,1
I Can't Stop Loving You,Count Basie,77,77,9,9
Falling,Roy Orbison,22,22,8,8
Easier Said Than Done,The Essex,1,1,13,13
Six Days On The Road,Dave Dudley,32,32,11,11
"Tie Me Kangaroo Down, Sport",Rolf Harris,3,3,11,11
Memphis,Lonnie Mack,5,5,13,13
Spring In Manhattan,Tony Bennett,92,92,2,2
Not Too Young To Get Married,Bob B. Soxx And The Blue Jeans,63,63,6,6
Say Wonderful Things,Ronnie Carroll,91,91,4,4
Just One Look,Doris Troy,10,10,14,14
Surf City,Jan & Dean,1,1,13,13
Harry The Hairy Ape,Ray Stevens,17,17,9,9
Come Go With Me,Dion,48,48,6,6
Not Me,The Orlons,12,12,10,10
Detroit City,Bobby Bare,16,16,12,12
Denise,Randy & The Rainbows,10,10,17,17
Jack The Ripper,Link Wray And The Wraymen,64,64,8,8
Summer's Comin',Kirby St. Romain,49,49,7,7
Rat Race,The Drifters,71,71,6,6
Don't Say Goodnight And Mean Goodbye,The Shirelles,26,26,9,9
Black Cloud,Chubby Checker,98,98,1,1
My True Confession,Brook Benton,22,22,9,9
Hootenanny,The Glencoves,38,38,9,9
Without Love (There Is Nothing),Ray Charles,29,29,7,7
Hopeless,Andy Williams,13,13,11,11
Till Then,The Classics,20,20,9,9
No One,Ray Charles,21,21,8,8
Get Him,The Exciters,76,76,3,3
Be True To Yourself,Bobby Vee,34,34,7,7
Fingertips (Part II),Little Stevie Wonder,1,1,15,15
Wipe Out,The Surfaris,2,2,16,16
Mockingbird,Inez Foxx with Charlie Foxx,7,7,18,18
Yeh-Yeh!,Mongo Santamaria Orch.,92,92,1,1
Banzai Pipeline,Henry Mancini And His Orchestra,93,93,1,1
The Ten Commandments Of Love,James MacArthur,94,94,2,2
Abilene,George Hamilton IV,15,15,14,14
My Block,The Four Pennies,67,67,5,5
Cottonfields,Ace Cannon,67,67,7,7
Graduation Day,Bobby Pickett,88,88,2,2
Breakwater,Lawrence Welk And His Orchestra,100,100,1,1
Tips Of My Fingers,Roy Clark,45,45,8,8
Like The Big Guys Do,The Rocky Fellers,55,55,5,5
"Green, Green",The New Christy Minstrels,14,14,12,12
(You're the) Devil In Disguise,Elvis Presley With The Jordanaires,3,3,11,11
Blowin' In The Wind,"Peter, Paul & Mary",2,2,15,15
Antony And Cleopatra Theme,Ferrante & Teicher,83,83,5,5
Scarlett O'Hara,Lawrence Welk And His Orchestra,89,89,2,2
Guilty,Jim Reeves,91,91,2,2
I'm Afraid To Go Home,Brian Hyland,63,63,8,8
Land Of 1000 Dances,Chris Kenner,77,77,7,7
A Letter From Betty,Bobby Vee,85,85,2,2
Summertime,Chris Columbo Quintet,93,93,2,2
From Me To You,Del Shannon,77,77,4,4
Hello Jim,Paul Anka,97,97,1,1
I (Who Have Nothing),Ben E. King,29,29,12,12
Rock Me In The Cradle Of Love,Dee Dee Sharp,43,43,7,7
Be Careful Of Stones That You Throw,Dion,31,31,7,7
Candy Girl,The 4 Seasons,3,3,13,13
Judy's Turn To Cry,Lesley Gore,5,5,11,11
Will Power,The Cookies,72,72,5,5
Brenda,The Cupids,57,57,6,6
When A Boy Falls In Love,Mel Carter,44,44,10,10
My Whole World Is Falling Down,Brenda Lee,24,24,9,9
Daughter,The Blenders,61,61,8,8
More,Kai Winding & Orchestra,8,8,15,15
Dancin' Holiday,The Olympics,86,86,6,6
Spring,Birdlegs & Pauline And Their Versatility Birds,94,94,2,2
I Will Love You,Richard Chamberlain,65,65,7,7
Love Me All The Way,Kim Weston,88,88,5,5
True Love Never Runs Smooth,Gene Pitney,21,21,11,11
