song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
I Invented Sex,Trey Songz Featuring Drake,42,42,20,16
Try Sleeping With A Broken Heart,Alicia Keys,27,27,20,20
Smile,Uncle Kracker,31,31,33,18
I Wanna Make You Close Your Eyes,Dierks Bentley,52,52,20,13
Give It Up To Me,Shakira Featuring Lil Wayne,29,29,11,10
Red Light,David Nail,54,54,16,8
Bonfire,Craig Morgan,57,57,14,6
Don't Stand So Close To Me / Young Girl,Glee Cast,64,64,1,1
She Wolf,Shakira,11,41,20,2
The Truth,Jason Aldean,40,40,20,18
Spotlight,Gucci Mane Featuring Usher,42,42,16,13
Say Aah,Trey Songz Featuring Fabolous,9,9,29,28
Haven't Met You Yet,Michael Buble,24,24,44,37
Gettin' You Home,Chris Young,33,70,20,6
History In The Making,Darius Rucker,61,61,20,17
Imma Star (Everywhere We Are),Jeremih,51,72,20,3
I'll Stand By You,Glee Cast,73,73,1,1
Defying Gravity,Glee Cast,31,74,3,1
I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,40,69,17,8
Bad Habits,Maxwell,71,71,14,6
Drop It Low,Ester Dean Featuring Chris Brown,38,77,17,7
Endless Love,Glee Cast,78,78,1,1
Down To Earth,Justin Bieber,79,79,1,1
Hard,Rihanna Featuring Jeezy,8,8,20,20
I Will Not Bow,Breaking Benjamin,40,64,20,9
Someday,Rob Thomas,59,59,22,20
Eight Second Ride,Jake Owen,70,70,13,11
5 Star,Yo Gotti,79,84,2,1
Only You Can Love Me This Way,Keith Urban,34,85,19,1
Never Gonna Be Alone,Nickelback,58,58,17,14
Welcome To The Future,Brad Paisley,42,87,16,1
It Kills Me,Melanie Fiona,43,43,20,20
We Weren't Born To Follow,Bon Jovi,68,89,4,2
Break,Three Days Grace,73,73,20,10
Regret,LeToya Featuring Ludacris,78,91,8,2
Doesn't Mean Anything,Alicia Keys,60,92,10,2
Why Don't We Just Dance,Josh Turner,35,35,20,19
Bigger,Justin Bieber,94,94,1,1
Wheels,Foo Fighters,72,92,10,3
I Get It In,Omarion Featuring Gucci Mane,83,83,7,5
The Invitation,50 Cent,97,97,1,1
(If You're Wondering If I Want You To) I Want You To,Weezer,81,86,9,6
First Dance,Justin Bieber Featuring Usher,99,99,1,1
Heartbreak Warfare,John Mayer,34,34,20,20
Telephone,Lady Gaga Featuring Beyonce,3,3,33,33
BedRock,Young Money Featuring Lloyd,2,2,25,25
For Your Entertainment,Adam Lambert,61,61,2,1
I Dreamed A Dream,Susan Boyle,62,62,1,1
Video Phone,Beyonce Featuring Lady Gaga,65,65,5,5
True Colors,Glee Cast,66,66,1,1
Imagine,Glee Cast,67,67,1,1
Crawl,Chris Brown,53,53,9,9
One Less Lonely Girl,Justin Bieber,16,30,16,10
Morning After Dark,Timbaland Featuring Nelly Furtado & SoShy,61,61,2,2
4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,90,90,3,3
Speechless,Lady Gaga,94,94,1,1
It's Your Life,Francesca Battistelli,95,95,1,1
Wild Horses,Susan Boyle,98,98,1,1
All I Ask For Anymore,Trace Adkins,95,95,2,2
That's How Country Boys Roll,Billy Currington,57,57,20,20
Last Christmas,Glee Cast,63,63,2,2
Life After You,Daughtry,36,36,20,20
According To You,Orianthi,17,17,21,21
Who I Am,Nick Jonas & The Administration,73,73,2,2
Carry Out,Timbaland Featuring Justin Timberlake,11,11,26,26
Shut It Down,Pitbull Featuring Akon,42,42,14,14
1901,Phoenix,84,84,13,13
Kings And Queens,Thirty Seconds To Mars,82,82,5,4
Breakeven,The Script,12,12,43,43
Cryin' For Me (Wayman's Song),Toby Keith,73,73,12,12
If We Ever Meet Again,Timbaland Featuring Katy Perry,37,37,18,18
American Saturday Night,Brad Paisley,67,67,15,15
How Low,Ludacris,6,6,21,21
My Life Would Suck Without You,Glee Cast,51,51,1,1
Don't Rain On My Parade,Glee Cast,53,53,1,1
On Fire,Lil Wayne,62,62,2,2
In My Head,Jason Derulo,5,5,34,34
I Am,Mary J. Blige,55,55,20,20
You Can't Always Get What You Want,Glee Cast,71,71,1,1
This Is War,Thirty Seconds To Mars,72,72,1,1
I Wanna Rock,Snoop Dogg,41,41,15,15
What I Do,Chris Brown Featuring Plies,88,88,1,1
And I Am Telling You I'm Not Going,Glee Cast,94,94,1,1
Halfway Gone,Lifehouse,50,50,20,20
Twang,George Strait,100,100,1,1
Hell Breaks Loose,Eminem Featuring Dr. Dre,29,29,1,1
Empire State Of Mind (Part II) Broken Down,Alicia Keys,55,55,1,1
Elevator,Eminem,67,67,1,1
Whataya Want From Me,Adam Lambert,10,10,30,30
Sex Therapy,Robin Thicke,54,54,19,19
Imma Be,The Black Eyed Peas,1,1,27,25
Hey Daddy (Daddy's Home),Usher Featuring Plies,24,24,21,21
Naturally,Selena Gomez & The Scene,29,29,21,21
Steady Mobbin',Young Money Featuring Gucci Mane,48,48,20,20
Hillbilly Bone,Blake Shelton Featuring Trace Adkins,40,40,20,20
Vanilla Twilight,Owl City,72,72,5,4
Music Box,Eminem,82,82,1,1
Love Me,Justin Bieber,37,86,4,1
Hot Mess,Cobra Starship,64,88,5,4
Rain,Creed,91,91,3,2
Falling Down,Selena Gomez & The Scene,82,92,7,1
Shots,LMFAO Featuring Lil Jon,68,68,18,16
American Honey,Lady Antebellum,25,25,20,20
Drop The World,Lil Wayne Featuring Eminem,18,18,20,20
Temporary Home,Carrie Underwood,41,41,20,19
Blah Blah Blah,Ke$ha Featuring 3OH!3,7,7,20,20
Your Love Is My Drug,Ke$ha,4,4,28,28
Take It Off,Ke$ha,8,8,18,18
Love This Pain,Lady Antebellum,93,93,1,1
Say Something,Timbaland Featuring Drake,23,23,20,20
A Little More Country Than That,Easton Corbin,42,42,20,20
Soldier Of Love,Sade,52,52,11,11
Ready To Love Again,Lady Antebellum,72,72,1,1
On To The Next One,Jay-Z + Swizz Beatz,37,37,14,14
Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,54,54,5,5
When I Look At You,Miley Cyrus,16,16,13,13
'Til Summer Comes Around,Keith Urban,58,58,16,16
Highway 20 Ride,Zac Brown Band,40,40,20,20
Just Breathe,Pearl Jam,78,78,14,14
Today Was A Fairytale,Taylor Swift,2,2,18,18
Baby,Justin Bieber Featuring Ludacris,5,5,20,20
Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge & Rihanna",16,16,2,2
Hallelujah,Justin Timberlake & Matt Morris Featuring Charlie Sexton,13,13,3,3
Our Kind Of Love,Lady Antebellum,51,51,20,20
Redemption Song,Rihanna,81,81,1,1
Lean On Me,"Sheryl Crow, Kid Rock & Keith Urban",47,47,1,1
Breathless,Taylor Swift,72,72,1,1
Nothin' On You,B.o.B Featuring Bruno Mars,1,1,28,28
My City Of Ruins (Live From The Kennedy Center Honors),Eddie Vedder,92,92,1,1
Ain't Leavin Without You,Jaheim,93,93,4,4
Let It Be,Jennifer Hudson Featuring The Roots,98,98,1,1
Hurry Home,Jason Michael Carroll,99,99,1,1
All The Way Turnt Up,Roscoe Dash Featuring Soulja Boy Tell'em,46,46,12,12
Glitter In The Air,P!nk,18,18,18,18
Knockout,Lil Wayne Featuring Nicki Minaj,44,44,5,5
You And Me,Dave Matthews Band,57,57,2,2
I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",21,21,20,20
Bridge Over Troubled Water,Mary J. Blige & Andrea Bocelli,75,75,1,1
F**k Today,Lil Wayne Featuring Gudda,76,76,1,1
American Star,Lil Wayne Featuring Shanell AKA SNL,91,91,1,1
Lemonade,Gucci Mane,53,53,12,12
Major Tom,Shiny Toy Guns,97,97,1,1
Fearless,Taylor Swift,9,76,15,10
We Are The World 25: For Haiti,Artists For Haiti,2,2,5,5
Solo,Iyaz,32,32,18,18
Pants On The Ground,General Larry Platt,46,46,3,3
Rude Boy,Rihanna,1,1,22,22
"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,49,49,16,16
Everything To Me,Monica,44,44,18,18
Unstoppable,Rascal Flatts,52,52,18,17
O Let's Do It,Waka Flocka Flame,62,62,11,11
Didn't You Know How Much I Loved You,Kellie Pickler,97,97,2,2
Hero,Christopher Wilde,57,57,1,1
Hallelujah (Vancouver Winter 2010 Version),k.d. lang,61,61,1,1
All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",24,24,24,24
There Goes My Baby,Usher,25,25,25,25
StarStruck,Christopher Wilde,77,77,1,1
Something About The Sunshine,Christopher Wilde & Anna Margaret,81,81,1,1
Follow Me Down,3OH!3 Featuring Neon Hitch,89,89,2,2
Young Forever,Jay-Z + Mr. Hudson,10,10,25,20
Up Out My Face,Mariah Carey Featuring Nicki Minaj,100,100,1,1
My Chick Bad,Ludacris Featuring Nicki Minaj,11,11,20,20
Break Your Heart,Taio Cruz Featuring Ludacris,1,1,29,29
Let It Be,Kris Allen,63,63,2,2
Neighbors Know My Name,Trey Songz,43,43,20,20
One Day,Matisyahu,85,85,6,6
"Women Lie, Men Lie",Yo Gotti Featuring Lil Wayne,81,81,7,7
Gimmie That Girl,Joe Nichols,34,34,20,20
Backwoods,Justin Moore,69,69,13,13
Never Let You Go,Justin Bieber,21,21,2,2
Ridin' Solo,Jason Derulo,9,9,28,28
Lil Freak,Usher Featuring Nicki Minaj,40,40,16,16
Alice,Avril Lavigne,71,71,3,3
Ain't Back Yet,Kenny Chesney,50,50,13,13
Cryin' Like A Bitch!,Godsmack,74,74,3,3
Feel It,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,78,78,2,2
My Best Days Are Ahead Of Me,Danny Gokey,82,82,1,1
Bulletproof,La Roux,8,8,27,27
The Man I Want To Be,Chris Young,48,48,20,20
Keep On Lovin' You,Steel Magnolia,68,68,15,15
Hell On The Heart,Eric Church,67,67,12,12
Over,Drake,14,14,20,20
Driving Me Crazy,Sam Adams,90,90,1,1
Ooh Baby,Mario,95,95,1,1
U Smile,Justin Bieber,27,27,2,2
I'm Back,T.I.,44,44,15,15
I'm Awesome,Spose,37,37,9,9
More,Usher,76,76,1,1
Make A Wave,Disney's Friends For Change,84,84,1,1
Love King,The-Dream,92,92,3,3
Fistful Of Tears,Maxwell,94,94,4,4
I Gotta Get To You,George Strait,70,70,13,13
Eenie Meenie,Sean Kingston & Justin Bieber,15,15,18,18
Reverse Cowgirl,T-Pain,75,75,1,1
Roger That,Young Money,56,56,11,11
Pray For You,Jaron And The Long Road To Love,34,34,20,20
Rain Is A Good Thing,Luke Bryan,37,37,20,20
That Should Be Me,Justin Bieber,92,92,1,1
Wrong Baby Wrong,Martina McBride,74,74,15,15
The House That Built Me,Miranda Lambert,28,28,20,20
I Never Told You,Colbie Caillat,48,48,20,20
OMG,Usher Featuring will.i.am,1,1,30,30
Hello Good Morning,Diddy - Dirty Money Featuring T.I.,27,27,20,20
Alejandro,Lady Gaga,5,5,23,23
Billionaire,Travie McCoy Featuring Bruno Mars,4,4,27,27
Window Seat,Erykah Badu,95,95,3,3
She Won't Be Lonely Long,Clay Walker,53,53,18,18
You And Your Heart,Jack Johnson,20,20,4,4
Winner,Jamie Foxx Featuring Justin Timberlake & T .I.,28,28,11,11
Don't Let Me Fall,B.o.B,67,67,1,1
This Afternoon,Nickelback,34,34,20,20
Kissin U,Miranda Cosgrove,54,54,15,15
Un-Thinkable (I'm Ready),Alicia Keys,21,21,20,20
Give Me A Sign (Forever And Ever),Breaking Benjamin,97,97,5,5
All I Ever Wanted,Kelly Clarkson,96,96,6,6
Airplanes,B.o.B Featuring Hayley Williams,2,2,30,30
Not Myself Tonight,Christina Aguilera,23,23,8,8
Gives You Hell,Glee Cast,32,32,2,2
Hello,Glee Cast Featuring Jonathan Groff,35,35,1,1
Hello Goodbye,Glee Cast,49,49,1,1
"Hello, I Love You",Glee Cast,66,66,1,1
Crazy Town,Jason Aldean,51,51,17,17
Water,Brad Paisley,42,42,19,19
Like A Prayer,Glee Cast Featuring Jonathan Groff,27,27,2,2
Bet I,B.o.B Featuring T.I. & Playboy Tre,72,72,1,1
Borderline / Open Your Heart,Glee Cast,78,78,1,1
Like A Virgin,Glee Cast,87,87,1,1
Impossible,Shontelle,13,13,20,20
4 Minutes,Glee Cast,89,89,1,1
I Keep On Loving You,Reba,78,78,10,10
Still,Tim McGraw,91,91,1,1
Ride,Ciara Featuring Ludacris,42,42,20,20
One Less Bell To Answer / A House Is Not A Home,Glee Cast Featuring Kristin Chenoweth,53,53,1,1
Beautiful,Glee Cast,61,61,1,1
Rock That Body,The Black Eyed Peas,9,9,18,18
Fire,Glee Cast Featuring Kristin Chenoweth,64,64,1,1
Gypsy,Shakira,65,65,3,3
A House Is Not A Home,Glee Cast,70,70,1,1
Magic,B.o.B Featuring Rivers Cuomo,10,10,20,20
Cooler Than Me,Mike Posner,6,6,29,29
"Lover, Lover",Jerrod Niemann,29,29,20,20
Home,Glee Cast Featuring Kristin Chenoweth,90,90,1,1
Halfway There,Big Time Rush,93,93,1,1
Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,31,31,20,20
New Morning,Alpha Rev,100,100,1,1
Not Afraid,Eminem,1,1,25,25
My First Kiss,3OH!3 Featuring Ke$ha,9,9,18,18
Total Eclipse Of The Heart,Glee Cast Featuring Jonathan Groff,16,16,2,2
Find Your Love,Drake,5,5,21,21
Lose My Mind,Young Jeezy Featuring Plies,35,35,15,15
Run Joey Run,Glee Cast Featuring Jonathan Groff,61,61,1,1
Ice Ice Baby,Glee Cast,74,74,1,1
Physical,Glee Cast Featuring Olivia Newton-John,89,89,1,1
U Can't Touch This,Glee Cast,92,92,1,1
Undo It,Carrie Underwood,23,23,20,19
Love Like Crazy,Lee Brice,45,45,20,20
All Or Nothing,Theory Of A Deadman,99,99,1,1
California Gurls,Katy Perry Featuring Snoop Dogg,1,1,27,27
Jessie's Girl,Glee Cast,23,23,3,3
Pyramid,Charice Featuring Iyaz,56,56,2,2
One,Glee Cast,60,60,1,1
The Boy Is Mine,Glee Cast,76,76,1,1
Lady Is A Tramp,Glee Cast,81,81,1,1
I'm Single,Lil Wayne,82,82,1,1
I Like It,Enrique Iglesias Featuring Pitbull,4,4,27,27
Rose's Turn,Glee Cast,93,93,1,1
Somebody To Love,Justin Bieber Featuring Usher,15,15,18,18
Can't Be Tamed,Miley Cyrus,8,8,10,10
Dream On,Glee Cast Featuring Neil Patrick Harris,26,26,2,2
I Dreamed A Dream,Glee Cast Featuring Idina Menzel,31,31,2,2
Touchin On My,3OH!3,49,49,2,2
Nightmare,Avenged Sevenfold,51,51,3,3
Neutron Star Collision (Love Is Forever),Muse,77,77,1,1
Woohoo,Christina Aguilera Featuring Nicki Minaj,79,79,2,2
Safety Dance,Glee Cast,81,81,1,1
Bad Romance,Glee Cast,54,54,2,2
Free,Zac Brown Band,34,34,19,19
Hold You (Hold Yuh),Gyptian,77,77,15,15
Poker Face,Glee Cast,20,20,4,4
Beautiful Day,Lee DeWyze,24,24,2,2
Hallelujah,Lee DeWyze,44,44,2,2
Up To The Mountain,Crystal Bowersox,57,57,1,1
Falling Slowly,Lee DeWyze & Crystal Bowersox,66,66,2,2
Beth,Glee Cast,72,72,1,1
Leave Right Now,Will Young,81,81,1,1
The Boxer,Lee DeWyze,88,88,1,1
The Only Exception,Paramore,24,24,20,20
Teach Me How To Dougie,Cali Swag District,28,28,20,20
Who Dat,J. Cole,93,93,1,1
Sex Room,Ludacris Featuring Trey Songz,69,69,11,11
Super High,Rick Ross Featuring Ne-Yo,100,100,1,1
Miss Me,Drake Featuring Lil Wayne,15,15,20,20
Dynamite,Taio Cruz,2,2,24,24
Got Your Back,T.I. Featuring Keri Hilson,38,38,20,20
Yeah Ya Know (Takers),T.I.,44,44,2,2
Your Love,Nicki Minaj,14,14,20,20
Good Vibrations,Glee Cast,69,69,1,1
Deja Vu,3OH!3,75,75,1,1
Another One Bites The Dust,Glee Cast,79,79,1,1
Pretty Good At Drinkin' Beer,Billy Currington,41,41,20,20
Tell Me Something Good,Glee Cast,87,87,1,1
I'm In,Keith Urban,60,60,16,15
Loser,Glee Cast,93,93,1,1
Little White Church,Little Big Town,59,59,20,20
"It's A Man's, Man's Man's World",Glee Cast,95,95,1,1
Dirty Picture,Taio Cruz Featuring Ke$ha,96,96,1,1
Shark In The Water,V V Brown,67,67,6,6
Animal,Neon Trees,13,13,24,24
Never Say Never,Justin Bieber Featuring Jaden Smith,33,33,5,5
Faithfully,Glee Cast,37,37,1,1
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,38,38,18,18
Over The Rainbow,Glee Cast,44,44,1,1
Any Way You Want It/Lovin' Touchin' Squeezin',Glee Cast,58,58,1,1
Don't Stop Believin',Glee Cast,4,59,7,1
Bionic,Christina Aguilera,66,66,1,1
Beautiful Monster,Ne-Yo,53,53,9,9
Hey,Lil Jon Featuring 3OH!3,62,62,2,2
To Sir With Love,Glee Cast,75,75,1,1
Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,84,84,1,1
Wavin' Flag,K'Naan,82,82,7,6
If It's Love,Train,34,34,20,20
Secrets,OneRepublic,21,21,21,21
Up All Night,Drake Featuring Nicki Minaj,49,49,2,2
9 AM In Dallas,Drake,57,57,1,1
Fireworks,Drake Featuring Alicia Keys,71,71,1,1
Another Way To Die,Disturbed,81,81,1,1
Double Vision,3OH!3,87,87,4,4
Pretty Boy Swag,Soulja Boy Tell'em,34,34,16,16
143,Bobby Brackins Featuring Ray J,76,76,11,11
Lay Me Down,The Dirty Heads Featuring Rome,93,93,8,8
Finding My Way Back,Jaheim,95,95,1,1
Farmer's Daughter,Rodney Atkins,47,47,21,21
This Ain't Nothin',Craig Morgan,83,83,13,13
All About Tonight,Blake Shelton,37,37,19,19
Fancy,Drake Featuring T.I. & Swizz Beatz,25,25,16,16
Love The Way You Lie,Eminem Featuring Rihanna,1,1,21,21
No Love,Eminem Featuring Lil Wayne,23,23,11,11
Round & Round,Selena Gomez & The Scene,24,24,14,14
Misery,Maroon 5,14,14,20,20
King Of Anything,Sara Bareilles,32,32,21,21
Won't Back Down,Eminem Featuring P!nk,62,62,1,1
Cold Wind Blows,Eminem,71,71,1,1
Stay,Miley Cyrus,75,75,1,1
Talkin' 2 Myself,Eminem Featuring Kobe,88,88,1,1
25 To Life,Eminem,92,92,1,1
If I Had You,Adam Lambert,30,30,20,20
POWER,Kanye West,22,22,16,16
Jar Of Hearts,Christina Perri,34,34,7,7
Club Can't Handle Me,Flo Rida Featuring David Guetta,9,9,20,20
Outta Your Mind,Lil Jon Featuring LMFAO,84,84,1,1
Deuces,Chris Brown Featuring Tyga & Kevin McCall,14,14,20,20
We'll Be A Dream,We the Kings Featuring Demi Lovato,76,76,6,6
All Over Me,Josh Turner,59,59,18,18
Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra,89,89,5,5
I Can Do Anything,3OH!3,100,100,1,1
If I Die Young,The Band Perry,19,19,19,19
Bittersweet,Fantasia,74,74,12,12
B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,60,60,16,16
Up On The Ridge,Dierks Bentley,99,99,1,1
DJ Got Us Fallin' In Love,Usher Featuring Pitbull,4,4,18,18
Come Back Song,Darius Rucker,37,37,18,18
Break My Bank,New Boyz Featuring Iyaz,68,68,11,11
La La La,Auburn Featuring Iyaz,51,51,13,13
Opposite Of Adults,Chiddy Bang,90,90,1,1
Ordinary Girl,Hannah Montana,91,91,2,2
Love All Over Me,Monica,58,58,17,17
Roll With It,Easton Corbin,55,55,18,18
Mockingbird,Rob Thomas,95,95,4,4
Teenage Dream,Katy Perry,1,1,17,17
Just The Way You Are,Bruno Mars,1,1,17,17
Champagne Life,Ne-Yo,75,75,8,8
Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,35,35,7,7
Stuck Like Glue,Sugarland,17,17,16,16
G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,79,79,1,1
The Boys of Fall,Kenny Chesney,18,18,16,16
The Crow & The Butterfly,Shinedown,97,97,1,1
Rockstar 101,Rihanna Featuring Slash,64,64,5,5
Mine,Taylor Swift,3,3,15,15
The Catalyst,Linkin Park,27,27,10,10
Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,36,36,15,15
2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,31,31,14,14
Not Like The Movies,Katy Perry,53,53,1,1
September,Daughtry,36,36,15,15
The Man Who Can't Be Moved,The Script,86,86,6,6
Bottoms Up,Trey Songz Featuring Nicki Minaj,6,6,14,14
Circle The Drain,Katy Perry,58,58,1,1
As She's Walking Away,Zac Brown Band Featuring Alan Jackson,32,32,14,14
Bed Intruder Song,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,89,89,3,3
Like A G6,Far*East Movement Featuring Cataracs & Dev,1,1,14,14
Rhythm of Love,Plain White T's,65,65,9,9
Love Like Woe,The Ready Set,27,27,14,14
Little Lion Man,Mumford & Sons,61,61,14,14
Hot Tottie,Usher Featuring Jay-Z,21,21,14,14
Right Above It,Lil Wayne Featuring Drake,6,6,13,13
Just A Dream,Nelly,3,3,13,13
E.T.,Katy Perry Featuring Kanye West,42,42,1,1
Why Wait,Rascal Flatts,48,48,13,13
Give A Little More,Maroon 5,86,86,1,1
Black Rain,Soundgarden,96,96,1,1
Erase Me,Kid Cudi Featuring Kanye West,22,22,5,5
My Kinda Party,Jason Aldean,45,45,12,12
Last Friday Night (T.G.I.F.),Katy Perry,67,67,1,1
Toot It And Boot It,YG,67,67,11,11
F**k You! (Forget You),CeeLo Green,17,17,12,12
Trailerhood,Toby Keith,97,97,4,4
Holding You Down (Goin In Circles),Jazmine Sullivan,60,60,12,12
Way Out Here,Josh Thompson,85,85,9,9
The Breath You Take,George Strait,63,63,11,11
Only Prettier,Miranda Lambert,64,64,11,11
Anything Like Me,Brad Paisley,52,52,11,11
A Year Without Rain,Selena Gomez & The Scene,35,35,6,6
No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,18,18,10,10
Hollywood,Michael Buble,55,55,2,2
Only Girl (In The World),Rihanna,2,2,10,10
Check It Out,will.i.am & Nicki Minaj,24,24,10,10
Dumb Love,Sean Kingston,84,84,1,1
Introducing Me,Nick Jonas,92,92,1,1
Dog Days Are Over,Florence + The Machine,21,21,9,9
Radioactive,Kings of Leon,37,37,5,5
Can't Be Friends,Trey Songz,43,43,9,9
Put You In A Song,Keith Urban,71,71,7,7
We No Speak Americano,Yolanda Be Cool & Dcup,29,29,9,9
All I Want Is You,Miguel Featuring J. Cole,58,58,9,9
Turn On The Radio,Reba,65,65,9,9
Waiting For The End,Linkin Park,84,84,6,6
Smoke A Little Smoke,Eric Church,84,84,9,9
Black And Yellow,Wiz Khalifa,29,29,6,6
Empire State Of Mind,Glee Cast,21,21,2,2
Telephone,Glee Cast,23,23,1,1
Billionaire,Glee Cast,28,28,1,1
Listen,Glee Cast,38,38,1,1
What I Did For Love,Glee Cast,51,51,1,1
Angel,Akon,62,62,5,5
Stutter,Maroon 5,84,84,1,1
Shake,Jesse McCartney,62,62,6,6
Loving You No More,Diddy - Dirty Money Featuring Drake,91,91,1,1
Please Don't Go,Mike Posner,17,17,8,8
Toxic,Glee Cast,16,16,1,1
Gonorrhea,Lil Wayne Featuring Drake,17,17,3,3
The Only Exception,Glee Cast,26,26,1,1
What's Wrong With Them,Lil Wayne Featuring Nicki Minaj,42,42,1,1
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,39,39,7,7
I'm A Slave 4 U,Glee Cast,52,52,1,1
Stronger,Glee Cast,53,53,1,1
Baby One More Time,Glee Cast,54,54,1,1
Me Against The Music,Glee Cast,56,56,1,1
I Am Not A Human Being,Lil Wayne,65,65,1,1
Right Thru Me,Nicki Minaj,31,31,7,7
Bill Gates,Lil Wayne,75,75,1,1
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,77,77,1,1
Grenade,Bruno Mars,30,30,7,7
Mama's Song,Carrie Underwood,59,59,8,7
Hope She Cheats On You (With A Basketball Player),Marsha Ambrosius,88,88,1,1
Speak Now,Taylor Swift,8,8,3,3
Runaway,Kanye West Featuring Pusha T,12,12,6,6
I Want To Hold Your Hand,Glee Cast,36,36,1,1
One Of Us,Glee Cast,37,37,1,1
Only The Good Die Young,Glee Cast,50,50,1,1
Raise Your Glass,P!nk,4,4,6,6
Losing My Religion,Glee Cast,60,60,1,1
Papa Can You Hear Me?,Glee Cast,65,65,1,1
Bridge Over Troubled Water,Glee Cast,73,73,1,1
I Look To You,Glee Cast,74,74,1,1
The Lazy Song,Bruno Mars,82,82,1,1
Like We Used To,A Rocket To The Moon,91,91,1,1
