song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Family Affair,Sly & The Family Stone,1,1,14,10
Theme From Shaft,Isaac Hayes,1,2,13,6
Baby I'm - A Want You,Bread,3,3,12,6
Have You Seen Her,The Chi-lites,3,3,14,8
"Gypsys, Tramps & Thieves",Cher,1,5,16,5
Got To Be There,Michael Jackson,4,4,14,9
An Old Fashioned Love Song,Three Dog Night,4,4,11,8
Desiderata,Les Crane,8,8,12,4
Rock Steady,Aretha Franklin,9,9,9,4
Imagine,John Lennon/Plastic Ono Band,3,10,9,3
All I Ever Need Is You,Sonny & Cher,7,7,15,8
Everybody's Everything,Santana,12,12,10,3
Cherish,David Cassidy,9,9,12,8
Peace Train,Cat Stevens,7,14,12,2
Brand New Key,Melanie,1,1,18,13
Two Divided By Love,The Grass Roots,16,16,11,3
A Natural Man,Lou Rawls,17,17,18,4
Respect Yourself,The Staple Singers,12,12,14,7
Stones/Crunchy Granola Suite,Neil Diamond,14,14,9,6
Scorpio,Dennis Coffey & The Detroit Guitar Band,6,6,17,12
Easy Loving,Freddie Hart,17,21,17,2
Where Did Our Love Go,Donnie Elbert,15,15,13,6
Maggie May/Reason To Believe,Rod Stewart,1,23,21,1
"Theme From ""Summer Of '42""",Peter Nero,21,21,13,6
Superstar (Remember How You Got Where You Are),The Temptations,18,18,10,6
Yo-Yo,The Osmonds,3,26,13,1
You Are Everything,The Stylistics,9,9,16,12
Wild Night,Van Morrison,28,28,11,3
Inner City Blues (Make Me Wanna Holler),Marvin Gaye,9,29,9,1
"One Tin Soldier, The Legend of Billy Jack",Coven,26,30,12,1
(I Know) I'm Losing You,Rod Stewart With Faces,24,24,9,7
Hey Girl/I Knew You When,Donny Osmond,9,9,10,9
Questions 67 And 68/I'm A Man,Chicago,24,33,10,2
American Pie (Parts I & II),Don McLean,1,1,19,18
Absolutely Right,Five Man Electrical Band,26,35,8,1
Sunshine,Jonathan Edwards,4,4,16,13
An American Trilogy,Mickey Newbury,26,26,11,7
