song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Un-Break My Heart,Toni Braxton,1,1,42,36
No Diggity,Blackstreet (Featuring Dr. Dre),1,2,31,23
Nobody,Keith Sweat Featuring Athena Cage,3,3,35,26
Don't Let Go (Love),En Vogue,2,2,35,31
It's All Coming Back To Me Now,Celine Dion,2,5,30,14
Mouth,Merril Bainbridge,4,5,30,17
Pony,Ginuwine,6,7,27,14
"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,8,8,20,18
I'm Still In Love With You,New Edition,7,7,20,16
Where Do You Go,No Mercy,5,10,39,17
I Love You Always Forever,Donna Lewis,2,11,41,17
If It Makes You Happy,Sheryl Crow,10,10,27,16
When You Love A Woman,Journey,12,12,22,16
Macarena (Bayside Boys Mix),Los del Rio,1,10,60,10
This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",6,15,20,14
"Last Night (From ""The Nutty Professor"")",Az Yet,9,9,29,14
What Kind Of Man Would I Be,Mint Condition,17,17,24,11
Falling,Montell Jordan,18,18,20,11
Twisted,Keith Sweat,2,19,38,14
Change The World,Eric Clapton,5,20,43,23
"You Must Love Me (From ""Evita"")",Madonna,18,21,20,17
"Tell Me (From ""Eddie"")",Dru Hill,18,20,23,9
You're Makin' Me High/Let It Flow,Toni Braxton,1,22,41,15
Key West Intermezzo (I Saw You First),John Mellencamp,14,24,24,10
This Is Your Night,Amber,24,24,40,15
Counting Blue Cars,Dishwalla,15,26,48,13
No Time,Lil' Kim Featuring Puff Daddy,18,18,20,16
Street Dreams,Nas,22,22,17,13
Between You And Me,dc Talk,29,29,19,16
C'mon N' Ride It (The Train),Quad City DJ's,3,30,42,4
You Learn/You Oughta Know,Alanis Morissette,6,31,30,11
My Boo,Ghost Town DJ's,31,32,31,9
Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,33,33,19,15
Let's Make A Night To Remember,Bryan Adams,24,34,23,9
Steelo,702,32,32,20,8
Loungin,LL Cool J,3,36,29,7
Bow Down,Westside Connection,21,37,20,10
Give Me One Reason,Tracy Chapman,3,38,39,4
If Your Girl Only Knew,Aaliyah,11,39,20,6
Follow You Down/Til I Hear It From You,Gin Blossoms,9,40,46,3
Who Will Save Your Soul,Jewel,11,40,30,3
"Bohemian Rhapsody (From ""High School High"")",The Braids,42,42,17,10
Come See Me,112,33,33,20,16
ATLiens,OutKast,35,35,17,16
Po Pimp,Do Or Die (Featuring Twista),22,45,20,2
Bittersweet Me,R.E.M.,46,46,12,9
"Missing You (From ""Set It Off"")","Brandy, Tamia, Gladys Knight & Chaka Khan",25,47,20,5
When You're Gone/Free To Decide,The Cranberries,22,22,20,18
Do You Miss Me,Jocelyn Enriquez,49,49,23,4
Only You,112 Featuring The Notorious B.I.G.,13,50,28,1
Knocks Me Off My Feet,Donell Jones,49,49,20,15
Sittin' On Top Of The World,Da Brat,30,52,16,8
"How Could You (From ""Bulletproof"")",K-Ci & JoJo,53,53,15,12
Foolish Games/You Were Meant For Me,Jewel,2,2,53,52
"That Thing You Do! (From ""That Thing You Do!"")",The Wonders,41,55,15,7
When Boy Meets Girl,Total,50,54,17,11
If We Fall In Love Tonight,Rod Stewart,54,54,20,17
Cold Rock A Party,MC Lyte,11,11,20,19
Ooh Aah... Just A Little Bit,Gina G,12,12,30,29
Dance Into The Light,Phil Collins,45,60,16,10
Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush,47,61,18,8
Nowhere To Go,Melissa Etheridge,40,62,19,11
Thirty-Three,The Smashing Pumpkins,39,39,20,19
The Moment,Kenny G,63,63,14,11
Ready To Go,Republica,56,65,20,3
I Luv U Baby,The Original,66,66,16,9
