song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Anytime,McAuley Schenker Group,69,69,10,10
Got To Get,Leila K With Rob 'N' Raz,48,48,11,11
Sending All My Love,Linear,5,5,27,27
Living In Oblivion,Anything Box,65,65,10,10
True Blue Love,Lou Gramm,40,40,11,11
Without You,Motley Crue,8,8,17,17
Heartbeat,Seduction,13,13,16,16
"Wild Women Do (From ""Pretty Woman"")",Natalie Cole,34,34,10,10
House Of Pain,Faster Pussycat,28,28,21,21
Whip Appeal,Babyface,6,6,18,18
Got To Have Your Love,Mantronix Featuring Wondress,82,82,4,4
I'm Not Satisfied,Fine Young Cannibals,90,90,3,3
Make It Like It Was,Regina Belle,43,43,11,11
How Can We Be Lovers,Michael Bolton,3,3,18,18
Lambada,Kaoma,46,46,12,12
A Face In The Crowd,Tom Petty,46,46,8,8
Whatcha Gonna Do With My Lovin',Inner City,76,76,6,6
Imagination,Xymox,85,85,3,3
The Secret Garden,Quincy Jones,31,31,13,13
Time After Time,Timmy T.,40,40,17,17
Room At The Top,Adam Ant,17,17,16,16
The Way It Is,Tesla,55,55,12,12
Bad Love,Eric Clapton,88,88,5,5
Have A Heart,Bonnie Raitt,49,49,9,9
Hide And Seek,Pajama Party,73,73,10,10
Expression,Salt-N-Pepa,26,26,21,21
Advice For The Young At Heart,Tears for Fears,89,89,4,4
What It Takes,Aerosmith,9,9,17,17
Nothing Compares 2 U,Sinead O'Connor,1,1,21,21
Love Child,Sweet Sensation,13,13,15,15
Hold On,Wilson Phillips,1,1,25,25
The Humpty Dance,Digital Underground,11,11,23,23
A Little Love,Corey Hart,37,37,11,11
99 Worlds,Peter Wolf,78,78,4,4
House Of Broken Love,Great White,83,83,5,5
This Old Heart Of Mine,Rod Stewart With Ronald Isley,10,10,16,16
Hurting Kind (I've Got My Eyes On You),Robert Plant,46,46,10,10
I Come Off,Young M.C.,75,75,5,5
You Can't Get Away,Shana,82,82,5,5
I'll See You In My Dreams,Giant,20,20,20,20
Precious Love,Jody Watley,87,87,3,3
Cuts You Up,Peter Murphy,55,55,9,9
All I Wanna Do Is Make Love To You,Heart,2,2,20,20
Your Baby Never Looked Good In Blue,Expose,17,17,16,16
Getting Away With It,Electronic,38,38,12,12
"How 'Bout Us (From ""True Love"")",Grayson Hugh & Betty Wright,67,67,7,7
Moonlight On Water,Laura Branigan,59,59,9,9
Ready Or Not,After 7,7,7,21,21
Alright,Janet Jackson,4,4,16,16
Poison,Bell Biv DeVoe,3,3,22,22
"It Must Have Been Love (From ""Pretty Woman"")",Roxette,1,1,25,25
Save Me,Fleetwood Mac,33,33,11,11
Cruising For Bruising,Basia,29,29,12,12
Oye Mi Canto (Hear My Voice),Gloria Estefan,48,48,7,7
Always And Forever,Whistle,35,35,15,15
All That Glitters Isn't Gold,The Cover Girls,49,49,12,12
You Make Me Feel (Mighty Real),Jimmy Somerville,87,87,4,4
The Ballad Of Jayne,L.A. Guns,33,33,22,22
Vogue,Madonna,1,1,24,24
"Baby, It's Tonight",Jude Cole,16,16,18,18
Heaven Is A 4 Letter Word,Bad English,66,66,9,9
Ooh La La (I Can't Get Over You),Perfect Gentlemen,10,10,16,16
Spin That Wheel,Hi Tek 3 Featuring Ya Kid K,69,69,7,7
Get A Life,Soul II Soul,54,54,11,11
Dub Be Good To Me,Beats International,76,76,5,5
Enjoy The Silence,Depeche Mode,8,8,24,24
Nicety,Michel'le,29,29,16,16
Deadbeat Club,The B-52s,30,30,11,11
Coming Of Age,Damn Yankees,60,60,12,12
Turtle Power,Partners In Kryme,13,13,16,16
Drag My Bad Name Down,The 4 Of Us,77,77,5,5
Pictures Of You,The Cure,71,71,8,8
U Can't Touch This,M.C. Hammer,8,8,17,17
Do You Remember?,Phil Collins,4,4,19,19
Children Of The Night,Richard Marx,13,13,15,15
Notice Me,Nikki,21,21,15,15
Dare To Fall In Love,Brent Bourgeois,32,32,13,13
That's The Way Of The World,D-Mob With Cathy Dennis,59,59,9,9
Club At The End Of The Street,Elton John,28,28,16,16
Girls Nite Out,Tyler Collins,6,6,21,21
This & That,Michael Penn,53,53,8,8
Only My Heart Talkin',Alice Cooper,89,89,3,3
Try To Find Me,Gorky Park,81,81,6,6
Sittin' In The Lap Of Luxury,Louie Louie,19,19,16,16
Up All Night,Slaughter,27,27,14,14
I'll Be Your Shelter,Taylor Dayne,4,4,18,18
Hold On,En Vogue,2,2,25,25
"The Downeaster ""Alexa""",Billy Joel,57,57,8,8
"Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,2,2,24,24
"""B"" Girls",Young And Restless,54,54,15,15
Love Is,Alannah Myles,36,36,13,13
Blues Before And After,The Smithereens,94,94,2,2
Counting The Days,Joey Kid,70,70,12,12
Rub You The Right Way,Johnny Gill,3,3,23,23
The Power,Snap!,2,2,22,22
Bad Of The Heart,George Lamond,25,25,17,17
Shake,Andrew Ridgeley,77,77,6,6
When I Dream Of You,Tommy Page,42,42,10,10
Mentirosa,Mellow Man Ace,14,14,24,24
Jealous Again,The Black Crowes,75,75,9,9
When Something Is Wrong With My Baby,Linda Ronstadt (Featuring Aaron Neville),78,78,6,6
She Ain't Worth It,Glenn Medeiros Featuring Bobby Brown,1,1,18,18
Kiss This Thing Goodbye,Del Amitri,35,35,11,11
"Doubleback (From ""Back To The Future Part III"")",ZZ Top,50,50,11,11
Pure,Lightning Seeds,31,31,15,15
Got To Tell Me Something,Ana,66,66,7,7
Nick Of Time,Bonnie Raitt,92,92,3,3
"King Of Wishful Thinking (From ""Pretty Woman"")",Go West,8,8,24,24
Step By Step,New Kids on the Block,1,1,15,15
When I'm Back On My Feet Again,Michael Bolton,7,7,19,19
You Can't Deny It,Lisa Stansfield,14,14,14,14
Show Me,Howard Hewett,62,62,7,7
"Tomorrow (A Better You, Better Me)",Quincy Jones With Tevin Campbell,75,75,5,5
Bounce Back,Alisha,54,54,8,8
Don't Go Away Mad (Just Go Away),Motley Crue,19,19,16,16
Vision Of Love,Mariah Carey,1,1,22,22
The Blues,Tony! Toni! Tone!,46,46,10,10
Welcome To The Real World,Jane Child,49,49,9,9
Make You Sweat,Keith Sweat,14,14,21,21
Now You're Gone,Whitesnake,96,96,2,2
Bang Bang,Danger Danger,49,49,13,13
Could This Be Love,Seduction,11,11,18,18
Rise To It,Kiss,81,81,6,6
Possession,Bad English,21,21,17,17
Let Me Be Your Lover,The U-Krew,68,68,8,8
Take It To Heart,Michael McDonald,98,98,2,2
If Wishes Came True,Sweet Sensation,1,1,20,20
My Kinda Girl,Babyface,30,30,13,13
The Right Combination,Seiko & Donnie Wahlberg,54,54,13,13
Don't You Love Me,49-ers,78,78,9,9
Follow My Heartbeat,A'me Lorain,72,72,6,6
Chain Of Fools,Little Caesar,88,88,4,4
Across The River,Bruce Hornsby & The Range,18,18,16,16
I Didn't Want To Need You,Heart,23,23,14,14
The Girl I Used To Know,Brother Beyond,27,27,15,15
Epic,Faith No More,9,9,21,21
The Other Side,Aerosmith,22,22,15,15
We're All In the Same Gang,The West Coast Rap All-Stars,35,35,16,16
Talk To Me,Anita Baker,44,44,13,13
I Melt With You,Modern English,76,76,17,10
The Emperor's New Clothes,Sinead O'Connor,60,60,9,9
What Are You Doing With A Fool Like Me,Joe Cocker,96,96,1,1
Hanky Panky,Madonna,10,10,11,11
Have You Seen Her,M.C. Hammer,4,4,20,20
Jerk Out,The Time,9,9,15,15
Love And Emotion,Stevie B,15,15,15,15
Release Me,Wilson Phillips,1,1,22,22
Cuts Both Ways,Gloria Estefan,44,44,14,14
Close To You,Maxi Priest,1,1,22,22
Tic-Tac-Toe,Kyper,14,14,22,22
Do Me!,Bell Biv DeVoe,3,3,22,22
Come Back To Me,Janet Jackson,2,2,17,17
I'm Never Gonna Give You Up,The Brat Pack,71,71,7,7
A Dreams A Dream,Soul II Soul,85,85,5,5
All I Do Is Think Of You,Troop,47,47,13,13
Unskinny Bop,Poison,3,3,19,19
La Raza,Kid Frost,42,42,18,18
Stranger To Love,St. Paul,52,52,11,11
How Bad Do You Want It?,Don Henley,48,48,12,12
(Can't Live Without Your) Love And Affection,Nelson,1,1,21,21
Oh Girl,Paul Young,8,8,20,20
Don't You Come Cryin',Linear,70,70,7,7
All Lips N' Hips,Electric Boys,76,76,6,6
Same Old Look,Jimmy Ryser,78,78,7,7
First True Love,Tiana,81,81,12,12
Holy Water,Bad Company,89,89,6,6
Hungry,Lita Ford,98,98,1,1
"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,1,1,19,19
Can't Stop Falling Into Love,Cheap Trick,12,12,14,14
Banned In The U.S.A.,Luke Featuring The 2 Live Crew,20,20,16,16
All The Way,Calloway,63,63,7,7
Summer Vacation,The Party,72,72,9,9
Dirty Cash (Money Talks),The Adventures Of Stevie V,25,25,19,19
Slow Love,Doc Box & B. Fresh,51,51,15,15
What Will I Do,Timmy T.,96,96,4,4
Can't Stop,After 7,6,6,18,18
Tell Me Something,Indecent Obsession,31,31,12,12
"Hearts In Trouble (From ""Days Of Thunder"")",Chicago,75,75,5,5
Can't Get Enuff,Winger,42,42,15,15
Tonight,New Kids on the Block,7,7,12,12
Thieves In The Temple,Prince,6,6,13,13
"My, My, My",Johnny Gill,10,10,16,16
Something Happened On The Way To Heaven,Phil Collins,4,4,17,17
Heart Of Stone,Taylor Dayne,12,12,16,16
Everybody Everybody,Black Box,8,8,17,17
I Don't Have The Heart,James Ingram,1,1,17,17
Time For Letting Go,Jude Cole,32,32,15,15
Innocent,The Whispers,55,55,11,11
That's Not Her Style,Billy Joel,77,77,6,6
Romeo,Dino,6,6,16,16
Policy Of Truth,Depeche Mode,15,15,16,16
I Won't Give Up On You,TKA,65,65,8,8
Holding My Heart,Bang,93,93,2,2
How Much Love,Vixen,44,44,12,12
Only Women Bleed,Favorite Angel,69,69,7,7
This Is The Right Time,Lisa Stansfield,21,21,13,13
All I'm Missing Is You,"Glenn Medeiros Featuring Ray Parker, Jr.",32,32,13,13
Giving You The Benefit,Pebbles,4,4,15,15
I Wanna Get Back With You,Louie Louie,69,69,7,7
Jealous,Gene Loves Jezebel,68,68,10,10
Fly To the Angels,Slaughter,19,19,15,15
Joey,Concrete Blonde,19,19,15,15
Look Into My Eyes,George Lamond,63,63,13,13
Crazy,The Boys,29,29,14,14
Georgia On My Mind,Michael Bolton,36,36,10,10
Say A Prayer,Breathe,21,21,14,14
Unchained Melody,The Righteous Brothers,4,13,22,22
Lies,En Vogue,38,38,11,11
Empty Beach,Tricia Leigh Fisher,72,72,8,8
I'd Rather Go Blind,Sydney Youngblood,46,46,11,11
Won't Talk About It,Beats International,76,76,8,8
Praying For Time,George Michael,1,1,13,13
Feels Good,Tony! Toni! Tone!,9,9,13,13
Violence Of Summer (Love's Taking Over),Duran Duran,64,64,7,7
Knockin' Boots,Candyman,9,9,13,13
Dream Boy/Dream Girl,Cynthia & Johnny O,53,53,13,13
Undeniable,Ms. Adventures,73,73,9,9
Second Chance,Tyler Collins,53,53,9,9
Suicide Blonde,INXS,9,9,12,12
Ice Ice Baby,Vanilla Ice,1,1,12,12
More Than Words Can Say,Alias,2,2,12,12
Same Ol' Situation (S.O.S.),Motley Crue,78,78,9,9
L.A. Woman,Billy Idol,52,52,9,9
Hippychick,Soho,14,14,12,12
Cherry Pie,Warrant,10,10,12,12
Ooops Up,Snap!,35,35,11,11
Black Cat,Janet Jackson,1,1,11,11
Love Takes Time,Mariah Carey,1,1,11,11
Groove Is In The Heart,Deee-Lite,4,4,11,11
The Way You Do The Things You Do,UB40,13,13,11,11
Stranded,Heart,17,17,10,10
High Enough,Damn Yankees,18,18,10,10
Lyin' To Myself,David Cassidy,27,27,10,10
I Don't Love You Anymore,The London Quireboys,76,76,9,9
Heart Like A Wheel,The Human League,32,32,10,10
Soul Inspiration,Anita Baker,72,72,7,7
Pray,M.C. Hammer,2,2,9,9
The Boomin' System,LL Cool J,48,48,9,9
So Close,Daryl Hall  John Oates,12,12,9,9
On The Way Up,Elisa Fiorillo,43,43,9,9
Days Like These,Asia,64,64,7,7
Livin' In The Light,Caron Wheeler,53,53,9,9
Something To Believe In,Poison,6,6,8,8
From A Distance,Bette Midler,7,7,8,8
Because I Love You (The Postman Song),Stevie B,5,5,8,8
Think,Information Society,29,29,8,8
Tom's Diner,DNA Featuring Suzanne Vega,19,19,8,8
Let's Try It Again,New Kids on the Block,53,53,8,8
Wiggle It,2 In A Room,21,21,8,8
Breakdown,Seduction,82,82,4,4
Impulsive,Wilson Phillips,15,15,7,7
Missunderstanding,Al B. Sure!,42,42,7,7
My Love Is A Fire,Donny Osmond,28,28,7,7
Love Is A Rock,REO Speedwagon,65,65,6,6
Miles Away,Winger,33,33,7,7
B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,26,26,7,7
I'm Your Baby Tonight,Whitney Houston,3,3,6,6
Each And Every Time,Sweet Sensation,59,59,6,6
And So It Goes,Billy Joel,39,39,6,6
Fairweather Friend,Johnny Gill,38,38,6,6
So Hard,Pet Shop Boys,62,62,6,6
Tick Tock,Vaughan Brothers,65,65,6,6
Love Is The Ritual,Styx,80,80,6,6
"Miracle (From ""Young Guns II"")",Jon Bon Jovi,22,22,5,5
Freedom,George Michael,20,20,5,5
Biscuit's In The House,Biscuit,85,85,3,3
Just Another Dream,Cathy Dennis,47,47,5,5
Lost Soul,Bruce Hornsby & The Range With Shawn Colvin,84,84,3,3
Wherever Would I Be,Cheap Trick,53,53,5,5
Hard To Handle,The Black Crowes,60,60,5,5
One And Only Man,Steve Winwood,35,35,4,4
Sensitivity,Ralph Tresvant,24,24,4,4
For You,The Outfield,45,45,4,4
New Power Generation,Prince,64,64,4,4
After The Rain,Nelson,41,41,4,4
Never Enough,The Cure,72,72,4,4
The First Time,Surface,40,40,4,4
Don't You Wanna Be Mine,Denise Lopez,86,86,3,3
Doin' The Do,Betty Boo,90,90,4,4
I Found Love,The Party,81,81,4,4
Hang In Long Enough,Phil Collins,46,46,3,3
I Wanna Get With U,Guy,57,57,3,3
Gentle,Dino,59,59,3,3
New York Minute,Don Henley,63,63,3,3
Me-U=Blue,Glenn Medeiros (Featuring The Stylistics),78,78,3,3
Love Is A Killer,Vixen,77,77,3,3
If You Needed Somebody,Bad Company,76,76,3,3
Falling To Pieces,Faith No More,92,92,3,3
Justify My Love,Madonna,36,36,2,2
I'm Not In Love,Will to Power,52,52,2,2
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,58,58,2,2
Anything Is Possible,Debbie Gibson,55,55,2,2
Does She Love That Man?,Breathe Featuring David Glasper,72,72,2,2
You're Amazing,Robert Palmer,66,66,2,2
Love Will Never Do (Without You),Janet Jackson,48,48,2,2
I'm Free,The Soup Dragons,88,88,2,2
The Ghetto,Too $hort,86,86,2,2
Rockin' Over The Beat,Technotronic,95,95,2,2
World In My Eyes,Depeche Mode,71,71,1,1
The Shoop Shoop Song (It's In His Kiss),Cher,84,84,1,1
You Gotta Love Someone,Elton John,85,85,1,1
Disappear,INXS,89,89,1,1
Candy,Iggy Pop With Kate Pierson,90,90,1,1
