song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
I Like Me Better,Lauv,27,41,41,2
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,3,36,20,4
Boo'd Up,Ella Mai,5,42,35,3
Armed And Dangerous,Juice WRLD,44,44,17,17
Sad!,XXXTENTACION,1,45,38,2
Best Shot,Jimmie Allen,37,37,20,12
I'm A Mess,Bebe Rexha,35,47,20,3
Psycho,Post Malone Featuring Ty Dolla $ign,1,45,39,2
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",16,49,24,1
Lie,NF,48,48,20,5
Better,Khalid,8,8,48,40
Topanga,Trippie Redd,52,52,5,3
Lost In Japan,Shawn Mendes X Zedd,48,53,16,9
Drunk Me,Mitchell Tenpenny,39,39,21,8
1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,55,55,3,3
10 Freaky Girls,Metro Boomin Featuring 21 Savage,42,56,4,3
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,31,31,20,8
Close Friends,Lil Baby,28,47,33,28
When The Party's Over,Billie Eilish,29,29,32,29
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,28,49,17,15
That's On Me,Yella Beezy,56,56,20,5
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,56,60,19,8
Don't Come Out The House,Metro Boomin Featuring 21 Savage,38,63,4,3
You Say,Lauren Daigle,29,29,43,26
Fine China,Future & Juice WRLD,26,64,13,10
Space Cadet,Metro Boomin Featuring Gunna,51,66,6,5
Hangin' On,Chris Young,63,67,13,3
Rich,Maren Morris,62,62,8,3
No Stylist,French Montana Featuring Drake,47,60,20,13
Never Recover,Lil Baby & Gunna Featuring Drake,15,70,8,3
I Love It,Kanye West & Lil Pump,6,71,12,3
Falling Down,Lil Peep & XXXTENTACION,13,72,11,3
Love Scars 3,Trippie Redd,73,73,1,1
Backin' It Up,Pardison Fontaine Featuring Cardi B,40,40,20,16
Burning Man,Dierks Bentley Featuring Brothers Osborne,45,45,17,14
Blue Tacoma,Russell Dickerson,52,76,19,7
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,50,50,20,16
Dip,Tyga & Nicki Minaj,63,71,8,6
Bad Liar,Imagine Dragons,56,56,9,9
Talk To Me,Tory Lanez & Rich The Kid,43,43,16,14
Be Alright,Dean Lewis,23,23,29,27
W O R K I N  M E,Quavo,52,82,15,2
Consequences,Camila Cabello,51,51,12,11
Best Part,Daniel Caesar Featuring H.E.R.,75,83,19,3
Always Remember Us This Way,Lady Gaga,41,47,9,4
Ella Quiere Beber,Anuel AA & Romeo Santos,61,61,20,19
Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2,87,8,2
STOOPID,6ix9ine Featuring Bobby Shmurda,25,61,9,4
Negative Energy,Trippie Redd Featuring Kodie Shane,89,89,1,1
Noticed,Lil Mosey,80,90,10,3
Sixteen,Thomas Rhett,42,42,15,15
Lucky You,Eminem Featuring Joyner Lucas,6,89,14,4
Good Girl,Dustin Lynch,44,44,15,15
Desperate Man,Eric Church,68,94,15,2
Last Shot,Kip Moore,53,53,8,8
Millionaire,Chris Stapleton,47,47,17,17
I'll Never Love Again,Lady Gaga,36,62,7,2
Toxic Waste,Trippie Redd,98,98,1,1
Drew Barrymore,Bryce Vine,46,99,14,1
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,52,100,19,1
All I Want For Christmas Is You,Mariah Carey,3,3,30,6
Lovely,Billie Eilish & Khalid,64,64,22,17
Take One,Kodak Black,81,81,1,1
Twerk,City Girls Featuring Cardi B,29,29,13,13
Electricity,Silk City x Dua Lipa,62,62,10,6
Ocean Eyes,Billie Eilish,84,84,20,20
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,24,24,25,25
Girl Like You,Jason Aldean,46,46,19,19
Burn The House Down,AJR,100,100,1,1
It's The Most Wonderful Time Of The Year,Andy Williams,10,10,10,5
Rockin' Around The Christmas Tree,Brenda Lee,9,9,27,5
A Holly Jolly Christmas,Burl Ives,10,10,10,5
Jingle Bell Rock,Bobby Helms,8,8,25,5
The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",11,11,17,5
Last Christmas,Wham!,25,25,9,5
MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,43,43,4,4
KIKA,6ix9ine Featuring Tory Lanez,44,44,6,6
TIC TOC,6ix9ine Featuring Lil Baby,53,53,3,3
Come Out And Play,Billie Eilish,69,69,1,1
WAKA,6ix9ine Featuring A Boogie wit da Hoodie,51,51,3,3
BEBE,6ix9ine Featuring Anuel AA,30,86,5,1
You,Jacquees,58,58,12,12
Going Bad,Meek Mill Featuring Drake,6,6,37,37
What's Free,Meek Mill Featuring Rick Ross & Jay-Z,20,20,2,2
On Me,Meek Mill Featuring Cardi B,30,30,2,2
Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,16,16,4,4
Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,39,39,3,3
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,20,20,4,4
Pure Cocaine,Lil Baby,46,46,16,16
24/7,Meek Mill Featuring Ella Mai,54,54,19,19
Intro,Meek Mill,55,55,1,1
Respect The Game,Meek Mill,57,57,1,1
Good Form,Nicki Minaj Featuring Lil Wayne,60,60,6,6
Trauma,Meek Mill,61,61,1,1
Time,Lil Baby Featuring Meek Mill,62,62,1,1
Nuketown,Ski Mask The Slump God Featuring Juice WRLD,63,63,6,6
Calling My Spirit,Kodak Black,46,46,17,17
Ready,Lil Baby Featuring Gunna,66,66,1,1
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,43,43,13,13
Championships,Meek Mill,70,70,1,1
Tic Tac Toe,Meek Mill Featuring Kodak Black,72,72,1,1
Almost Slipped,Meek Mill,73,73,1,1
Splash Warning,"Meek Mill Featuring Future, Roddy Ricch & Young Thug",77,77,1,1
Pay You Back,Meek Mill Featuring 21 Savage,78,78,1,1
Foot Fungus,Ski Mask The Slump God,81,81,1,1
Crush A Lot,Lil Baby,82,82,1,1
Oodles O' Noodles Babies,Meek Mill,85,85,1,1
Global,Lil Baby,91,91,1,1
Word On The Street,Lil Baby,98,98,1,1
whoa (mind in awe),XXXTENTACION,37,37,3,3
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,28,28,3,3
Sleigh Ride,The Ronettes,26,26,3,3
Feliz Navidad,Jose Feliciano,29,29,5,3
Guardian Angel,XXXTENTACION,48,48,1,1
I Don't Let Go,XXXTENTACION,51,51,1,1
One Minute,XXXTENTACION Featuring Kanye West & Travis Barker,62,62,1,1
Train Food,XXXTENTACION,64,64,1,1
What Are You So Afraid Of,XXXTENTACION,65,65,1,1
Staring At The Sky,XXXTENTACION,68,68,1,1
Difference (Interlude),XXXTENTACION,84,84,1,1
Look Back At It,A Boogie wit da Hoodie,27,27,31,31
This Is It,Scotty McCreery,42,42,20,20
Beautiful Crazy,Luke Combs,21,21,31,27
Yosemite,Travis Scott,25,70,18,10
Imagine,Ariana Grande,21,21,8,8
(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,32,32,2,2
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,35,35,2,2
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,42,42,2,2
Wonderful Christmastime,Paul McCartney,47,47,1,1
White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,12,34,15,2
Christmas (Baby Please Come Home),Darlene Love,43,43,2,2
MoshPit,Kodak Black Featuring Juice WRLD,58,58,1,1
Cozy Little Christmas,Katy Perry,53,53,2,2
Testimony,Kodak Black,74,74,1,1
Sweet But Psycho,Ava Max,10,10,35,35
Gnarly,Kodak Black Featuring Lil Pump,88,88,1,1
The Christmas Song,Lauren Daigle,55,55,2,2
Envy Me,Calboy,31,31,27,27
A Lot,21 Savage,12,12,23,23
Blue Christmas,Elvis Presley,40,40,1,1
Underneath The Tree,Kelly Clarkson,44,44,4,1
Run Rudolph Run,Chuck Berry,45,45,4,1
Wow.,Post Malone,2,2,44,44
Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,49,49,1,1
Swervin,A Boogie wit da Hoodie Featuring 6ix9ine,38,38,20,20
Can't Leave Without It,21 Savage,58,58,4,4
Startender,A Boogie wit da Hoodie Featuring Offset & Tyga,59,59,9,9
All My Friends,21 Savage,67,67,2,2
Break Da Law,21 Savage,70,70,1,1
Monster,21 Savage,73,73,3,3
1.5,21 Savage,86,86,1,1
Out For The Night,21 Savage,88,88,1,1
Gun Smoke,21 Savage,93,93,1,1
Demons And Angels,A Boogie wit da Hoodie Featuring Juice WRLD,90,90,3,3
ASMR,21 Savage,95,95,1,1
Baby Shark,Pinkfong,32,32,20,20
Take It From Me,Jordan Davis,46,46,13,13
What Makes You Country,Luke Bryan,54,54,11,11
Down To The Honkytonk,Jake Owen,65,65,13,13
Love Someone,Lukas Graham,70,70,10,10
Love Wins,Carrie Underwood,83,83,10,10
Ruin My Life,Zara Larsson,76,76,7,7
Body,Loud Luxury Featuring Brando,80,80,8,8
Here Tonight,Brett Young,42,42,20,20
Burn Out,Midland,63,63,9,9
Solo de Mi,Bad Bunny,93,93,1,1
Roses,Benny Blanco & Juice WRLD Featuring Brendon Urie,85,85,6,6
Make It Sweet,Old Dominion,56,56,20,20
idontwannabeyouanymore,Billie Eilish,96,96,3,3
Undecided,Chris Brown,35,35,12,12
Crushed Up,Future,43,43,5,5
Butterfly Doors,Lil Pump,81,81,2,2
Valuable Pain,YoungBoy Never Broke Again,87,87,2,2
Lost In The Fire,Gesaffelstein & The Weeknd,27,27,6,6
Dancing With A Stranger,Sam Smith & Normani,7,7,43,43
Saturday Nights,Khalid & Kane Brown,57,57,12,11
Nights Like This,Kehlani Featuring Ty Dolla $ign,67,67,9,9
Thotiana,Blueface,8,8,20,20
Let Me Down Slowly,Alec Benjamin + Alessia Cara,79,79,9,9
Jumpin On A Jet,Future,57,57,2,2
Splashin,Rich The Kid,80,80,5,5
7 Rings,Ariana Grande,1,1,33,33
Middle Child,J. Cole,4,4,27,27
Keanu Reeves,Logic,38,38,3,3
First Off,Future Featuring Travis Scott,47,47,3,3
Never Stop,Future,65,65,1,1
Secreto,Anuel AA & Karol G,68,68,11,11
Mixed Personalities,YNW Melly Featuring Kanye West,42,42,18,18
Temptation,Future,76,76,1,1
Rocket Ship,Future,79,79,1,1
Pure Water,Mustard & Migos,23,23,25,25
F&N,Future,83,83,1,1
On My Way To You,Cody Johnson,78,78,16,16
Murder On My Mind,YNW Melly,14,14,20,20
GIRL,Maren Morris,44,44,21,21
Face My Fears,Hikaru Utada & Skrillex,98,98,1,1
Call The Coroner,Future,100,100,1,1
Put A Date On It,Yo Gotti Featuring Lil Baby,46,46,20,20
Bury A Friend,Billie Eilish,14,14,20,20
I'm So Tired...,Lauv & Troye Sivan,81,81,6,6
Shot Clock,Ella Mai,62,62,16,16
Sauce!,XXXTENTACION,89,89,1,1
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,22,22,25,25
Night Shift,Jon Pardi,56,56,16,16
Alone,Marshmello,28,28,11,1
One Call,Gunna,56,56,2,2
Miss Me More,Kelsea Ballerini,47,47,20,20
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2,2,20,20
Needy,Ariana Grande,14,14,4,4
NASA,Ariana Grande,17,17,3,3
Bloodline,Ariana Grande,22,22,3,3
Ghostin,Ariana Grande,25,25,2,2
Fake Smile,Ariana Grande,26,26,2,2
Bad Idea,Ariana Grande,27,27,3,3
In My Head,Ariana Grande,38,38,2,2
Talk,Khalid,3,3,39,39
Make Up,Ariana Grande,48,48,2,2
Who Do You Love,The Chainsmokers Featuring 5 Seconds of Summer,52,52,16,16
Rainbow,Kacey Musgraves,98,98,1,1
Please Me,Cardi B & Bruno Mars,3,3,20,20
Robbery,Juice WRLD,27,27,18,18
Red Room,Offset,49,49,3,3
Talk You Out Of It,Florida Georgia Line,57,57,26,26
Eyes On You,Chase Rice,38,38,20,20
365,Zedd & Katy Perry,86,86,1,1
Worth It,YK Osiris,48,48,25,25
There Was This Girl,Riley Green,70,70,8,8
One That Got Away,Michael Ray,67,67,9,9
Legacy,Offset Featuring Travis Scott & 21 Savage,49,49,1,1
Walk Me Home,P!nk,49,49,20,20
Clout,Offset Featuring Cardi B,39,39,20,20
How Did I Get Here,Offset Featuring  J. Cole,65,65,1,1
Outstanding,Gunna,70,70,1,1
Be Like Me,Lil Pump Featuring Lil Wayne,72,72,1,1
3 Headed Snake,Gunna Featuring Young Thug,74,74,1,1
Wit It,Gunna,75,75,1,1
Lick,Offset,86,86,1,1
Girls Need Love,Summer Walker X Drake,37,37,20,20
Speed It Up,Gunna,91,91,1,1
I Guess I Just Feel Like,John Mayer,94,94,1,1
Good As You,Kane Brown,36,36,20,20
Same Yung N***a,Gunna Featuring Playboi Carti,97,97,1,1
Faucet Failure,Ski Mask The Slump God,87,87,11,11
Sucker,Jonas Brothers,1,1,36,36
I,Lil Skies,39,39,4,4
Look What God Gave Her,Thomas Rhett,32,32,20,20
Hear Me Calling,Juice WRLD,38,38,4,4
Wish You Were Gay,Billie Eilish,31,31,11,11
Whip,2 Chainz Featuring Travis Scott,75,75,1,1
Act Up,City Girls,26,26,21,21
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,36,36
Whiskey Glasses,Morgan Wallen,17,17,27,27
I Can't Get Enough,"Benny Blanco, Tainy, Selena Gomez & J Balvin",66,66,5,5
Rule The World,2 Chainz Featuring Ariana Grande,94,94,2,2
Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,100,100,1,1
Empty,Juice WRLD,41,41,3,3
Fast,Juice WRLD,47,47,2,2
Maze,Juice WRLD,65,65,1,1
Here With Me,Marshmello Featuring Chvrches,31,31,16,16
My Bad,Khalid,55,55,3,3
Undrunk,Fletcher,61,61,6,6
Rumor,Lee Brice,25,25,20,20
Flaws And Sins,Juice WRLD,91,91,1,1
Calma,Pedro Capo X Farruko,71,71,20,20
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,62,62,9,9
Numb Numb Juice,ScHoolboy Q,55,55,2,2
Sally Walker,Iggy Azalea,62,62,1,1
Slow Dancing In The Dark,Joji,69,69,5,5
Price On My Head,Nav Featuring The Weeknd,72,72,1,1
Confessions Of A Dangerous Mind,Logic,78,78,1,1
Tap,Nav Featuring Meek Mill,87,87,10,10
Pop Out,Polo G Featuring Lil Tjay,11,11,27,27
Don't Call Me Up,Mabel,66,66,10,10
Last Hurrah,Bebe Rexha,98,98,1,1
Bad Guy,Billie Eilish,1,1,32,32
Xanny,Billie Eilish,35,35,4,4
You Should See Me In A Crown,Billie Eilish,41,41,8,7
My Strange Addiction,Billie Eilish,43,43,4,4
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,26,26,11,11
All The Good Girls Go To Hell,Billie Eilish,46,46,3,3
I Love You,Billie Eilish,53,53,1,1
God's Country,Blake Shelton,17,17,23,23
Ilomilo,Billie Eilish,62,62,1,1
Listen Before I Go,Billie Eilish,63,63,1,1
Double Up,Nipsey Hussle Featuring Belly & Dom Kennedy,65,65,3,3
Monopoly,Ariana Grande & Victoria Monet,69,69,2,2
8,Billie Eilish,79,79,1,1
Last Time That I Checc'd,Nipsey Hussle Featuring YG,76,76,3,3
Suge,DaBaby,7,7,32,32
Dedication,Nipsey Hussle Featuring Kendrick Lamar,93,93,2,2
Cool,Jonas Brothers,27,27,17,17
Kill This Love,BLACKPINK,41,41,4,4
Outta My Head,Khalid With John Mayer,58,58,1,1
Don't Pretend,Khalid x SAFE,84,84,1,1
Bad Luck,Khalid,87,87,1,1
Right Back,Khalid Featuring A Boogie wit da Hoodie,73,73,11,11
Inmortal,Aventura,95,95,1,1
Big Ole Freak,Megan Thee Stallion,65,65,12,12
Victory Lap,Nipsey Hussle Featuring Stacy Barthe,100,100,1,1
Boy With Luv,BTS Featuring Halsey,8,8,8,8
Sanguine Paradise,Lil Uzi Vert,28,28,16,16
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",66,66,1,1
SOS,Avicii Featuring Aloe Blacc,68,68,4,4
That's A Rack,Lil Uzi Vert,76,76,5,5
Love Ain't,Eli Young Band,50,50,18,18
Make It Right,BTS Featuring Lauv,76,76,2,2
"Hey Look Ma, I Made It",Panic! At The Disco,16,16,22,22
Earth,Lil Dicky,17,17,6,6
Before I Let Go,Beyonce,65,65,16,16
Slide,French Montana Featuring Blueface & Lil Tjay,90,90,1,1
Love Someone,Brett Eldredge,52,52,10,10
Shotta Flow,NLE Choppa,36,36,20,20
ME!,Taylor Swift Featuring Brendon Urie,2,2,20,20
Floating,ScHoolboy Q Featuring 21 Savage,67,67,1,1
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,69,69,9,9
CHopstix,ScHoolboy Q + Travis Scott,85,85,1,1
Light It Up,"Marshmello, Tyga & Chris Brown",90,90,1,1
Power Is Power,"SZA, The Weeknd & Travis Scott",90,90,2,2
Knockin' Boots,Luke Bryan,31,31,22,22
Love Me Anyway,P!nk Featuring Chris Stapleton,96,96,1,1
Stop Snitching,YG,98,98,1,1
If I Can't Have You,Shawn Mendes,2,2,23,23
Homicide,Logic Featuring Eminem,5,5,6,6
Truth Hurts,Lizzo,1,1,27,27
Beer Never Broke My Heart,Luke Combs,21,21,21,21
Go Loko,"YG, Tyga & Jon Z",49,49,19,19
Middle Child,PnB Rock & XXXTENTACION,91,91,1,1
All To Myself,Dan + Shay,31,31,20,20
Paradise,Bazzi,91,91,3,3
Die Young,Roddy Ricch,99,99,2,2
I Don't Care,Ed Sheeran & Justin Bieber,2,2,26,26
Triggered,Jhene Aiko,51,51,3,3
Soltera,"Lunay, Daddy Yankee & Bad Bunny",66,66,17,17
Someone You Loved,Lewis Capaldi,1,1,26,26
Te Robare,Nicky Jam X Ozuna,91,91,6,6
Juice,Lizzo,82,82,4,4
EARFQUAKE,"Tyler, The Creator",13,13,15,15
Nightmare,Halsey,15,15,11,11
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,19,19,15,15
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,21,21,2,2
Just Us,DJ Khaled Featuring SZA,43,43,13,13
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",44,44,4,4
I Think,"Tyler, The Creator",51,51,1,1
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,52,52,1,1
Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",57,57,1,1
Running Out Of Time,"Tyler, The Creator",65,65,1,1
Igor's Theme,"Tyler, The Creator",67,67,1,1
New Magic Wand,"Tyler, The Creator",70,70,1,1
A Boy Is A Gun,"Tyler, The Creator",74,74,1,1
What's Good,"Tyler, The Creator",85,85,1,1
What If I Never Get Over You,Lady Antebellum,77,77,11,11
Puppet,"Tyler, The Creator",88,88,1,1
Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,91,91,1,1
The London,"Young Thug, J. Cole & Travis Scott",12,12,20,20
Cross Me,Ed Sheeran Featuring Chance the Rapper & PnB Rock,25,25,10,10
Easier,5 Seconds of Summer,48,48,16,16
Isis,Joyner Lucas Featuring Logic,59,59,2,2
Some Of It,Eric Church,43,43,13,13
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",78,78,6,6
HP,Maluma,96,96,1,1
Rearview Town,Jason Aldean,40,40,18,18
Never Really Over,Katy Perry,15,15,13,13
Press,Cardi B,16,16,16,16
Mother's Daughter,Miley Cyrus,54,54,3,3
Call You Mine,The Chainsmokers & Bebe Rexha,56,56,14,14
The Search,NF,70,70,2,2
Shut Up About Politics,John Rich Featuring The Five,91,91,1,1
La La Land,Bryce Vine Featuring YG,75,75,11,11
Ran$om,Lil Tecca,4,4,23,23
Under Enemy Arms,Trippie Redd,94,94,1,1
Raised On Country,Chris Young,54,54,13,13
Trampoline,SHAED,16,16,23,23
No Guidance,Chris Brown Featuring Drake,5,5,22,22
Even Though I'm Leaving,Luke Combs,33,33,10,10
The Git Up,Blanco Brown,14,14,20,20
Callaita,Bad Bunny & Tainy,52,52,20,20
Heaven,Avicii,83,83,1,1
Please Tell Me,Future,87,87,1,1
Amor Genuino,Ozuna,92,92,1,1
Only Human,Jonas Brothers,19,19,21,21
XanaX Damage,Future,98,98,1,1
Government Official,Future,99,99,1,1
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",34,34,20,20
You Need To Calm Down,Taylor Swift,2,2,21,21
Money In The Grave,Drake Featuring Rick Ross,7,7,21,21
Omerta,Drake,35,35,2,2
Down Bad,"Dreamville Featuring JID, BAS, J. Cole, EarthGang & Young Nudy",64,64,2,2
Sanctuary,Joji,80,80,1,1
Wake Up,Travis Scott,30,82,7,5
Rescue Me,Marshmello Featuring A Day to Remember,92,92,1,1
It's You,Ali Gatie,70,70,15,15
The Ones That Didn't Make It Back Home,Justin Moore,46,46,16,16
Senorita,Shawn Mendes & Camila Cabello,1,1,20,20
Panini,Lil Nas X,5,5,20,20
MEGATRON,Nicki Minaj,20,20,5,5
Rodeo,"<a href=""https://www.billboard.com/artist/lil-Nas-x/"">Lil Nas X & Cardi B Or Nas",22,22,8,8
One Thing Right,Marshmello & Kane Brown,36,36,20,20
Out The Mud,Lil Baby Featuring Future,70,70,3,3
Cash Shit,Megan Thee Stallion Featuring DaBaby,36,36,20,20
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,100,100,1,1
Beautiful People,Ed Sheeran Featuring Khalid,13,13,19,19
Higher Love,Kygo X Whitney Houston,63,63,9,9
Que Pretendes,J Balvin & Bad Bunny,65,65,5,5
Don't Check On Me,Chris Brown Featuring Justin Bieber & Ink,67,67,1,1
When I Grow Up,NF,78,78,1,1
My Type,Saweetie,21,21,19,19
Lalala,Y2K & bbno$,55,55,18,18
Goodbyes,Post Malone Featuring Young Thug,3,3,18,18
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",44,44,3,3
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,60,60,2,2
Costa Rica,"Dreamville Featuring BAS, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God",75,75,1,1
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",71,71,14,14
I Don't Know About You,Chris Lane,39,39,18,18
Antisocial,Ed Sheeran & Travis Scott,37,37,4,4
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,53,53,2,2
Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,57,57,1,1
Tip Of My Tongue,Kenny Chesney,73,73,17,17
Baguettes In The Face,"Mustard Featuring Nav, Playboi Carti & A Boogie wit da Hoodie",81,81,6,6
Like A Rodeo,Kane Brown,90,90,1,1
Time,NF,41,41,16,16
Southbound,Carrie Underwood,64,64,13,13
Spirit,Beyonce,98,98,1,1
Best Part Of Me,Ed Sheeran Featuring YEBBA,99,99,1,1
How Do You Sleep?,Sam Smith,24,24,16,16
Baby,Lil Baby & DaBaby,21,21,16,16
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,43,16,16
The Archer,Taylor Swift,38,38,3,3
Brown Skin Girl,"Beyonce, Saint Jhn & Wizkid Featuring Blue Ivy Carter",76,76,1,1
Hate Me,Ellie Goulding & Juice WRLD,56,56,13,13
Mood 4 Eva,"Beyonce, Jay-Z & Childish Gambino Featuring Oumou Sangare",90,90,1,1
Ballin',Mustard & Roddy Ricch,26,26,16,16
Gold Roses,Rick Ross Featuring Drake,39,39,3,3
Hot Shower,Chance the Rapper Featuring MadeinTYO & DaBaby,58,58,6,6
Single Again,Big Sean,64,64,3,3
Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,69,69,2,2
Living,Dierks Bentley,51,51,15,15
Leave Me Alone,NF,85,85,1,1
Daddy,Blueface & Rich The Kid,78,78,4,4
All Day Long,Chance the Rapper Featuring John Legend,94,94,1,1
Do You Remember,Chance the Rapper Featuring Death Cab for Cutie,95,95,1,1
Boyfriend,Ariana Grande & Social House,8,8,12,12
Trust Issues,Drake,58,58,1,1
How About Now,Drake,60,60,1,1
The Motion,Drake,61,61,1,1
Queen Of Mean,Sarah Jeffery,49,49,8,8
Dreams Money Can Buy,Drake,68,68,1,1
Uno,Ambjaay,82,82,3,3
Club Paradise,Drake,85,85,1,1
We Were,Keith Urban,71,71,10,10
Fear Inoculum,Tool,93,93,1,1
Love You Too Late,Cole Swindell,49,49,14,14
Days In The East,Drake,95,95,1,1
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,53,53,13,13
Prayed For You,Matt Stell,36,36,14,14
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,11,13,13
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,64,64,2,2
Small Talk,Katy Perry,81,81,1,1
Night Falls,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair",84,84,1,1
On Chill,Wale Featuring Jeremih,22,22,13,13
Snake Skin,Trippie Redd,87,87,1,1
Buy My Own Drinks,Runaway June,88,88,5,5
F.N,Lil Tjay,56,56,13,13
Baby Sitter,DaBaby Featuring Offset,59,59,13,13
Lover,Taylor Swift,10,10,12,12
