song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
My Eyes Adored You,Frankie Valli,1,1,23,21
Sunshine Roses,Gene Cotton,79,79,5,2
Pick Up The Pieces,AWB,1,1,17,17
Ready,Cat Stevens,26,26,10,10
Philadelphia,B.B. King,64,64,7,6
Nobody,The Doobie Brothers,58,84,6,1
Dreams Are Ten A Penny,The First Class,83,83,4,2
You're No Good,Linda Ronstadt,1,1,16,16
Rock N' Roll (I Gave You The Best Years Of My Life),Mac Davis,15,15,11,11
One Tear,Eddie Kendricks,71,71,8,8
Changes,David Bowie,41,41,18,11
Where Are All My Friends,Harold Melvin And The Blue Notes,80,89,6,2
Let This Be A Lesson To You,The Independents,88,91,4,1
The Black-Eyed Boys,Paper Lace,41,92,9,1
You Haven't Done Nothin,Stevie Wonder,1,93,19,1
My Main Man,The Staple Singers,76,76,3,3
"Baby, Hang Up The Phone",Carl Graves,50,50,9,9
Ride The Tiger,Jefferson Starship,84,96,5,2
Rock 'N' Roll (I Gave You The Best Years Of My Life),Terry Jacks,97,97,1,1
Mississippi Cotton Picking Delta Town,Charley Pride,70,98,4,1
"Don't Call Us, We'll Call You",Sugarloaf/Jerry Corbetta,9,9,21,21
I Wouldn't Treat A Dog (The Way You Treated Me),Bobby Bland,88,92,7,5
Some Kind Of Wonderful,Grand Funk,3,3,13,13
Fire,Ohio Players,1,1,17,17
Sunshine Part II,The O'Jays,48,48,6,6
Struttin',Billy Preston,22,22,10,10
I Am I Am,Smokey Robinson,56,56,9,9
Mine For Me,Rod Stewart,91,91,2,2
Lady,Styx,6,6,17,17
Costafine Town,Splinter,77,77,8,8
When A Child Is Born,Michael Holm,53,53,7,7
#9 Dream,John Lennon,9,9,12,12
Look In My Eyes Pretty Woman,Tony Orlando & Dawn,11,11,12,12
Black Water,The Doobie Brothers,1,1,17,17
Your Bulldog Drinks Champagne,Jim Stafford,24,24,10,10
Happy People,The Temptations,40,40,10,10
Day Tripper,Anne Murray,59,59,6,6
Can't Get It Out Of My Head,Electric Light Orchestra,9,9,16,16
Don't Cha Love It,The Miracles,78,78,4,4
To The Door Of The Sun (Alle Porte Del Sole),Al Martino,17,17,16,16
"Hoppy, Gene And Me",Roy Rogers,65,65,7,7
Gee Baby,Peter Shelley,81,81,6,6
Words (are Impossible),Margie Joseph,91,91,4,4
Christmas Dream,Perry Como,92,92,2,2
Ms. Grace,The Tymes,91,91,4,4
Lonely People,America,5,5,14,14
Sweet Surrender,John Denver,13,13,11,11
Big Yellow Taxi,Joni Mitchell,24,24,16,10
As Long As He Takes Care Of Home,Candi Staton,51,51,6,6
I'm A Woman,Maria Muldaur,12,12,14,14
Heartbreak Road,Bill Withers,89,89,4,4
Crazy Talk,Chilliwack,98,98,6,6
Nightingale,Carole King,9,9,12,12
Midnight Sky (Part 1),The Isley Brothers,73,73,5,5
Rhyme Tyme People,Kool & The Gang,63,63,8,8
Don't Take Your Love,The Manhattans,37,37,10,10
Love Don't You Go Through No Changes On Me,Sister Sledge,92,92,4,4
"What A Man, My Man Is",Lynn Anderson,93,93,3,3
Poetry Man,Phoebe Snow,5,5,18,18
Let Me Start Tonite,Lamont Dozier,87,87,5,5
Lady Marmalade,Labelle,1,1,18,18
Up In A Puff Of Smoke,Polly Brown,16,16,13,13
Ding Dong; Ding Dong,George Harrison,36,36,6,6
You Are So Beautiful/It's A Sin When You Love Somebody,Joe Cocker,5,5,17,17
Ain't That Peculiar,Diamond Reo,44,44,6,6
Sad Sweet Dreamer,Sweet Sensation,14,14,16,16
"Shame, Shame, Shame",Shirley And Company,12,12,16,16
I Won't Last A Day Without You/Let Me Be The One,Al Wilson,70,70,7,7
Roll On Down The Highway,Bachman-Turner Overdrive,14,14,11,11
Movin' On,Bad Company,19,19,10,10
Lovin' You,Minnie Riperton,1,1,18,18
Future Shock,Hello People,71,71,7,7
I Am Love (Parts I & II),Jackson 5,15,15,14,14
Star On A TV Show,The Stylistics,47,47,7,7
Hot Dawgit,"Ramsey Lewis And Earth, Wind & Fire",50,50,6,6
Never Let Her Go,David Gates,29,29,10,10
Thanks For The Smiles,Charlie Ross,61,61,5,5
It's All Right,Jim Capaldi,55,55,7,7
Have You Never Been Mellow,Olivia Newton-John,1,1,16,16
My Boy,Elvis Presley,20,20,11,11
Express,B.T. Express,4,4,15,15
If Loving You Is Wrong I Don't Want To Be Right,Millie Jackson,42,42,7,7
I Get Lifted,George McCrae,37,37,9,9
We May Never Love Like This Again,Maureen McGovern,83,83,4,4
Devil In The Bottle,T.G. Sheppard,54,54,8,8
Chico And The Man,Jose Feliciano,96,96,2,2
Isn't It Lonely Together,Stark & McBrien,85,85,6,6
I'll Still Love You,Jim Weatherly,87,87,5,5
I've Been This Way Before,Neil Diamond,34,34,7,7
Chevy Van,Sammy Johns,5,5,17,17
Wolf Creek Pass,C.W. McCall,40,40,11,11
My Elusive Dreams,Charlie Rich,49,49,6,6
I Fought The Law,Sam Neely,54,54,7,7
"Please, Mr. President",Paula Webb,60,60,4,4
Part Of The Plan,Dan Fogelberg,31,31,9,9
Butter Boy,Fanny,29,29,11,11
"Good Times, Rock & Roll",Flash Cadillac And The Continental Kids,41,41,8,8
Before The Next Teardrop Falls,Freddy Fender,1,1,21,21
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1,1,18,18
Emotion,Helen Reddy,22,22,9,9
No No Song/snookeroo,Ringo Starr,3,3,14,14
Supernatural Thing - Part I,Ben E. King,5,5,14,14
The South's Gonna Do It,The Charlie Daniels Band,29,29,10,10
Changes,Loggins & Messina,84,84,2,2
Walking In Rhythm,The Blackbyrds,6,6,17,17
Emma,Hot Chocolate,8,8,14,14
Satin Soul,Love Unlimited Orchestra,22,22,12,12
Jackie Blue,Ozark Mountain Daredevils,3,3,21,21
Charmer,Tim Moore,91,91,3,3
I Just Can't Say Goodbye,Philly Devotions,95,95,2,2
Killer Queen,Queen,12,12,19,19
Hijack,Herbie Mann,14,14,15,15
Believe Half Of What You See (And None Of What You Hear),Leon Haywood,94,94,2,2
Once You Get Started,Rufus Featuring Chaka Khan,10,10,13,13
Dance The Kung Fu,Carl Douglas,48,48,7,7
Shining Star,"Earth, Wind & Fire",1,1,20,20
I Wanna Learn A Love Song,Harry Chapin,44,44,9,9
I Have A Dream,Donny Osmond,50,50,7,7
Shoeshine Boy,Eddie Kendricks,18,18,18,18
Smokin' Room,Carl Carlton,91,91,4,4
Bump Me Baby Part 1,Dooley Silverspoon,80,80,6,6
Harry Truman,Chicago,13,13,9,9
Long Tall Glasses (I Can Dance),Leo Sayer,9,9,15,15
Hush/I'm Alive,Blue Swede,61,61,5,5
Love Corporation,The Hues Corporation,62,62,6,6
Love Finds It's Own Way,Gladys Knight And The Pips,47,47,8,8
Reality,James Brown,80,80,4,4
The Bertha Butt Boogie-Part 1,The Jimmy Castor Bunch,16,16,13,13
Like A Sunday Morning,Lana Cantrell,63,63,5,5
Linda On My Mind,Conway Twitty,61,61,8,8
I'll Be Holding On,Al Downing,85,85,4,4
Angel (What In The World's Come Over Us),Atlanta Rhythm Section,79,79,5,5
Don't Let Go,Commander Cody,56,56,6,6
L-O-V-E (Love),Al Green,13,13,12,12
It's A Miracle,Barry Manilow,12,12,13,13
Leona,Wet Willie,69,69,5,5
We're Almost There,Michael Jackson,54,54,8,8
Showdown,Odia Coates,71,71,6,6
The Pill,Loretta Lynn,70,70,7,7
Amie,Pure Prairie League,27,27,13,13
Toby/that's How Long,The Chi-lites,78,78,7,7
Turn To Stone,Joe Walsh,93,93,3,3
Only One Woman,Nigel Olsson,91,91,6,6
Philadelphia Freedom,The Elton John Band,1,1,21,21
Tangled Up In Blue,Bob Dylan,31,31,7,7
What Am I Gonna Do With You,Barry White,8,8,11,11
"Living A Little, Laughing A Little",The Spinners,37,37,7,7
Who's Sorry Now,Marie Osmond,40,40,6,6
How Long,Ace,3,3,16,16
Shaving Cream,Benny Bell,30,30,11,11
Live Your Life Before You Die,The Pointer Sisters,89,89,5,5
Swing Your Daddy,Jim Gilstrap,55,55,9,9
Everybody Wants To Find A Bluebird,Randy Edelman,92,92,4,4
You're A Part Of Me,Susan Jacks,90,90,5,5
"Black Superman - ""Muhammad Ali""",Johnny Wakelin & The Kinshasa Band,21,21,27,27
He Don't Love You (Like I Love You),Tony Orlando & Dawn,1,1,14,14
I Don't Like To Sleep Alone,Paul Anka with Odia Coates,8,8,15,15
I'm Her Fool,Billy Swan,53,53,4,4
Stand By Me,John Lennon,20,20,9,9
Young Americans,David Bowie,28,28,11,11
Beer Barrel Polka/Dick And Jane,Bobby Vinton,33,33,9,9
Autobahn,Kraftwerk,25,25,10,10
Runaway,Charlie Kulis,46,46,8,8
Sneaky Snake,Tom T. Hall,55,55,6,6
Cry To Me,Loleatta Holloway,68,68,6,6
Shakey Ground,The Temptations,26,26,14,14
Thank God I'm A Country Boy,John Denver,1,1,19,19
Sun Goddess,"Ramsey Lewis And Earth, Wind & Fire",44,44,7,7
"Reach Out, I'll Be There",Gloria Gaynor,60,60,5,5
Bad Luck (Part 1),Harold Melvin And The Blue Notes,15,15,17,17
It Do Feel Good,Donna Fargo,98,98,2,2
You And Your Baby Blues,Solomon Burke,96,96,2,2
Where Have They Gone,Jimmy Beaumont And The Skyliners,100,100,1,1
Only Yesterday,Carpenters,4,4,13,13
My Little Lady,Bloodstone,57,57,7,7
Love Won't Let Me Wait,Major Harris,5,5,18,18
The Immigrant,Neil Sedaka,22,22,10,10
Rainy Day People,Gordon Lightfoot,26,26,11,11
Don't Tell Me Goodnight,Lobo,27,27,9,9
You Brought The Woman Out Of Me,Evie Sands,50,50,8,8
One Beautiful Day,"Ecstasy, Passion & Pain",48,48,6,6
Wildfire,Michael Murphey,3,3,19,19
Pinball,Brian Protheroe,60,60,7,7
Bad Time,Grand Funk,4,4,15,15
Sister Golden Hair,America,1,1,16,16
(if You Add) All The Love In The World,Mac Davis,54,54,4,4
I'll Play For You,Seals & Crofts,18,18,15,15
Only Women,Alice Cooper,12,12,16,16
Magic,Pilot,5,5,20,20
Growin',Loggins & Messina,52,52,7,7
Touch Me Baby (reaching Out For Your Love),Tamiko Jones,60,60,10,10
I'm Not Lisa,Jessi Colter,4,4,17,17
Spirit Of The Boogie/Summer Madness,Kool & The Gang,35,35,17,17
"Get Down, Get Down (Get On The Floor)",Joe Simon,8,8,17,17
Where Is The Love,Betty Wright,96,96,1,1
The Last Farewell,Roger Whittaker,19,19,15,15
My First Day Without Her,Dennis Yost And The Classics IV,94,94,2,2
Hang On Sloopy,Rick Derringer,94,94,4,4
Cut The Cake,AWB,10,10,15,15
I Want To Be Free,Ohio Players,44,44,7,7
When Will I Be Loved,Linda Ronstadt,2,2,15,15
Bloody Well Right,Supertramp,35,35,10,10
Sail On Sailor,The Beach Boys,49,49,17,10
A Hurricane Is Coming Tonite,Carol Douglas,81,81,2,2
Sandy,The Hollies,85,85,2,2
Remember What I Told You To Forget/My Ship,Tavares,25,25,11,11
Spider Jiving,Andy Fairweather Low,87,87,3,3
Check It Out,Bobby Womack,91,91,3,3
All Right Now,Lea Roberts,92,92,3,3
Dynomite-Part I,Tony Camillo's Bazuka,10,10,20,20
Trampled Under Foot,Led Zeppelin,38,38,7,7
Ease On Down The Road,Consumer Rapport,42,42,12,12
"I Wanna Dance Wit' Choo (Doo Dat Dance), Part I",Disco Tex & The Sex-O-Lettes,23,23,11,11
Good Lovin' Gone Bad,Bad Company,36,36,8,8
Anytime (I'll Be There),Frank Sinatra,75,75,6,6
The Hustle,Van McCoy & The Soul City Symphony,1,1,19,19
Thank You Baby,The Stylistics,70,70,6,6
Don't Leave Me In The Morning,Odia Coates,91,91,3,3
Love Will Keep Us Together,The Captain & Tennille,1,1,23,23
Shackin' Up,Barbara Mason,91,91,4,4
(Just Like) Romeo And Juliet,Sha Na Na,55,55,10,10
Old Days,Chicago,5,5,11,11
The Way We Were/try To Remember,Gladys Knight And The Pips,11,11,17,17
Misty,Ray Stevens,14,14,16,16
Let There Be Music,Orleans,55,55,7,7
Baby That's Backatcha,Smokey Robinson,26,26,11,11
Real Man,Todd Rundgren,83,83,3,3
This Ol' Cowboy,The Marshall Tucker Band,78,78,4,4
One More Tomorrow,Henry Gross,93,93,3,3
I'm On Fire,Dwight Twilley Band,16,16,18,18
99 Miles From L.a.,Albert Hammond,91,91,6,6
Take Me In Your Arms (Rock Me),The Doobie Brothers,11,11,12,12
Why Can't We Be Friends?,War,6,6,20,20
Me And Mrs. Jones,Ron Banks And The Dramatics,47,47,9,9
Sadie,The Spinners,54,54,7,7
Give The People What They Want,The O'Jays,45,45,9,9
Judy Mae,Boomer Castleman,33,33,8,8
Lizzie And The Rainman,Tanya Tucker,37,37,9,9
Mister Magic,"Grover Washington, Jr.",54,54,10,10
The Funky Gibbon,The Goodies,79,79,4,4
Minnesota,Northern Light,88,88,6,6
Attitude Dancing,Carly Simon,21,21,8,8
What Can I Do For You?,Labelle,48,48,6,6
T-R-O-U-B-L-E,Elvis Presley,35,35,9,9
Long Haired Country Boy,The Charlie Daniels Band,56,56,8,8
Midnight Blue,Melissa Manchester,6,6,17,17
Slippery When Wet,Commodores,19,19,15,15
It Ain't No Fun,Shirley Brown,94,94,2,2
Tryin' To Beat The Morning Home,T.G. Sheppard,95,95,3,3
Astral Man,Nektar,91,91,5,5
Swearin' To God,Frankie Valli,6,6,14,14
Rockin' Chair,Gwen McCrae,9,9,14,14
I'm Not In Love,10cc,2,2,17,17
Hey You,Bachman-Turner Overdrive,21,21,12,12
Sex Machine (Part I),James Brown,61,61,5,5
You Need Love,Styx,88,88,2,2
I Dreamed Last Night,Justin Hayward & John Lodge,47,47,7,7
The Rockford Files,Mike Post,10,10,16,16
Look At You,George McCrae,95,95,1,1
Rock And Roll All Nite,Kiss,68,68,6,6
Blanket On The Ground,Billie Jo Spears,78,78,5,5
No Charge,Shirley Caesar,91,91,5,5
Black Friday,Steely Dan,37,37,7,7
I'll Do For You Anything You Want Me To,Barry White,40,40,7,7
Damn It All,Gene Cotton,73,73,3,3
How Glad I Am,Kiki Dee,74,74,3,3
Seven Lonely Nights,Four Tops,71,71,4,4
El Bimbo,Bimbo Jet,43,43,10,10
Funny How Love Can Be,First Class,74,74,7,7
Rolling Down A Mountainside,The Main Ingredient,92,92,3,3
Granddaddy (Part 1),New Birth,95,95,3,3
Reconsider Me,Narvel Felts,67,67,6,6
Run Tell The People,Daniel Boone,93,93,3,3
Listen To What The Man Said,Wings,1,1,14,14
One Of These Nights,Eagles,1,1,17,17
Every Time You Touch Me (I Get High),Charlie Rich,19,19,12,12
Rhinestone Cowboy,Glen Campbell,1,1,23,23
Please Pardon Me (You Remind Me Of A Friend),Rufus Featuring Chaka Khan,48,48,6,6
Disco Queen,Hot Chocolate,28,28,11,11
Jive Talkin',Bee Gees,1,1,17,17
Burnin' Thing,Mac Davis,53,53,8,8
Rag Doll,Sammy Johns,52,52,8,8
Dixie Rock,Wet Willie,96,96,2,2
Hurt,The Manhattans,97,97,2,2
Remember The Rain?,The 21st Century,100,100,1,1
Please Mr. Please,Olivia Newton-John,3,3,15,15
Make The World Go Away,Donny & Marie Osmond,44,44,6,6
Do It In The Name Of Love,Ben E. King,60,60,4,4
Just A Little Bit Of You,Michael Jackson,23,23,12,12
Baby-Get It On,Ike & Tina Turner,88,88,4,4
Sneakin' Up Behind You,The Brecker Brothers,58,58,9,9
Stars In My Eyes,Sugarloaf/Jerry Corbetta,87,87,6,6
Got To Get You Into My Life,"Blood, Sweat & Tears",62,62,6,6
It's All Down To Goodnight Vienna/Oo-Wee,Ringo Starr,31,31,7,7
Sweet Emotion,Aerosmith,36,36,8,8
I Don't Know Why,The Rolling Stones,42,42,6,6
Feelin' That Glow,Roberta Flack,76,76,3,3
At Seventeen,Janis Ian,3,3,20,20
Holdin' On To Yesterday,Ambrosia,17,17,14,14
Saturday Night Special,Lynyrd Skynyrd,27,27,9,9
Take Me To The River,Syl Johnson,48,48,7,7
Cry Cry Cry,Shirley And Company,91,91,2,2
Wonderful Baby,Don McLean,93,93,3,3
Chocolate City,Parliament,94,94,3,3
Ballroom Blitz,Sweet,5,5,25,25
Fight The Power Part 1,The Isley Brothers,4,4,18,18
Sexy,MFSB,42,42,7,7
Mornin' Beautiful,Tony Orlando & Dawn,14,14,10,10
Wasted Days And Wasted Nights,Freddy Fender,8,8,19,19
Wooden Heart,Bobby Vinton,58,58,5,5
Send In The Clowns,Judy Collins,36,36,11,11
How Sweet It Is (To Be Loved By You),James Taylor,5,5,15,15
Third Rate Romance,Amazing Rhythm Aces,14,14,16,16
Fallin' In Love,"Hamilton, Joe Frank & Reynolds",1,1,17,17
Rendezvous,The Hudson Brothers,26,26,12,12
7-6-5-4-3-2-1 (Blow Your Whistle),Gary Toms Empire,46,46,17,17
Feelings,Morris Albert,6,6,24,24
(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool,Travis Wammack,38,38,10,10
Could It Be Magic,Barry Manilow,6,6,18,18
Another Night,The Hollies,71,71,3,3
Free Man,South Shore Commission,61,61,7,7
That's When The Music Takes Me,Neil Sedaka,27,27,10,10
Sure Feels Good,Elvin Bishop,83,83,5,5
Fame,David Bowie,1,1,21,21
One Man Band,Leo Sayer,96,96,1,1
Two Lane Highway,Pure Prairie League,97,97,1,1
Walk On By,Gloria Gaynor,98,98,1,1
What Time Of Day,Billy Thunderkloud & The Chieftones,92,92,3,3
Someone Saved My Life Tonight,Elton John,4,4,13,13
Feel Like Makin' Love,Bad Company,10,10,15,15
That's The Way Of The World,"Earth, Wind & Fire",12,12,16,16
Bluebird,Helen Reddy,35,35,6,6
"Oh Me, Oh My (Dreams In My Arms)",Al Green,48,48,6,6
Look At Me (I'm In Love),Moments,39,39,8,8
Til The World Ends,Three Dog Night,32,32,9,9
Forever Came Today,Jackson 5,60,60,9,9
Hope That We Can Be Together Soon,Sharon Paige and Harold Melvin And The Blue Notes,42,42,10,10
The Biggest Parakeets In Town,Jud Strunk,50,50,6,6
Keep Our Love Alive,Paul Davis,90,90,2,2
Dream Merchant,New Birth,36,36,11,11
Sooner Or Later,The Impressions,68,68,8,8
Our Last Song Together,Bo Donaldson And The Heywoods,95,95,2,2
Top Of The World (Make My Reservation),Canyon,98,98,1,1
Shoes,Reparata,92,92,3,3
Please Tell Him That I Said Hello,Debbie Campbell,84,84,5,5
Glasshouse,The Temptations,37,37,10,10
Get The Cream Off The Top,Eddie Kendricks,50,50,8,8
Come An' Get Yourself Some,Leon Haywood,83,83,3,3
Help Me Rhonda,Johnny Rivers,22,22,10,10
Blue Sky,Joan Baez,57,57,5,5
Get Down Tonight,KC And The Sunshine Band,1,1,15,15
Action Speaks Louder Than Words,Chocolate Milk,69,69,5,5
Honey Trippin',The Mystic Moods,98,98,6,6
Three Steps From True Love,The Reflections,94,94,4,4
Two Fine People,Cat Stevens,33,33,9,9
Daisy Jane,America,20,20,13,13
Tush,ZZ Top,20,20,9,9
Can't Give You Anything (but My Love),The Stylistics,51,51,6,6
Dance With Me,Orleans,6,6,18,18
How Long (Betcha' Got A Chick On The Side),The Pointer Sisters,20,20,15,15
Life And Death In G&A,Love Childs Afro Cuban Blues Band,90,90,3,3
Chase The Clouds Away,Chuck Mangione,96,96,4,4
Rocky,Austin Roberts,9,9,17,17
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates,15,15,13,13
It Doesn't Matter Anymore/When Will I Be Loved,Linda Ronstadt,47,47,4,4
The Proud One,The Osmonds,22,22,11,11
It Only Takes A Minute,Tavares,10,10,18,18
Waterfall,Carly Simon,78,78,3,3
Let Me Make Love To You,The O'Jays,75,75,3,3
Rock & Roll Runaway,Ace,71,71,4,4
Alvin Stone (The Birth & Death Of A Gangster),Fantastic Four,74,74,8,8
Keep Your Eye On The Sparrow,Merry Clayton,45,45,9,9
If You Think You Know How To Love Me,Smokey,96,96,3,3
Solitaire,Carpenters,17,17,10,10
Sweet Maxine,The Doobie Brothers,40,40,7,7
Run Joey Run,David Geddes,4,4,13,13
I Believe I'm Gonna Love You,Frank Sinatra,47,47,7,7
Flyin' High,The Blackbyrds,70,70,4,4
I Love Makin' Love To You,Evie Sands,50,50,10,10
Brazil,The Ritchie Family,11,11,18,18
Like They Say In L.A.,East L.A. Car Pool,72,72,6,6
Lady Blue,Leon Russell,14,14,18,18
Mamacita,The Grass Roots,71,71,11,11
For Your Love,Christopher Paul And Shawn,91,91,5,5
They Just Can't Stop It the (Games People Play),The Spinners,5,5,17,17
Give It What You Got/Peace Pipe,B.T. Express,31,31,17,17
Ain't No Way To Treat A Lady,Helen Reddy,8,8,16,16
Your Love,Graham Central Station,38,38,9,9
Inside My Love,Minnie Riperton,76,76,4,4
S.O.S.,ABBA,15,15,15,15
Turn Back The Pages,Stephen Stills,84,84,3,3
You Are A Song,Batdorf & Rodney,87,87,7,7
"Main Title (Theme From ""Jaws"")","John Williams/""Jaws"" Soundtrack",32,32,10,10
(Call Me Your) Anything Man,Bobby Moore,99,99,2,2
Katmandu,Bob Seger,43,43,11,11
I'm Sorry,John Denver,1,1,16,16
Gone At Last,Paul Simon/Phoebe Snow,23,23,10,10
Carolina In The Pines,Michael Murphey,21,21,13,13
What A Diff'rence A Day Makes,Esther Phillips,20,20,16,16
Por Amor Viviremos,Captain & Tennille,49,49,6,6
Dreaming A Dream,Crown Heights Affair,43,43,13,13
I Got Stoned And I Missed It,Jim Stafford,37,37,9,9
Department Of Youth,Alice Cooper,67,67,4,4
To Each His Own,"Faith, Hope And Charity",50,50,15,15
We Been Singin' Songs,Baron Stewart,91,91,6,6
House Of Strangers,Jim Gilstrap,93,93,3,3
What You Got,Duke & The Drivers,95,95,4,4
Do It Any Way You Wanna,People's Choice,11,11,15,15
If I Ever Lose This Heaven,AWB,39,39,8,8
Miracles,Jefferson Starship,3,3,15,15
I Only Have Eyes For You,Art Garfunkel,18,18,15,15
Who Loves You,The 4 Seasons,3,3,15,15
Only You Can,Fox,53,53,8,8
Out Of Time,The Rolling Stones,81,81,3,3
Chocolate Chip,Isaac Hayes,92,92,2,2
Music In My Bones,Joe Simon,92,92,4,4
Eighteen With A Bullet,Pete Wingfield,15,15,15,15
The Millionaire,Dr. Hook,95,95,5,5
You're All I Need To Get By,Tony Orlando & Dawn,34,34,7,7
If I Could Only Win Your Love,Emmylou Harris,58,58,5,5
Money,Gladys Knight And The Pips,50,50,7,7
This Will Be,Natalie Cole,6,6,14,14
I Like It Like That,Loggins & Messina,84,84,2,2
Blue Eyes Crying In The Rain,Willie Nelson,21,21,14,14
Sky High,Jigsaw,6,6,14,14
(All I Have To Do Is) Dream,The Nitty Gritty Dirt Band,66,66,6,6
Jam Band,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,80,80,3,3
Hollywood Hot,The Eleventh Hour,55,55,11,11
A Friend Of Mine Is Going Blind,John Dawson Read,72,72,4,4
When You're Young And In Love,The Choice Four,91,91,4,4
Mr. Jaws,Dickie Goodman,4,4,10,10
Rockin' All Over The World,John Fogerty,27,27,11,11
Love Is A Rose,Linda Ronstadt,63,63,2,2
There Goes Another Love Song,The Outlaws,34,34,10,10
Brand New Love Affair (Part I & II),Chicago,61,61,5,5
I Get High On You,Sly Stone,52,52,9,9
You Ain't Never Been Loved (Like I'm Gonna Love You),Jessi Colter,64,64,5,5
The Agony And The Ecstasy,Smokey Robinson,36,36,12,12
